#1
# Heat generation per site in DHN Hamburg divided by total heat generation for 2012.
# This file is based on 'MassFlowRestrictions_DHN_Vattenfall_Hamburg.txt' and 'HeatDemandHHVattenfall_2012.txt'. Depending on the heat demand the total mass flow has been calculated. The mass flows per site are then derived and the ouput is normalized to the correspondig total heat flow rate. See these files for more details.
double	default(35137,5)
0	0.469045	0.4524579	0	0.07849705
900	0.469045	0.4524579	0	0.07849705
1800	0.469045	0.4524579	0	0.07849705
2700	0.469045	0.4524579	0	0.07849705
3600	0.469045	0.4524579	0	0.07849705
4500	0.469045	0.4524579	0	0.07849705
5400	0.469045	0.4524579	0	0.07849705
6300	0.469045	0.4524579	0	0.07849705
7200	0.469045	0.4524579	0	0.07849705
8100	0.469045	0.4524579	0	0.07849705
9000	0.469045	0.4524579	0	0.07849705
9900	0.469045	0.4524579	0	0.07849705
10800	0.469045	0.4524579	0	0.07849705
11700	0.469045	0.4524579	0	0.07849705
12600	0.469045	0.4524579	0	0.07849705
13500	0.469045	0.4524579	0	0.07849705
14400	0.469045	0.4524579	0	0.07849705
15300	0.469045	0.4524579	0	0.07849705
16200	0.469045	0.4524579	0	0.07849705
17100	0.469045	0.4524579	0	0.07849705
18000	0.469045	0.4524579	0	0.07849705
18900	0.469045	0.4524579	0	0.07849705
19800	0.469045	0.4524579	0	0.07849705
20700	0.469045	0.4524579	0	0.07849705
21600	0.469045	0.4524579	0	0.07849705
22500	0.469045	0.4524579	0	0.07849705
23400	0.469045	0.4524579	0	0.07849705
24300	0.469045	0.4524579	0	0.07849705
25200	0.469045	0.4524579	0	0.07849705
26100	0.469045	0.4524579	0	0.07849705
27000	0.469045	0.4524579	0	0.07849705
27900	0.469045	0.4524579	0	0.07849705
28800	0.469045	0.4524579	0	0.07849705
29700	0.469045	0.4524579	0	0.07849705
30600	0.469045	0.4524579	0	0.07849705
31500	0.469045	0.4524579	0	0.07849705
32400	0.469045	0.4524579	0	0.07849705
33300	0.469045	0.4524579	0	0.07849705
34200	0.469045	0.4524579	0	0.07849705
35100	0.469045	0.4524579	0	0.07849705
36000	0.469045	0.4524579	0	0.07849705
36900	0.469045	0.4524579	0	0.07849705
37800	0.469045	0.4524579	0	0.07849705
38700	0.469045	0.4524579	0	0.07849705
39600	0.469045	0.4524579	0	0.07849705
40500	0.469045	0.4524579	0	0.07849705
41400	0.469045	0.4524579	0	0.07849705
42300	0.469045	0.4524579	0	0.07849705
43200	0.469045	0.4524579	0	0.07849705
44100	0.469045	0.4524579	0	0.07849705
45000	0.469045	0.4524579	0	0.07849705
45900	0.469045	0.4524579	0	0.07849705
46800	0.469045	0.4524579	0	0.07849705
47700	0.469045	0.4524579	0	0.07849705
48600	0.469045	0.4524579	0	0.07849705
49500	0.469045	0.4524579	0	0.07849705
50400	0.469045	0.4524579	0	0.07849705
51300	0.469045	0.4524579	0	0.07849705
52200	0.469045	0.4524579	0	0.07849705
53100	0.469045	0.4524579	0	0.07849705
