#1;0;0;0;0;0;0;0;0
"#Heat demand profiles as used in the project IntegraNet (GWI/UMSICHT). Calculated based on different sources. For details see:  Gemeinsamer Abschlussbericht des Forschungsvorhabens IntegraNet: ""Integrierte Betrachtung von Strom-, Gas- und Wärmesystemen zur modellbasierten Optimierung des Energieausgleichs- und Transportbedarfs innerhalb der deutschen Energienetze"", Benthin et al. (2020)";0;0;0;0;0;0;0;0
#;6WE_26;6WE_14;6WE_32;6WE_8;6WE_9;6WE_16;6WE_20;6WE_18
double default(8761,9);;;;;;;;
0;0;0;0;0;0;0;0;0
3600;8481.105347;8273.452393;8211.656677;8466.481628;8435.719788;9422.853516;9591.892029;9121.687195
7200;8386.131775;8233.983337;7862.683533;8662.938232;8004.492126;9654.523132;8755.860168;9031.15686
10800;12737.37659;12576.76294;12949.00891;12656.84631;13132.70135;14110.8938;13729.86938;13692.04022
14400;12870.34534;13538.12036;12665.54211;12911.53381;12342.37128;13509.63306;12768.10474;13531.02069
18000;4497.411621;7164.366699;9826.823242;6667.93457;7139.214355;4937.408203;5454.527832;5697.671387
21600;8111.428711;9767.416992;11198.00391;9762.352539;9513.478516;8834.695313;9383.422852;8462.845703
25200;11603.64648;10347.20313;12278.30371;12019.05566;10185.66016;11117.53418;11694.95898;9754.827148
28800;11627.5752;12699.92188;13668.00879;13056.05371;13301.44629;13485.30957;11892.19043;11917.75586
32400;12277.95703;12442.83789;13307.75293;14236.21875;13172.83203;12019.0332;12338.6377;11855.87109
36000;16361.52734;15473.70996;15457.46875;16752.32031;16536.33984;20797.26367;15275.39453;15966.8125
39600;15333.63281;15655.79297;12058.18555;18459.77344;14283.5;18006.94922;17175.64648;19440.2168
43200;19138.77148;20196.69141;17379.45313;17130.7207;18446.70313;20563.61914;22872.42578;21656.35742
46800;15970.10254;17944.91406;15703.55762;16571.6543;17104.94141;18002.85352;20902.15234;18404.85938
50400;16531.51367;16823.61914;16464.15234;16336.62402;16938.68359;18393.73047;17663.89063;16041.13477
54000;14508.08887;15981.1543;15382.80176;14004.79102;16115.69629;16262.4375;14835.77344;16245.37012
57600;13818.49609;17115.53125;15895.06836;15306.64258;17675.96289;17056.53906;16530.83594;17203.58203
61200;11366.9668;15660.13281;14380.23438;13750.86914;15551.15918;15037.03613;13915.47656;15782.47363
64800;12973.44141;16344.20215;15634.44336;14945.0332;16549.23242;16079.01465;15887.31348;16626.29297
68400;13920.03711;16798.28711;15167.64258;18240.7168;17020.3418;17697.02539;15671.07715;18855.32227
72000;21010.71094;19388.46484;19755.89844;18529.49023;19509.52344;19755.53711;21314.79102;20808.75977
75600;16319.12109;17412.95313;16389.85156;17248.05859;17123.23828;17806.95117;16468.36719;18401.80664
79200;18561.74023;18217.01172;16189.46582;16669.11328;16535.48242;20468.94141;19997.20898;20284.93945
82800;18435.44727;16880.89063;15757.83203;16402.60547;15199.83691;18718.30859;18555.30078;17233.61328
86400;18211.55469;17351.27734;15129.28223;16600.45703;16128.3584;18643.29297;18226.41211;17930.44727
90000;18811.91211;18739.33203;17110.48242;16792.7207;17990.28711;19586.50195;21275.36328;17264.87109
93600;21264.42578;17402.37695;17815.41797;19927.74609;18422.71094;19829.49609;19539.81055;18447.20313
97200;13228.49316;14659.20117;16353.86621;17604.38281;16328.24609;13237.625;13920.20605;16575.5957
100800;13789.93164;14959.16797;18712.87891;14029.74805;13632.57129;15073.20605;13525.85254;12808.21387
104400;10862.05469;14514.84961;19562.44922;12935.05371;14485.35254;10765.90527;13887.77246;13410.75195
108000;15560.65234;17668.375;19062.28125;17542.90625;17352.32031;16751.10156;17007.32617;16345.4043
111600;17977.55664;17422.77539;19159.94922;18717.44336;17321.57813;17803.61328;18411.70898;16147.47656
115200;17675.21484;19275.99219;19771.95117;19577.50781;19107.44727;19843.52539;17938.57813;17652.75781
118800;18261.7207;17946.6582;19262.14648;19883.44727;18820.41797;17733.47266;17903.16992;17554.48242
122400;22406.22266;21552.95703;22581.00195;22900.93945;22867.94141;27273.24414;20816.5918;21978.55469
126000;22149.1543;21173.01953;16829.69141;23414.04688;20867.80469;22942.98242;22015.22852;25003.62891
129600;25595.32031;25203.67773;22149.14844;22194.29688;22403.59766;26030.5293;27977.45703;26988.64258
133200;22546.90039;23648.08594;20885.0293;20898.71289;22364.28711;24177.36328;26427.00977;24196.48633
136800;22407.24414;22068.51172;22109.00781;21399.32422;23331.44922;24213.97852;23032.99023;22482.73438
140400;19709.86523;20363.07031;21151.33008;19582.30664;22026.72656;21606.0957;20331.90234;22628.36914
144000;18704.39648;21556.07422;21689.88672;19457.6875;22511.0957;22532.88086;21394.14648;22636.41992
147600;16827.1582;19005.29688;19431.45898;17346.57617;19675.88867;19440.91406;17656.60547;20055.87695
151200;18487.6582;20319.31445;20103.0625;19239.67383;20435.86719;20505.80273;19559.57617;20974.41992
154800;19210.89063;20544.78516;19624.55273;21177.94531;20740.92188;20798.75;19960.92383;21858.13672
158400;24932.125;23280.00977;22520.3125;21435.41406;21588.62695;22768.93555;23908.33008;24166.27148
162000;20150.41602;20544.91016;20527.73047;19229.24023;21307.34766;21343.13477;20406.25195;21526.05469
165600;22921.29883;21212.73828;19968.9707;19446.07617;20925.70313;24335.69141;24863.58008;23058.39063
169200;21136.77148;20098.88477;19419.32617;18352.00586;19134.0957;20137.67773;21886.29883;19491.25
172800;18472.57617;18482.83008;17514.95117;16534.50586;17647.11328;17390.75781;19883.11328;18824.71875
176400;19149.24414;20276.29492;17681.80273;16628.36914;19210.56836;19883.40234;20237.32422;19447.02344
180000;20010.93359;18283.90234;17421.23438;21251.03711;18946.08008;21626.28711;18504.39258;19507.51563
183600;13335.17383;15740.19531;15754.13867;18686.33984;15841.53418;12685.06836;14397.1084;16621.64648
187200;14757.57324;16022.36426;19377.9375;16071.19922;14501.86328;14610.38184;15754.27441;12319.95215
190800;10933.92188;14681.82617;19367.97461;13070.61426;14221.15039;11023.95313;14018.28418;13629.50098
194400;16230.79199;18077.23438;19500.95703;17813.03516;17886.82813;17062.21484;17632.91797;16840.51367
198000;18567.25195;18068.38672;19630.55469;19177.82617;17819.77344;18285.95898;18777.89453;16781.00391
201600;17822.09766;19356.60156;20161.85938;19627.87891;19613.10156;19745.32617;18423.56641;18117.1543
205200;18565.47461;18854.15039;19701.21289;20727.83203;19519.14648;18282.89844;17911.28125;18092.4043
208800;22795.42578;21895.67383;22387.73633;23056.5625;23340.37305;27915.84961;21541.0625;22475.875
212400;22696.75195;21446.55469;17471.71289;23805.34375;20576.90039;23820.05078;22433.07031;25742.44141
216000;25904.58594;25678.9375;21837.89258;22900.0332;22717.70703;25545.49023;27839.31641;26932.64453
219600;23861.87891;24345.125;20259.60156;21932.70313;20931.11328;23369.85352;25731.15039;25242.64648
223200;21985.61719;22786.10547;22409.51563;21914.28125;23512.62891;23674.46094;23859.81836;22583.54297
226800;19183.09375;21173.82031;21238.17188;21848.34766;21960.44141;21222.67578;20579.0957;22271.55273
230400;20041.33398;21971.5332;20824.34766;22037.25195;23288.63867;22544.20703;22402.87695;22379.53125
234000;16514.91406;19748.17383;20155.71289;19505.52734;21044.0625;19997.2793;18471.875;21070.97461
237600;18085.38281;20954.35742;19707.09375;19951.21094;21148.08594;20863.4043;20003.45898;21279.72852
241200;17819.5957;21042.58398;18721.32031;21975.54688;19582.44531;21997.11133;19486.27344;22948.13672
244800;25077.93359;22107.38477;22570.28906;21108.0293;20473.6875;23258.60547;23395.68359;24417.31055
248400;20311.89258;19879.24609;20084.53906;17634.45313;19423.87695;21156.92578;19507.48047;21735.35742
252000;23438.43945;20958.64648;20051.54102;20086.03711;20240.14648;24124.17578;25618.10156;23607.375
255600;22579.55859;20627.64453;19946.7793;19723.66602;19282.02344;20974.9668;21626.02344;21233.62305
259200;20534.9082;17955.08008;19517.38672;19958.56445;19154.75391;21787.83203;21771.98633;20329.07422
262800;21017.96875;22784.41602;22142.32813;18213.4707;21815.20703;24390.25586;23599.9707;21511.61328
266400;23772.05273;21363.20313;21174.76172;22471.39258;22362.61914;23522.70117;22863.03906;21502.25977
270000;17581.59766;18473.04883;20468.63281;21967.0918;20899.36328;17125.42969;19321.58984;20202.37109
273600;18119.91016;19511.94727;22411.65625;18898.29688;18062.84375;18877.4043;18141.00977;16239.09375
277200;13180.71387;17462.23438;23256.36719;15398.59668;17379.48242;13146.32715;16723.44336;16136.34961
280800;19505.97656;22105.42383;23357.05859;21905.21289;21638.45117;20937.375;21387.875;20251.8418
284400;21453.94531;22382.08008;23745.51172;23296.51953;22032.20313;22344.47852;22941.13086;20648.4668
288000;22278.42383;24156.95508;25187.3457;24630.65625;24451.17773;24959.75977;23127.10156;22367.16992
291600;23376.10742;23703.18555;24560.78125;25850.82227;24520.5293;22803.02539;23002.93164;22992.99609
295200;28056.13867;27557.74805;27020.16016;29395.4707;28581.8457;33787.94141;26394.61133;28022.01758
298800;27669.22266;26857.375;22176.76367;29825.58789;25224.70703;29178.48828;26596.70313;31886.35156
302400;33354.22656;31698.63477;28445.44922;27538.16016;28913.47266;32003.94141;34461.19141;34002.41406
306000;29953.63281;29850.85156;26938.42773;27183.6582;28481.27734;30098.97656;33443.56641;29983.01953
309600;28359.95117;28730.20898;27907.13281;28623.70703;30133.19141;30308.41211;29862.8125;28086.79102
313200;24488.42578;26294.74805;24797.92969;26813.77148;26918.89453;25697.19727;25100.01367;26596.32227
316800;24867.67969;25261.47852;23918.16992;25964.69727;25952.34961;26056.82813;24184.74414;25977.94727
320400;17746.33203;20868.68945;20010.18359;21008.70703;21570.57227;20411.38477;19524.28711;21383.93555
324000;17966.00391;20762.81836;20155.68359;20521.02148;21369.53516;20945.46484;19524.92578;21445.7168
327600;16318.14746;19112.84375;18051.05469;21404.28906;20177.15039;21337.83984;18344.75586;21956.11523
331200;24774.21289;22583.68359;22096.54883;21598.02539;21958.6543;22696.29688;23364.51758;24764.83984
334800;19492.35547;21644.68164;20475.125;21857.12109;21417.71289;22176.2793;21265.88086;22519.93945
338400;24728.08789;24608.12891;22463.86328;23754.86133;23222.23438;25867.26563;26436.10547;26286.97461
342000;22131.41602;23920.47266;21291.83984;23147.46289;20274.76367;23600.46484;23479.29688;23345.66992
345600;22865.60352;22987.73633;21144.67773;21396.45898;19983.06445;23500.88867;23550.73047;23114.75586
349200;24518.86328;26080;24246.04688;21056.14453;24133.9375;26772.44141;26084.38281;24661.16016
352800;25361.56445;23220.79688;23654.83008;24785.38086;23161.25195;26090.23242;24584.10156;24524.16211
356400;16065.5957;20698.98633;21222.63281;23175.7207;21078.64258;17967.97461;19229.32617;21616.50586
360000;18356.73633;21433.97852;23807.08984;20375.68555;19763.74805;19990.93164;20204.06641;18086.19922
363600;14281.8291;18829.53125;25000.94531;16645.71289;18712.62305;14342.90527;18112.93164;17788.74609
367200;21671.84375;23552.8418;24846.32227;23351.33398;22880.71289;21854.03516;22831.70508;21807.27344
370800;24656.41797;23243.03125;25235.6582;24739.01953;23120.1582;23803.46484;24312.26172;22320.01953
374400;23925.8418;25328.82617;26481.13672;25563.56641;26017.51758;26141.08984;24372.84766;24021.01953
378000;24449.36328;24843.83398;25722.3457;27063.42773;25311.5293;24253.125;24427.61523;23614.11133
381600;29764.32031;28490.19336;29698.86523;30582.70703;30297.06836;35297.28516;28057.2832;29593.52344
385200;31365.98438;28509.52539;26361.50391;32004.42578;29611.81445;30969.74219;30009.85938;33196.26172
388800;31661.10547;33431.34766;28408.92188;29490.72656;28800.22266;33612.8125;35171.07813;35130.58594
392400;29395.0625;31553.85352;28050.18945;29051.92578;28902.83008;31431.36914;35044.11719;32754.21094
396000;29535.41797;30804.53711;29799.22656;29854.74023;30894.97656;32150.87695;30056.07617;30523.5957
399600;26350.13867;28322.76563;27997.03125;28051.47656;27996.03906;27442.36328;25122.42188;29861.82031
403200;26562.08398;27874.17188;26588.02539;24754.54297;27095.00781;28065.24414;26633.50977;27516.75586
406800;22222.00977;23593.66992;23926.82422;22773.65039;24156.52148;23241.48633;22218.5957;24705.53125
410400;20274.80859;22618.36328;22694.57031;22529.33594;23780.82813;23643.30078;20605.38867;23953.22852
414000;18456.74219;22656.49219;20794.46484;24192.94922;22989.30664;24020.29297;20368.68164;24614.98242
417600;27582.13086;24364.4043;24720.18945;23097.27344;23950.01953;24700.64453;26528.23242;26085.88477
421200;24323.00391;22954.58203;22663.7793;23469.36133;23680.30273;23867.99414;23232.75586;24624.37695
424800;27861.32031;25415.10156;24535.49219;22294.70313;24374.83008;28913.27734;29357.69141;27059.60547
428400;27362.90234;21380.74805;24715.96484;21340.28125;25003.63086;22352.44531;27783.66992;25167.5625
432000;24424.15039;24040.44336;22388.82813;22163.24805;22549.63867;23927.57813;25992.33594;24853.51563
435600;25425.27539;25422.16406;25086.06445;22989.71875;24745.125;27560.25195;27213.3125;25912.35742
439200;26260.57617;23425.00391;24791.36914;24859.20313;25238.41992;26244.11719;24755.91797;24978.35938
442800;19524.86328;21870.14844;22203.37305;22965.82227;22537.88477;19193.23047;21550.57031;22573.875
446400;19814.53711;21466.63672;24475.27539;20702.66016;20528.11914;21088.69922;20453.43945;18299.94922
450000;14542.7334;18933.46094;25021.98828;16942.90039;19153.00781;14270.5625;17308.34375;17734.47266
453600;22142.43945;23607.26563;24717.5957;23658.08594;23010.58203;22465.94336;23085.13672;22268.42969
457200;24624.12695;23152.88867;25186.00781;25041.13672;23372.11914;24183.04297;24652.12695;22387.04883
460800;23795.21875;25467.57422;25981.14844;25681.58594;25625.125;26737.75586;24402.54688;24092.61523
464400;23501.67578;24472.25781;25973.52734;26621.91992;25289.34766;24300.92188;23979.03711;23952.39258
468000;29360.32813;28225.19531;29433.23828;29829.19727;30040.24414;34647.37109;27858.44727;29128.52734
471600;31622.66016;28795.71484;26728.29102;31164.22266;29845.46094;31256.00781;31520.77344;33264.64844
475200;34651.23438;32063.83008;29301.67773;29077.11328;29907.38086;33548.16016;37921.90234;34647.70703
478800;28612.07031;29711.86328;25276.40625;26029.38867;27698.64844;29330.33008;33177.42969;30659.03711
482400;26270.30859;27759.78711;27008.75391;28167.81641;29406.01758;29310.69531;28425.24609;27857.80273
486000;20721.70117;25037.05859;25737.49414;24540.85742;27331.87695;22597.63086;24285.93359;25402.0625
489600;23343.91992;23156.48828;25029.1582;23397.17969;28275.5625;23504.55078;26729.64844;26596.57813
493200;22984.24414;22357.57227;25437.13281;21730.74219;26030.60742;23462.99609;22942.22461;26696.73828
