#1;0;0;0;0
"#Heat demand profiles as used in the project IntegraNet (GWI/UMSICHT). Calculated based on different sources. For details see:  Gemeinsamer Abschlussbericht des Forschungsvorhabens IntegraNet: ""Integrierte Betrachtung von Strom-, Gas- und Wärmesystemen zur modellbasierten Optimierung des Energieausgleichs- und Transportbedarfs innerhalb der deutschen Energienetze"", Benthin et al. (2020)";;;;
#;6WE_17;6WE_3;6WE_23;6WE_4
3884400;12330.79395;13018.19922;11733.77051;11401.92188
3888000;11191.20605;12255.02637;12002.42969;11836.20801
3891600;12555.39844;11354.78027;12731.5459;12887.66113
3895200;12402.0625;13782.96973;12296.35938;13558.94629
3898800;10312.80859;10762.66504;8529.253906;6288.32666
3902400;8935.425781;7168.662598;8589.959961;9476.053711
3906000;10253.28223;7537.489746;4357.579102;8128.541016
3909600;12182.28125;11366.77148;10764.10352;11274.22461
3913200;12622.75195;12771.62305;12900.69922;12662.4873
3916800;15035.04395;13896.56934;14732.9502;13713.67773
3920400;13585.97461;13602.65625;13752.60742;13156.10156
3924000;18112.92188;17791.09961;19667.3125;22211.49805
3927600;20052.98242;19492.93945;20713.99219;19232.35742
3931200;21403.87305;20654.79102;20612.17383;21678.63477
3934800;18699.14648;20711.02734;18930.26953;17528.49219
3938400;18774.03711;18800.13281;19144.91797;19320.45313
3942000;17259.5;17361.38086;15641.12305;15190.2373
3945600;16293.52539;15875.33594;16844.51172;16154.48242
3949200;13309.66797;12895.09375;11846.21387;12252.70703
3952800;14172.31348;13498.86523;13406.19336;13605.94727
3956400;14391.14063;14566.57031;15512.13574;16151.79004
3960000;16105.65039;16678.83594;16892.92969;17735.3457
3963600;15176.10645;14759.08398;14579.57715;14702.2627
3967200;17555.66211;19657.71484;16819.36719;16077.37793
3970800;14757.25488;12904.43555;12907.35547;14388.02441
3974400;14477.5166;15329.55273;13442.26074;14925.30469
3978000;16583;14697.6416;15204.95215;15802.13574
3981600;14473.47852;16349.9502;14871.27051;15897.16992
3985200;11812.90039;12835.33301;10962.16504;8653.420898
3988800;10819.31152;9091.672852;10039.23633;11677.89844
3992400;11550.62598;8627.171875;4667.414551;8917.510742
3996000;13215.53809;12083.63574;11741.19629;12143.7041
3999600;13290.97852;13383.31348;13569.97266;13462.74707
4003200;14577.69629;13983.38477;14574.0166;14038.66211
4006800;13686.75;13758.98145;13762.17773;13486.71387
4010400;18199.61133;17090.70313;20151.18555;22460.81836
4014000;19149.86328;18871.41797;21084.78516;19946.28516
4017600;20501.00781;21797.01172;20365.36719;19206.31641
4021200;16654.01563;22260.50391;15695.0791;18157.40039
4024800;18380.84961;17082.03516;16675.41992;17924.86328
4028400;14589.66113;14957.41992;12567.29199;12478.92578
4032000;12608.62305;12716.70508;13060.09668;10494.41406
4035600;10965.44727;11556.48828;10050.26953;9659.737305
4039200;13542.74316;12982.17383;13058.04688;13249.3418
4042800;9653.930664;10741.74414;12041.16699;12088.64551
4046400;9624.62793;11648.7666;12287.36621;13721.0459
4050000;8751.511719;9939.980469;9179.548828;10020.41504
4053600;13331.05078;14331.91211;11454.51953;11831.83301
4057200;12381.27148;11496.6377;10058.15527;11824.49414
4060800;13209.56738;13360.34082;11858.75586;11059.50879
4064400;14363.25879;13713.68555;13289.8291;13634.01563
4068000;13086.52344;15535.91406;13367.30566;13119.56348
4071600;10655.8877;11417.69238;9928.019531;6486.719238
4075200;9499.74707;7831.266602;7570.185059;10905.30566
4078800;11342.44336;8775.913086;4437.783691;8991.088867
4082400;12954.8916;12450.19629;11540.1377;12767.80859
4086000;14146.13477;14291.17969;14281.54395;14062.73926
4089600;17170.0918;15426.03809;16443.28516;16076.05762
4093200;14646.38477;15568.50977;15363.54785;15456.60938
4096800;20918.26563;20205.9082;22984.05859;25671.23438
4100400;21786.38086;23310.29883;23401.34766;23045.39453
4104000;23435.90234;23916.88086;22632.36328;24506.30859
4107600;21974.08203;23301.05078;20541.53516;19243.12695
4111200;20824.37891;19365.5;21097.95898;18574.32227
4114800;14875.33984;13456.53809;15286.12402;14539.48535
4118400;15279.40332;13222.15918;15280.06445;14914.26172
4122000;10332.96973;10341.00586;7333.060059;10272.22754
4125600;8921.267578;9583.246094;7194.839844;9731.235352
4129200;9043.598633;7930.657715;9026.896484;9479.969727
4132800;10308.25293;7261.351563;9509.223633;9269.598633
4136400;9690.901367;8031.967773;8482.648438;7370.293945
4140000;10899.96973;12523.87305;12702.57422;11475.8252
4143600;11840.25879;10235.04297;10963.3125;11181.96289
4147200;11825.03711;10023.90234;10658.04395;10142.46094
4150800;15436.6543;13300.10352;13137.80078;14290.15918
4154400;13314.47461;16405.04688;13594.15039;14910.06445
4158000;11924.50977;12458.18262;11504.70703;8601.917969
4161600;9527.792969;7309.578125;9383.305664;11100.98828
4165200;10482.66113;8313.536133;4358.658203;8830.671875
4168800;13010.65527;12012.0957;11638.11621;11873.92773
4172400;12580.29785;13341.60059;13781.52246;13084.38574
4176000;15487.76953;14388.5332;15611.44824;14461.36523
4179600;14213.08789;14358.55078;14672.2002;14288.58984
4183200;19401.72266;18880.4082;21276.25391;24779.16406
4186800;20271.55664;22462.32227;21797.83008;21870.08398
4190400;22417.26758;23156.49414;22076.82813;23255.49805
4194000;20112.03711;20659.19141;18996.81641;18531.25977
4197600;19325.01758;17294.4082;19275.53125;18918.70117
4201200;15876.04395;16516.79688;14929.39746;15790.20801
4204800;18062.02148;15723.32129;17411.82227;15527.8916
4208400;16049.02148;17495.88281;12329.78516;15312.31641
4212000;16089.0957;17561.15039;14779.62305;16349.26855
4215600;15607.93945;17210.70703;13486.1377;17875.77344
4219200;18724.94922;19775.88867;18917.36523;21375.55078
4222800;17167.50977;15874.64063;16138.59668;16578.96875
4226400;17968.22461;22411.51172;19113.15625;15949.81055
4230000;12896.78418;16876.20898;17060.91406;15785.37305
4233600;13889.64063;17360.49805;15624.62207;14776.02539
4237200;16506.48047;17184.43164;16643.39453;17617.83594
4240800;12676.27734;19473.70898;17104.86133;16576.6582
4244400;12633.35449;15211.87598;12559.87988;10277.98242
4248000;12700.16211;11353.62207;12571.10547;13665.42578
4251600;13398.56934;10458.88477;5240.712891;10887.54004
4255200;15616.98633;14952.59277;14228.80469;14412.60449
4258800;15945.79297;16256.71289;16263.6709;16199.31836
4262400;17974.3457;17202.98828;17964.40625;17177.03711
4266000;16127.94336;16417.76172;16827.45117;15871.94434
4269600;20663.82227;20745.09961;22821.23438;25536.875
4273200;21244.15039;21692.75781;22747.12891;22464.12305
4276800;23125.8457;22855.95313;22154.62891;23533.88477
4280400;20740.36523;22834.26367;18135.42578;19799.63477
4284000;21099.48047;20181.60156;20821.75781;20030.30273
4287600;19606.1582;19924.00977;16954.9375;18198.97266
4291200;20200.39258;20313.03125;20002.16992;19175.94141
4294800;18638.27734;18452.33008;16738.39453;16212.35645
4298400;19135.50195;18716.83398;17954.4707;17616.18164
4302000;17554.43359;17488.36719;16945.57422;17684.27539
4305600;18453.12891;18248.60938;18349.60352;19219.10156
4309200;17477.63281;16831.77734;16948.74219;16144.25098
4312800;18231.60156;20285.83398;18895.85938;17071.55664
4316400;16025.40625;16451.7207;16304.25098;17049.73633
4320000;16149.55273;16829.86523;15909.88086;15896.51074
4323600;18336.37695;17039.43164;16260.29004;17580.08398
4327200;17011.07422;19692.72266;16778.81445;19045.00781
4330800;13771.39746;15291.03125;13968.51367;11121.21289
4334400;13011.6084;11552.30957;12890.33301;14374.55371
4338000;13789.29785;10216.24707;5723.858398;10565.21484
4341600;15997.80762;15081.76855;14788.83203;15204.66992
4345200;16343.47461;16471.54883;16486.29492;16309.95996
4348800;19065.27148;17656.20703;18719.31445;18128.70313
4352400;17447.47266;17457.97656;17605.97266;17517.11328
4356000;22501.75;21842.92578;24435.38086;26882.22656
4359600;21927.39258;24038.74219;23951.27734;24319.93555
4363200;24656.34375;24070.5332;24002.12891;25791.20703
4366800;21980.38477;25170.23633;18725.35547;21586.52148
4370400;21886.19531;22149.94141;21654.19922;22631.24609
4374000;18585.25781;20609.9082;17737.11328;18880.70703
4377600;21085.08789;21760.77539;21443.91406;21400.54492
4381200;19267.3125;19613.61523;16248.77734;18165.36523
4384800;17488.14844;19705.6582;17042.52344;18778.89453
4388400;19090.74414;20084.54492;19830.0918;21611.23633
4392000;19395.44922;22070.06055;19863.66016;24470.04492
4395600;19520.99609;20147.36719;18503.375;19172.83398
4399200;22364.25586;25325.05469;21594.02148;21006.27734
4402800;19783.76172;20123.30664;18371.62305;20193.72656
4406400;20102.70703;20398.05078;19392.68945;18271.38086
4410000;22017.9707;19425.5625;20153.15625;20583.56445
4413600;19302.05078;22460.78516;20662.41211;21244.97656
4417200;17226.3457;18834.14258;16825.0293;14505.31445
4420800;16272.86621;15105.4707;14334.88086;17742.5625
4424400;16811.83008;12704.49219;6896.467285;13161.79199
4428000;19457.12891;18881.55078;17987.39844;18843.82813
4431600;19574.78711;20046.17969;20387.69727;20104.77734
4435200;22471.58008;20847.54102;22051.02539;21333.48828
4438800;20261.24805;20937.875;21215.14453;20867.05273
4442400;26238.59961;25528.77539;28647.83398;31050.50195
4446000;26690.64063;25788.20313;28710.36328;27508.31445
4449600;30147.6543;29810.4375;27035.76367;29974.63867
4453200;26988.42578;29471.83789;26481.89648;25992.73242
4456800;26662.30664;24649.90039;26532.49805;26775.06836
4460400;22274.22656;22105.30664;21613.99023;21425.8418
4464000;21073.17383;18709.61328;21564.30664;20663.97461
4467600;17730.35742;16386.00391;15294.50195;16352.44238
4471200;21080.23828;21109.26367;20324.42773;20815.9668
4474800;21771.83008;21893.44141;23845.96484;23784.12109
4478400;21363.21094;21710.94531;22310.27734;23860.44336
4482000;18932.73828;17829.61523;20071.85742;17613.625
4485600;22603.16406;22389.42969;23454.92969;15931.46777
4489200;20375.12305;18905.23047;20819.89063;18908.24609
4492800;21210.32422;19665.10352;20422.02344;20401.52148
4496400;23415.19727;20641.04688;21942.50781;22179.64844
4500000;21207.27734;22803.69336;21124.05469;21347.89648
4503600;19311.33789;19695.89063;18355.50781;13984.16406
4507200;17429.20117;15024.43262;17652.17188;17493.13281
4510800;18149.24414;13668.90527;7587.517578;14009.39063
4514400;21490.33984;20198.61719;19727.52539;20345.49609
4518000;21175.63672;21956.11719;22064.77148;21936.58008
4521600;25147.91797;23081.34766;24472.64453;23724.74609
4525200;23063.23438;23190.73438;23395.68164;22876.32031
4528800;28979.26563;27767.9043;31622.55664;33965.76953
4532400;28566.30664;30114.37891;31564.15234;30290.27734
4536000;31792.83594;32586.60742;28867.5918;33524.28516
4539600;28916.87695;31765.9082;29418.38867;28616.00781
4543200;26382.57422;25847.70508;26984.83008;24151.67773
4546800;23520.38086;23711.63086;22627.82813;21181.625
4550400;20017.51953;21457.78906;20992.1875;20772.98633
4554000;17602.19531;17574.66406;15701.0459;16183.32227
4557600;16628.92383;16280.25195;16033.5957;15956.14746
4561200;14625.06836;14624.5498;15666.48145;16708.14063
4564800;15493.84082;15753.09668;16210.70996;17806.58008
4568400;14115.86426;15015.67773;13499.71191;14116.43066
4572000;17054.08008;17470.35938;16094.38477;13478.55176
4575600;16006.25293;15382.44629;15279.01074;16394.66797
4579200;17748.19531;17188.23242;15552.11328;15816.69043
4582800;20378.98828;17638.67188;19195.82031;18924.38281
4586400;19119.88086;21281.49219;19818.66992;18767.15234
4590000;16546.97461;16995.85547;16030.84668;11746.8623
4593600;14408.19141;13349.38477;14695.20605;15620.80273
4597200;15512.00391;11036.09277;6190.385742;12182.90527
4600800;18109.20313;16150.15137;16851.13086;17142.41016
4604400;19103.72461;18746.66992;19478.98438;19154.79688
4608000;21438.4082;19803.30273;21027.80469;20163.97852
4611600;19286.49414;20027.11523;20317.85156;19786.19727
4615200;25593.11523;24856.7207;28299.61523;30754.23633
4618800;25862.33594;26664.00195;28625.34766;26984.03906
4622400;28924.30469;30154.07617;27733.85742;29650.79102
4626000;26361.34961;27507.76953;23907.11914;23699.05664
4629600;25371.37305;24571.72852;25372.1543;25488.7168
4633200;22996.17383;21298.58984;22486.86914;22569.62305
4636800;23616.25195;23288.31836;23887.98047;23240.73828
4640400;19817.43359;18765.98828;18572.02344;18786.55664
4644000;16923.18359;17165.41992;17311.73828;17240.2168
4647600;16969.80859;15242.23242;19213.02344;19274.70313
4651200;18547.82617;19869.05273;19498.35156;20799.5957
4654800;17852.92773;17904.33789;17445.84375;14970.53027
4658400;19994.81055;22374.06445;20000.08984;16633.25
4662000;17784.69727;17176.39453;17253.83008;14169.87598
4665600;18012.48047;18655.91406;18336.74609;15461.14258
4669200;20995.00781;17887.06836;20038.37891;19864.37305
4672800;18126.07422;21072.73438;19230.34375;20658.60352
4676400;16276.52246;16857.13477;15740.93164;13135.93457
4680000;13510.33984;12358.27051;13473.21582;15470.44629
4683600;14377.81836;10494.19922;6033.763184;11709.08203
4687200;17309.31445;16305.30078;15917.0293;16417.83789
4690800;17665.70508;17729.42773;17906.73633;17619.97461
4694400;19735.4707;18296.77344;19679.64648;18204.74023
4698000;18919.72461;18553.45508;18959.64258;18325.21094
4701600;23941.26563;23199.37695;25885.43555;28971.99219
4705200;24633.98633;26049.14844;26186.41016;25503.56445
4708800;27118.53125;27429.20313;26069.36719;26304.14453
4712400;22895.04102;26188.27539;21880.49609;21747.17969
4716000;19627.53125;21171.48633;21050.23633;21609.83594
4719600;18272.07813;21397.53906;18328.61133;18203.98242
4723200;17796.44336;22358.89648;19537.18945;18045.51953
4726800;18047.69922;20617.17188;17901.82422;15563.24902
4730400;19087.68359;21302.93164;17952.35742;20121.03125
4734000;20266.89844;20317.90234;20763.99414;22388.05859
4737600;19766.1582;21222.41406;21483.25195;23526.25391
4741200;17426.03906;21276.1582;17494.12305;18067.97266
4744800;20305.09375;25227.56445;20042.67383;20331.86133
4748400;18458.56445;19445.16016;17916.96289;17718.49414
4752000;19690.97461;20694.49609;18316.72656;16884.40039
4755600;22051.71094;20352.51563;19974.04883;20778.25781
4759200;19261.75;21839.27344;20313.00977;19747.23633
4762800;16316.94531;16971.90625;16037.27344;13497.22852
4766400;14456.07422;12618.61133;14308.34473;15736.7207
4770000;14803.21582;10680.77441;6064.786621;11736.80762
4773600;17061.90625;15618.81445;15626.93359;15687.19336
4777200;17419.46094;17251.54102;17577.89648;17503.20508
4780800;20091.98633;18580.54102;19676.40234;18823.17578
4784400;17996.74609;17897.53125;18113.42188;17888.35547
4788000;22872.45703;22299.19727;24970.00586;28446.67188
4791600;23614.80859;25258.90039;24862.08203;24692.22656
4795200;25419.82813;26364.95117;24880.6543;25522.18359
4798800;22222.20313;23520.83398;21513.05469;20080.85156
4802400;20149.12109;19068.73242;19341.18359;19693.74219
4806000;16650.75781;17246.73242;17350.65039;16386.75
4809600;18253.80664;18872.16016;19128.78906;17816.73047
4813200;18030.12891;17062.6543;15262.64063;15560.63672
4816800;16230.35742;17933.66797;16768.72266;15869.65918
4820400;16487.52148;15033.71289;17052.78125;14671.58496
4824000;16529.51953;15230.52734;17503.66602;14350.3584
4827600;15431.70117;14214.17969;15371.37988;13149.30566
4831200;18781.69531;20051.69531;17610.77148;16711.97461
4834800;16601.49414;15154.22363;15421.1582;15428.13965
4838400;14361.36914;16943.375;15642.84961;14642.8252
4842000;15972.98242;15988.30859;16648.71484;16609.49805
4845600;13630.13672;17439.08203;16064.46484;15567.98242
4849200;11521.31445;14471.93457;13035.01172;8566.958008
4852800;10950.15234;9915.896484;10756.37207;12110.41211
4856400;11946.11133;9027.217773;4945.196777;9578.386719
4860000;13783.8252;12929.79883;12133.01563;12906.74219
4863600;13783.88379;14182.56055;14471.99121;13993.07617
4867200;15770.5293;14598.66211;15837.44141;14662.7998
4870800;14354.44922;14366.14648;14427.80566;14080.73145
4874400;18507.87305;18349.39453;20377.74805;22852.72656
4878000;19301.77539;19437.02539;20544.47852;18867.08008
4881600;21285.41211;21351;21402.82227;21756.33789
4885200;18363.55078;20294.64844;18570.20117;18694.09375
4888800;18522.50586;17493.44141;18974.07617;18929.94141
4892400;16699.00781;15898.47168;15683.46191;15514.02637
4896000;17174.06641;16823.01953;17787.97656;15529.66211
4899600;14173.00879;14487.56152;12381.4541;13138.81934
4903200;14268.09961;14207.95801;13307.6748;13646.15234
4906800;14094.6543;14114.04297;14240.55957;14638.98242
4910400;14850.86621;14765.41797;15411.5957;16159.95703
4914000;14429.94336;14280.44141;14209.69824;13067.07813
4917600;15075.95313;17221.95898;16071.37012;12920.35059
4921200;13985.18262;11956.96875;11420.56348;10929.77344
4924800;14676.45703;14316.08887;13255.12012;11533.05762
4928400;15391.71973;13456.21191;14130.39453;13493.99902
4932000;13139.95801;15411.39941;14385.04785;14048.72949
4935600;10436.44336;10753.24219;10629.13672;6804.286621
4939200;9479.430664;7754.731445;9112.96582;10045.02344
4942800;10664.77051;7688.213867;4518.59082;8012.890625
4946400;12398.09961;11104.70215;11039.70703;11297.67285
4950000;12606.59277;12436.55371;13036.55469;12525.65137
4953600;14800.5791;13534.64453;14740.91797;13837.52637
4957200;12933.85059;13197.00098;13494.86035;12641.96387
4960800;17993.98828;17371.17188;19606.19336;21948.41797
4964400;18332.07422;18178.38086;19013.27148;18600.64844
4968000;19790.4082;20733.48633;19074.38281;18851.10352
4971600;17292.07031;20364.54297;16865.39844;15094.32129
4975200;18217.2832;17800.13867;18221.74219;16751.98242
4978800;16839.92578;17243.67773;15675.84277;14897.72461
4982400;17693.05664;17765.875;17633.28906;16164.62891
4986000;16367.96875;15418.03223;14365.49512;13279.26465
4989600;16710.02344;14131.0791;14687.88672;13280.30371
4993200;16263.62598;14739.90234;16712.29297;13810.20801
4996800;17132.63672;15233.66016;17389.69141;17004.37891
5000400;16167.8584;16280.14746;14946.25;14646.02051
5004000;18276.52344;19793.83594;17764.08594;16852.89063
5007600;15161.8252;14528.3252;14060.42676;13209.3418
5011200;14366.97559;15871.46777;13622.58984;13056.23242
5014800;16718.90039;16133.89355;16189.53418;15421.86719
5018400;15352.47949;17873.95898;16088.88477;15208.29102
5022000;13081.9541;13038.46484;11581.28125;8976.706055
5025600;11276.08691;9744.213867;10962.41309;11935.7207
5029200;12447.05078;9226.082031;5216.687988;9530.138672
5032800;14348.53613;13557.61621;13259.62402;13390.04883
5036400;14641.81348;14622.16504;14883.30859;14382.16699
5040000;17033.50391;15577.8877;16854.33398;15973.95313
5043600;15548.31641;14910.05176;15816.83887;14447.65234
5047200;20085.56836;19752.53125;22052.14063;24060.84961
5050800;21040.73633;20274;22546.31445;20778.17383
5054400;22830.10352;21944.66992;22616.21289;21607.14258
5058000;20848.68359;22016.01758;20479.77344;19770.20508
5061600;20784.09766;19633.48242;20895.88867;20125.58008
5065200;17842.90625;17157.45898;18025.50195;16581.66211
5068800;16250.98047;18943.40039;20316.53711;18941.19336
5072400;17945.83594;18257.50195;16044.39844;15614.06348
5076000;17970.54688;17057.86914;17484.79492;16354.75391
5079600;16674.99219;16059.30762;18231.18555;17037.85938
5083200;17429.91406;18426.11914;18079.07813;19817.37695
5086800;12287.24902;17191.72852;14870.78711;15812.42676
5090400;14934.3418;20599.32031;18616.38477;16461.11328
5094000;13160.96777;14053.26953;15036.10254;13156.23535
5097600;13692.67871;15446.31055;13827.26953;13573.20313
5101200;16126.25391;16079.13379;14515.96777;15441.50781
5104800;13773.83594;17814.14063;15577.99707;15281.96973
5108400;13187.7373;13365.96582;12735.45117;8994.703125
5112000;12174.11719;10375.27539;11994.78027;13437.22852
5115600;13414.3916;9958.417969;5684.720703;10531.85547
5119200;16083.89453;15210.50488;14624.82324;15195.71875
5122800;16719.1875;16472.17578;16661.52539;16526.70898
5126400;18946.90039;17275.83203;18580.41992;17745.44531
5130000;17287.45703;17533.75195;17466.84766;16897.75781
5133600;22356.12695;21697.3457;24592.76367;27313.01563
5137200;21679.37109;23377.125;24699.06445;23246.85742
5140800;25077.81445;26874.77539;25081.46484;26647.97656
5144400;21480.99609;24230.13672;22083.95313;20709.17969
5148000;21622.96094;19878.44141;21893.75195;21198.04883
5151600;17525.88086;17339.97266;16539.47461;16403.24023
5155200;14584.81348;15070.24805;14583.42285;14623.08203
5158800;10798.54395;9452.318359;9254.539063;8444.844727
5162400;9096.817383;8515.061523;8840.869141;8324.208008
5166000;6974.508789;6106.461914;8567.927734;7137.29541
5169600;8472.882813;7615.519531;9471.421875;10359.29688
5173200;8616.449219;8574.228516;7060.20166;7615.191406
5176800;11415.23145;13156.06738;11655.28516;11071.22461
5180400;10723.59668;10775.53223;9826.535156;10998.70215
5184000;10645.18164;11236.34668;9788.316406;8537.496094
5187600;13434.73242;12057.59863;10680.91699;11430.84961
5191200;10523.0498;14330.61035;11598.35059;11879.00684
5194800;8694.139648;10517.38184;9152.578125;5775.084473
5198400;7692.845703;6310.509277;8016.98584;7974.588867
5202000;9858.260742;5905.376953;4106.394531;7628.689941
5205600;11926.76074;10961.61914;10224.94238;11086.13184
5209200;12721.72168;12721.18555;12860.69434;12631.76855
5212800;15457.74512;13776.41113;15379.69824;14283.17871
5216400;14397.50684;14630.28125;14626.61523;13594.32324
5220000;19182.52344;18352.29102;21604.56445;23558.91602
5223600;20467.79883;21008.96094;22095.66406;20000.86133
5227200;22724.99219;23816.70508;22210.10742;23092.86328
5230800;20759.41016;20626.3457;18858.07227;18532.7832
5234400;18564.39844;17608.60156;19294.48633;19092.4043
5238000;14289.74512;13953.65332;13864.50293;13953.91016
5241600;12438.43359;11588.06934;12888.37012;12560.79688
5245200;7475.324707;7261.592773;6236.793945;6541.04541
5248800;5007.42041;6468.925293;5831.839355;5905.859863
5252400;4699.668457;5655.226074;5993.181152;5882.600098
5256000;5259.998047;5682.193848;6427.633301;6981.078125
5259600;4605.494629;3726.155518;5006.131836;2701.606689
5263200;7235.705078;9024.135742;8837.133789;5309.677734
5266800;8952.291992;5785.301758;8150.657227;7606.185059
5270400;9318.241211;6466.089355;9507.448242;6818.348145
5274000;12995.63574;8695.474609;11590.9541;8809.711914
5277600;10284.41504;11969.52734;10665.73828;11669.69043
5281200;8645.370117;10358.82617;7336.234863;6362.646973
5284800;8777.3125;7195.411621;6185.234863;8801.150391
5288400;10051.06055;7878.716797;4000.588135;7546
5292000;12392.7373;11732.12305;10541.03711;11671.75684
5295600;13158.5918;13064.58887;13234.34375;13194.84277
5299200;15950.63965;14844.85547;15581.62207;14864.36035
5302800;14916.36914;14929.93457;15079.54199;14628.82031
5306400;20742.48633;19858.13477;22728.36523;25525.61914
5310000;21782.18164;23112;23394.7207;22725.16211
5313600;24052.53906;25132.57227;23286.61914;24774.40234
5317200;21264.74805;22783.50977;20694.14453;18820.72461
5320800;18846.69141;17812.42383;19879.76367;18716.33398
5324400;13388.68848;13739.43262;12854.59082;12835.14453
5328000;11885.27441;11954.95215;12299.91699;10001.52539
5331600;8226.582031;8379.092773;5544.981445;6812.952148
5335200;4637.47168;5855.618652;4499.781738;5706.557617
5338800;4181.285645;5356.384277;5312.830078;6129.67627
5342400;3600.41333;5365.741211;6322.256348;6690.692871
5346000;5185.164063;4521.677246;5410.686523;3830.924316
5349600;8696.18457;10117.95117;9456.365234;5509.495117
5353200;7433.366211;7805.991211;7550.202148;5980.810059
5356800;9536.12207;10570.31641;8344.686523;8163.025391
5360400;12548.16406;9835.0625;9682.175781;10671.54785
5364000;12013.53613;13387.71582;10866.91016;11577.53027
5367600;10056.55078;10190.43066;8334.444336;5333.86377
5371200;6911.657715;6776.407227;4859.890625;8936.90332
5374800;10061.47656;7601.044434;3796.590332;6929.671387
5378400;12520.87695;11120.47559;10740.15723;11387.95605
5382000;12958.1582;13081.50488;13283.56836;13161.86328
5385600;15619.63965;14201.43359;15273.11621;14852.75977
5389200;14719.54395;14425.49219;14687.31543;14522.39941
5392800;19561.07813;19107.65039;21760.71094;24810.97656
5396400;20638.66016;22846.32617;22387.92969;22281.50977
5400000;23713.73242;24265.82813;22976.79297;24457.35352
5403600;21150.78711;22063.16797;20342.96094;18797.24219
5407200;18308.87109;15912.92676;16629.45117;17234.57422
5410800;13196.43945;10635.85156;12079.76074;8717.905273
5414400;9998.353516;8135.069336;9536.826172;9554.574219
5418000;5964.067383;6028.119141;3953.599854;3399.65918
5421600;5491.97168;5542.947266;4832.774902;4993.507813
5425200;5169.568848;4954.358887;5931.943359;5610.647461
5428800;5747.730469;5903.505859;6374.561035;6401.828613
5432400;2944.311768;5265.351074;3889.529541;4608.6875
5436000;6293.789063;9657.748047;6451.900879;5979.830078
5439600;7667.961914;7126.646484;5069.15918;7224.708496
5443200;9334.31543;10330.11816;9104.743164;7142.140625
5446800;11626.58301;10637.28906;10567.82715;9070.555664
5450400;11117.85352;13262.83301;11999.70605;11511.51855
5454000;8869.571289;10373.39063;8171.012207;5750.746582
5457600;8518.933594;6731.089844;7765.223145;8794.337891
5461200;10028.04688;7550.64502;4005.587158;6637.80957
5464800;11976.68652;11537.70605;10819.75293;11579.04883
5468400;12629.30566;13120.2959;13137.2998;13127.39258
5472000;15540.29688;14476.57813;15330.62207;14667.87988
5475600;14231.35254;14335.94629;13694.41504;14149.33594
5479200;19901.80469;19206.0293;21688.94141;24412.0332
5482800;20572.32617;20255.89648;22124.84961;21333.63867
5486400;23557.12695;23437.21484;22216.6582;23381.05078
5490000;20279.01563;23846.37305;19971.5332;19776.72656
5493600;20276.71094;20543.04102;19847.39648;20662.875
5497200;18464.40234;19773.34961;17571.66406;18347.88477
5500800;18372.95508;19747.61328;19295.98828;18980.34375
5504400;16624.39648;16896.71289;14126.68555;15821.09082
5508000;16339.14355;15653.95801;15647.81445;15989.35742
5511600;14867.79004;14795.89453;15448.61914;16327.02832
5515200;13541.9082;14983.93262;15712.20215;16881.6582
5518800;13184.47461;15175.35254;13878.47949;14462.22266
5522400;15379.79785;18866.72656;16319.32324;16405.06836
5526000;13145.52344;14573.31836;12991.58496;13475.15723
5529600;15031.87012;14497.87793;13914.42773;12993.62109
5533200;16114.50391;13596.09863;14959.05469;14281.85547
5536800;15959.39648;16779.02148;15569.43359;16065.07129
5540400;12511.12305;13270.47266;12073.60449;9388.082031
5544000;11187.77832;9780.949219;11177.93457;12635.27051
5547600;12691.21191;9568.96582;5172.635742;10045.31934
5551200;14861.6543;14209.93164;13605.65918;14349.55078
5554800;14703.39453;15346.05957;15332.25977;15289.10742
5558400;17716.32031;16196.27246;17212.75586;16895.39648
5562000;16474.24219;16691.34375;16988.71484;16531.56836
5565600;22187.9043;21259.35352;24313.75391;26234.64063
5569200;21761.77539;22886.31055;23755.36523;21871.48047
5572800;24232.39258;24521.42578;23097.77539;24755.89648
5576400;21973.49414;23618.00586;21345.57617;18229.31445
5580000;20529.48047;19575.16992;20730.1582;20177.35742
5583600;16838.14453;17803.51172;15924.77441;16032.62207
5587200;14048.01074;15700.85254;14685.0498;13985.87207
5590800;11095.17188;11388.66602;7870.343262;8525.930664
5594400;10239.13379;9998.844727;9185.987305;8912.681641
5598000;8651.299805;7889.13623;8382.868164;8937.989258
5601600;8908.34375;8658.538086;9604.484375;10181.26953
5605200;7341.868652;8663.526367;8061.17627;7551.788574
5608800;11066.15723;13965.72266;12181.63867;9794.030273
5612400;10672.27148;10614.64746;9969.067383;11041.12598
5616000;11698.97363;12759.79395;9856.472656;10594.88184
5619600;13808.56348;11688.94238;13050.92285;12954.73145
5623200;12664.04297;14021.87891;13487.0918;14102.70801
5626800;11109.71191;11243.09277;10058.29785;7538.618164
5630400;9304.515625;8004.263184;9296.920898;10920.45313
5634000;10334.31641;7858.692871;4177.227539;8191.609375
5637600;12142.93848;11003.04004;10327.73828;11146.28027
5641200;11340.52734;12015.02246;12081.89453;11794.95508
5644800;13588.3877;12263.72363;14134.76953;12827.58789
5648400;12481.48926;12198.80078;12431.08594;12150.44336
5652000;16794.13281;16274.62891;18164.65234;20838.37695
5655600;17209.32617;16941.15234;17976.35938;16994.43555
