#1;0;0;0;0
"#Heat demand profiles as used in the project IntegraNet (GWI/UMSICHT). Calculated based on different sources. For details see:  Gemeinsamer Abschlussbericht des Forschungsvorhabens IntegraNet: ""Integrierte Betrachtung von Strom-, Gas- und Wärmesystemen zur modellbasierten Optimierung des Energieausgleichs- und Transportbedarfs innerhalb der deutschen Energienetze"", Benthin et al. (2020)";;;;
#;6WE_5;6WE_30;6WE_25;6WE_31
double default(8761,5);;;;
5493600;20526.99805;19800.65625;19626.36328;20905.34375
5497200;19736.00391;17868.44922;15846.07129;19498.44531
5500800;18609.42188;17137.43555;15937.7168;20093.03711
5504400;14861.34668;16390.88477;12704.70703;17389.67383
5508000;14642.33301;16448.78906;12927.12891;16311.77539
5511600;13493.1709;14424.51172;10432.04883;16332.81055
5515200;12933.93945;15198.04102;11042.66895;15284.97363
5518800;13353.55664;15166.05371;10625.09082;15087.48145
5522400;16703.57617;13773.74609;13856.75098;17308.07031
5526000;12899.92969;15129.7041;14294.54395;15458.28809
5529600;13931.41602;13508.84766;14108.61426;14791.58203
5533200;14253.20703;14027.87891;15685.65918;15862.13086
5536800;16674.20508;14790.59277;17557.38281;17102.31836
5540400;12133;13217.2002;12963.90527;13259.0957
5544000;11167.41699;10786.75684;12112.11328;11773.61816
5547600;9576.762695;15292.54297;12601.03809;9895.541016
5551200;14070.58398;15215.97461;15473.27832;14855.99902
5554800;15233.66211;15235.66895;16412.57031;15665.38379
5558400;17553.04688;15682.8916;16339.04688;16666.92773
5562000;17076.95703;17169.78711;17179.26563;16746.58789
5565600;23742.77148;19436.68945;19525.67578;22900.39844
5569200;21695.21875;21667.23633;19199.91211;24411.40039
5572800;20891.08594;21996.2793;21279.09766;21530.99219
5576400;19468.12109;17443.93945;21207.59961;19765.09961
5580000;20553.09766;19861.96484;19281.59375;19559.88281
5583600;17985.51172;17099.96289;15140.13574;17489.54297
5587200;14013.51367;12962.54004;12377.36035;15147.00293
5590800;9610.31543;8904.349609;8601.856445;11314.8252
5594400;9169.069336;9305.555664;6952.879883;9950.388672
5598000;7366.245117;8047.20752;6009.382813;8770.196289
5601600;7914.936035;9722.450195;7911.875488;8760.712891
5605200;7303.885742;8405.242188;6772.690918;7886.081543
5608800;11020.4248;8910.679688;8435.384766;10799.72754
5612400;10052.70801;11354.24707;10715.66113;11926.62695
5616000;10157.1582;11265.81641;10599.99219;12868.63672
5619600;12275.42969;13378.6123;12510.07715;13694.66992
5623200;14483.97852;13710.98145;14822.65527;13767.6543
5626800;10279.54004;12453.42285;11115.53027;11247.91309
5630400;9260.936523;9493.303711;9410.688477;9650.65918
5634000;7695.856934;12620.54688;10491.03223;8168.117188
5637600;10790.70703;12003.48438;12264.66016;11454.03613
5641200;11442.09277;11722.90723;13183.69824;12423.95605
5644800;13316.55469;11973.78223;12596.99219;13088.56055
5648400;13085.16895;12180.74707;12786.73047;12091.69238
5652000;18057.48047;14374.50391;14208.00586;17482.55273
5655600;15796.26855;18151.1543;13935.41992;17840.27148
5659200;16777.88867;17783.58789;14286.13965;16468.99414
5662800;13513.14551;15700.2998;15260.00488;16282.00391
5666400;17102.5332;16544.59766;15916.1377;16972.66992
5670000;14639.46191;15757.59766;15087.27539;13653.91895
5673600;14372.30859;14372.61621;15203.58691;16110.72656
5677200;15220.93164;14540.57813;13186.61133;15459.49121
5680800;14140.33984;14567.56348;12049.96387;15686.05762
5684400;13128.93359;13050.04688;11526.83789;15165.93359
5688000;13766.61621;13903.5;12150.65039;14849.0293
5691600;12102.29688;12509.57324;10641.62793;13274.66895
5695200;14923.04688;11888.13672;11653.74609;14700.50293
5698800;11474.86523;12758.63574;11319.46289;13365.66602
5702400;11101.46387;10135.07813;11650.6582;13406.05664
5706000;12422.81445;13012.02539;13141.53516;14924.04883
5709600;12808.30859;13431.09766;14427.49023;14884.61426
5713200;7980.604492;11503.86035;10581.86523;10451.65918
5716800;6493.460449;8341.214844;9389.635742;8686.780273
5720400;5836.107422;11872.73535;9913.025391;7698.884766
5724000;10385.08105;11723.38965;11865.37402;11260.50098
5727600;11857.96387;11789.55176;13320.03418;12202.72852
5731200;13424.53613;11742.28125;12658.08105;12627.62207
5734800;12186.09863;12033.02441;11730.05859;11760.91406
5738400;17406.86523;13948.80176;13566.2666;17044.45508
5742000;16594.99805;18019.83398;15465.6377;18595.98828
5745600;15453.41406;16353.22559;14651.06152;15226.0332
5749200;12281.0752;13788.61035;13611.33594;14644.17285
5752800;12060.88281;14299.64453;14366.08203;13334.31543
5756400;13070.0127;13057.63867;13122.8877;13453.44141
5760000;12803.80078;13525.31738;13216.30957;14863.93848
5763600;13059.78125;12578.76172;11348.94434;12490.18555
5767200;12602.36523;11975.0459;12218.41211;13079.24219
5770800;12608.79004;11935.17188;11975.9209;14017.09082
5774400;12986.33594;13920.28027;13262.77734;13874.38574
5778000;11396.68945;12705.16309;11960.77246;12728.46094
5781600;13190.05859;10899.02637;12222.76563;13595.06543
5785200;8390.449219;10996.01367;10832.82617;9617.507813
5788800;7085.940918;9289.740234;7844.611816;9802.224609
5792400;8126.6875;10611.61035;8921.504883;11713.02832
5796000;10269.9873;9782.516602;8548.84082;11479.77734
5799600;7232.18457;8548.758789;6088.96875;7688.012207
5803200;4951.628418;5272.035645;5677.422363;5993.92627
5806800;5062.179688;8558.333984;7105.170898;5479.412598
5810400;8093.515625;9043.208008;9129.361328;8536.126953
5814000;8808.22168;9118.981445;10164.79297;9348.05957
5817600;9990.481445;9237.202148;9978.899414;9897.424805
5821200;9757.09082;9503.385742;10012.54785;9114.863281
5824800;14561.50195;11258.84473;13433.67773;14277.32422
5828400;12807.15723;14745.7207;13145.75488;15166.33398
5832000;13034.5752;13519.66211;12948.66992;13249.51563
5835600;10595.74707;11958.11816;12481.30078;12818.49707
5839200;8756.618164;11180.79297;10583.08887;11775.94434
5842800;9825.154297;8802.229492;8256.485352;10042.69629
5846400;9938.614258;7956.68457;9869.822266;11474.08203
5850000;9490.68457;8797.014648;8281.236328;8888.077148
5853600;8276.833984;9636.408203;8347.557617;9993.983398
5857200;9267.466797;8713.907227;7869.157227;9670.992188
5860800;8266.770508;10410.92871;9541.154297;10092.33691
5864400;8329.175781;8719.935547;7700.900879;8547.054688
5868000;8831.462891;7759.059082;8775.952148;9863.960938
5871600;6676.683594;8766.798828;9341.522461;8834.179688
5875200;5357.355469;7655.591797;8194.491211;9203.740234
5878800;5744.53418;8544.929688;8490.134766;9649.789063
5882400;9146.083984;9325.584961;9812.397461;9787.308594
5886000;5869.79834;8955.532227;6693.399414;6803.790527
5889600;4337.24707;5194.072266;5861.67041;4834.862305
5893200;4476.449219;7840.617676;6449.80127;4428.929688
5896800;6461.91748;7467.882324;7572.544434;6911.639648
5900400;7850.087891;7532.030273;8940.248047;7900.99707
5904000;9065.611328;8143.978516;8661.133789;8998.135742
5907600;8721.992188;8450.931641;8916.123047;8313.666992
5911200;13899.0332;10454.71191;12615.73828;13305.54395
5914800;13768.58203;14641.12988;14355.41797;15235.55078
5918400;13442.125;13498.10547;11552.40137;13842.27344
5922000;10830.48633;10471.69238;7528.755371;10250.61816
5925600;9025.216797;9889.400391;9394.749023;9805.081055
5929200;9056.797852;7270.820313;4427.354492;8597.854492
5932800;8929.905273;7558.800781;5603.787598;10230.43066
5936400;5241.74707;8910.081055;4300.828125;8881.657227
5940000;6771.130859;9402.291992;7462.290527;9038.760742
5943600;8294.551758;8936.116211;6487.378418;10074.05371
5947200;9036.798828;7384.07959;8974.694336;10153.67969
5950800;7115.785645;7124.834473;8035.041504;8034.395996
5954400;8537.447266;6633.70166;7968.65918;8705.875
5958000;6080.141602;7723.961426;8747.666016;7000.504883
5961600;6374.07373;6924.71875;6232.493164;7835.655273
5965200;6877.046875;8428.386719;5246.701172;10345.40332
5968800;9668.021484;8112.19043;7593.814941;10720.83594
5972400;5285.603516;6414.437988;5318.250488;6298.192383
5976000;3279.270996;4053.244873;5075.898438;3715.53125
5979600;3599.418701;6067.921387;5169.128906;3480.938232
5983200;5460.961426;6304.800781;6555.73877;5997.967285
5986800;6643.300293;6469.084961;7991.79248;7045.879883
5990400;7205.4375;6392.017578;7366.103027;7541.314453
5994000;7170.393555;7010.450195;7331.490723;6859.487793
5997600;12112.17969;9553.662109;10611.9248;11934.56543
6001200;11913.68457;13195.8418;12412.29102;13379.17969
6004800;12292.71484;11709.2832;8974.633789;12654.36328
6008400;9833.082031;9458.338867;9009.155273;9755.817383
6012000;7438.529785;9147.050781;5558.744629;8250.029297
6015600;7585.237793;7823.381348;5288.822754;7450.568359
6019200;5814.524902;6929.866699;6235.998047;8508.071289
6022800;5452.832031;6507.720703;3828.512207;7010.390625
6026400;5751.941895;7924.946289;3946.152344;6797.884277
6030000;6740.246582;7452.442383;5348.135742;6239.238281
6033600;6797.44873;7548.080078;7294.765625;7269.463379
6037200;5153.856445;6987.562012;5487.979004;6095.075195
6040800;7269.430664;6328.884277;6343.827148;8411.417969
6044400;5433.738281;6887.500488;6536.32373;6900.853027
6048000;4040.79126;4251.196777;5042.269043;6810.353516
6051600;6228.194824;6696.384766;7631.882324;7917.550781
6055200;7679.659668;6376.15625;7905.327637;7846.583008
6058800;4231.838867;4978.337891;4313.662109;4671.76123
6062400;2253.785645;2563.525391;3818.010986;2076.583252
6066000;3242.28125;4658.161621;3973.693848;2726.860352
6069600;3388.981934;4349.400391;4145.505371;3917.22583
6073200;4708.068359;4615.685547;5248.877441;4789.86084
6076800;5487.746582;4576.651855;4886.743652;5587.690918
6080400;5611.695801;5114.498535;5375.40625;5249.720703
6084000;10904.69043;7397.221191;8900.662109;9981.460938
6087600;9212.056641;11787.08301;8880.171875;10676.89844
6091200;9953.327148;11176.73535;8676.105469;10718.51953
6094800;8362.712891;9457.226563;7163.666992;10323.01855
6098400;8175.529785;9642.714844;6982.230469;9731.291016
6102000;8127.087891;8628.808594;5912.198242;8849.328125
6105600;9003.807617;9158.271484;7199.832031;10183.86328
6109200;7960.561523;7924.883301;5484.522949;8363.601563
6112800;8897.114258;9206.09082;7205.799316;9638.454102
6116400;8695.398438;8549.436523;6627.370117;9012.856445
6120000;10000.2002;10132.03027;8497.282227;10982.61426
6123600;7602.03418;9010.722656;6699.322266;8333.582031
6127200;8585.696289;8073.049316;6238.831543;11225.21777
6130800;7213.789551;9769.545898;5510.978027;9304.693359
6134400;6771.232422;8862.304688;6114.172363;9375.80957
6138000;9168.271484;9818.979492;7097.569824;10283.55566
6141600;10596.5166;11246.38574;12445.96777;11358.63379
6145200;7198.463379;9548.624023;8599.326172;8056.516602
6148800;5942.403809;6810.70166;7306.654785;6676.981445
6152400;6393.288086;9962.9375;8593.373047;6484.101563
6156000;8702.806641;9607.378906;9541.503906;8947.498047
6159600;9463.78125;9947.891602;10918.96973;10157.19531
6163200;11180.89551;10142.44434;10588.14453;10978.73535
6166800;11061.85449;10917.91016;10474.52441;10433.26465
6170400;15425.53809;12312.34766;14346.76953;15432.5791
6174000;15067.25098;17022.1875;16113.52832;17749.75977
6177600;14332.92285;17039.87695;13606.27637;15979.16406
6181200;14029.46875;13964.13477;14818.27051;14159.92871
6184800;13807.99023;12867.50781;12546.93945;13597.94141
6188400;11312.52344;11147.64258;9499.897461;10800.39844
6192000;13124.11719;11367.14844;10805.39941;13786.67969
6195600;10744.73047;12283.41211;8958.780273;11691.99707
6199200;11024.79883;12549.35449;11041.39355;12685.91309
6202800;11728.43945;11342.47168;11311.81348;13437.13574
6206400;13286.38574;13439.50781;13091.94531;14471.19922
6210000;11711.25098;11931.23145;11431.74805;12189.41113
6213600;12677.01465;11929.74023;12546.22168;12877.72363
6217200;10855.26465;13052.55371;10962.16211;12319.49512
6220800;10983.9541;11175.80957;9403.746094;12833.55078
6224400;10814.90332;12473.88574;13183.70703;13594.68359
6228000;11648.31738;13117.38184;14964.60059;15174.64258
6231600;8227.286133;11021.29883;10574.08984;10059.53613
6235200;6789.186523;8524.723633;9265.013672;8420.472656
6238800;8146.973633;12417.58789;10571.31152;8037.250977
6242400;11545.18359;12098.78516;12573.87109;12060.7168
6246000;12445.22656;12404.1416;14008.24609;12989.69434
6249600;14127.68848;12625.66309;12999.36133;13911.50977
6253200;13460.22363;13143.75781;13272.55664;12749.49805
6256800;18410.46289;14757.49609;16868.56055;17936.76563
6260400;16118.52734;19046.17969;17570.92578;18105.04883
6264000;17980.68555;19064.50781;16975.21875;19123.22852
6267600;15721.04785;17215.89063;17023.3418;17774.33398
6271200;15142.83008;16075.74414;15511.95313;16268.61523
6274800;14295.44434;13806.35449;12190.96875;14091.78516
6278400;12447.93848;11646.38281;12626.9375;13017.31641
6282000;12144.73633;11803.14648;10103.15039;11697.68066
6285600;9542.191406;11178.62695;9642.737305;11339.69531
6289200;9975.792969;10784.27734;9946.327148;11074.86914
6292800;8583.009766;10806.86914;9057.483398;9645.213867
6296400;6646.266602;8422.289063;6810.853027;7450.705078
6300000;11623.27246;10054.76172;9532.617188;11609.5166
6303600;10864.74512;11447.63574;11954.76367;12300.1084
6307200;10742.05273;11357.35156;10615.53223;12307.88867
6310800;12445.11426;13258.18555;11936.22168;13845.8457
6314400;13124.58496;13696.17578;12662.2041;14237.96582
6318000;9827.369141;11820.7666;10095.92969;10131.96191
6321600;8022.754395;7375.680176;8886.97168;8049.206543
6325200;7000.599609;11081.01172;9321.549805;7056.006348
6328800;10212.05664;11073.5;11065.1709;10604.08887
6332400;11086.0332;11397.11816;12772.70117;11697.7207
6336000;12548.10059;11720.41113;12363.41602;12485.09082
6339600;12559.27148;11452.66895;12411.49512;11797.80762
6343200;17675.6582;13895.14551;15920.72656;16735.99805
6346800;16575.21875;17822.36719;16711.26953;18409.07813
6350400;14815.69141;17744.69922;14048.5791;16271.56348
6354000;13876.14551;15361.7002;12883.66699;15446.0957
6357600;14518.8584;14485.9043;13766.12598;16399.78906
6361200;14000.47461;12565.18262;11372.43555;13948.44824
6364800;14282.57031;13618.53613;11710.43457;14877.10449
6368400;11947.58594;12359.02539;10384.4209;12641.97656
6372000;11554.80664;12490.38672;10554.82813;12835.37793
6375600;12369.13379;12765.80957;10767.33105;14045.56445
6379200;13088.52051;14284.05469;12696.89453;15141.87109
6382800;11670.35352;12688.79883;10219.54004;12284.85547
6386400;11506.85254;10421.93848;9455.746094;11917.39746
6390000;9335.688477;12033.97168;10738.11621;10706.15723
6393600;8192.292969;11091.66406;9103.24707;11999.92383
6397200;8545.78418;12119.90234;8479.943359;11263.09375
6400800;11659.85156;10011.62109;8880.255859;11733.97852
6404400;8259.296875;10073.78809;8528.542969;8714.583984
6408000;6799.003906;6431.984375;7682.035156;6716.579102
6411600;6349.539551;9835.185547;8276.356445;6308.816406
6415200;8375.352539;9770.06543;9935.833984;9246.013672
6418800;9544.838867;9865.181641;10815.73828;9994.371094
6422400;10913.88965;9852.658203;10425.15137;10799.70703
6426000;10277.35449;10116.28613;9162.77832;9749.802734
6429600;14836.79688;11268.72656;12891.70313;14135.29492
6433200;13061.82715;15795.96973;14746.49707;14187.84277
6436800;13630.3291;14178.49512;12857.96777;14077.12793
6440400;11380.76465;13021.43457;12912.93555;13620.63867
6444000;11763.11719;11871.75781;12286.18066;13278.0293
6447600;10512.34668;10775.61133;9386.25293;11149.7832
6451200;9821.676758;10370.66992;8662.645508;11448.85742
6454800;7129.117676;9056.736328;7368.762695;9240.145508
6458400;9219.475586;9762.896484;8168.404785;8718.280273
6462000;8012.975586;8713.443359;6954.592285;9325.068359
6465600;7774.338379;9682.253906;8754.516602;9607.482422
6469200;6839.420898;7664.333496;5775.640625;7822.735352
6472800;8077.619141;8045.250977;7365.36377;9455.000977
6476400;6429.84668;7991.78125;6958.966797;7745.995117
6480000;7490.540039;7952.03125;5547.487305;8615.857422
6483600;7498.125488;9442.985352;7415.751953;10066.13672
6487200;9298.19043;9339.675781;9502.458008;10554.88965
6490800;6673.885254;6989.203125;5996.273926;6583.287598
6494400;4395.596191;4398.167969;5947.69043;5205.127441
6498000;4782.146973;6922.442383;6561.533691;5034.921387
6501600;6437.625488;7218.84082;7979.626465;7179.084961
6505200;7595.830566;7574.266113;9050.848633;8184.416016
6508800;9961.017578;8396.169922;9542.208008;9577.756836
6512400;9517.766602;9521.34375;9904.09668;8850.907227
6516000;14990.30176;11628.7998;13820.71094;14423.94629
6519600;14454.24316;15524.47168;15805.47168;16447.12109
6523200;12309.40234;13432.18359;11050.80273;12586.39551
6526800;11665.56445;11412.29004;10107.12695;11844.70508
6530400;11808.52539;11916.83789;11079.70605;12171.59863
6534000;8640.013672;10317.97656;9480.536133;10296.47559
6537600;7139.115234;8320.820313;9273.545898;9805.826172
6541200;7290.29541;7371.503906;7661.092285;9168.092773
6544800;6865.468262;8666.895508;8728.250977;9087.991211
6548400;7473.04248;8853.566406;8678.104492;10453.71094
6552000;7972.506348;10808.28711;10362.75586;11202.93945
6555600;7519.995117;9632.572266;8195.131836;8946.922852
6559200;8825.192383;9224.658203;9682.480469;11716.50879
6562800;8317.092773;11235.37988;11070.66504;9452.467773
6566400;7685.946777;10470.46582;9129.445313;9501.777344
6570000;9736.279297;11876.73926;11091.31641;12258.5
6573600;11127.83984;12070.34766;12670.74805;12814.34082
6577200;7305.399414;9884.723633;7970.907227;8214.099609
6580800;5642.700195;6167.344727;7837.07373;6416.610352
6584400;5763.87793;9134.818359;8634.589844;6448.982422
6588000;8899.46582;10460.42578;10622.01563;9317.020508
6591600;9924.920898;10513.85547;11878.9209;10113.58691
6595200;11002.95313;10529.12012;10988.41504;11074.79102
6598800;10552.87988;10891.56836;10886.81152;10447.4248
6602400;15133.125;13020.35742;13538.12207;15282.7959
6606000;14764.50195;16675.39844;16418.74414;17141.14453
6609600;14705.07129;14913.97266;14452.18164;15473.81934
6613200;11737.63965;11464.84766;13198.07715;12497.05762
6616800;12521.51074;12074.69238;11250.92578;12424.13281
6620400;9522.087891;8493.866211;8205.325195;8200.066406
6624000;8554.445313;10191.64453;9075.538086;11628.21582
6627600;5981.008789;9527.353516;8902.238281;8910.342773
6631200;7552.625977;10362.16797;9352.374023;9117.652344
6634800;10209.62988;10072.87402;9212.515625;10434.64941
6638400;11171.8457;11709.24805;11357.44434;12892.7793
6642000;9780.948242;9742.951172;9288.493164;11234.13672
6645600;12506.47949;9524.558594;12150.90723;12765.94824
6649200;9318.642578;10022.79785;11889.36523;11391.14844
6652800;8971.700195;9940.081055;10161.44043;10231.43066
6656400;8210.09375;10355.2168;11843.20313;11605.23145
6660000;9653.136719;10194.87402;11546.57227;11511.19141
6663600;6682.37207;8273.436523;7048.114746;7187.910156
6667200;5569.879883;5541.962891;6429.650879;5578.496582
6670800;6108.718262;9893.484375;8371.549805;6235.437988
6674400;9228.761719;10654.17578;10885.6084;10082.76563
6678000;11171.25586;11719.83691;12991.63867;11979.06543
6681600;13684.74316;12411.13965;12993.97656;13096.85742
6685200;13329.60645;13357.03418;13326.21289;12570.50195
6688800;18516.84961;15009.8584;17448.76758;17859.33789
6692400;16146.28223;19127.70898;19313.07031;18487.53711
6696000;17183.79492;18883.51367;16548.30078;18147.53125
6699600;14987.69336;17506.50977;17568.01172;17017.57227
6703200;15898.42773;17503.99414;17958.1543;17116.78711
6706800;15704.64258;17257.10352;15085.55664;16501.59961
6710400;16557.02539;17269.49609;16341.68262;17985.53125
6714000;14821.78613;16026.53516;14976.07227;16876.5957
6717600;14242.37402;14689.13672;13998.78125;15703.20605
6721200;12093.67871;12913.03613;13048.14063;14596.03809
6724800;16920.1543;18541.59766;17742.47656;18443.01953
6728400;15117.55566;16149.53906;15665.67188;16038.14746
6732000;14815.5;13765.1377;15762.87207;15732.25391
6735600;14179.98926;13978.38086;17048.1582;15548.74414
6739200;13324.15918;12692.27441;16309.94141;16417.82227
6742800;14992.91992;13669.12109;18446.75781;18107.83984
6746400;17737.82813;18044.32422;19465.02539;18838.625
6750000;13276.49805;16284.71191;14498.80859;15532.14258
6753600;13437.58691;13685.81543;15362.42676;14264.63477
6757200;11241.57227;18012.875;14921.90137;11459.19824
6760800;16427.95898;17676.06641;17855.61719;17013.35547
6764400;18077.5;18364.37109;19838.02148;18567.30664
6768000;20338.12305;19030.30859;19886.51758;19743.18164
6771600;20724.89063;20763.03906;20945.13281;19780.70703
6775200;27128.82422;23270.89844;25699.64844;25612.80469
6778800;25170.9668;26571.1875;27427.21875;28060.12305
6782400;24582.17969;26582.89844;24114.72461;24858.65234
6786000;22180.54883;22840.57031;22013.05469;23128.69141
6789600;20319.86719;21420.46094;21802.57031;21813.0332
6793200;17611.80664;17606.58398;17020.85547;17832.51758
6796800;12935.89355;13254.56055;12202.87988;15142.24707
6800400;11759.12207;11800.20703;10426.13379;11765.44141
6804000;11427.86133;14011.36621;12698.4834;13952.50391
6807600;13671.22461;14723.2627;14213.66016;15984.74316
6811200;15859.9668;16766.02344;16362.60938;17992.50586
6814800;14531.47949;15051.9502;15935.37207;15849.35645
6818400;16835.0332;13327.8291;16598.93945;17663.36133
6822000;13436.58105;14182.01074;17595.49219;16311.81543
6825600;13544.9043;12333.30762;15009.76074;15658.67285
6829200;12767.95117;12948.03711;16559.32813;16505.51172
6832800;15781.27441;14342.29297;17271.72852;16687.52148
6836400;11233.8584;11797.66797;12837.99512;12035.22949
6840000;9544.34375;9075.173828;11188.66406;10215.87402
6843600;8639.436523;12997.6875;11852.09863;8982.923828
6847200;11961.42676;13501.95898;14367.57031;13503.52832
6850800;14056.50781;14559.55273;16109.41113;14799.99219
6854400;15844.16504;14611.22754;15201.76563;15443.17578
6858000;15859.75098;15884.45117;16312.20801;15327.58008
6861600;22259.92188;18507.33984;21033.94727;21180.06836
6865200;19728.74609;22195.61719;22161.93359;21286.81641
6868800;21487.06055;22617.27148;20727.91211;21769.36719
6872400;17345.55664;20005.5;20496.54688;19911.64258
6876000;19178.01953;19954.08984;19576.55664;20257.09375
6879600;19083.93164;18299.30664;17000.70898;19967.83789
6883200;17576.77539;19190.33594;18922.16992;19468.02344
6886800;16315.63672;17350.70703;17392.18359;16529.11914
6890400;17720.77344;18921.43555;18463.39844;19000.875
6894000;17324.88867;18584.67969;18672.93945;19800.14258
6897600;18104.06055;20000.38086;19467.98242;20059.80859
6901200;15665.47266;17589.27539;17214.01563;17127.54297
6904800;18983.79883;16944.04883;17493.32227;19137.4082
6908400;16549.96484;18197.67578;18445.33789;16616.41797
6912000;15442.40527;15886.2666;17197.61133;16806.83789
6915600;12810.68945;15695.83496;17135.7168;17481.67383
6919200;14239.22363;14583.5332;16349.04688;16793.80273
6922800;10403.74414;11444.52734;11724.94922;11504.34863
6926400;9226.739258;8038.021484;11102.06055;9914.378906
6930000;8003.84668;11758.73926;10889.89063;8256.551758
6933600;11324.01563;11513.85449;13022.82617;11765.40918
6937200;12205.8125;12536.26563;14308.18555;13065.95508
6940800;13575.30176;12475.03027;13206.18262;13403.2627
6944400;13190.72656;12888.27441;13520.91992;12453.15625
6948000;18217.67578;14880.12891;16880.82813;17577.82813
6951600;16802.52734;18363.26563;18672.50391;19157.96484
6955200;15402.59766;16327.86914;15936.68457;15642.10645
6958800;14208.58984;13866.74902;15836.15039;15480.08691
6962400;14340.07129;13664.09375;15079.39941;14123.34766
6966000;13455.72852;12185.11328;11434.15039;13624.6582
6969600;12606.13281;11636.10645;12618.65625;12975.19336
6973200;10911.94043;10691.17285;10447.70703;10643.54688
6976800;10372.29785;12277.85059;11714.58984;10154.75488
6980400;11534.00977;12335.28418;12320.52539;12454.54492
6984000;14026.62305;14704.94043;14533.2793;15202.83301
6987600;12264.46875;13449.00684;13425.92676;13617.12598
6991200;13085.07129;13712.63672;15525.30957;15376.46875
6994800;12380.00098;15631.06445;16817.13672;13882.44531
6998400;12217.36426;13242.10742;14398.62891;15037.33105
7002000;12221.83984;15167.67676;14316.94824;15889.28125
7005600;14774.88281;15223.41602;15493.49219;14921.16309
7009200;10320.7041;12591.0625;11267.9375;10350.63574
7012800;8596.233398;8682.988281;9445.84082;8488.280273
7016400;7824.194824;11646.68555;10684.35938;7728.708984
7020000;11071.65234;11012.58594;12582.3457;11071.86523
7023600;11954.62891;12194.77246;13637.89746;12190.32129
7027200;13585.82324;12283.62305;13135.85449;13081.69824
7030800;12551.91895;13121.78418;12813.95508;12358.17578
7034400;18422.63867;14991.79004;17221.00977;17409.98633
7038000;18055.75977;18680.2207;18943.52148;19488.94727
7041600;18154.78125;18987.16797;13842.74316;18532.23047
7045200;14369.63867;16399.02539;16089.95313;15496.56641
7048800;13019.80176;15376.5293;16278.91797;15907.04199
7052400;13153.57715;15402.31055;14571.28027;14330.30371
7056000;13828.3457;14335.47168;15326.33594;16290.43066
7059600;13381.25586;11489.89453;13101.71777;13890.79492
7063200;13683.04688;13376.5459;13511.58496;14547.74219
7066800;13175.60156;13111.58789;13671.54492;15928.77246
7070400;15365.95215;16030.28613;16507.28125;17692.73047
7074000;14628.24121;15423.62012;14118.86621;15370.27246
7077600;15183.26367;15364.58105;15146.90137;16516.62305
7081200;14000.05566;15741.28516;16747.8418;16670.77344
7084800;12496.09473;14898.90625;16165.80957;16718.45313
7088400;12741.15918;15646.73926;17070.03711;17094.99219
7092000;13669.33008;14636.4082;16777.06055;16969.19141
7095600;10283.75293;12512.99219;11860.36816;12515.39844
7099200;9430.553711;8773.458984;10800.22754;9583.196289
7102800;8218.285156;13142.3418;11375.89355;8514.163086
7106400;11600.82227;12421.2959;12383.46582;11955.1709
7110000;12437.57813;12809.43457;14038.55957;13240.67188
7113600;14229.1416;12934.92383;13485.41699;13965.94043
7117200;13280.05469;13404.40332;13650.12598;13294.88086
7120800;19245.30859;16172.4043;17823.55078;19030.24219
7124400;18015.17969;19926.28906;20286.2793;20457.30859
7128000;18600.79102;18062.38086;17589.96094;18833.36523
7131600;15919.61816;16270.1084;16185.49414;16250.19336
7135200;15255.81348;14402.05762;16114.55078;14753.29688
7138800;12439.53418;12838.08984;14150.10449;14656.64551
7142400;10976.20117;14075.65234;14745.6748;12772.99512
7146000;10757.7002;13446.42773;12324.8457;13207.7168
7149600;10319.86621;14212.18555;13319.82031;13986.54395
7153200;12469.37793;13832.97656;13147.01465;14365.98145
7156800;12169.89551;14176.55566;14136.8252;14948.75879
7160400;12274.31543;13034.95898;12252.38184;13168.28418
7164000;14033.10059;11574.26367;13216.61621;13894.02441
7167600;10529.21875;10179.3916;12425.55273;13170.45996
7171200;10379.05566;8166.056152;8419.895508;13160.91211
7174800;9564.381836;12535.88867;8865.202148;14213.31738
7178400;12020.39355;12160.1582;12574.92871;14801.79395
7182000;9043.510742;9718.597656;9068.47168;9933.091797
7185600;7190.611816;5898.779297;9078.814453;8153.03125
7189200;7045.033691;8589.426758;10044.13965;7408.974121
7192800;10486.10254;8745.462891;11410.01855;11255.86816
7196400;11773.08398;11146.76367;12640.57324;12042.6748
7200000;13068.5625;11663.02637;12046.45996;12824.44336
7203600;12667.5127;13100.69824;12417.25293;12405.63574
7207200;17688.89453;15165.44824;16828.70117;17592.22461
7210800;16840.78906;19133.93359;18694.54688;18775.15625
7214400;16334.70801;17389.28516;15171.51074;17597.47461
7218000;15062.37109;14741.7041;11617.2168;15413.37012
7221600;14054.80371;14303.22559;13068.41699;13803.59863
7225200;14427.94629;11648.59473;10790.24512;14417.23633
7228800;13437.78711;11299.03613;9397.354492;14917.11133
7232400;10640.88086;11126.83105;7104.229492;12648.32129
7236000;10786.6748;12012.4707;9579.568359;13137.36621
7239600;11570.24805;12065.42285;10071.65332;13939.17676
7243200;14239.02344;13854.74316;12413.43945;15330.4668
7246800;12280.65527;12394.79102;10343.25488;11724.25391
7250400;13407.14551;11932.59668;12637.34082;13851.83398
7254000;12655.65723;13431.17676;13730.69922;13177.91797
7257600;11669.9209;11859.8623;11500.86621;11932.94824
7261200;11094.99023;13149.83496;12959.49414;13831.14551
