#1;;;;;;;;;;;;;;;;;;;;
"#20 profiles with 4.3 to 5.0 MWh/a. Source: Hochschule für Technik und Wirtschaft HTW Berlin: ""Repräsentative elektrische Lastprofile für Einfamilienhäuser in Deutschland auf 1-seküdiger Datenbasis"", Datensatz, Berlin, 2015. - DOI 10.13140/RG.2.1.5112.0080";;;;;;;;;;;;;;;;;;;;
double default(8760,21);;;;;;;;;;;;;;;;;;;;
0;552.85;477.867;1095.117;256.617;611.767;279.833;683.767;199.733;1591.533;1084.633;298.75;136.317;764.733;343.233;318.567;733.367;142.35;690.283;1615.917;275
3600;284.3;354.333;211.65;220.017;463.567;338.617;204.933;194.767;432.35;520.067;157.8;166.25;1201.3;321.833;307.267;515.517;85.767;484.533;1749.667;294.95
7200;191.35;273.867;145.017;249.917;262.783;329.833;239;187.867;484.333;729.383;134.933;190.733;411.667;341.617;256.15;525.883;171.1;584.65;3170.033;291.383
10800;331.217;383.783;157.383;233.75;240.367;268.717;242.017;215.05;472.25;205.6;168.767;209.6;328.9;322.083;353.567;539.067;197.45;677.683;419.117;306.75
14400;239.517;305.267;165.433;274.017;239.6;317.433;218.25;180.917;159.367;190.1;186.467;189.35;307.833;333.133;326.2;539.733;210.65;614.583;284.35;308.967
18000;302.633;347.4;111.533;280.65;250.233;275.883;237.45;182.6;238.3;178.183;173.283;140.45;336.45;304.167;350.667;582.317;586.467;531.4;340.833;274.083
21600;247.55;1330.683;75.367;215.533;225.017;361.083;205.717;211.45;357.383;198.35;1088.3;173.783;310.117;348.283;430.533;633.933;249.617;556.433;407.7;342.25
25200;256.633;886.533;149.467;258.867;243.833;389.55;257.283;156.217;1017.083;173.65;452.017;175.65;288.283;299.8;801.483;667.267;1700.933;567.717;273.633;318.233
28800;260.833;1110.633;140.283;214.017;379.983;349.9;2091.633;171.617;678.183;175.417;459.067;366.45;313.567;320.1;990.05;639.1;503.883;856.05;1092.667;494.117
32400;299.283;1383.517;236.633;255.883;392.133;956.717;2281.1;213.317;614.35;898.733;333.067;873.217;949.483;325.633;1231.983;853.267;547.3;1134.983;658.85;352.767
36000;411.433;487.55;888.383;215.3;373.017;1212.75;508.7;155.2;863.067;248.967;367.083;1308.1;1118.383;373.933;1332.817;642.9;734.383;1136.15;749.767;340.8
39600;343.033;1291.133;598.767;255.433;469.733;312.667;653.117;164.667;491.9;600.7;1014;1216.15;832.733;335.317;709.05;633.483;622.383;1457.083;1157.383;326.767
43200;516.317;449.4;753.783;214.2;454.917;394.467;637.3;207.55;531.05;565.333;1263.533;477.35;1701.883;320.783;761.617;607.483;456.5;1166.317;1271.2;328.783
46800;678.817;645.883;672.783;238.217;670.883;463.867;687.333;167.3;737.583;663.75;1295.417;488.017;1566.717;295;1143.35;966.183;1032.233;1038.517;1117.717;402.417
50400;1183.467;1186.817;698.683;240.95;604.483;765.067;798;159.433;620.533;752.183;495.583;564.55;800.583;332.9;892.533;811.083;1033.233;1993.25;1176.3;656.717
54000;1905.517;791.783;650.167;264.383;602.1;676.6;2479.4;228.217;644.767;1163.617;1237.167;606.783;718.2;339.267;802.583;620.483;1717.717;1628.467;929.8;1763.8
57600;1061.333;614.2;875.6;279.7;1072.2;408.833;1685.75;186.3;656.933;2081.567;1683.467;823.3;771.083;323.267;982.8;554.533;904.633;923.733;849.117;1317.383
61200;915.917;708.533;587.483;268.133;894.267;526.017;905.717;174.55;705.167;1296.817;892.767;2381.9;1216.917;285.567;845.75;785.367;1120.867;876.35;1726.3;1162.2
64800;1399.15;1581.1;869.9;279.783;505.05;1068.233;1136.533;206.317;543.8;1564.483;753.9;1754.233;813.35;301.933;791.967;744.617;795.3;999.083;2365.7;730.817
