#1;0;0;0;0;0;0;0;0
"#Heat demand profiles as used in the project IntegraNet (GWI/UMSICHT). Calculated based on different sources. For details see:  Gemeinsamer Abschlussbericht des Forschungsvorhabens IntegraNet: ""Integrierte Betrachtung von Strom-, Gas- und Wärmesystemen zur modellbasierten Optimierung des Energieausgleichs- und Transportbedarfs innerhalb der deutschen Energienetze"", Benthin et al. (2020)";;;;;;;;
#;6WE_26;6WE_14;6WE_32;6WE_8;6WE_9;6WE_16;6WE_20;6WE_18
double default(8761,9);;;;;;;;
5130000;2114.413818;2688.14209;2697.969971;17466.84766;16897.75781;2960.085693;2944.19043;4154.675293
5133600;8731.851563;8805.638672;6056.605957;24592.76367;27313.01563;5267.05127;4889.730957;6681.663574
5137200;7774.043457;5672.429199;5175.522949;24699.06445;23246.85742;3747.893799;2322.924805;6735.515625
5140800;7306.408203;8390.174805;8666.647461;25081.46484;26647.97656;7207.824219;4772.279785;3959.26123
5144400;4622.373535;3354.00293;5123.81543;22083.95313;20709.17969;5192.891602;2920.04541;3370.584961
5148000;3754.14917;3583.577148;2491.953125;21893.75195;21198.04883;2698.907959;3234.664063;2087.11377
5151600;826.9598999;0;292.4487305;16539.47461;16403.24023;475.1050415;262.947113;492.9986877
5155200;113.25354;0;0;14583.42285;14623.08203;0;0;0
5158800;0;0;0;9254.539063;8444.844727;0;0;0
5162400;0;0;0;8840.869141;8324.208008;0;0;0
5166000;0;0;0;8567.927734;7137.29541;0;0;0
5169600;0;0;0;9471.421875;10359.29688;0;0;0
5173200;0;0;0;7060.20166;7615.191406;0;0;0
5176800;0;0;0;11655.28516;11071.22461;0;0;0
5180400;0;0;0;9826.535156;10998.70215;0;0;0
5184000;0;0;0;9788.316406;8537.496094;0;0;0
5187600;0;0;668.7828979;10680.91699;11430.84961;0;0;0
5191200;0;1169.907227;712.2355957;11598.35059;11879.00684;0;0;0
5194800;0;0;0;9152.578125;5775.084473;677.838623;0;717.4519043
5198400;0;0;0;8016.98584;7974.588867;0;448.7944031;0
5202000;0;0;0;4106.394531;7628.689941;0;748.1295166;452.3180847
5205600;375.1689758;570.0943604;340.2063599;10224.94238;11086.13184;602.4223022;905.1351318;620.2377319
5209200;403.4043884;1693.938599;1630.90686;12860.69434;12631.76855;1296.350098;994.6304321;855.1185913
5212800;2594.480957;1087.348511;1377.714966;15379.69824;14283.17871;2443.142822;1909.415161;1481.193726
5216400;601.2157593;1463.018188;1682.412598;14626.61523;13594.32324;1867.664307;2010.820679;2540.834229
5220000;6073.165039;6539.239258;4679.367188;21604.56445;23558.91602;2501.687744;4244.466309;3661.54834
5223600;6354.036133;3688.768066;2454.498291;22095.66406;20000.86133;2834.908203;1213.370117;5720.500977
5227200;5695.883301;6417.31543;3998.9729;22210.10742;23092.86328;5339.448242;2801.29834;3816.147949
5230800;3176.818359;2102.363037;4326.23291;18858.07227;18532.7832;3500.523682;2074.895996;2272.69458
5234400;2201.620605;1997.648071;1424.653931;19294.48633;19092.4043;1543.573242;1649.304077;1660.543213
5238000;271.9597168;0;0;13864.50293;13953.91016;150.5067139;0;0
5241600;0;0;0;12888.37012;12560.79688;0;0;0
5245200;0;0;0;6236.793945;6541.04541;0;0;0
5248800;0;0;0;5831.839355;5905.859863;0;0;0
5252400;0;0;0;5993.181152;5882.600098;0;0;0
5256000;0;0;0;6427.633301;6981.078125;0;0;0
5259600;0;0;0;5006.131836;2701.606689;0;0;0
5263200;0;0;0;8837.133789;5309.677734;0;0;0
5266800;0;0;0;8150.657227;7606.185059;0;0;0
5270400;0;0;0;9507.448242;6818.348145;0;0;0
5274000;0;0;0;11590.9541;8809.711914;0;0;0
5277600;0;0;0;10665.73828;11669.69043;0;0;958.2237549
5281200;0;0;0;7336.234863;6362.646973;0;0;402.9182739
5284800;0;0;0;6185.234863;8801.150391;0;0;0
5288400;0;0;0;4000.588135;7546;0;723.6472778;0
5292000;0;61.63929749;0;10541.03711;11671.75684;0;783.163147;0
5295600;0;230.0997772;538.8460693;13234.34375;13194.84277;614.3555298;1046.523071;1306.293701
5299200;323.9836426;906.1568604;738.2817383;15581.62207;14864.36035;1996.835083;1725.194946;1256.202393
5302800;571.0809937;1263.019409;1553.018921;15079.54199;14628.82031;1660.99231;1931.202515;2482.759277
5306400;6193.068848;6664.581543;4430.590332;22728.36523;25525.61914;2365.886963;4338.117188;3112.529541
5310000;6558.648926;4481.686523;3633.254639;23394.7207;22725.16211;3010.957275;2192.779541;6184.957031
5313600;4792.688477;6574.204102;8695.889648;23286.61914;24774.40234;5323.171875;3732.716064;3101.470215
5317200;2632.542725;1899.325684;2689.272705;20694.14453;18820.72461;2289.859131;1972.052856;980.8740845
5320800;1682.066895;716.6401367;745.2106323;19879.76367;18716.33398;462.9480896;1032.741577;549.5654297
5324400;76.67789459;0;0;12854.59082;12835.14453;0;0;0
5328000;0;0;0;12299.91699;10001.52539;0;0;0
5331600;0;0;0;5544.981445;6812.952148;0;0;0
5335200;0;0;0;4499.781738;5706.557617;0;0;0
5338800;0;0;0;5312.830078;6129.67627;0;0;0
5342400;0;0;0;6322.256348;6690.692871;0;0;0
5346000;0;0;0;5410.686523;3830.924316;0;0;0
5349600;0;0;0;9456.365234;5509.495117;0;0;0
5353200;0;0;0;7550.202148;5980.810059;0;0;0
5356800;0;0;0;8344.686523;8163.025391;0;0;0
5360400;0;0;0;9682.175781;10671.54785;0;0;0
5364000;0;0;0;10866.91016;11577.53027;0;0;0
5367600;0;0;0;8334.444336;5333.86377;0;0;0
5371200;0;0;0;4859.890625;8936.90332;0;0;0
5374800;0;0;0;3796.590332;6929.671387;0;0;0
5378400;0;119.9394073;0;10740.15723;11387.95605;0;580.7679443;0
5382000;0;216.1205139;0;13283.56836;13161.86328;0;656.9266968;263.6915588
5385600;0;271.9381104;0;15273.11621;14852.75977;529.65271;1279.94043;284.9053345
5389200;0;62.98871994;244.0568085;14687.31543;14522.39941;880.4208984;1524.008545;1337.786865
5392800;5366.103516;6303.613281;3779.056641;21760.71094;24810.97656;1986.696045;4162.965332;1488.307495
5396400;4798.611328;3945.018555;3000.524902;22387.92969;22281.50977;2767.132568;1377.206787;5084.978027
5400000;4766.712891;6391.739746;4702.859863;22976.79297;24457.35352;5170.084473;2216.469482;2268.353027
5403600;2336.732666;1637.797485;2281.942871;20342.96094;18797.24219;2684.613037;1792.84729;2421.427734
5407200;567.9223633;406.3399963;45.65390396;16629.45117;17234.57422;124.6496277;0;472.0983582
5410800;0;0;0;12079.76074;8717.905273;0;0;0
5414400;0;0;0;9536.826172;9554.574219;0;0;0
5418000;0;0;0;3953.599854;3399.65918;0;0;0
5421600;0;0;0;4832.774902;4993.507813;0;0;0
5425200;0;0;0;5931.943359;5610.647461;0;0;0
5428800;0;0;0;6374.561035;6401.828613;0;0;0
5432400;0;0;0;3889.529541;4608.6875;0;0;0
5436000;0;0;0;6451.900879;5979.830078;0;0;0
5439600;0;0;0;5069.15918;7224.708496;0;0;0
5443200;0;0;0;9104.743164;7142.140625;0;0;0
5446800;0;0;0;10567.82715;9070.555664;0;0;0
5450400;0;0;0;11999.70605;11511.51855;0;0;0
5454000;0;0;0;8171.012207;5750.746582;0;0;0
5457600;0;0;0;7765.223145;8794.337891;0;0;0
5461200;0;0;0;4005.587158;6637.80957;0;104.9643631;0
5464800;0;0;0;10819.75293;11579.04883;0;259.5296631;0
5468400;0;0;0;13137.2998;13127.39258;0;665.1047363;0
5472000;0;0;0;15330.62207;14667.87988;0;1272.271118;0
5475600;0;216.7444;746.3008423;13694.41504;14149.33594;0;1397.824585;1066.447388
5479200;5170.349121;4423.000977;3417.060791;21688.94141;24412.0332;1254.763916;3413.914307;1851.668335
5482800;4160.026367;3082.580566;1608.389648;22124.84961;21333.63867;1685.570801;728.9633789;4285.381836
5486400;3613.247803;4946.07373;3420.732178;22216.6582;23381.05078;4548.873047;1607.084595;2336.76709
5490000;2257.197266;1818.944336;1940.498657;19971.5332;19776.72656;3245.615234;1223.515137;1358.149536
5493600;1767.560059;2454.825195;1423.721802;19847.39648;20662.875;1637.775757;1712.882324;1323.814941
5497200;814.3829346;659.2001343;412.151947;17571.66406;18347.88477;702.9059448;801.4049072;607.1505127
5500800;1214.535522;478.3516235;296.0019531;19295.98828;18980.34375;805.2539673;298.3071899;751.1032104
5504400;341.6140442;160.2446747;0;14126.68555;15821.09082;208.7180481;102.9133224;0
5508000;0;0;0;15647.81445;15989.35742;0;0;0
5511600;0;0;0;15448.61914;16327.02832;0;0;0
5515200;0;0;0;15712.20215;16881.6582;0;0;0
5518800;0;92.7922287;0;13878.47949;14462.22266;0;0;0
5522400;0;210.264328;0;16319.32324;16405.06836;1557.479614;0;0
5526000;0;302.1276245;0;12991.58496;13475.15723;0;0;0
5529600;0;0;0;13914.42773;12993.62109;285.8781128;0;16.00156212
5533200;867.7520752;0;986.5012817;14959.05469;14281.85547;1622.53833;0;0
5536800;0;1003.224182;1139.720581;15569.43359;16065.07129;0;0;435.8344421
5540400;0;0;0;12073.60449;9388.082031;465.6726074;496.1968994;1258.355225
5544000;0;0;0;11177.93457;12635.27051;0;523.1310425;201.1067657
5547600;0;246.6588287;0;5172.635742;10045.31934;379.4804382;886.4550781;973.2039185
5551200;0;604.4765015;591.2453613;13605.65918;14349.55078;918.8041992;979.0335083;557.718689
5554800;187.2740631;1380.970215;1731.160034;15332.25977;15289.10742;1048.312866;982.7512817;909.7451782
5558400;2198.499756;1004.600952;1115.181274;17212.75586;16895.39648;1951.606567;1507.98645;1171.564575
5562000;366.3562927;1210.365601;1789.582886;16988.71484;16531.56836;1536.923218;1854.220703;2107.873291
5565600;7091.789063;7076.726563;4587.266602;24313.75391;26234.64063;2457.468994;4240.387695;5064.696777
5569200;5990.17334;4846.986816;3850.933105;23755.36523;21871.48047;2206.077148;1017.065674;4446.805664
5572800;5238.098633;4755.663574;4353.07666;23097.77539;24755.89648;5507.506348;1298.286377;2620.471436
5576400;2850.638916;2667.867432;3875.06958;21345.57617;18229.31445;4222.74707;1499.119751;1579.943237
5580000;2324.30249;2258.947998;1651.165039;20730.1582;20177.35742;979.1297607;1370.407104;275.0215149
5583600;370.3096313;0;0;15924.77441;16032.62207;186.3734436;0;166.1644745
5587200;0;0;0;14685.0498;13985.87207;0;0;0
5590800;0;0;0;7870.343262;8525.930664;0;0;0
5594400;0;0;0;9185.987305;8912.681641;0;0;0
5598000;0;0;0;8382.868164;8937.989258;0;0;0
5601600;0;0;0;9604.484375;10181.26953;0;0;0
5605200;0;0;0;8061.17627;7551.788574;0;0;0
5608800;0;0;0;12181.63867;9794.030273;0;0;0
5612400;0;0;0;9969.067383;11041.12598;0;0;0
5616000;0;0;0;9856.472656;10594.88184;0;0;0
5619600;0;0;0;13050.92285;12954.73145;0;0;0
5623200;0;0;0;13487.0918;14102.70801;0;0;0
5626800;0;0;0;10058.29785;7538.618164;0;0;0
5630400;0;0;0;9296.920898;10920.45313;0;401.9976196;0
5634000;0;0;0;4177.227539;8191.609375;0;253.2085571;0
5637600;0;0;0;10327.73828;11146.28027;0;257.8349304;0
5641200;0;0;706.6628418;12081.89453;11794.95508;0;517.3207397;0
5644800;0;167.2277985;201.0993347;14134.76953;12827.58789;647.098877;973.7826538;285.8061218
5648400;0;356.5699158;896.3239746;12431.08594;12150.44336;337;887.8658447;876.9022827
5652000;3750.83252;5378.313477;3335.299561;18164.65234;20838.37695;1235.236816;2833.126221;1442.734863
5655600;3082.195313;2356.23877;1703.13855;17976.35938;16994.43555;1322.49231;444.4505005;2312.331055
5659200;2219.577637;4112.465332;1680.327148;17427.63281;19302.02344;3751.60791;855.3449707;1671.136353
5662800;964.8979492;1695.72644;1572.441528;15567.40527;15921.3584;2521.911133;834.317688;1379.715088
5666400;2014.945557;2630.031982;1837.500244;18006.63672;17451.78711;1532.207886;1875.055176;1355.061035
5670000;1378.754761;846.132019;486.1594238;14591.18262;15099.24707;1048.142456;974.4016113;1400.507324
5673600;1975.616943;1463.713989;1146.553589;16413.39648;15751.44336;1401.533813;707.7202759;1530.341187
5677200;1101.596802;649.5135498;215.7459717;13221.58301;13374.55469;913.4058228;781.6536865;518.8311768
5680800;972.116272;927.1999512;367.7457886;14163.73438;14370.85156;621.6636353;321.7845764;782.5999146
5684400;1187.148682;989.3753662;0;14128.42871;14904.42676;479.350769;186.8437347;1185.039185
5688000;708.0999756;1583.671387;1547.252197;14475.22754;15432.75977;317.9143372;55.85995483;392.2834778
5691600;0;279.7001343;0;11681.54199;12389.69043;0;122.865387;383.11203
5695200;707.1389771;1401.464355;501.687561;14737.07813;13324.14453;1388.257935;142.2320099;1158.153076
5698800;615.9631348;1184.990967;412.0548706;11357.71191;12233.04492;5.040905952;0;0
5702400;157.3232117;639.0499268;494.9243774;12133.29883;10538.60352;119.4150696;0;1.29612112
5706000;969.9320679;391.1912231;755.3551025;13276.16992;13538.99902;856.2769775;382.7192688;103.7760544
5709600;0;1342.535767;391.565918;11238.7666;12781.30566;359.9723816;486.2778015;1196.900635
5713200;0;0;0;9498.839844;6412.438965;440.1596375;370.9515076;1105.011353
5716800;0;0;0;8984.257813;9130.696289;0;768.9214478;373.4136047
5720400;284.8966064;145.9503632;610.9371948;4256.932129;7537.652832;285.5245667;792.5878296;1335.660034
5724000;364.8510742;542.1380615;589.9777832;10384.75293;10889.88184;702.9262085;793.8852539;853.9277344
5727600;165.0789795;1573.973022;1477.484375;12016.90137;11971.1416;1034.228394;843.6152954;1759.378296
5731200;1584.329224;819.3304443;1038.978394;13399.99414;12872.50293;2034.161621;1255.189819;1308.983643
5734800;59.04624939;1036.498291;1125.861084;11768.81055;11833.36133;884.4116211;1266.683472;1929.055664
5738400;4027.207764;5871.074707;3524.990234;17296.75195;20379.01953;1968.002808;3144.856445;4005.244141
5742000;4486.605957;3581.938477;3946.440186;17691.05273;16893.34961;1552.5979;358.9472046;3839.874023
5745600;4556.189941;4419.388672;3902.013916;18451.89258;18583.47656;3659.908691;802.6775513;2435.356934
5749200;2548.078857;1718.905029;2612.640137;16413.42969;14943.99805;2329.701172;409.8995361;1336.569824
5752800;2074.279297;1489.165771;1577.663696;15333.09961;14999.14355;562.9138794;677.5667725;1931.324829
5756400;1621.861816;778.7042847;606.882019;12374.47949;12035.10449;1189.170288;589.0461426;965.5390015
5760000;1283.44751;1279.886719;1162.295288;14656.07227;14447.02539;1253.49646;751.5112305;1337.137573
5763600;660.4735718;722.3001099;218.8820343;11329.19043;12033.9668;933.9333496;810.5140991;715.901001
5767200;861.0442505;442.2712708;382.7267456;12472.46094;11930.79785;899.7092896;552.7866821;752.0716553
5770800;1024.887451;1230.671265;535.1694946;12463.65137;12716.6875;776.3114624;434.9243469;1795.423096
5774400;1988.439087;2178.092041;2578.615479;13812.37402;15323.42383;822.9996948;1514.712524;1874.225464
5778000;328.9910583;949.005127;707.390686;11475.36719;12037.37305;707.8421631;697.6279907;902.4223022
5781600;2022.723633;1602.739136;1918.381226;13671.32227;13020.45801;1639.013794;668.9736938;767.8814697
5785200;620.6564331;407.0915527;1581.305054;9174.598633;9785.032227;536.5467529;279.4795532;576.2210693
5788800;104.5240097;663.9485474;667.1512451;8781.09668;9762.825195;660.2752686;305.0482178;354.3818665
5792400;842.7371826;92.1940918;1288.498535;10065.36328;10511.44043;1660.807129;340.5856628;283.1074219
5796000;604.0032959;1353.314209;1197.787842;10461.17383;9797.263672;261.8883362;225.874939;2140.404053
5799600;0;0;0;6537.316406;4202.749512;511.4632568;209.8920593;1229.755615
5803200;0;0;0;4986.917969;6329.078125;286.2255554;381.364563;416.4655762
5806800;0;307.0141907;0;2915.606445;5671.958984;365.7557678;980.1090088;722.7258301
5810400;0;319.2082825;204.1397858;7624.708496;8017.19873;459.477417;922.6226196;634.8852539
5814000;0;1019.120605;1352.810059;9160.65625;8993.984375;921.2352295;1011.460815;750.6607666
5817600;740.2595215;658.0065918;981.8466797;10586.9707;9757.992188;1754.341064;1350.650513;966.7543945
5821200;611.3366089;591.3390503;1162.631104;9477.833008;9023.397461;1118.858765;1278.421387;1697.437378
5824800;4259.606934;6037.689453;3500.029053;14835.30273;17387.63672;1874.367798;3313.098877;3304.35083
5828400;3843.857666;2699.601318;2860.039307;14399.43359;13389.71094;933.1992188;717.6010132;3513.762695
5832000;4112.226074;3959.295654;3501.938477;14680.30078;15270.86035;4690.368652;536.9452515;2246.350342
5835600;1546.824097;1377.415283;2473.931396;12880.2041;11354.7207;2560.418213;481.3222351;1470.996094
5839200;7.666715145;113.8997345;303.3771057;11563.84668;10685.0459;153.802536;89.31459045;208.6139679
5842800;343.5592651;0;0;8723.758789;7968.518066;353.4337463;0;0
5846400;826.623291;273.0521545;150.8249054;10650.58691;8011.214844;787.4662476;204.6365051;73.26058197
5850000;507.8231201;413.8265991;102.4551544;7773.462402;8230.773438;594.1732178;604.9812012;0
5853600;508.7346191;423.2182617;207.7980957;9380.533203;9592.369141;552.2939453;727.001709;283.1702881
5857200;795.1816406;784.1608276;250.1179504;9628.495117;9236.735352;610.6294556;423.1526794;598.7781982
5860800;1505.069946;1775.023315;1415.610229;10601.34473;12021.46777;536.0545044;542.2713013;1082.1604
5864400;0;185.4361725;0;8098.300293;8055.739258;0;335.158905;192.0210571
5868000;752.5871582;559.5829468;1299.647949;9215.289063;9028.114258;700.4329224;140.6933594;554.8579712
5871600;634.6952515;60.03135681;1037.112305;7038.33252;7643.848145;0;204.7898254;0
5875200;0;358.0415955;365.9448547;6429.884277;8268.283203;154.7008667;301.2337646;368.2835388
5878800;835.237915;559.2111206;505.3671265;8502.795898;10295.69336;2058.147217;0;442.4132385
5882400;0;1283.373779;0;9331.323242;10238.30566;304.3236694;515.3724976;608.3213501
5886000;0;0;0;5923.130371;4316.660645;499.4533081;733.0836792;797.4443359
5889600;0;0;0;3883.975586;5869.28418;102.0193253;799.5559692;143.6783905
5893200;0;0;0;2473.320068;4867.376465;96.80976105;732.6025391;201.7858124
5896800;0;363.1299133;177.4690247;6070.149902;6778.914551;230.611496;712.8613892;408.997345
5900400;0;1064.259521;463.2558289;7918.382324;7459.652344;655.7738647;881.3519897;548.1699829
5904000;1171.114868;730.1879883;527.2861328;9540.334961;8705.336914;1419.567505;1255.360962;682.0700684
5907600;222.6927185;669.1402588;910.4561768;8410.823242;7913.948242;853.048584;1315.394775;1703.375854
5911200;4609.562988;5534.054199;3428.274902;13782.6875;17209.55859;1736.542725;3620.148682;2117.578613
5914800;4383.848633;3973.181396;4300.304688;14337.75879;14125.52637;2163.025635;1387.269531;4290.180176
5918400;4047.682373;5061.852539;3712.561279;15115.07129;15561.61816;4638.810547;3131.154297;2300.895996
5922000;1150.295166;1100.31665;1809.986572;11405.15332;11117.74805;1461.733765;602.374939;647.4297485
5925600;1047.873901;643.2807007;1110.033325;10390.58691;9388.962891;828.9275513;1043.859131;1064.675537
5929200;119.107811;211.6058197;249.3300323;7209.006348;6098.039551;69.59735107;487.9059753;7.730198383
5932800;799.729126;407.4423828;0;9658.37793;9673.219727;559.8016357;0;278.1351013
5936400;573.9655762;38.5582428;0;6601.916504;8340.994141;648.5479736;0;116.3168869
5940000;587.5688477;356.7966309;0;8239.595703;8108.560059;59.24678802;326.850647;535.8416138
5943600;0;912.0367432;0;7855.365723;7828.586914;228.8759003;561.144165;394.3965454
5947200;677.4952393;149.1752167;0;7694.715332;7561.097656;29.85622025;181.0142975;0
5950800;138.4773865;139.5132751;122.346077;7132.407227;7280.90332;103.6463394;0;169.1795654
5954400;0;0;603.8352661;9732.818359;8144.340332;73.49167633;364.1901245;778.6149292
5958000;769.4248047;0;110.4564667;6597.129883;4463.523926;518.991394;111.9728546;0
5961600;0;0;228.1614685;4892.052246;6561.104492;108.1430206;144.8323975;0
5965200;702.2103271;0;932.9631348;8207.216797;8757.580078;1186.881592;704.2788086;0
5968800;657.2333374;0;327.9772949;9218.90625;9146.848633;80.49789429;967.3018188;929.7392578
5972400;0;0;0;3857.759521;3334.460693;56.61412811;228.3822937;626.2507935
5976000;0;0;0;2493.517822;4366.784668;47.54814148;580.6673584;219.0514832
5979600;0;0;0;1973.691895;3913.316895;96.90745544;973.9525757;496.401062
5983200;0;263.3018188;0;5029.671875;5515.57373;47.44348907;829.9364014;598.9407349
5986800;0;293.5318909;0;7088.166016;6483.150391;300.7048645;846.87854;506.721344
5990400;0;271.0021057;308.2646484;8057.960449;7107.654297;1099.560791;1008.508301;750.7103271
5994000;179.2015686;410.8618469;602.2055664;6998.418457;6363.887695;748.8338623;1048.098633;1135.817749
5997600;3288.98877;5013.931152;3286.277832;11915.41309;14659.63672;1529.249634;3440.151855;1927.09436
6001200;2982.408447;3028.793457;4040.41333;12697.95117;12481.67578;2194.949707;1042.273315;4131.719727
6004800;3316.956787;3546.781006;3638.259521;13609.9248;13717.46191;3987.460205;1947.805786;1441.278198
6008400;1389.996094;883.4226685;2302.200928;11261.84375;10135.36621;1085.478516;1304.990356;283.0837708
6012000;1368.004272;42.19117355;80.12934875;10025.75195;8268.671875;584.3070068;623.5006104;1260.491455
6015600;151.7789154;251.3559265;33.94502258;5519.632324;6267.852539;176.5667419;467.844635;810.4428101
6019200;567.519043;196.2317352;0;6638.490234;6959.282227;0;189.0031738;486.4533081
6022800;313.9651184;105.7215576;0;3896.419434;6409.146973;57.30885696;230.0957031;317.3979492
6026400;330.8445435;96.98459625;0;4821.07666;6439.973633;0;189.7969513;441.9570618
6030000;338.7139587;745.0488281;0;5787.024902;6748.067383;0;104.3137283;470.1267395
6033600;224.6543579;629.9216309;0;8183.086426;7535.71582;505.4624634;79.31536865;252.7259827
6037200;0;125.5121765;0;6180.997559;5342.047363;0;266.9669189;145.5534668
6040800;476.1464539;0;0;9115.677734;7242.384766;59.74326324;347.5834045;83.31616974
6044400;514.7896118;0;422.8174133;6108.345215;6559.340332;1016.848389;0;93.53387451
6048000;16.06267166;0;459.505127;5088.331543;5091.79834;127.4678497;0;0
6051600;1015.314575;352.2105408;103.9840775;6868.359863;7865.653809;911.8414917;0;0
6055200;92.88219452;377.8764343;1108.126343;7131.581543;7733.761719;58.1143837;0;0
6058800;62.20746231;0;0;3426.288086;2204.400391;0;0;178.9787292
6062400;0;0;0;792.1057129;2914.852051;36.99029541;0;149.7063599
6066000;0;0;0;845.5106812;3130.758545;0;123.0667496;152.5006714
6069600;0;0;0;2710.723389;3704.753906;0;227.0658112;98.37565613
6073200;0;0;0;4984.810547;4894.986816;0;256.3594971;114.9520493
6076800;0;0;171.358078;6445.255371;5389.453125;0;511.0868225;104.8423309
6080400;0;242.5938721;433.0050964;5574.568359;5118.953125;124.4147873;725.4229736;622.1723022
6084000;3244.121338;4811.508301;2881.678223;10649.79199;13289.97363;923.9213257;2403.447998;1121.489746
6087600;2658.80835;1902.81311;1273.849487;11345.15039;9998.166992;1403.52478;404.9841003;2697.992676
6091200;3580.308594;3419.86499;2967.162109;12394.51563;11480.33887;3781.718262;684.326416;1297.57312
6094800;1052.320313;706.1099854;1545.481689;10208.71289;9483.878906;1589.206177;441.7519226;888.6467285
6098400;715.1228027;832.9703979;469.1311951;9929.107422;10070.34863;518.1239014;387.0340576;470.5789185
6102000;928.4509888;488.1425476;136.2236023;7400.094727;8574.799805;506.6790771;385.4279785;559.8423462
6105600;1468.084595;931.1114502;350.0167542;9846.546875;9295.022461;1058.768433;541.4723511;878.0556641
6109200;915.5869751;788.0192871;0;6938.132324;8008.319824;641.2565308;593.8127441;566.397644
6112800;888.1419678;886.9441528;185.0290985;8607.710938;9134.660156;720.8370972;734.5961914;811.3831177
6116400;854.5010986;627.5148315;326.7971191;9462.306641;9890.268555;625.1902466;682.5419922;1446.91626
6120000;1631.191162;2514.647461;2122.257568;10767.45313;11137.58496;1383.246948;417.900116;486.1679993
6123600;0;88.44284821;40.58218002;6788.869141;7129.313477;185.5895691;140.1678772;578.2305298
6127200;1010.120422;305.6427002;1594.360596;10260.86816;10370.01172;218.1639404;361.5142517;1410.799438
6130800;0;503.5348511;262.4777527;6684.967773;8886.177734;675.1780396;12.44836807;655.1373291
6134400;0;23.94142342;0;6566.078125;8783.460938;47.31898117;62.24746323;298.6531982
6138000;772.8549194;1174.723267;476.890686;8963.630859;9528.245117;969.0001221;919.616272;298.2428284
6141600;880.9998779;641.8615112;1465.046509;10840.26172;11936.82617;0;725.6253662;824.7872314
6145200;0;0;0;5851.853516;4764.263672;0;726.5826416;1150.750488
6148800;0;0;0;5242.609863;8239.347656;481.8724976;1237.342773;631.8040161
6152400;0;335.012207;551.4822998;3318.553467;6551.771484;761.5888672;1441.949463;990.8883667
6156000;0;580.8289185;474.7770081;7839.404785;8912.039063;737.9849854;1041.836914;683.1168823
6159600;0;1212.342407;1237.100098;10010.14355;10023.31152;739.2042847;1117.748779;858.4871826
6163200;1242.980225;1226.475342;933.2112427;11401.41992;10886.09961;1605.272095;1564.663818;1155.767578
6166800;701.1474609;1081.051147;1254.363892;10196.27148;10380.07422;1050.657349;1447.322144;1529.721313
6170400;4649.320801;6144.79248;3315.589355;16406.12695;18986.99023;1736.327515;3384.884766;3979.593262
6174000;4154.546387;4184.364746;2855.500244;16032.5;16591.69922;2304.277344;1134.401001;4529.449219
6177600;4755.600586;5397.993652;4092.984619;17721.52734;18467.4043;5536.187988;1428.411133;2836.191895
6181200;2282.571533;2457.875;2945.844971;15790.36328;15474.66797;3781.09375;1019.953247;1787.265137
6184800;1402.610596;1548.908691;1102.288452;14604.64551;15092.32422;1035.102539;836.6586914;802.6535645
6188400;291.5904846;0;0;10192.50391;10327.30078;138.2144928;0;0
6192000;1702.249878;290.4891968;0;14184.16602;13341.13281;940.177002;325.6422729;876.2567139
6195600;1017.674316;896.4506226;188.6969757;10371.69336;11103.21191;773.7723389;666.2470703;637.7901001
6199200;887.2229614;854.7318726;310.8537903;11505.78906;11431.45898;1076.349487;367.5081177;823.5422974
6202800;902.8062134;1123.043945;153.4542084;11540.30469;12476.8418;640.2365723;533.4857178;670.0429688
6206400;2245.346924;3341.117188;3325.755371;12872.99902;14815.03418;1686.697266;1014.456665;684.3309326
6210000;305.3529053;917.3082886;1058.091553;11044.50977;11638.07129;481.2967834;674.8684082;720.9213867
6213600;1320.837891;1205.934082;2069.88916;14284.65625;12715.13574;1511.43396;642.4736328;297.2860718
6217200;729.3337402;975.2444458;2256.007813;10945.13281;10905.42969;1168.121094;785.7868042;964.2304077
6220800;293.6417236;97.58123016;1171.746582;11145.81055;9032.5625;103.9404755;800.6657715;141.9544525
6224400;1209.595947;1235.96228;2219.528564;13010.7041;12238.37793;1987.219727;1110.705078;107.5856934
6228000;959.5162354;995.6018066;2007.710938;12311.22168;12359.55469;316.6447449;750.4412231;358.2394714
6231600;137.2812195;217.8252411;304.768219;7826.857422;5988.257813;424.7705078;762.5737915;1313.743652
6235200;0;36.3084259;285.6215515;7366.552734;8581.432617;0;1705.523682;275.6609802
6238800;0;277.4812622;971.5667725;4460.383789;7963.632324;482.1508179;1946.473022;1156.36438
6242400;399.8490601;680.5724487;935.293457;11251.90137;11301.16992;1242.026855;1738.881592;896.7369385
6246000;952.3521729;1490.925049;1993.458496;12801.26563;12491.9082;1170.869385;1863.330444;1904.78418
6249600;2448.268311;962.3121948;1551.522461;14200.80762;13295.97949;2371.114502;2368.653564;1612.381958
6253200;751.1925049;1112.489746;1840.238403;13238.88184;12669.44531;1266.56897;2048.721191;2638.872803
6256800;4895.213379;7123.387207;4294.353516;18604.01172;21525.92773;3935.925781;4087.857178;4089.505127
6260400;5117.270996;4428.964355;3915.80249;19183.45313;18747.67578;2586.304443;1911.812256;4992.02002
6264000;4467.357422;6356.166504;5602.912598;19958.04492;21197.26172;6170.999512;3592.066162;3003.79541
6267600;1425.183594;2584.732666;3021.640137;16071.49121;16611.41406;3730.458252;1461.22522;2692.222168
