#1;0;0;0;0;0;0;0;0
"#Heat demand profiles as used in the project IntegraNet (GWI/UMSICHT). Calculated based on different sources. For details see:  Gemeinsamer Abschlussbericht des Forschungsvorhabens IntegraNet: ""Integrierte Betrachtung von Strom-, Gas- und Wärmesystemen zur modellbasierten Optimierung des Energieausgleichs- und Transportbedarfs innerhalb der deutschen Energienetze"", Benthin et al. (2020)";;;;;;;;
#;6WE_26;6WE_14;6WE_32;6WE_8;6WE_9;6WE_16;6WE_20;6WE_18
double default(8761,9);;;;;;;;
8668800;1497.379883;992.6199341;817.9873047;15205.17285;14323.87891;1991.036133;1992.091309;1211.075806
8672400;368.1726379;1423.929688;1245.221191;14547.44531;13559.37793;1756.961304;1988.993164;1913.083496
8676000;6429.257813;7014.697754;3848.831787;21211.38672;24073.08008;2241.515137;4027.671875;4660.366699
8679600;5581.112305;4682.65918;3846.019531;20854.23828;20296.09961;2500.533691;1292.495605;4887.734375
8683200;4211.389648;5991.897461;4810.470215;20757.98633;22361.64648;4699.070801;2821.174072;3017.240479
8686800;188.0206299;52.23211288;887.8519287;15205.47266;15001.98633;1094.490356;0;187.6032867
8690400;0;0;0;13794.30566;15332.8584;0;0;43.3647728
8694000;0;0;0;9321.821289;10801.99707;0;0;0
8697600;0;0;0;12440.88574;13064.18457;0;0;0
8701200;0;0;0;10317.74219;9888.794922;0;0;0
8704800;308.5635376;0;0;12342.25293;10298.65527;341.5930176;0;0
8708400;461.663208;0;0;14147.84375;13956.13965;502.9286194;0;525.3347168
8712000;930.5557861;1952.445679;1269.449463;15198.83301;17008.30078;628.4891968;0;407.1830139
8715600;166.3600616;607.1337891;413.025177;13334.22559;13558.29297;378.2695007;220.2211761;565.8865967
8719200;1336.386841;949.8042603;1205.127808;15308.12988;13888.98535;1672.881714;331.0223389;746.5612183
8722800;746.2402954;485.3218079;472.6866455;11646.28223;12522.69531;1358.05481;0;259.8248596
8726400;142.5374146;339.8039246;640.5810547;12884.62305;12498.5752;86.27094269;0;231.569458
8730000;1079.593384;886.6734009;328.5049133;13268.18262;13708.07324;1850.146118;711.8483276;223.2636108
8733600;1037.183228;1133.034302;995.7686768;12863.61621;13607.8877;303.9964905;0;370.5730591
8737200;91.87693787;236.5131836;112.6908035;9959.083984;7033.203125;455.3750916;0;556.2414551
8740800;0;0;229.0222931;7835.032227;10869.34863;0;1327.272461;189.2992859
8744400;0;0;735.9163208;4590.761719;8025.682129;453.6361084;1041.03479;841.9870605
8748000;351.3839722;247.0570679;385.2335205;11515.26758;11696.72168;1001.241516;1235.147339;724.5825806
8751600;371.1090698;1488.516113;1326.212891;13721.55859;13540.44043;1289.827637;1486.246826;1736.651123
8755200;2386.976074;1040.249756;1047.941772;15633.21289;14956.61914;2223.106934;2060.10376;1221.907349
8758800;1070.274048;1672.955444;1801.075806;15069.56543;14849.63574;1615.190186;2245.4104;2309.659912
8762400;6855.834473;7214.081543;4399.388184;22084.79688;24915.79883;1994.82666;4603.653809;5113.028809
8766000;6213.226074;5360.474609;2661.46582;22580.10547;21820.13477;2604.416016;1484.161255;5385.330566
8769600;4911.189941;6450.974121;6253.614258;22202.30273;23333.16602;5664.163574;4091.894043;3146.116211
8773200;416.769043;355.7470093;1257.736694;17429.25;16536.36914;1663.656128;0;526.3389893
8776800;0;0;0;13451.65527;12913.9502;0;0;0
8780400;0;0;0;8506.137695;9705.40918;0;0;0
8784000;0;0;0;12754.10254;13347.94434;0;0;0
8787600;0;0;0;9291.847656;10866.93359;0;0;0
8791200;0;0;0;7102.141602;8503.74707;0;0;0
8794800;0;0;0;10131.08301;10533.26465;0;0;0
8798400;0;0;0;11070.75195;13250.27441;0;0;0
8802000;0;0;0;7569.041504;9711.355469;0;0;0
8805600;0;0;0;10241.86621;8419.506836;0;0;0
8809200;0;0;0;6563.804199;7636.975098;0;0;0
8812800;0;0;0;9733.8125;8827.487305;0;0;0
8816400;0;0;0;11923.89844;12466.16797;0;0;0
8820000;0;0;0;12377.09375;12579.41992;0;0;0
8823600;0;0;0;8451.987305;6377.792969;0;0;929.7832031
8827200;0;0;0;7424.61377;9635.351563;0;0;0
8830800;0;0;138.6778564;4208.997559;7686.615723;0;3.409788609;0
8834400;0;0;236.8519897;10423.55078;11229.29883;303.4699707;297.4367065;0
8838000;0;438.5596619;265.4361877;13266.00391;13036.56641;314.9588623;751.6876221;160.5345306
8841600;302.6061707;757.5063477;650.3682861;15520.95605;14689.31543;1663.793945;1413.027466;772.0404663
8845200;242.5330811;587.9559937;1267.987671;14331.57129;13224.16406;1028.599365;1435.49353;1675.685791
8848800;5100.619141;6341.672852;3855.63623;21076.5957;23969.74023;1772.665161;3416.626953;2163.621338
8852400;5319.669434;4732.210449;2162.436035;21448.84961;21019.00586;2333.393066;371.4730225;4523.02832
8856000;3873.937256;6461.4375;2624.385498;21162.95898;23200.23633;4875.962891;2158.269531;2503.369141
8859600;259.2640076;180.361908;284.3158875;15959.40137;16561.55664;1427.927246;0;400.2447205
8863200;0;0;0;12678.9248;12120.66406;0;0;0
8866800;0;0;0;6071.67627;6557.731445;0;0;0
8870400;0;0;0;4921.635742;3497.88623;0;0;0
8874000;0;0;0;584.50354;99.97686768;0;0;0
8877600;0;0;0;66.00307465;119.8915024;0;0;0
8881200;0;0;0;0;172.8510132;0;0;0
8884800;0;0;0;0;1214.248047;0;0;0
8888400;0;0;0;0;798.9899292;0;0;0
8892000;0;0;0;728.7990723;1579.630127;0;0;0
8895600;0;0;0;0;951.5134277;0;0;0
8899200;0;0;0;1453.094604;2371.029785;0;0;0
8902800;0;0;0;3977.176758;4142.340332;0;0;0
8906400;0;0;0;3753.491699;4678.02832;0;0;0
8910000;0;0;0;344.2406006;1202.510986;0;0;0
8913600;0;0;0;346.9650879;1224.189331;0;0;0
8917200;0;0;0;969.5396118;2054.175781;0;0;0
8920800;0;0;0;1403.382324;3216.57959;0;0;0
8924400;0;0;0;3780.391113;4268.023438;0;0;0
8928000;0;0;0;5742.417969;5049.699707;0;0;0
8931600;0;0;0;4795.083984;4321.641602;0;0;0
8935200;0;0;0;10040.06641;13201.35742;0;0;0
8938800;0;1272.366211;0;10891.39551;10704.78223;0;0;1694.949219
8942400;348.7649841;900.5874634;0;11719.56543;11146.39063;977.234314;0;87.4920578
8946000;0;0;0;7254.779785;6240.913086;429.070343;0;0
8949600;0;0;0;7315.619141;5375.992676;0;0;0
8953200;0;0;0;6689.914551;5859.336914;220.0344086;0;0
8956800;186.5479889;0;0;8482.84668;8083.769043;425.0444946;0;0
8960400;0;0;0;6195.363281;5916.258301;253.9030762;0;0
8964000;0;0;0;6943.27832;5152.726563;0;0;0
8967600;0;0;0;5796.234375;6618.580078;0;0;0
8971200;0;0;0;8319.489258;8947.112305;0;0;0
8974800;0;0;0;5182.611328;4035.190674;0;0;0
8978400;0;0;0;6219.581543;4497.372559;0;0;0
8982000;0;0;0;3431.200439;4414.693359;0;0;0
8985600;0;0;0;3413.907227;4190.736328;0;0;0
8989200;0;0;0;7547.853027;8503.608398;0;0;0
8992800;0;0;0;8041.518555;8780.271484;0;0;0
8996400;0;0;0;4019.212891;3933.020752;0;0;0
9000000;0;0;0;2035.509644;5108.470215;0;0;0
9003600;0;0;0;2546.762451;4848.264648;0;169.8972931;0
9007200;0;0;0;7691.599609;8006.799316;0;244.3438263;0
9010800;0;0;0;9236.549805;9241.984375;0;242.0183258;0
9014400;0;0;0;11112.27148;10542.99512;0;816.5010986;169.5955353
9018000;0;0;541.9519653;10529.36426;10218.57031;18.47387123;962.8112183;618.7563477
9021600;1105.631592;3919.161133;3089.06543;17469.18359;20248.82227;1098.846558;3277.091797;1652.880859
9025200;3479.078125;3396.506104;2294.493652;18005.75;17982.11719;2027.820923;906.8314819;3404.178711
9028800;2084.319336;3907.78125;4181.383301;16113.3584;18471.13086;3707.479004;2339.010986;1473.009155
9032400;55.99479675;161.8670197;944.9216919;11885.24121;10924.05078;570.4996338;127.4962463;60.63199615
9036000;0;0;0;8629.733398;4096.638184;0;0;0
9039600;0;0;0;2932.577881;1556.643677;0;0;0
9043200;0;0;0;1918.76709;858.5275879;0;0;0
9046800;0;0;0;2175.102783;1485.693726;0;0;0
9050400;0;0;0;900.628418;919.953125;0;0;0
9054000;0;0;0;565.8925781;1035.759766;0;0;0
9057600;0;0;0;641.3466797;651.7997437;0;0;0
9061200;0;0;0;0;39.3735733;0;0;0
9064800;0;0;0;0;0;0;0;0
9068400;0;0;0;158.49617;88.32566833;0;0;0
9072000;0;0;0;436.5074158;766.8411255;0;0;0
9075600;0;0;0;1983.323364;2461.634277;0;0;0
9079200;0;0;0;3210.893066;1876.732056;0;0;0
9082800;0;0;0;1197.545288;314.7349243;0;0;0
9086400;0;0;0;0;348.5797119;0;0;0
9090000;0;0;0;0;1242.650879;0;0;0
9093600;0;0;0;1628.398438;2653.707275;0;0;0
9097200;0;0;0;4909.962402;4310.109863;0;0;0
9100800;0;0;0;7304.472168;6425.411621;0;0;0
9104400;0;0;0;7164.01709;5997.629883;0;0;0
9108000;0;0;0;13279.39551;15433.28223;0;0;0
9111600;0;338.7285156;0;12957.18555;12597.74902;0;0;0
9115200;220.8334351;842.3132324;0;12003.73438;12390.79688;0;0;0
9118800;0;0;0;5589.976074;6846.478027;0;0;0
9122400;0;0;0;3433.647461;3291.822754;0;0;0
9126000;0;0;0;1190.876587;431.25177;0;0;0
9129600;0;0;0;679.0101318;65.2181015;0;0;0
9133200;0;0;0;41.58388519;0;0;0;0
9136800;0;0;0;0;0;0;0;0
9140400;0;0;0;0;0;0;0;0
9144000;0;0;0;0;0;0;0;0
9147600;0;0;0;0;0;0;0;0
9151200;0;0;0;0;0;0;0;0
9154800;0;0;0;0;0;0;0;0
9158400;0;0;0;0;0;0;0;0
9162000;0;0;0;0;0;0;0;0
9165600;0;0;0;930.7786255;969.2393188;0;0;0
9169200;0;0;0;0;0;0;0;0
9172800;0;0;0;0;0;0;0;0
9176400;0;0;0;0;0;0;0;0
9180000;0;0;0;0;0;0;0;0
9183600;0;0;0;1043.542847;914.5274048;0;0;0
9187200;0;0;0;1332.536133;481.0813599;0;0;0
9190800;0;0;0;1708.675415;1642.709351;0;0;0
9194400;0;0;0;6357.894531;9610.375;0;0;0
9198000;0;0;0;7325.538086;7411.274414;0;0;0
9201600;0;0;0;5946.541992;6507.234863;0;0;0
9205200;0;0;0;2131.439941;2319.363037;0;0;0
9208800;0;0;0;417.0478516;975.6712036;0;0;0
9212400;0;0;0;258.4918823;0;0;0;0
9216000;0;0;0;39.98236084;0;0;0;0
9219600;0;0;0;0;0;0;0;0
9223200;0;0;0;0;0;0;0;0
9226800;0;0;0;0;0;0;0;0
9230400;0;0;0;0;0;0;0;0
9234000;0;0;0;0;0;0;0;0
9237600;0;0;0;0;0;0;0;0
9241200;0;0;0;0;0;0;0;0
9244800;0;0;0;0;0;0;0;0
9248400;0;0;0;0;0;0;0;0
9252000;0;0;0;0;0;0;0;0
9255600;0;0;0;0;0;0;0;0
9259200;0;0;0;0;0;0;0;0
9262800;0;0;0;0;0;0;0;0
9266400;0;0;0;0;0;0;0;0
9270000;0;0;0;0;0;0;0;0
9273600;0;0;0;0;0;0;0;0
9277200;0;0;0;0;0;0;0;0
9280800;0;0;0;3059.964844;3406.001953;0;0;0
9284400;0;0;0;3540.626221;2719.42627;0;0;0
9288000;0;0;0;2784.955566;2893.854248;0;0;0
9291600;0;0;0;1259.411743;1410.303955;0;0;0
9295200;0;0;0;524.0510254;721.4751587;0;0;0
9298800;0;0;0;160.1812592;0;0;0;0
9302400;0;0;0;0;0;0;0;0
9306000;0;0;0;0;0;0;0;0
9309600;0;0;0;0;0;0;0;0
9313200;0;0;0;0;0;0;0;0
9316800;0;0;0;0;0;0;0;0
9320400;0;0;0;0;0;0;0;0
9324000;0;0;0;0;0;0;0;0
9327600;0;0;0;0;0;0;0;0
9331200;0;0;0;0;0;0;0;0
9334800;0;0;0;0;0;0;0;0
9338400;0;0;0;0;0;0;0;0
9342000;0;0;0;0;0;0;0;0
9345600;0;0;0;0;0;0;0;0
9349200;0;0;0;0;0;0;0;0
9352800;0;0;0;0;0;0;0;0
9356400;0;0;0;0;0;0;0;0
9360000;0;0;0;0;0;0;0;0
9363600;0;0;0;0;77.51847076;0;0;0
9367200;0;0;0;4282.230469;5073.656738;0;0;0
9370800;0;0;0;4651.185059;3635.791992;0;0;0
9374400;0;0;0;5381.628906;6239.306152;0;0;0
9378000;0;0;0;2840.414063;3093.629883;0;0;0
9381600;0;0;0;867.7979126;2200.10498;0;0;0
9385200;0;0;0;2146.061035;1457.943481;0;0;0
9388800;0;0;0;2944.279785;2687.779541;0;0;0
9392400;0;0;0;1582.973755;1150.449951;0;0;0
9396000;0;0;0;1593.193481;1403.050781;0;0;0
9399600;0;0;0;2027.988892;2709.791016;0;0;0
9403200;0;0;0;4005.265625;5131.666992;0;0;0
9406800;0;0;0;1732.948242;2885.727295;0;0;0
9410400;0;0;0;5197.882324;4877.588379;0;0;0
9414000;0;0;0;2506.789551;4098.761719;0;0;0
9417600;0;0;0;2027.98291;3558.407715;0;0;0
9421200;0;0;0;3761.563721;5305.832031;0;0;0
9424800;0;0;0;4318.897949;4735.924805;0;0;0
9428400;0;0;0;1223.359009;748.5078735;0;0;0
9432000;0;0;0;941.7334595;1738.564209;0;0;0
9435600;0;0;0;1082.180298;2879.080566;0;0;0
9439200;0;0;0;3726.406738;5104.290527;0;0;0
9442800;0;0;0;5889.20166;5980.235352;0;0;0
9446400;0;0;0;7981.683594;7825.476563;0;0;0
9450000;0;0;0;6632.193359;6583.308105;0;0;0
9453600;0;0;0;12402.64551;15134.16602;0;0;0
9457200;0;1133.574341;0;12968.4209;11791.09277;0;0;0
9460800;0;0;0;11731.17773;13673.94531;0;0;0
9464400;71.27096558;0;0;10629.17871;10431.82617;0;0;0
9468000;0;0;0;9576.548828;8499.018555;0;0;0
9471600;0;0;0;4656.225586;3238.931885;0;0;0
9475200;0;0;0;6911.544434;5422.769531;0;0;0
9478800;0;0;0;3442.489502;2848.369385;0;0;0
9482400;0;0;0;5003.046387;4463.469238;0;0;0
9486000;0;0;0;3879.673096;3340.230713;0;0;0
9489600;0;0;0;3817.047607;5587.900391;0;0;0
9493200;0;0;0;2246.852295;3150.959717;0;0;0
9496800;0;0;0;4895.220215;3866.480225;0;0;0
9500400;0;0;0;2478.559326;3497.697021;0;0;0
9504000;0;0;0;4574.785645;4188.213867;0;0;0
9507600;0;0;0;7058.76416;7023.870605;0;0;0
9511200;0;0;0;7746.804688;7786.576172;0;0;0
9514800;0;0;0;2611.24292;2565.608643;0;0;0
9518400;0;0;0;599.0517578;3225.779541;0;0;0
9522000;0;0;0;1076.425659;3708.48999;0;0;0
9525600;0;0;0;4596.813965;5232.930176;0;0;0
9529200;0;0;0;6943.443359;6908.121094;0;0;0
9532800;0;0;0;8474.138672;7678.503418;0;0;0
9536400;0;0;0;8196.99707;7918.973633;0;0;0
9540000;0;0;0;13991.89648;16660.46875;0;0;0
9543600;0;1408.842163;0;14934.78418;14594.68555;0;0;0
9547200;0;0;0;12725.3877;13682.69531;0;0;0
9550800;0;0;0;6096.143066;6413.580566;0;0;0
9554400;0;0;0;4238.280762;1131.459106;0;0;0
9558000;0;0;0;265.4646606;1060.52356;0;0;0
9561600;0;0;0;1987.268555;1325.040161;0;0;0
9565200;0;0;0;720.5529175;272.5465393;0;0;0
9568800;0;0;0;551.7284546;329.6591797;0;0;0
9572400;0;0;0;482.4557495;494.6303711;0;0;0
9576000;0;0;0;1267.204224;1693.813232;0;0;0
9579600;0;0;0;674.7583618;1311.897705;0;0;0
9583200;0;0;0;3733.640381;1508.235718;0;0;0
9586800;0;0;0;994.5467529;2773.893311;0;0;0
9590400;0;0;0;1267.408813;2487.248047;0;0;0
9594000;0;0;0;2613.922607;3541.826172;0;0;0
9597600;0;0;0;3597.663818;4992.644531;0;0;0
9601200;0;0;0;1747.856079;1496.939575;0;0;0
9604800;0;0;0;448.0632629;1471.718628;0;0;0
9608400;0;0;0;678.5502319;1353.661499;0;0;0
9612000;0;0;0;836.9190063;2313.390381;0;0;0
9615600;0;0;0;3510.12207;3989.746826;0;0;0
9619200;0;0;0;5668.349121;5163.951172;0;0;0
9622800;0;0;0;5078.905273;4648.155273;0;0;0
9626400;0;0;0;10128.83496;13005.15039;0;0;0
9630000;0;0;0;11003.20508;10784.30566;0;0;0
9633600;0;0;0;10355.54102;10290.89453;0;0;0
9637200;0;0;0;5287.727539;5042.844727;0;0;0
9640800;0;0;0;2992.303711;1099.139893;0;0;0
9644400;0;0;0;609.9732666;0;0;0;0
9648000;0;0;0;144.7383118;0;0;0;0
9651600;0;0;0;0;0;0;0;0
9655200;0;0;0;0;0;0;0;0
9658800;0;0;0;0;0;0;0;0
9662400;0;0;0;0;0;0;0;0
9666000;0;0;0;0;0;0;0;0
9669600;0;0;0;724.0858154;0;0;0;0
9673200;0;0;0;78.52076721;0;0;0;0
9676800;0;0;0;33.59024429;0;0;0;0
9680400;0;0;0;118.034668;0;0;0;0
9684000;0;0;0;880.9066772;1485.827393;0;0;0
9687600;0;0;0;247.2228241;303.1409912;0;0;0
9691200;0;0;0;0;347.0982361;0;0;0
9694800;0;0;0;0;485.0715637;0;0;0
9698400;0;0;0;0;498.1347046;0;0;0
9702000;0;0;0;1270.94397;1540.051147;0;0;0
9705600;0;0;0;2880.956299;1731.88208;0;0;0
9709200;0;0;0;1717.728638;2400.141113;0;0;0
9712800;0;0;0;7122.963379;9993.15625;0;0;0
9716400;0;0;0;6219.139648;6259.057129;0;0;0
9720000;0;0;0;7050.683594;6412.110352;0;0;0
9723600;0;0;0;4218.832031;2801.997314;0;0;0
9727200;0;0;0;1232.562256;1036.628052;0;0;0
9730800;0;0;0;1232.251465;233.7146301;0;0;0
9734400;0;0;0;1501.279175;636.6430664;0;0;0
9738000;0;0;0;744.72229;259.9066467;0;0;0
9741600;0;0;0;1370.813354;699.8510132;0;0;0
9745200;0;0;0;1306.087524;1507.778442;0;0;0
9748800;0;0;0;724.7355347;1057.346313;0;0;0
9752400;0;0;0;122.8796158;358.9634094;0;0;0
9756000;0;0;0;2374.037354;1620.63147;0;0;0
9759600;0;0;0;367.3216553;663.9331055;0;0;0
9763200;0;0;0;298.8101501;661.6469116;0;0;0
9766800;0;0;0;1426.964478;2181.126709;0;0;0
9770400;0;0;0;1692.510986;2993.094727;0;0;0
9774000;0;0;0;197.1863708;588.416687;0;0;0
9777600;0;0;0;0;610.6311646;0;0;0
9781200;0;0;0;0;754.7078247;0;0;0
9784800;0;0;0;507.3582153;811.0082397;0;0;0
9788400;0;0;0;1790.003784;2690.436279;0;0;0
9792000;0;0;0;3661.889648;3789.105713;0;0;0
9795600;0;0;0;3183.893311;3873.937012;0;0;0
9799200;0;0;0;8785.788086;11591.47461;0;0;0
9802800;0;1095.594604;0;8640.547852;8434.805664;0;0;0
9806400;0;0;0;9144.533203;9851.283203;0;0;0
9810000;0;0;0;8763.266602;8091.137207;0;0;0
9813600;0;0;0;8470.398438;7700.593262;0;0;0
9817200;0;0;0;4413.855469;4699.179688;0;0;0
9820800;0;0;0;3042.542969;2316.617188;0;0;0
9824400;0;0;0;1516.306152;967.184082;0;0;0
9828000;0;0;0;70.45651245;1170.831665;0;0;0
9831600;0;0;0;856.4649658;2239.266602;0;0;0
9835200;0;0;0;1256.140991;2129.841797;0;0;0
9838800;0;0;0;0;140.766037;0;0;0
9842400;0;0;0;378.5640259;786.0625;0;0;0
9846000;0;0;0;78.76847839;1174.637939;0;0;0
9849600;0;0;0;723.9916992;2223.422363;0;0;0
9853200;0;0;0;1748.132813;3418.906006;0;0;0
9856800;0;0;0;3020.412354;4464.138184;0;0;0
9860400;0;0;0;1008.672058;1099.044434;0;0;0
9864000;0;0;0;63.69247437;1150.768921;0;0;0
9867600;0;0;0;718.9075928;2296.647461;0;0;0
9871200;0;0;0;2208.368896;3443.065918;0;0;0
9874800;0;0;0;4839.535156;5117.930664;0;0;0
9878400;0;0;0;6588.533691;6392.0625;0;0;0
9882000;0;0;0;5632.401367;5878.983887;0;0;0
9885600;0;0;0;11785.67969;14573.29395;0;0;0
9889200;0;1455.049561;0;12544.85059;12229.86133;0;0;0
9892800;0;0;0;11169.94238;12597.25977;0;0;0
9896400;0;0;0;5222.87207;7282.299805;0;0;0
9900000;0;0;0;3469.046875;4708.82373;0;0;0
9903600;0;0;0;726.8679199;0;0;0;0
9907200;0;0;0;698.2355957;0;0;0;0
9910800;0;0;0;0;0;0;0;0
9914400;0;0;0;0;0;0;0;0
9918000;0;0;0;0;0;0;0;0
9921600;0;0;0;154.0052795;0;0;0;0
9925200;0;0;0;0;0;0;0;0
9928800;0;0;0;262.5131531;0;0;0;0
9932400;0;0;0;0;0;0;0;0
9936000;0;0;0;29.4274807;0;0;0;0
9939600;0;0;0;92.21276855;0;0;0;0
9943200;0;0;0;1508.663574;1392.741943;0;0;0
9946800;0;0;0;455.42453;0;0;0;0
9950400;0;0;0;0;351.4248047;0;0;0
9954000;0;0;0;596.1392822;573.6501465;0;0;0
9957600;0;0;0;615.8588257;1362.082397;0;0;0
9961200;0;0;0;2956.371826;3185.70166;0;0;0
9964800;0;0;0;4334.838867;4213.137207;0;0;0
9968400;0;0;0;4049.643311;3709.322266;0;0;0
9972000;0;0;0;10320.39063;12366.8584;0;0;0
9975600;0;0;0;10497.26074;9469.789063;0;0;0
9979200;0;0;0;9234.835938;10209.44629;0;0;0
9982800;0;0;0;4616.666992;4401.173828;0;0;0
9986400;0;0;0;1165.374878;1554.532471;0;0;0
9990000;0;0;0;584.9799805;238.5611572;0;0;0
9993600;0;0;0;0;316.2089539;0;0;0
9997200;0;0;0;0;0;0;0;0
10000800;0;0;0;0;0;0;0;0
10004400;0;0;0;0;0;0;0;0
10008000;0;0;0;0;0;0;0;0
10011600;0;0;0;0;0;0;0;0
10015200;0;0;0;0;0;0;0;0
10018800;0;0;0;0;0;0;0;0
10022400;0;0;0;0;0;0;0;0
10026000;0;0;0;0;0;0;0;0
10029600;0;0;0;890.8273315;1050.978516;0;0;0
10033200;0;0;0;0;0;0;0;0
10036800;0;0;0;0;0;0;0;0
10040400;0;0;0;0;0;0;0;0
10044000;0;0;0;0;0;0;0;0
10047600;0;0;0;891.1888428;1135.354858;0;0;0
10051200;0;0;0;2101.448486;1908.06311;0;0;0
10054800;0;0;0;2121.233887;2242.704834;0;0;0
10058400;0;0;0;7574.496094;9998.429688;0;0;0
10062000;0;0;0;6632.855957;6732.862305;0;0;0
10065600;0;0;0;7018.661133;7362.21582;0;0;0
10069200;0;0;0;2768.803955;1684.566895;0;0;0
10072800;0;0;0;1124.576782;961.2167358;0;0;0
10076400;0;0;0;435.7738342;159.2044983;0;0;0
10080000;0;0;0;329.6525879;0;0;0;0
10083600;0;0;0;0;0;0;0;0
10087200;0;0;0;0;0;0;0;0
10090800;0;0;0;0;0;0;0;0
10094400;0;0;0;0;0;0;0;0
10098000;0;0;0;0;0;0;0;0
10101600;0;0;0;0;0;0;0;0
10105200;0;0;0;0;0;0;0;0
10108800;0;0;0;0;0;0;0;0
10112400;0;0;0;0;0;0;0;0
10116000;0;0;0;0;0;0;0;0
10119600;0;0;0;0;0;0;0;0
10123200;0;0;0;0;0;0;0;0
10126800;0;0;0;0;0;0;0;0
10130400;0;0;0;0;0;0;0;0
10134000;0;0;0;0;0;0;0;0
10137600;0;0;0;0;0;0;0;0
10141200;0;0;0;0;20.41772652;0;0;0
10144800;0;0;0;2678.455566;4659.960938;0;0;0
10148400;0;0;0;3660.781006;3655.418213;0;0;0
10152000;0;0;0;4045.782471;4319.005859;0;0;0
10155600;0;0;0;1226.053223;1010.520813;0;0;0
10159200;0;0;0;1260.005493;816.1268921;0;0;0
10162800;0;0;0;2149.112305;828.7709351;0;0;0
10166400;0;0;0;1921.903809;976.4328003;0;0;0
10170000;0;0;0;454.960083;465.1148071;0;0;0
10173600;0;0;0;623.387207;433.7212524;0;0;0
10177200;0;0;0;0;287.8950806;0;0;0
10180800;0;0;0;0;0;0;0;0
10184400;0;0;0;0;0;0;0;0
10188000;0;0;0;0;0;0;0;0
10191600;0;0;0;0;0;0;0;0
10195200;0;0;0;0;0;0;0;0
10198800;0;0;0;0;0;0;0;0
10202400;0;0;0;702.6682129;0;0;0;0
10206000;0;0;0;0;0;0;0;0
10209600;0;0;0;0;0;0;0;0
10213200;0;0;0;0;0;0;0;0
10216800;0;0;0;0;0;0;0;0
10220400;0;0;0;0;0;0;0;0
10224000;0;0;0;0;0;0;0;0
10227600;0;0;0;0;0;0;0;0
10231200;0;0;0;1598.11377;2590.712646;0;0;0
10234800;0;0;0;2277.974365;1917.220947;0;0;0
10238400;0;0;0;2068.187256;2364.800781;0;0;0
10242000;0;0;0;407.1166077;386.4546204;0;0;0
10245600;0;0;0;0;0;0;0;0
10249200;0;0;0;769.8457642;341.2362061;0;0;0
10252800;0;0;0;2171.451904;1310.012329;0;0;0
10256400;0;0;0;1633.561157;1058.48645;0;0;0
10260000;0;0;0;122.1753693;0;0;0;0
10263600;0;0;0;0;0;0;0;0
10267200;0;0;0;0;0;0;0;0
10270800;0;0;0;0;0;0;0;0
10274400;0;0;0;0;0;0;0;0
10278000;0;0;0;0;0;0;0;0
10281600;0;0;0;0;0;0;0;0
10285200;0;0;0;0;0;0;0;0
10288800;0;0;0;0;0;0;0;0
10292400;0;0;0;0;0;0;0;0
10296000;0;0;0;0;0;0;0;0
10299600;0;0;0;0;0;0;0;0
10303200;0;0;0;0;0;0;0;0
10306800;0;0;0;0;0;0;0;0
10310400;0;0;0;0;0;0;0;0
10314000;0;0;0;139.6597137;0;0;0;0
10317600;0;0;0;2158.657227;5409.215332;0;0;0
10321200;0;0;0;2686.37915;2839.963379;0;0;0
10324800;0;0;0;3319.302734;3220.631104;0;0;0
10328400;0;0;0;1876.368286;1912.879272;0;0;0
10332000;0;0;0;2165.343506;2152.544434;0;0;0
10335600;0;0;0;2366.334717;1329.11731;0;0;0
10339200;0;0;0;3660.556885;2786.433594;0;0;0
10342800;0;0;0;2370.727051;1981.672119;0;0;0
10346400;0;0;0;2387.27417;2001.85144;0;0;0
10350000;0;0;0;2086.585938;1548.623657;0;0;0
10353600;0;0;0;2642.897461;3433.973633;0;0;0
10357200;0;0;0;1507.124512;2013.626343;0;0;0
10360800;0;0;0;4353.884277;3222.421143;0;0;0
10364400;0;0;0;2810.455566;3453.5354;0;0;0
10368000;0;0;0;2298.963135;1508.460571;0;0;0
10371600;0;0;0;3711.87207;2919.398926;0;0;0
10375200;0;0;0;4225.5;4238.801758;0;0;0
10378800;0;0;0;1063.514526;1431.278809;0;0;0
10382400;0;0;0;724.5904541;1079.914063;0;0;0
10386000;0;0;0;1190.92627;2477.493408;0;0;0
10389600;0;0;0;1641.188599;3208.689697;0;0;0
10393200;0;0;0;3964.838135;4165.129395;0;0;0
10396800;0;0;0;5261.675781;4912.080566;0;0;0
10400400;0;0;0;3849.055664;4109.433105;0;0;0
10404000;0;0;0;8366.771484;11174.79492;0;0;0
10407600;0;0;0;8232.947266;8611.802734;0;0;0
10411200;0;0;0;8504.194336;9439.990234;0;0;0
10414800;0;0;0;4397.957031;5854.924316;0;0;0
10418400;0;0;0;4777.427246;4785.82373;0;0;0
10422000;0;0;0;2979.377441;2694.919189;0;0;0
10425600;0;0;0;5511.20459;5127.446289;0;0;0
10429200;0;0;0;2714.29541;3154.132324;0;0;0
10432800;0;0;0;3351.807617;4188.357422;0;0;0
10436400;0;0;0;1289.085815;1428.308472;0;0;0
10440000;0;0;0;29.97147751;195.2509003;0;0;0
10443600;0;0;0;341.7115173;306.1977234;0;0;0
10447200;0;0;0;3016.13501;1000.800171;0;0;0
