#1
#Heat Demand Profile in W for Region4 according to T. Zimmermann, „Beitrag des Wärmesektors zur Reduzierung der Emissionen in sektorgekoppelten Energiesystemen“. PhD Thesis, Institute of Energy Systems, Hamburg University of Technology, Hamburg, 2021.
double	default(8760,2)
0 1.2335e+10
3600 1.2904e+10
7200 1.2918e+10
10800 1.4066e+10
14400 1.6937e+10
18000 2.3104e+10
21600 2.5231e+10
25200 2.4772e+10
28800 2.3421e+10
32400 2.2595e+10
36000 2.1226e+10
39600 2.0574e+10
43200 1.9818e+10
46800 1.938e+10
50400 2.0435e+10
54000 2.0636e+10
57600 2.1303e+10
61200 2.1913e+10
64800 2.2302e+10
68400 2.2144e+10
72000 2.1782e+10
75600 2.0143e+10
79200 1.621e+10
82800 1.3385e+10
86400 1.2468e+10
90000 1.2958e+10
93600 1.3124e+10
97200 1.3947e+10
1.008e+05 1.6376e+10
1.044e+05 2.2029e+10
1.08e+05 2.5695e+10
1.116e+05 2.5772e+10
1.152e+05 2.453e+10
1.188e+05 2.3511e+10
1.224e+05 2.2021e+10
1.26e+05 2.1126e+10
1.296e+05 2.0312e+10
1.332e+05 1.9856e+10
1.368e+05 2.072e+10
1.404e+05 2.0859e+10
1.44e+05 2.1417e+10
1.476e+05 2.1747e+10
1.512e+05 2.2082e+10
1.548e+05 2.2019e+10
1.584e+05 2.1576e+10
1.62e+05 1.9932e+10
1.656e+05 1.6156e+10
1.692e+05 1.3378e+10
1.728e+05 1.1562e+10
1.764e+05 1.1877e+10
1.8e+05 1.1996e+10
1.836e+05 1.2911e+10
1.872e+05 1.5356e+10
1.908e+05 2.1101e+10
1.944e+05 2.4813e+10
1.98e+05 2.4514e+10
2.016e+05 2.3199e+10
2.052e+05 2.2188e+10
2.088e+05 2.08e+10
2.124e+05 2.0034e+10
2.16e+05 1.9055e+10
2.196e+05 1.8325e+10
2.232e+05 1.9262e+10
2.268e+05 1.9459e+10
2.304e+05 2.0208e+10
2.34e+05 2.0636e+10
2.376e+05 2.1055e+10
2.412e+05 2.0858e+10
2.448e+05 2.0455e+10
2.484e+05 1.8948e+10
2.52e+05 1.5243e+10
2.556e+05 1.2385e+10
2.592e+05 1.1669e+10
2.628e+05 1.2302e+10
2.664e+05 1.2264e+10
2.7e+05 1.3404e+10
2.736e+05 1.625e+10
2.772e+05 2.2213e+10
2.808e+05 2.4242e+10
2.844e+05 2.3823e+10
2.88e+05 2.2416e+10
2.916e+05 2.1565e+10
2.952e+05 2.0202e+10
2.988e+05 1.9558e+10
3.024e+05 1.8828e+10
3.06e+05 1.8382e+10
3.096e+05 1.942e+10
3.132e+05 1.9603e+10
3.168e+05 2.0288e+10
3.204e+05 2.0885e+10
3.24e+05 2.1296e+10
3.276e+05 2.1187e+10
3.312e+05 2.0874e+10
3.348e+05 1.9286e+10
3.384e+05 1.5514e+10
3.42e+05 1.2706e+10
3.456e+05 1.3955e+10
3.492e+05 1.4445e+10
3.528e+05 1.4673e+10
3.564e+05 1.5591e+10
3.6e+05 1.8056e+10
3.636e+05 2.4239e+10
3.672e+05 2.7941e+10
3.708e+05 2.7825e+10
3.744e+05 2.6506e+10
3.78e+05 2.559e+10
3.816e+05 2.4128e+10
3.852e+05 2.3183e+10
3.888e+05 2.2313e+10
3.924e+05 2.1893e+10
3.96e+05 2.2841e+10
3.996e+05 2.2948e+10
4.032e+05 2.3648e+10
4.068e+05 2.3946e+10
4.104e+05 2.4257e+10
4.14e+05 2.4087e+10
4.176e+05 2.3546e+10
4.212e+05 2.1782e+10
4.248e+05 1.7792e+10
4.284e+05 1.4874e+10
4.32e+05 1.4283e+10
4.356e+05 1.4796e+10
4.392e+05 1.5044e+10
4.428e+05 1.592e+10
4.464e+05 1.8371e+10
4.5e+05 2.4699e+10
4.536e+05 2.8544e+10
4.572e+05 2.8417e+10
4.608e+05 2.7178e+10
4.644e+05 2.6258e+10
4.68e+05 2.4775e+10
4.716e+05 2.3829e+10
4.752e+05 2.2965e+10
4.788e+05 2.2529e+10
4.824e+05 2.3435e+10
4.86e+05 2.3548e+10
4.896e+05 2.426e+10
4.932e+05 2.4469e+10
4.968e+05 2.4665e+10
5.004e+05 2.4466e+10
5.04e+05 2.4001e+10
5.076e+05 2.2134e+10
5.112e+05 1.8075e+10
5.148e+05 1.5138e+10
5.184e+05 1.3731e+10
5.22e+05 1.4243e+10
5.256e+05 1.4474e+10
5.292e+05 1.5351e+10
5.328e+05 1.7813e+10
5.364e+05 2.3956e+10
5.4e+05 2.7699e+10
5.436e+05 2.7614e+10
5.472e+05 2.6366e+10
5.508e+05 2.5403e+10
5.544e+05 2.3922e+10
5.58e+05 2.2991e+10
5.616e+05 2.2154e+10
5.652e+05 2.1712e+10
5.688e+05 2.2613e+10
5.724e+05 2.2724e+10
5.76e+05 2.3414e+10
5.796e+05 2.3649e+10
5.832e+05 2.3867e+10
5.868e+05 2.3709e+10
5.904e+05 2.327e+10
5.94e+05 2.1456e+10
5.976e+05 1.7479e+10
6.012e+05 1.4596e+10
6.048e+05 1.301e+10
6.084e+05 1.3524e+10
6.12e+05 1.3733e+10
6.156e+05 1.4613e+10
6.192e+05 1.709e+10
6.228e+05 2.2977e+10
6.264e+05 2.658e+10
6.3e+05 2.6564e+10
6.336e+05 2.5302e+10
6.372e+05 2.4279e+10
6.408e+05 2.2799e+10
6.444e+05 2.1885e+10
6.48e+05 2.1082e+10
6.516e+05 2.0628e+10
6.552e+05 2.1519e+10
6.588e+05 2.1624e+10
6.624e+05 2.2282e+10
6.66e+05 2.2551e+10
6.696e+05 2.2794e+10
6.732e+05 2.2692e+10
6.768e+05 2.2287e+10
6.804e+05 2.0548e+10
6.84e+05 1.669e+10
6.876e+05 1.3885e+10
6.912e+05 1.1526e+10
6.948e+05 1.2016e+10
6.984e+05 1.2143e+10
7.02e+05 1.2966e+10
7.056e+05 1.5357e+10
7.092e+05 2.0649e+10
7.128e+05 2.4075e+10
7.164e+05 2.4244e+10
