#1
#Heat Demand Profile in W for Region1 according to T. Zimmermann, „Beitrag des Wärmesektors zur Reduzierung der Emissionen in sektorgekoppelten Energiesystemen“. PhD Thesis, Institute of Energy Systems, Hamburg University of Technology, Hamburg, 2021.
double	default(8760,2)
0 3.5821e+10
3600 3.6668e+10
7200 3.697e+10
10800 3.9157e+10
14400 4.4627e+10
18000 5.9058e+10
21600 6.5217e+10
25200 6.4071e+10
28800 6.1531e+10
32400 5.9899e+10
36000 5.6473e+10
39600 5.5024e+10
43200 5.2731e+10
46800 5.1671e+10
50400 5.4826e+10
54000 5.5267e+10
57600 5.7024e+10
61200 5.7515e+10
64800 5.8024e+10
68400 5.7152e+10
72000 5.6156e+10
75600 5.2605e+10
79200 4.4112e+10
82800 3.7588e+10
86400 3.9697e+10
90000 4.0429e+10
93600 4.1148e+10
97200 4.2788e+10
1.008e+05 4.782e+10
1.044e+05 6.1753e+10
1.08e+05 7.0841e+10
1.116e+05 7.0826e+10
1.152e+05 6.8855e+10
1.188e+05 6.7098e+10
1.224e+05 6.3508e+10
1.26e+05 6.1371e+10
1.296e+05 5.9098e+10
1.332e+05 5.7884e+10
1.368e+05 6.0867e+10
1.404e+05 6.0846e+10
1.44e+05 6.23e+10
1.476e+05 6.1955e+10
1.512e+05 6.25e+10
1.548e+05 6.1594e+10
1.584e+05 6.015e+10
1.62e+05 5.6076e+10
1.656e+05 4.7578e+10
1.692e+05 4.1218e+10
1.728e+05 3.2943e+10
1.764e+05 3.3492e+10
1.8e+05 3.3954e+10
1.836e+05 3.5665e+10
1.872e+05 4.0653e+10
1.908e+05 5.4094e+10
1.944e+05 6.2532e+10
1.98e+05 6.2034e+10
2.016e+05 5.9508e+10
2.052e+05 5.8026e+10
2.088e+05 5.4633e+10
2.124e+05 5.2912e+10
2.16e+05 5.0131e+10
2.196e+05 4.8678e+10
2.232e+05 5.1783e+10
2.268e+05 5.1877e+10
2.304e+05 5.3618e+10
2.34e+05 5.3765e+10
2.376e+05 5.4438e+10
2.412e+05 5.3506e+10
2.448e+05 5.2369e+10
2.484e+05 4.897e+10
2.52e+05 4.0629e+10
2.556e+05 3.4384e+10
2.592e+05 3.1097e+10
2.628e+05 3.205e+10
2.664e+05 3.2259e+10
2.7e+05 3.4502e+10
2.736e+05 4.0292e+10
2.772e+05 5.3806e+10
2.808e+05 5.8397e+10
2.844e+05 5.7996e+10
2.88e+05 5.5434e+10
2.916e+05 5.3965e+10
2.952e+05 5.0631e+10
2.988e+05 4.9187e+10
3.024e+05 4.7167e+10
3.06e+05 4.6161e+10
3.096e+05 4.9376e+10
3.132e+05 4.9721e+10
3.168e+05 5.1072e+10
3.204e+05 5.1671e+10
3.24e+05 5.2433e+10
3.276e+05 5.1655e+10
3.312e+05 5.0782e+10
3.348e+05 4.7404e+10
3.384e+05 3.8982e+10
3.42e+05 3.3074e+10
3.456e+05 3.85e+10
3.492e+05 3.9391e+10
3.528e+05 3.9967e+10
3.564e+05 4.1775e+10
3.6e+05 4.686e+10
3.636e+05 6.08e+10
3.672e+05 6.8879e+10
3.708e+05 6.9112e+10
3.744e+05 6.682e+10
3.78e+05 6.5157e+10
3.816e+05 6.1539e+10
3.852e+05 5.9407e+10
3.888e+05 5.705e+10
3.924e+05 5.6071e+10
3.96e+05 5.9142e+10
3.996e+05 5.911e+10
4.032e+05 6.0577e+10
4.068e+05 6.0468e+10
4.104e+05 6.1009e+10
4.14e+05 6.0118e+10
4.176e+05 5.8756e+10
4.212e+05 5.4962e+10
4.248e+05 4.6435e+10
4.284e+05 4.0158e+10
4.32e+05 3.3902e+10
4.356e+05 3.4844e+10
4.392e+05 3.5129e+10
4.428e+05 3.7412e+10
4.464e+05 4.3195e+10
4.5e+05 5.7247e+10
4.536e+05 6.2459e+10
4.572e+05 6.1729e+10
4.608e+05 5.9383e+10
4.644e+05 5.7876e+10
4.68e+05 5.4514e+10
4.716e+05 5.2987e+10
4.752e+05 5.0863e+10
4.788e+05 4.9804e+10
4.824e+05 5.3032e+10
