#1
# Typical meterological year Source: DOE/ASHRAE2015
double	default(8760, 2) # Time [s], GHI [W/m2], from IWEC file (EnergyPlus weather files, published in eere.energy.gov
8467200	0
8470800	0
8474400	0
8478000	0
8481600	0
8485200	2
8488800	50
8492400	174
8496000	217
8499600	308
8503200	275
8506800	307
8510400	433
8514000	500
8517600	438
8521200	208
8524800	231
8528400	112
8532000	20
8535600	0
8539200	0
8542800	0
8546400	0
8550000	0
8553600	0
8557200	0
8560800	0
8564400	0
8568000	0
8571600	1
8575200	35
8578800	89
8582400	221
8586000	311
8589600	463
8593200	513
8596800	436
8600400	570
8604000	443
8607600	394
8611200	234
8614800	69
8618400	13
8622000	0
8625600	0
8629200	0
8632800	0
8636400	0
8640000	0
8643600	0
8647200	0
8650800	0
8654400	0
8658000	2
8661600	27
8665200	91
8668800	164
8672400	382
8676000	281
8679600	313
8683200	440
8686800	507
8690400	368
8694000	291
8697600	78
8701200	97
8704800	23
8708400	0
8712000	0
8715600	0
8719200	0
8722800	0
8726400	0
8730000	0
8733600	0
8737200	0
8740800	0
8744400	2
8748000	40
8751600	93
8755200	228
8758800	232
8762400	283
8766000	431
8769600	536
8773200	422
8776800	370
8780400	356
8784000	240
8787600	72
8791200	15
8794800	0
8798400	0
8802000	0
8805600	0
8809200	0
8812800	0
8816400	0
8820000	0
8823600	0
8827200	0
8830800	3
8834400	31
8838000	96
8841600	169
8845200	390
8848800	475
8852400	526
8856000	543
8859600	585
8863200	455
8866800	410
8870400	315
8874000	158
8877600	32
8881200	1
8884800	0
8888400	0
8892000	0
8895600	0
8899200	0
8902800	0
8906400	0
8910000	0
8913600	0
8917200	6
8920800	70
8924400	200
8928000	348
8931600	505
8935200	587
8938800	601
8942400	666
8946000	635
8949600	597
8953200	474
8956800	323
8960400	165
8964000	37
8967600	1
8971200	0
8974800	0
8978400	0
8982000	0
8985600	0
8989200	0
8992800	0
8996400	0
9000000	0
9003600	4
9007200	58
9010800	205
9014400	353
9018000	451
9021600	482
9025200	533
9028800	328
9032400	313
9036000	275
9039600	220
9043200	150
9046800	129
9050400	18
9054000	1
9057600	0
9061200	0
9064800	0
9068400	0
9072000	0
9075600	0
9079200	0
9082800	0
9086400	0
9090000	6
9093600	37
9097200	103
9100800	96
9104400	242
9108000	292
9111600	176
9115200	180
9118800	315
9122400	277
9126000	449
9129600	152
9133200	79
9136800	19
9140400	1
9144000	0
9147600	0
9151200	0
9154800	0
9158400	0
9162000	0
9165600	0
9169200	0
9172800	0
9176400	4
9180000	64
9183600	145
9187200	179
9190800	407
9194400	405
9198000	446
9201600	334
9205200	318
9208800	281
9212400	224
9216000	290
9219600	176
9223200	45
9226800	2
9230400	0
9234000	0
9237600	0
9241200	0
9244800	0
9248400	0
9252000	0
9255600	0
9259200	0
9262800	9
9266400	82
9270000	220
9273600	303
9277200	467
9280800	409
9284400	699
9288000	715
9291600	682
9295200	602
9298800	461
9302400	333
9306000	176
9309600	47
9313200	2
9316800	0
9320400	0
9324000	0
9327600	0
9331200	0
9334800	0
9338400	0
9342000	0
9345600	0
9349200	7
9352800	58
9356400	152
9360000	306
9363600	250
9367200	497
9370800	668
9374400	685
9378000	652
9381600	471
9385200	312
9388800	216
9392400	116
9396000	32
9399600	2
9403200	0
9406800	0
9410400	0
9414000	0
9417600	0
9421200	0
9424800	0
9428400	0
9432000	0
9435600	8
9439200	61
9442800	113
9446400	187
9450000	253
9453600	415
9457200	456
9460800	465
9464400	324
9468000	286
9471600	229
9475200	160
9478800	86
9482400	24
9486000	1
9489600	0
9493200	0
9496800	0
9500400	0
9504000	0
9507600	0
9511200	0
9514800	0
9518400	0
9522000	6
9525600	46
9529200	115
9532800	188
9536400	253
9540000	304
9543600	334
9547200	341
9550800	325
9554400	287
9558000	231
9561600	162
9565200	88
9568800	26
9572400	2
9576000	0
9579600	0
9583200	0
9586800	0
9590400	0
9594000	0
9597600	0
9601200	0
9604800	0
9608400	14
9612000	105
9615600	256
9619200	417
9622800	556
9626400	664
9630000	729
9633600	699
9637200	697
9640800	617
9644400	475
9648000	333
9651600	149
9655200	55
9658800	3
9662400	0
9666000	0
9669600	0
9673200	0
9676800	0
9680400	0
9684000	0
9687600	0
9691200	0
9694800	15
9698400	106
9702000	254
9705600	322
9709200	355
9712800	309
9716400	339
9720000	346
9723600	453
9727200	292
9730800	128
9734400	90
9738000	49
9741600	15
9745200	1
9748800	0
9752400	0
9756000	0
9759600	0
9763200	0
9766800	0
9770400	0
9774000	0
9777600	0
9781200	4
9784800	28
9788400	66
9792000	106
9795600	142
9799200	169
9802800	185
9806400	346
9810000	330
9813600	292
9817200	236
9820800	166
9824400	93
9828000	29
9831600	2
9835200	0
9838800	0
9842400	0
9846000	0
9849600	0
9853200	0
9856800	0
9860400	0
9864000	0
9867600	11
9871200	101
9874800	252
9878400	427
9882000	557
9885600	518
9889200	642
9892800	654
9896400	552
9900000	553
9903600	396
9907200	279
9910800	94
9914400	31
9918000	1
9921600	0
9925200	0
9928800	0
9932400	0
9936000	0
9939600	0
9943200	0
9946800	0
9950400	0
9954000	9
9957600	56
9961200	126
9964800	274
9968400	440
9972000	616
9975600	730
9979200	762
9982800	727
9986400	645
9990000	522
9993600	346
9997200	195
10000800	68
10004400	6
10008000	0
10011600	0
10015200	0
10018800	0
10022400	0
10026000	0
10029600	0
10033200	0
10036800	0
10040400	21
10044000	125
10047600	278
10051200	440
10054800	581
10058400	688
10062000	752
10065600	768
10069200	733
10072800	651
10076400	528
10080000	375
10083600	212
10087200	70
10090800	4
10094400	0
10098000	0
10101600	0
10105200	0
10108800	0
10112400	0
10116000	0
10119600	0
10123200	0
10126800	6
10130400	59
10134000	130
10137600	111
10141200	146
10144800	317
10148400	574
10152000	587
10155600	562
10159200	499
10162800	458
10166400	328
10170000	203
10173600	47
10177200	5
10180800	0
10184400	0
10188000	0
10191600	0
10195200	0
10198800	0
10202400	0
10206000	0
10209600	0
10213200	6
10216800	33
10220400	72
10224000	112
10227600	147
10231200	174
10234800	190
10238400	356
10242000	339
10245600	414
10249200	409
10252800	176
10256400	139
10260000	49
10263600	4
10267200	0
10270800	0
10274400	0
10278000	0
10281600	0
10285200	0
10288800	0
10292400	0
10296000	0
10299600	24
10303200	128
10306800	254
10310400	287
10314000	376
10317600	443
10321200	482
10324800	594
10328400	470
10332000	574
10335600	341
10339200	97
10342800	103
10346400	20
10350000	2
10353600	0
10357200	0
10360800	0
10364400	0
10368000	0
10371600	0
10375200	0
10378800	0
10382400	0
10386000	24
10389600	138
10393200	254
10396800	286
10400400	274
10404000	322
10407600	481
10411200	358
10414800	469
10418400	506
10422000	412
10425600	296
10429200	141
10432800	70
10436400	4
10440000	0
10443600	0
10447200	0
10450800	0
10454400	0
10458000	0
10461600	0
10465200	0
10468800	0
10472400	18
10476000	65
10479600	137
10483200	211
10486800	276
10490400	325
10494000	354
10497600	360
10501200	344
10504800	306
10508400	249
10512000	179
10515600	104
10519200	39
10522800	5
10526400	0
10530000	0
10533600	0
10537200	0
10540800	0
10544400	0
10548000	0
10551600	0
10555200	0
10558800	14
10562400	67
10566000	139
10569600	354
10573200	522
10576800	448
10580400	487
10584000	362
10587600	346
10591200	307
10594800	251
10598400	181
10602000	215
10605600	81
10609200	10
10612800	0
10616400	0
10620000	0
10623600	0
10627200	0
10630800	0
10634400	0
10638000	0
10641600	0
10645200	15
10648800	68
10652400	140
10656000	214
10659600	279
10663200	327
10666800	356
10670400	197
10674000	188
10677600	168
10681200	137
10684800	99
10688400	58
10692000	22
10695600	3
10699200	0
10702800	0
10706400	0
10710000	0
10713600	0
10717200	0
10720800	0
10724400	0
10728000	1
10731600	16
10735200	70
10738800	77
10742400	118
10746000	153
10749600	179
10753200	358
10756800	364
10760400	348
10764000	310
10767600	347
10771200	372
10774800	236
10778400	92
10782000	13
10785600	0
10789200	0
10792800	0
10796400	0
10800000	0
10803600	0
10807200	0
10810800	0
10814400	1
10818000	23
10821600	135
10825200	292
10828800	473
10832400	614
10836000	721
10839600	778
10843200	740
10846800	577
10850400	310
10854000	254
10857600	253
10861200	234
10864800	95
10868400	13
10872000	0
10875600	0
10879200	0
10882800	0
10886400	0
10890000	0
10893600	0
10897200	0
10900800	1
10904400	18
10908000	121
10911600	145
10915200	299
10918800	282
10922400	330
10926000	358
10929600	364
10933200	348
10936800	310
10940400	255
10944000	186
10947600	111
10951200	45
10954800	7
10958400	0
10962000	0
10965600	0
10969200	0
10972800	0
10976400	0
10980000	0
10983600	0
10987200	1
10990800	32
10994400	75
10998000	147
11001600	221
11005200	284
11008800	332
11012400	360
11016000	366
11019600	656
11023200	426
11026800	139
11030400	102
11034000	229
11037600	76
11041200	13
11044800	0
11048400	0
11052000	0
11055600	0
11059200	0
11062800	0
11066400	0
11070000	0
11073600	1
11077200	11
11080800	41
11084400	81
11088000	121
11091600	155
11095200	334
11098800	496
11102400	504
11106000	352
11109600	430
11113200	353
11116800	188
11120400	114
11124000	26
11127600	10
11131200	0
11134800	0
11138400	0
11142000	0
11145600	0
11149200	0
11152800	0
11156400	0
11160000	1
11163600	21
11167200	78
11170800	150
11174400	223
11178000	286
11181600	334
11185200	362
11188800	369
11192400	352
11196000	315
11199600	259
11203200	190
11206800	116
11210400	26
11214000	4
11217600	0
11221200	0
11224800	0
11228400	0
11232000	0
11235600	0
11239200	0
11242800	0
11246400	2
11250000	31
11253600	168
11257200	208
11260800	308
11264400	542
11268000	683
11271600	605
11275200	615
11278800	588
11282400	525
11286000	488
11289600	318
11293200	238
11296800	101
11300400	17
11304000	0
11307600	0
11311200	0
11314800	0
11318400	0
11322000	0
11325600	0
11329200	0
11332800	3
11336400	39
11340000	81
11343600	154
11347200	311
11350800	291
11354400	636
11358000	502
11361600	510
11365200	488
11368800	529
11372400	360
11376000	321
11379600	197
11383200	70
11386800	12
11390400	0
11394000	0
11397600	0
11401200	0
11404800	0
11408400	0
11412000	0
11415600	0
11419200	2
11422800	24
11426400	82
11430000	155
11433600	228
11437200	399
11440800	338
11444400	366
11448000	509
11451600	487
11455200	528
11458800	436
11462400	266
11466000	164
11469600	71
11473200	15
11476800	0
11480400	0
11484000	0
11487600	0
11491200	0
11494800	0
11498400	0
11502000	0
11505600	5
11509200	42
11512800	138
11516400	340
11520000	498
11523600	635
11527200	738
11530800	794
11534400	804
11538000	753
11541600	674
11545200	531
11548800	413
11552400	255
11556000	108
11559600	13
11563200	0
11566800	0
11570400	0
11574000	0
11577600	0
11581200	0
11584800	0
11588400	0
11592000	5
11595600	44
11599200	171
11602800	319
11606400	489
11610000	596
11613600	642
11617200	750
11620800	763
11624400	762
11628000	604
11631600	499
11635200	399
11638800	123
11642400	55
11646000	10
11649600	0
11653200	0
11656800	0
11660400	0
11664000	0
11667600	0
11671200	0
11674800	0
11678400	5
11682000	56
11685600	187
11689200	348
11692800	507
11696400	645
11700000	746
11703600	805
11707200	818
11710800	782
11714400	702
11718000	570
11721600	423
11725200	264
11728800	119
11732400	21
11736000	0
11739600	0
11743200	0
11746800	0
11750400	0
11754000	0
11757600	0
11761200	0
11764800	6
11768400	60
11772000	185
11775600	324
11779200	472
11782800	601
11786400	698
11790000	754
11793600	627
11797200	601
11800800	539
11804400	447
11808000	376
11811600	236
11815200	121
11818800	23
11822400	0
11826000	0
11829600	0
11833200	0
11836800	0
11840400	0
11844000	0
11847600	0
11851200	2
11854800	16
11858400	121
11862000	161
11865600	234
11869200	297
11872800	345
11876400	510
11880000	378
11883600	496
11887200	610
11890800	547
11894400	426
11898000	274
11901600	126
11905200	24
11908800	0
11912400	0
11916000	0
11919600	0
11923200	0
11926800	0
11930400	0
11934000	0
11937600	7
11941200	50
11944800	123
11948400	223
11952000	323
11955600	562
11959200	575
11962800	621
11966400	630
11970000	602
11973600	612
11977200	549
11980800	429
11984400	277
11988000	129
11991600	25
11995200	1
11998800	0
12002400	0
12006000	0
12009600	0
12013200	0
12016800	0
12020400	0
12024000	8
12027600	66
12031200	184
12034800	332
12038400	512
12042000	648
12045600	734
12049200	794
12052800	773
12056400	738
12060000	663
12063600	551
12067200	432
12070800	262
12074400	83
12078000	17
12081600	1
12085200	0
12088800	0
12092400	0
12096000	0
12099600	0
12103200	0
12106800	0
12110400	8
12114000	69
12117600	199
12121200	359
12124800	518
12128400	653
12132000	754
12135600	815
12139200	812
12142800	744
12146400	667
12150000	580
12153600	417
12157200	246
12160800	125
12164400	22
12168000	1
12171600	0
12175200	0
12178800	0
12182400	0
12186000	0
12189600	0
12193200	0
12196800	8
12200400	70
12204000	201
12207600	337
12211200	507
12214800	640
12218400	705
12222000	796
12225600	808
12229200	790
12232800	710
12236400	588
12240000	205
12243600	131
12247200	62
12250800	8
12254400	0
12258000	0
12261600	0
12265200	0
12268800	0
12272400	0
12276000	0
12279600	0
12283200	2
12286800	18
12290400	51
12294000	90
12297600	130
12301200	164
12304800	190
12308400	205
12312000	209
12315600	200
12319200	180
12322800	150
12326400	113
12330000	133
12333600	35
12337200	8
12340800	1
12344400	0
12348000	0
12351600	0
12355200	0
12358800	0
12362400	0
12366000	0
12369600	3
12373200	34
12376800	158
12380400	169
12384000	242
12387600	305
12391200	352
12394800	379
12398400	527
12402000	612
12405600	454
12409200	520
12412800	391
12416400	252
12420000	65
12423600	18
12427200	1
12430800	0
12434400	0
12438000	0
12441600	0
12445200	0
12448800	0
12452400	0
12456000	10
12459600	66
12463200	193
12466800	341
12470400	488
12474000	569
12477600	581
12481200	626
12484800	720
12488400	690
12492000	622
12495600	520
12499200	392
12502800	287
12506400	123
12510000	33
12513600	2
12517200	0
12520800	0
12524400	0
12528000	0
12531600	0
12535200	0
12538800	0
12542400	11
12546000	77
12549600	208
12553200	366
12556800	522
12560400	661
12564000	760
12567600	819
12571200	816
12574800	782
12578400	705
12582000	589
12585600	456
12589200	295
12592800	145
12596400	36
12600000	2
12603600	0
12607200	0
12610800	0
12614400	0
12618000	0
12621600	0
12625200	0
12628800	12
12632400	79
12636000	210
12639600	369
12643200	526
12646800	662
12650400	762
12654000	822
12657600	836
12661200	803
12664800	719
12668400	602
12672000	447
12675600	278
12679200	127
12682800	29
12686400	2
12690000	0
12693600	0
12697200	0
12700800	0
12704400	0
12708000	0
12711600	0
12715200	6
12718800	37
12722400	133
12726000	170
12729600	241
12733200	303
12736800	350
12740400	378
12744000	384
12747600	368
12751200	332
12754800	278
12758400	211
12762000	138
12765600	68
12769200	18
12772800	1
12776400	0
12780000	0
12783600	0
12787200	0
12790800	0
12794400	0
12798000	0
12801600	3
12805200	20
12808800	99
12812400	172
12816000	244
12819600	307
12823200	353
12826800	381
12830400	643
12834000	699
12837600	682
12841200	387
12844800	294
12848400	263
12852000	142
12855600	19
12859200	2
12862800	0
12866400	0
12870000	0
12873600	0
12877200	0
12880800	0
12884400	0
12888000	12
12891600	81
12895200	216
12898800	351
12902400	499
12906000	626
12909600	723
12913200	814
12916800	792
12920400	795
12924000	720
12927600	603
12931200	439
12934800	194
12938400	118
12942000	27
12945600	3
12949200	0
12952800	0
12956400	0
12960000	0
12963600	0
12967200	0
12970800	0
12974400	13
12978000	82
12981600	212
12985200	366
12988800	496
12992400	509
12996000	353
12999600	381
13003200	530
13006800	619
13010400	683
13014000	599
13017600	455
13021200	299
13024800	155
13028400	43
13032000	4
13035600	0
13039200	0
13042800	0
13046400	0
13050000	0
13053600	0
13057200	0
13060800	13
13064400	83
13068000	214
13071600	372
13075200	528
13078800	663
13082400	760
13086000	803
13089600	722
13093200	506
13096800	456
13100400	382
13104000	430
13107600	296
13111200	152
13114800	43
13118400	4
13122000	0
13125600	0
13129200	0
13132800	0
13136400	0
13140000	0
13143600	0
13147200	14
13150800	83
13154400	213
13158000	370
13161600	526
13165200	662
13168800	764
13172400	824
13176000	838
13179600	806
13183200	727
13186800	608
13190400	462
13194000	304
13197600	155
13201200	45
13204800	4
13208400	0
13212000	0
13215600	0
13219200	0
13222800	0
13226400	0
13230000	0
13233600	14
13237200	84
13240800	215
13244400	372
13248000	528
13251600	662
13255200	764
13258800	824
13262400	837
13266000	805
13269600	711
13273200	610
13276800	460
13280400	304
13284000	155
13287600	46
13291200	4
13294800	0
13298400	0
13302000	0
13305600	0
13309200	0
13312800	0
13316400	0
13320000	14
13323600	79
13327200	210
13330800	321
13334400	492
13338000	617
13341600	711
13345200	803
13348800	840
13352400	807
13356000	729
13359600	611
13363200	455
13366800	287
13370400	147
13374000	40
13377600	4
13381200	0
13384800	0
13388400	0
13392000	0
13395600	0
13399200	0
13402800	0
13406400	9
13410000	70
13413600	201
13417200	347
13420800	492
13424400	645
13428000	711
13431600	768
13435200	782
13438800	777
13442400	719
13446000	612
13449600	466
13453200	305
13456800	158
13460400	48
13464000	5
13467600	0
13471200	0
13474800	0
13478400	0
13482000	0
13485600	0
13489200	0
13492800	4
13496400	39
13500000	99
13503600	364
13507200	527
13510800	664
13514400	764
13518000	807
13521600	785
13525200	616
13528800	681
13532400	611
13536000	466
13539600	309
13543200	160
13546800	49
13550400	5
13554000	0
13557600	0
13561200	0
13564800	0
13568400	0
13572000	0
13575600	0
13579200	4
13582800	22
13586400	54
13590000	94
13593600	334
13597200	166
13600800	192
13604400	521
13608000	530
13611600	372
13615200	336
13618800	283
13622400	216
13626000	196
13629600	74
13633200	23
13636800	3
13640400	0
13644000	0
13647600	0
13651200	0
13654800	0
13658400	0
13662000	0
13665600	4
13669200	40
13672800	212
13676400	373
13680000	529
13683600	306
13687200	353
13690800	381
13694400	211
13698000	373
13701600	463
13705200	605
13708800	476
13712400	313
13716000	163
13719600	51
13723200	6
13726800	0
13730400	0
13734000	0
13737600	0
13741200	0
13744800	0
13748400	0
13752000	7
13755600	40
13759200	101
13762800	173
13766400	245
13770000	308
13773600	356
13777200	384
13780800	650
13784400	706
13788000	466
13791600	476
13795200	219
13798800	296
13802400	154
13806000	40
13809600	4
13813200	0
13816800	0
13820400	0
13824000	0
13827600	0
13831200	0
13834800	0
13838400	4
13842000	22
13845600	55
13849200	174
13852800	246
13856400	309
13860000	489
13863600	385
13867200	652
13870800	377
13874400	342
13878000	584
13881600	460
13885200	311
13888800	162
13892400	52
13896000	6
13899600	0
13903200	0
13906800	0
13910400	0
13914000	0
13917600	0
13921200	0
13924800	12
13928400	41
13932000	101
13935600	174
13939200	246
13942800	309
13946400	356
13950000	384
13953600	391
13957200	376
13960800	185
13964400	156
13968000	119
13971600	79
13975200	42
13978800	13
13982400	2
13986000	0
13989600	0
13993200	0
13996800	0
14000400	0
14004000	0
14007600	0
14011200	7
14014800	56
14018400	167
14022000	173
14025600	336
14029200	577
14032800	591
14036400	638
14040000	535
14043600	516
14047200	341
14050800	393
14054400	447
14058000	202
14061600	129
14065200	47
14068800	3
14072400	0
14076000	0
14079600	0
14083200	0
14086800	0
14090400	0
14094000	0
14097600	7
14101200	22
14104800	55
14108400	94
14112000	245
14115600	308
14119200	356
14122800	386
14126400	392
14130000	378
14133600	342
14137200	289
14140800	222
14144400	148
14148000	78
14151600	25
14155200	3
14158800	0
14162400	0
14166000	0
14169600	0
14173200	0
14176800	0
14180400	0
14184000	16
14187600	89
14191200	220
14194800	379
14198400	537
14202000	660
14205600	728
14209200	727
14212800	741
14216400	712
14220000	570
14223600	544
14227200	369
14230800	247
14234400	108
14238000	35
14241600	5
14245200	0
14248800	0
14252400	0
14256000	0
14259600	0
14263200	0
14266800	0
14270400	7
14274000	41
14277600	101
14281200	174
14284800	408
14288400	582
14292000	726
14295600	726
14299200	654
14302800	519
14306400	471
14310000	481
14313600	371
14317200	317
14320800	165
14324400	53
14328000	7
14331600	0
14335200	0
14338800	0
14342400	0
14346000	0
14349600	0
14353200	0
14356800	7
14360400	41
14364000	101
14367600	174
14371200	246
14374800	310
14378400	358
14382000	387
14385600	394
14389200	380
14392800	344
14396400	291
14400000	307
14403600	150
14407200	80
14410800	36
14414400	7
14418000	0
14421600	0
14425200	0
14428800	0
14432400	0
14436000	0
14439600	0
14443200	7
14446800	41
14450400	101
14454000	174
14457600	246
14461200	310
14464800	358
14468400	210
14472000	214
14475600	380
14479200	345
14482800	291
14486400	224
14490000	206
14493600	133
14497200	54
14500800	6
14504400	0
14508000	0
14511600	0
14515200	0
14518800	0
14522400	0
14526000	0
14529600	15
14533200	87
14536800	101
14540400	174
14544000	338
14547600	583
14551200	491
14554800	387
14558400	540
14562000	520
14565600	344
14569200	291
14572800	224
14576400	82
14580000	44
14583600	15
14587200	2
14590800	0
14594400	0
14598000	0
14601600	0
14605200	0
14608800	0
14612400	0
14616000	4
14619600	41
14623200	100
14626800	236
14630400	244
14634000	307
14637600	354
14641200	383
14644800	536
14648400	377
14652000	342
14655600	289
14659200	305
14662800	150
14666400	96
14670000	37
14673600	5
14677200	0
14680800	0
14684400	0
14688000	0
14691600	0
14695200	0
14698800	0
14702400	4
14706000	22
14709600	54
14713200	94
14716800	133
14720400	307
14724000	355
14727600	384
14731200	650
14734800	517
14738400	468
14742000	397
14745600	306
14749200	150
14752800	151
14756400	55
14760000	8
14763600	0
14767200	0
14770800	0
14774400	0
14778000	0
14781600	0
14785200	0
14788800	14
14792400	55
14796000	137
14799600	94
14803200	133
14806800	307
14810400	356
14814000	385
14817600	393
14821200	379
14824800	344
14828400	291
14832000	225
14835600	151
14839200	164
14842800	46
14846400	5
14850000	0
14853600	0
14857200	0
14860800	0
14864400	0
14868000	0
14871600	0
14875200	15
14878800	82
14882400	203
14886000	287
14889600	336
14893200	308
14896800	669
14900400	724
14904000	738
14907600	629
14911200	471
14914800	546
14918400	307
14922000	151
14925600	44
14929200	15
14932800	2
14936400	0
14940000	0
14943600	0
14947200	0
14950800	0
14954400	0
14958000	0
14961600	4
14965200	22
14968800	54
14972400	93
14976000	242
14979600	305
14983200	353
14986800	383
14990400	391
14994000	765
14997600	644
15001200	399
15004800	306
15008400	206
15012000	81
15015600	38
15019200	8
15022800	0
15026400	0
15030000	0
15033600	0
15037200	0
15040800	0
15044400	0
15048000	10
15051600	39
15055200	99
15058800	170
15062400	242
15066000	466
15069600	664
15073200	680
15076800	648
15080400	626
15084000	569
15087600	544
15091200	420
15094800	283
15098400	164
15102000	59
15105600	7
15109200	0
15112800	0
15116400	0
15120000	0
15123600	0
15127200	0
15130800	0
15134400	12
15138000	85
15141600	98
15145200	93
15148800	132
15152400	166
15156000	192
15159600	208
15163200	212
15166800	377
15170400	569
15174000	481
15177600	372
15181200	207
15184800	111
15188400	38
15192000	5
15195600	0
15199200	0
15202800	0
15206400	0
15210000	0
15213600	0
15217200	0
15220800	4
15224400	21
15228000	98
15231600	92
15235200	131
15238800	165
15242400	191
15246000	521
15249600	789
15253200	761
15256800	692
15260400	396
15264000	452
15267600	305
15271200	175
15274800	56
15278400	8
15282000	0
15285600	0
15289200	0
15292800	0
15296400	0
15300000	0
15303600	0
15307200	9
15310800	38
15314400	97
15318000	169
15321600	241
15325200	304
15328800	352
15332400	716
15336000	731
15339600	376
15343200	342
15346800	289
15350400	224
15354000	151
15357600	81
15361200	38
15364800	5
15368400	0
15372000	0
15375600	0
15379200	0
15382800	0
15386400	0
15390000	0
15393600	9
15397200	52
15400800	160
15404400	92
15408000	131
15411600	165
15415200	481
15418800	381
15422400	645
15426000	515
15429600	642
15433200	290
15436800	223
15440400	151
15444000	102
15447600	41
15451200	6
15454800	0
15458400	0
15462000	0
15465600	0
15469200	0
15472800	0
15476400	0
15480000	9
15483600	38
15487200	52
15490800	168
15494400	240
15498000	303
15501600	481
15505200	521
15508800	212
15512400	205
15516000	342
15519600	289
15523200	454
15526800	307
15530400	152
15534000	46
15537600	8
15541200	0
15544800	0
15548400	0
15552000	0
15555600	0
15559200	0
15562800	0
15566400	6
15570000	37
15573600	95
15577200	167
15580800	397
15584400	503
15588000	584
15591600	633
15595200	647
15598800	627
15602400	569
15606000	482
15609600	372
15613200	251
15616800	134
15620400	46
15624000	8
15627600	0
15631200	0
15634800	0
15638400	0
15642000	0
15645600	0
15649200	0
15652800	4
15656400	21
15660000	54
15663600	171
15667200	243
15670800	306
15674400	486
15678000	527
15681600	539
15685200	380
15688800	474
15692400	488
15696000	313
15699600	155
15703200	141
15706800	55
15710400	8
15714000	0
15717600	0
15721200	0
15724800	0
15728400	0
15732000	0
15735600	0
15739200	9
15742800	53
15746400	99
15750000	171
15753600	243
15757200	306
15760800	355
15764400	384
15768000	214
15771600	207
15775200	188
15778800	294
15782400	228
15786000	155
15789600	84
15793200	48
15796800	7
15800400	0
15804000	0
15807600	0
15811200	0
15814800	0
15818400	0
15822000	0
15825600	6
15829200	38
15832800	134
15836400	234
15840000	456
15843600	575
15847200	752
15850800	779
15854400	850
15858000	822
15861600	748
15865200	636
15868800	494
15872400	336
15876000	179
15879600	59
15883200	8
15886800	0
15890400	0
15894000	0
15897600	0
15901200	0
15904800	0
15908400	0
15912000	9
15915600	71
15919200	206
15922800	366
15926400	511
15930000	645
15933600	664
15937200	718
15940800	734
15944400	710
15948000	699
15951600	595
15955200	462
15958800	329
15962400	170
15966000	58
15969600	8
15973200	0
15976800	0
15980400	0
15984000	0
15987600	0
15991200	0
15994800	0
15998400	13
16002000	81
16005600	210
16009200	367
16012800	525
16016400	663
16020000	769
16023600	834
16027200	853
16030800	820
16034400	747
16038000	635
16041600	494
16045200	337
16048800	182
16052400	62
16056000	8
16059600	0
16063200	0
16066800	0
16070400	0
16074000	0
16077600	0
16081200	0
16084800	13
16088400	80
16092000	208
16095600	363
16099200	520
16102800	657
16106400	763
16110000	826
16113600	825
16117200	624
16120800	644
16124400	400
16128000	309
16131600	83
16135200	45
16138800	15
16142400	2
16146000	0
16149600	0
16153200	0
16156800	0
16160400	0
16164000	0
16167600	0
16171200	9
16174800	73
16178400	205
16182000	314
16185600	397
16189200	503
16192800	583
16196400	718
16200000	734
16203600	711
16207200	649
16210800	596
16214400	427
16218000	313
16221600	180
16225200	61
16228800	8
16232400	0
16236000	0
16239600	0
16243200	0
16246800	0
16250400	0
16254000	0
16257600	8
16261200	35
16264800	51
16268400	90
16272000	130
16275600	164
16279200	191
16282800	381
16286400	212
16290000	205
16293600	343
16297200	291
16300800	226
16304400	153
16308000	82
16311600	28
16315200	3
16318800	0
16322400	0
16326000	0
16329600	0
16333200	0
16336800	0
16340400	0
16344000	10
16347600	35
16351200	127
16354800	274
16358400	237
16362000	301
16365600	350
16369200	380
16372800	389
16376400	205
16380000	186
16383600	158
16387200	123
16390800	83
16394400	44
16398000	15
16401600	2
16405200	0
16408800	0
16412400	0
16416000	0
16419600	0
16423200	0
16426800	0
16430400	7
16434000	34
16437600	92
16441200	224
16444800	236
16448400	300
16452000	348
16455600	378
16459200	643
16462800	736
16466400	725
16470000	590
16473600	455
16477200	307
16480800	165
16484400	54
16488000	7
16491600	0
16495200	0
16498800	0
16502400	0
16506000	0
16509600	0
16513200	0
16516800	5
16520400	33
16524000	125
16527600	223
16531200	391
16534800	497
16538400	477
16542000	519
16545600	644
16549200	514
16552800	469
16556400	398
16560000	308
16563600	252
16567200	134
16570800	36
16574400	3
16578000	0
16581600	0
16585200	0
16588800	0
16592400	0
16596000	0
16599600	0
16603200	5
16606800	33
16610400	124
16614000	269
16617600	389
16621200	409
16624800	476
16628400	709
16632000	727
16635600	374
16639200	340
16642800	586
16646400	306
16650000	151
16653600	80
16657200	26
16660800	3
16664400	0
16668000	0
16671600	0
16675200	0
16678800	0
16682400	0
16686000	0
16689600	6
16693200	32
16696800	48
16700400	220
16704000	232
16707600	296
16711200	472
16714800	513
16718400	638
16722000	371
16725600	635
16729200	540
16732800	418
16736400	304
16740000	161
16743600	54
16747200	6
16750800	0
16754400	0
16758000	0
16761600	0
16765200	0
16768800	0
16772400	0
16776000	8
16779600	63
16783200	179
16786800	324
16790400	502
16794000	643
16797600	749
16801200	812
16804800	780
16808400	698
16812000	562
