#1	
double	default(8784, 2) # Time [s], Temperature [°C], data from Hamburg-Fuhlsbuettel (Latitude:53.633; Longitude:9.988) in 2012, station height 11m. Source: DeutscherWetterdienstDWD2015
12567600	21.7
12571200	22.5
12574800	23.5
12578400	24.2
12582000	23.5
12585600	22.4
12589200	21.3
12592800	19.6
12596400	17.8
12600000	15.7
12603600	13.9
12607200	12.8
12610800	11.7
12614400	10.6
12618000	10
12621600	10.1
12625200	9.3
12628800	8.9
12632400	12.2
12636000	15.1
12639600	16.8
12643200	18.6
12646800	20
12650400	21.4
12654000	22.1
12657600	23
12661200	23.2
12664800	23.9
12668400	23.6
12672000	23.5
12675600	22.9
12679200	21.4
12682800	20.1
12686400	19
12690000	17.7
12693600	17.3
12697200	15
12700800	15.1
12704400	15.8
12708000	15.2
12711600	14.8
12715200	14.5
12718800	15.2
12722400	15.1
12726000	16.4
12729600	16.5
12733200	17.2
12736800	19
12740400	21.3
12744000	22.4
12747600	23.2
12751200	21.9
12754800	22.6
12758400	22.4
12762000	21.6
12765600	20
12769200	18
12772800	15.9
12776400	14.8
12780000	13.1
12783600	11.1
12787200	10.8
12790800	10
12794400	10.1
12798000	9.2
12801600	9.1
12805200	12
12808800	16.4
12812400	19.1
12816000	20.7
12819600	21.8
12823200	22.2
12826800	23
12830400	23.2
12834000	23.9
12837600	24
12841200	24.3
12844800	23.5
12848400	22.5
12852000	21.4
12855600	19.6
12859200	17.8
12862800	16.1
12866400	14.7
12870000	14
12873600	13.4
12877200	13.7
12880800	13.7
12884400	13.7
12888000	13.8
12891600	13.2
12895200	13.5
12898800	13.8
12902400	14.9
12906000	14.7
12909600	15
12913200	16.2
12916800	17.5
12920400	17.1
12924000	17.5
12927600	17.4
12931200	16.9
12934800	16.4
12938400	15.5
12942000	14.1
12945600	13.2
12949200	12.6
12952800	11.9
12956400	11.1
12960000	10.1
12963600	10.6
12967200	10.4
12970800	10.2
12974400	10.5
12978000	11
12981600	11.3
12985200	11.6
12988800	12
12992400	12.8
12996000	12.8
12999600	13.2
13003200	13.1
13006800	13.7
13010400	14.7
13014000	13.6
13017600	13.2
13021200	13.2
13024800	12.5
13028400	12.2
13032000	11.1
13035600	10.2
13039200	8.6
13042800	7.6
13046400	7.2
13050000	8.8
13053600	9.4
13057200	10.1
13060800	10.3
13064400	10.5
13068000	11.3
13071600	12.8
13075200	13.2
13078800	13.7
13082400	15.1
13086000	15
13089600	15.4
13093200	15.3
13096800	14.5
13100400	13.8
13104000	13.7
13107600	13.3
13111200	13
13114800	12.7
13118400	12.4
13122000	12.2
13125600	11.8
13129200	11.5
13132800	10.7
13136400	10.2
13140000	9.7
13143600	9.5
13147200	9.5
13150800	9.5
13154400	10.1
13158000	10.3
13161600	11.1
13165200	11.4
13168800	11.8
13172400	11.9
13176000	13.3
13179600	13.8
13183200	13.3
13186800	11.6
13190400	11.7
13194000	11.3
13197600	10.9
13201200	10.1
13204800	8.9
13208400	8.5
13212000	8.3
13215600	7.9
13219200	7.2
13222800	7
13226400	6.8
13230000	6.6
13233600	6.9
13237200	7.9
13240800	8.7
13244400	8.8
13248000	10.1
13251600	11
13255200	11.4
13258800	13.1
13262400	12.6
13266000	13.3
13269600	12.8
13273200	11.6
13276800	11.1
13280400	11.6
13284000	11.4
13287600	10.3
13291200	9.1
13294800	8.3
13298400	7.5
13302000	6.4
13305600	6.6
13309200	6.6
13312800	6.6
13316400	5.6
13320000	5.8
13323600	6.7
13327200	9
13330800	10.4
13334400	10.8
13338000	10.7
13341600	10.8
13345200	11.5
13348800	11.6
13352400	11.5
13356000	11.8
13359600	12.2
13363200	11.8
13366800	11.9
13370400	11.6
13374000	10.8
13377600	10.3
13381200	9.5
13384800	9.1
13388400	8.6
13392000	7.9
13395600	7.9
13399200	7.1
13402800	7.3
13406400	7.2
13410000	9.1
13413600	8.7
13417200	11
13420800	10
13424400	11.7
13428000	13
13431600	12.6
13435200	12.2
13438800	11.5
13442400	12.5
13446000	12.9
13449600	12.5
13453200	10.9
13456800	10.2
13460400	9.7
13464000	9.1
13467600	9
13471200	9
13474800	7.9
13478400	7.8
13482000	7.8
13485600	6.2
13489200	7.6
13492800	7.9
13496400	9.1
13500000	9.4
13503600	10.9
13507200	10.9
13510800	11.6
13514400	11.2
13518000	13.5
13521600	12.9
13525200	13.2
13528800	14.3
13532400	14.2
13536000	14.6
13539600	13.8
13543200	13.1
13546800	11.9
13550400	8.9
13554000	7.5
13557600	6.5
13561200	5.5
13564800	5.9
13568400	5.9
13572000	5.6
13575600	5.4
13579200	6.5
13582800	8.7
13586400	10.7
13590000	12.5
13593600	12.9
13597200	13.5
13600800	14.1
13604400	14.2
13608000	13.3
13611600	12.3
13615200	11.7
13618800	11.5
13622400	11.2
13626000	11.2
13629600	11.1
13633200	11.5
13636800	11.3
13640400	11.3
13644000	11.4
13647600	11.6
13651200	11.8
13654800	11.7
13658400	11.8
13662000	12
13665600	12.1
13669200	12
13672800	12.3
13676400	12.9
13680000	13.9
13683600	15.7
13687200	15.7
13690800	17.6
13694400	19.2
13698000	20.1
13701600	19.6
13705200	20.2
13708800	20.1
13712400	19.7
13716000	19.6
13719600	19.1
13723200	18.2
13726800	17.7
13730400	17
13734000	16.1
13737600	15.5
13741200	15.4
13744800	15.4
13748400	15.3
13752000	15.5
13755600	15.6
13759200	16.1
13762800	16.8
13766400	18.4
13770000	19.3
13773600	19
13777200	19.4
13780800	21.7
13784400	21.7
13788000	17.2
13791600	20
13795200	18.6
13798800	17.1
13802400	17
13806000	15.5
13809600	14.6
13813200	13.4
13816800	12.6
13820400	11
13824000	11
13827600	10.5
13831200	10
13834800	10.9
13838400	10.4
13842000	11.6
13845600	13.2
13849200	14.3
13852800	14.8
13856400	15.7
13860000	16.8
13863600	15.9
13867200	15.3
13870800	15
13874400	14.8
13878000	14.5
13881600	15.2
13885200	15.2
13888800	14.6
13892400	14.4
13896000	13.8
13899600	12.6
13903200	13.2
13906800	13.4
13910400	12.2
13914000	11.8
13917600	12.7
13921200	11.6
13924800	12.6
13928400	12.6
13932000	13.4
13935600	13.5
13939200	14.5
13942800	15.1
13946400	16.7
13950000	16
13953600	16.3
13957200	16.5
13960800	15.1
13964400	15.3
13968000	14.8
13971600	15.4
13975200	14.1
13978800	14.2
13982400	12.7
13986000	10.9
13989600	9.4
13993200	8
13996800	8.2
14000400	7.7
14004000	8.1
14007600	7.9
14011200	7.5
14014800	10.4
14018400	12.2
14022000	14.1
14025600	15.4
14029200	17.1
14032800	18.1
14036400	18.6
14040000	19.6
14043600	17.9
14047200	14.4
14050800	16.2
14054400	18
14058000	17.7
14061600	17.3
14065200	15.9
14068800	14.4
14072400	13.5
14076000	13.6
14079600	11.8
14083200	11.2
14086800	11.1
14090400	11.2
14094000	12
14097600	11.8
14101200	12
14104800	12.6
14108400	14.1
14112000	14.1
14115600	14.5
14119200	14.5
14122800	14.7
14126400	16.3
14130000	16
14133600	17
14137200	17.9
14140800	17.8
14144400	17.9
14148000	16.5
14151600	15.2
14155200	14.1
14158800	12.5
14162400	12.2
14166000	11.6
14169600	10.6
14173200	9.7
14176800	9.2
14180400	9.1
14184000	9.7
14187600	10.5
14191200	11.8
14194800	12.4
14198400	13.4
14202000	14
14205600	14.5
14209200	14.2
14212800	14.9
14216400	15.2
14220000	15.6
14223600	16
14227200	15.1
14230800	14.6
14234400	13.9
14238000	13.4
14241600	12.8
14245200	11.9
14248800	10.9
14252400	10
14256000	9.3
14259600	8.8
14263200	8
14266800	7.9
14270400	9
14274000	10.2
14277600	11
14281200	12.4
14284800	13.2
14288400	13.4
14292000	13.3
14295600	14.3
14299200	13.5
14302800	15.1
14306400	14.9
14310000	15.3
14313600	15
14317200	15.1
14320800	14.7
14324400	14.1
14328000	12.9
14331600	10.3
14335200	9.6
14338800	7.6
14342400	7.4
14346000	7.3
14349600	8.5
14353200	9.1
14356800	8.5
14360400	10.6
14364000	13.4
14367600	14.9
14371200	16.6
14374800	17.8
14378400	17.7
14382000	19.1
14385600	20.1
14389200	20.5
14392800	20.5
14396400	19.5
14400000	18.1
14403600	16.8
14407200	15.8
14410800	16.4
14414400	16
14418000	16
14421600	16.1
14425200	15.9
14428800	15.4
14432400	16
14436000	15.7
14439600	14.7
14443200	15.2
14446800	15.5
14450400	16.1
14454000	15.8
14457600	16.5
14461200	17.1
14464800	17.8
14468400	17.5
14472000	18.9
14475600	20.1
14479200	20.5
14482800	20.1
14486400	19.7
14490000	15.3
14493600	15.4
14497200	16.5
14500800	16.2
14504400	15.4
14508000	14.8
14511600	12.7
14515200	11.3
14518800	13.2
14522400	12.7
14526000	12.8
14529600	13.1
14533200	13.9
14536800	15.4
14540400	15.9
14544000	16.9
14547600	18
14551200	18
14554800	18.3
14558400	18.4
14562000	18.1
14565600	18.5
14569200	19.2
14572800	19.3
14576400	19.1
14580000	18.7
14583600	17.5
14587200	15.2
14590800	13.7
14594400	12.3
14598000	11.4
14601600	11.7
14605200	11.9
14608800	12.1
14612400	12.2
14616000	11.9
14619600	14.5
14623200	17.4
14626800	19.3
14630400	19.2
14634000	21.1
14637600	20.9
14641200	22.1
14644800	22.7
14648400	24.8
14652000	22.8
14655600	19.5
14659200	16.5
14662800	15.6
14666400	15.8
14670000	14.9
14673600	14
14677200	13.1
14680800	11.1
14684400	10.9
14688000	9.5
14691600	9.3
14695200	8.6
14698800	7.4
14702400	9.6
14706000	11.6
14709600	13.5
14713200	15.5
14716800	15.7
14720400	16.3
14724000	17.3
14727600	18.6
14731200	19.5
14734800	20
14738400	19.9
14742000	19.8
14745600	19.7
14749200	19.7
14752800	19.2
14756400	18.8
14760000	16.4
14763600	15.8
14767200	15.2
14770800	14.6
14774400	14.6
14778000	14.6
14781600	14.6
14785200	14.7
14788800	14.7
14792400	15.2
14796000	15.6
14799600	16.7
14803200	17.4
14806800	18.6
14810400	19.8
14814000	19.8
14817600	19.7
14821200	19.8
14824800	20.2
14828400	20.3
14832000	20.8
14835600	19.5
14839200	19
14842800	18.4
14846400	17.6
14850000	16.6
14853600	15.2
14857200	14.1
14860800	13.8
14864400	13.7
14868000	12.5
14871600	12.2
14875200	12.2
14878800	13.7
14882400	15.7
14886000	17.2
14889600	18.9
14893200	19.7
14896800	20.4
14900400	21.5
14904000	22.7
14907600	22.6
14911200	22.7
14914800	22.3
14918400	20.7
14922000	20.5
14925600	19.4
14929200	19
14932800	19
14936400	18.6
14940000	18
14943600	17.7
14947200	17.4
14950800	16.8
14954400	16.5
14958000	15.9
14961600	15.7
14965200	15.9
14968800	16.1
14972400	17.1
14976000	18
14979600	19.3
14983200	19.7
14986800	19.7
14990400	19.5
14994000	21
14997600	22.4
15001200	21.8
15004800	20.5
15008400	19.6
15012000	19.1
15015600	14.4
15019200	14
15022800	13.2
15026400	13.4
15030000	13.7
15033600	13.1
15037200	12
15040800	12.8
15044400	12.5
15048000	12.6
15051600	13.5
15055200	14.7
15058800	15.7
15062400	17
15066000	17.3
15069600	18.8
15073200	18.9
15076800	18.9
15080400	19.6
15084000	20.2
15087600	19
15091200	16.7
15094800	18.3
15098400	18.3
15102000	17.4
15105600	16.6
15109200	15.1
15112800	13.5
15116400	13.7
15120000	13.9
15123600	13.9
15127200	13.6
15130800	14.4
15134400	14.6
15138000	14.4
15141600	13.1
15145200	13
15148800	13
15152400	13.4
15156000	13.5
15159600	13.8
15163200	14.4
15166800	14.3
15170400	14.5
15174000	14.3
15177600	13.1
15181200	13.1
15184800	13.7
15188400	13.7
15192000	13.3
15195600	13.2
15199200	13.2
15202800	12.5
15206400	11.7
15210000	11.6
15213600	11.2
15217200	11.5
15220800	11.7
15224400	12.2
15228000	12.4
15231600	12.7
15235200	13.1
15238800	13
15242400	12.9
15246000	12.4
15249600	15.1
15253200	15.7
15256800	15
15260400	15.7
15264000	14.5
15267600	13.9
15271200	13.7
15274800	13.1
15278400	13.6
15282000	13.4
15285600	13.2
15289200	12.9
15292800	12.9
15296400	12.8
15300000	12.4
15303600	11.9
15307200	11.9
15310800	12.1
15314400	12.3
15318000	12.5
15321600	12.8
15325200	12.7
15328800	12.5
15332400	13.4
15336000	13
15339600	14.1
15343200	14.5
15346800	15.1
15350400	14.4
15354000	14.5
15357600	13.9
15361200	13.3
15364800	12.8
15368400	12.1
15372000	11.9
15375600	11.8
15379200	11.4
15382800	11
15386400	10.5
15390000	9.9
15393600	9.6
15397200	10.8
15400800	11.5
15404400	12.9
15408000	13.2
15411600	13.3
15415200	14
15418800	13.9
15422400	13.9
15426000	14.4
15429600	15
15433200	15.4
15436800	15.3
15440400	15.7
15444000	15.2
15447600	15.1
15451200	14.9
15454800	15.1
15458400	15.2
15462000	15.1
15465600	15.1
15469200	14.9
15472800	14.9
15476400	14.8
15480000	14.8
15483600	15
15487200	15.3
15490800	15.9
15494400	16.4
15498000	17.5
15501600	17.7
15505200	18.3
15508800	19.5
15512400	21.3
15516000	22.6
15519600	22.4
15523200	22.7
15526800	22.5
15530400	22.6
15534000	21.7
15537600	20.7
15541200	20.1
15544800	20.1
15548400	19.7
15552000	19.6
15555600	19.5
15559200	20
15562800	19.6
15566400	19.4
15570000	19.8
15573600	21.1
15577200	23.5
15580800	23.4
15584400	23.2
15588000	24.2
15591600	24.9
15595200	25.9
15598800	27.5
15602400	26.7
15606000	25.7
15609600	20
15613200	21
15616800	20.6
15620400	20.6
15624000	19.2
15627600	18.5
15631200	18.2
15634800	17.9
15638400	16.9
15642000	16
15645600	16.4
15649200	16.1
15652800	16.1
15656400	16.9
15660000	18
15663600	19.2
15667200	20.6
15670800	21.8
15674400	23.3
15678000	23.1
15681600	23.4
15685200	24.1
15688800	24.5
15692400	24.8
15696000	24.6
15699600	25.1
15703200	24.4
15706800	23.4
15710400	21.8
15714000	19.3
15717600	17.4
15721200	17.9
15724800	16.6
15728400	16.5
15732000	17.6
15735600	17
15739200	18.9
15742800	17.8
15746400	17.5
15750000	18.3
15753600	19.2
15757200	20.1
15760800	20.8
15764400	20.2
15768000	20.4
15771600	21.4
15775200	20.5
15778800	20.7
15782400	19.8
15786000	19.7
15789600	18.6
15793200	17.9
15796800	11.6
15800400	12
15804000	11.3
15807600	11.2
15811200	10.7
15814800	10.8
15818400	10.2
15822000	10.1
15825600	11
15829200	13.3
15832800	14.5
15836400	15.7
15840000	17.2
15843600	18.3
15847200	19.2
15850800	19.9
15854400	20.2
15858000	19.8
15861600	20
15865200	20.3
15868800	20.5
15872400	20.2
15876000	19.8
15879600	18.9
15883200	18
15886800	17.1
15890400	16.2
15894000	15.7
15897600	15.1
15901200	13.7
15904800	12.6
15908400	12.1
15912000	13.1
15915600	15
15919200	16.7
15922800	17.5
15926400	18.2
15930000	18.7
15933600	19.4
15937200	20.8
15940800	21.2
15944400	21.1
15948000	21.9
15951600	21.8
15955200	21.5
15958800	21.1
15962400	20.7
15966000	20.1
15969600	18.6
15973200	16.5
15976800	14.7
15980400	14.2
15984000	14.1
15987600	14.2
15991200	14
15994800	14
15998400	14.3
16002000	16
16005600	17.9
16009200	19.2
16012800	20.6
16016400	20.6
16020000	21.3
16023600	22.5
16027200	23.4
16030800	23.3
16034400	23.7
16038000	23.7
16041600	23.8
16045200	23.2
16048800	21.7
16052400	19.8
16056000	18.3
16059600	17.7
16063200	17
16066800	17.1
16070400	16.4
16074000	16.9
16077600	16.6
16081200	16.2
16084800	16.2
16088400	16.2
16092000	16.3
16095600	17
16099200	17.5
16102800	18.5
16106400	18.9
16110000	20
16113600	20.6
16117200	21.2
16120800	22.3
16124400	22.2
16128000	22.3
16131600	21.6
16135200	20.8
16138800	20.1
16142400	18.7
16146000	17.4
16149600	17.1
16153200	17.2
16156800	17.5
16160400	17.5
16164000	17.1
16167600	16.5
16171200	16.3
16174800	16.2
16178400	16.4
16182000	16.8
16185600	17.6
16189200	18.2
16192800	19
16196400	20.9
16200000	21.1
16203600	22.6
16207200	24.7
16210800	25.1
16214400	24.2
16218000	23.4
16221600	22.7
16225200	20.8
16228800	19.5
16232400	18.9
16236000	18.4
16239600	18.2
16243200	17.6
16246800	16.6
16250400	15.8
16254000	15.1
16257600	14.2
16261200	14.3
16264800	17.3
16268400	18.9
16272000	19.7
16275600	22.1
16279200	22.9
16282800	22.1
16286400	22.1
16290000	24
16293600	23.4
16297200	22.3
16300800	19.2
16304400	18.3
16308000	18.8
16311600	18.8
16315200	17.9
16318800	15.5
16322400	15.6
16326000	15.3
16329600	14.8
16333200	14.5
16336800	13.8
16340400	13.6
16344000	14.1
16347600	16.7
16351200	18.7
16354800	21
16358400	22.5
16362000	23.7
16365600	24.5
16369200	26
16372800	26.5
16376400	25.9
16380000	19.1
16383600	19.9
16387200	20.9
16390800	21.1
16394400	19.4
16398000	19.4
16401600	18.7
16405200	18.3
16408800	18.6
16412400	17.9
16416000	16.5
16419600	16.6
16423200	15.7
16426800	15.8
16430400	16
16434000	16.4
16437600	16.7
16441200	16.4
16444800	18.4
16448400	18.3
16452000	18.6
16455600	19.4
16459200	19.5
16462800	19.7
16466400	16.1
16470000	16.3
16473600	16
16477200	16.4
16480800	16.9
16484400	16.6
16488000	16
16491600	16.1
16495200	15.5
16498800	15.5
16502400	14.7
16506000	15.1
16509600	15.3
16513200	14.5
16516800	14.7
16520400	15.4
16524000	15.9
16527600	16.2
16531200	17.5
16534800	17.9
16538400	18.2
16542000	19.3
16545600	21.1
16549200	20.8
16552800	21.7
16556400	21.7
16560000	21.1
16563600	20.6
16567200	20.6
16570800	19.3
16574400	18.2
16578000	18
16581600	17.5
16585200	16.2
16588800	15.9
16592400	15.6
16596000	15.6
16599600	15.3
16603200	15.1
16606800	15.4
16610400	15.8
16614000	16.2
16617600	16.9
16621200	17.3
16624800	17.2
16628400	17.3
16632000	17.6
16635600	19
16639200	19.8
16642800	17.4
16646400	17.6
16650000	16.7
16653600	17.2
16657200	16.5
16660800	15.2
16664400	14.3
16668000	15.1
16671600	14.7
16675200	13.4
16678800	12.6
16682400	12.3
16686000	12.2
16689600	12.1
16693200	12.4
16696800	12.6
16700400	13.5
16704000	15
16707600	15.6
16711200	16.9
16714800	16.6
16718400	18
16722000	16.4
16725600	16.9
16729200	14.6
16732800	15.7
16736400	15
16740000	14.3
16743600	13.9
16747200	12.4
16750800	12.3
16754400	12.3
16758000	12.6
16761600	11
16765200	11.2
16768800	11.2
16772400	10.9
16776000	10.9
16779600	12.3
16783200	14.1
16786800	14.3
16790400	14.9
16794000	15.2
16797600	16.7
16801200	16.7
16804800	17.2
16808400	16.4
16812000	16.5
16815600	17.3
16819200	17.9
16822800	18
16826400	16.3
16830000	15.5
16833600	15.2
16837200	14.8
16840800	15
16844400	14.6
16848000	14.2
16851600	14.1
16855200	14.2
16858800	14.9
16862400	14.9
16866000	15
16869600	15
16873200	15.1
16876800	15.9
16880400	16.9
16884000	17.4
16887600	17.8
16891200	17.9
16894800	17.2
16898400	16
16902000	17.2
16905600	17.8
16909200	17.5
16912800	16.8
16916400	15.8
16920000	14.6
16923600	13.4
16927200	12
16930800	12
16934400	11.6
16938000	10.9
16941600	11.1
16945200	10.4
16948800	10.7
16952400	12.4
16956000	14.1
16959600	14.9
16963200	15.4
16966800	15.1
16970400	16.9
16974000	16.3
16977600	17.6
16981200	17.7
16984800	17.7
16988400	17.4
16992000	16.5
16995600	15.6
16999200	15.4
17002800	15.2
17006400	14.5
17010000	14
17013600	13.2
17017200	13
17020800	12.3
17024400	12.9
17028000	12.3
17031600	11.8
17035200	11.5
17038800	11.7
17042400	13.2
17046000	14.7
17049600	14.4
17053200	15.2
17056800	17.2
17060400	17.5
17064000	18
17067600	17
17071200	15.6
17074800	15.7
17078400	15.9
17082000	15.8
17085600	15.6
17089200	15.6
17092800	15.1
17096400	13.6
17100000	13.2
17103600	13.2
17107200	13.2
17110800	13.2
17114400	13.2
17118000	13
17121600	12.4
17125200	13.7
17128800	14.6
17132400	15.8
17136000	15.4
17139600	17.7
17143200	16.6
17146800	18.2
17150400	17.9
17154000	18.3
17157600	18.4
17161200	18.4
17164800	18.5
17168400	18.5
17172000	17.6
17175600	16.6
17179200	16.3
17182800	15.9
17186400	15.2
17190000	14.6
17193600	14.2
17197200	13.7
17200800	13.6
17204400	13.7
17208000	14
17211600	14.2
17215200	14.4
17218800	14.3
17222400	15.1
17226000	15.6
17229600	16.4
17233200	17.4
17236800	17
17240400	17.8
17244000	18
17247600	19.7
17251200	18.3
17254800	18.5
17258400	17.2
17262000	16.2
17265600	16
17269200	15.3
17272800	15
17276400	14.6
17280000	14.5
17283600	14.5
17287200	14.3
17290800	14.2
17294400	14.2
17298000	14.3
17301600	14.9
17305200	14.6
17308800	15.3
17312400	14.5
17316000	14.4
17319600	14.5
17323200	15.5
17326800	16.4
17330400	15
17334000	14.4
17337600	14.3
17341200	15.1
17344800	15
17348400	14.5
17352000	12.7
17355600	12.6
17359200	12.6
17362800	12.4
17366400	12.4
17370000	12.5
17373600	12.2
17377200	11.8
17380800	11.4
17384400	11.6
17388000	13.2
17391600	13.3
17395200	14.6
17398800	15.2
17402400	15.5
17406000	15.9
17409600	15.2
17413200	15.1
17416800	14.5
17420400	15.3
17424000	15.3
17427600	15.6
17431200	15
17434800	14.2
17438400	13.7
17442000	13.2
17445600	13.1
17449200	12.8
17452800	12.5
17456400	12.2
17460000	11.6
17463600	11.1
17467200	10.4
17470800	11.6
17474400	13.1
17478000	13.1
17481600	14.1
17485200	15.1
17488800	16.4
17492400	16.7
17496000	17.4
17499600	16.9
17503200	16.3
17506800	16.7
17510400	17.1
17514000	15.9
17517600	15
17521200	14.9
17524800	13.5
17528400	12.6
17532000	12.1
17535600	11.7
17539200	11.7
17542800	11.1
17546400	9.9
17550000	9.2
17553600	9.1
17557200	11
17560800	13.1
17564400	14.6
17568000	15.2
17571600	15.7
17575200	16.1
17578800	17.1
17582400	17.8
17586000	17.8
17589600	19.2
17593200	19.2
17596800	19.3
17600400	18.5
17604000	18
17607600	16.2
17611200	15.2
17614800	14.4
17618400	14.5
17622000	14.5
17625600	15
17629200	14.3
17632800	13.3
17636400	12.5
17640000	12.2
17643600	14.9
17647200	17.2
17650800	18.1
17654400	19
17658000	20
17661600	21
17665200	22
17668800	22.7
17672400	23.7
17676000	24.5
17679600	24.3
17683200	24.7
17686800	24
17690400	23.7
17694000	22.2
17697600	19.1
17701200	17.4
17704800	16.8
17708400	15.7
17712000	16.9
17715600	15.7
17719200	15.6
17722800	14.8
17726400	14.8
17730000	16.3
17733600	18.5
17737200	20.8
17740800	22.7
17744400	23.8
17748000	25.1
17751600	25.9
17755200	26.6
17758800	27.2
17762400	27.5
17766000	27.6
17769600	28
17773200	27.6
17776800	26.9
17780400	25.4
17784000	22
17787600	18.5
17791200	19
17794800	18.2
17798400	17.2
17802000	15.1
17805600	16.2
17809200	14.5
17812800	15
17816400	16.2
17820000	19.4
17823600	22
17827200	24.1
17830800	26
17834400	27.3
17838000	28.2
17841600	28.5
17845200	29.2
17848800	29.4
17852400	29.6
17856000	28.9
17859600	28.4
17863200	26.8
17866800	25.4
17870400	22.2
17874000	20
17877600	18.6
17881200	17.4
17884800	16.6
17888400	16.3
17892000	15
17895600	15.3
17899200	15
17902800	16.5
17906400	17.7
17910000	19.5
17913600	20.6
17917200	20.1
17920800	20.9
17924400	23.6
17928000	25
17931600	26.2
17935200	26.6
17938800	26.3
17942400	25.9
17946000	25.5
17949600	24.7
17953200	22.8
17956800	20.5
17960400	19.3
17964000	17.4
17967600	16.1
17971200	14.9
17974800	14.2
17978400	14.1
17982000	14.1
17985600	13.9
17989200	16.2
17992800	18.8
17996400	21.5
18000000	23.3
18003600	24.9
18007200	26.5
18010800	27.4
18014400	28.4
18018000	29
18021600	29.6
18025200	29.8
18028800	29.8
18032400	29.4
18036000	28.9
18039600	21.8
18043200	22.5
18046800	22.1
18050400	21.9
18054000	21.4
18057600	21.1
18061200	20.6
18064800	20.1
18068400	20.2
18072000	19.7
18075600	19.9
18079200	20.4
18082800	20.6
18086400	21.8
18090000	20.9
18093600	18.7
18097200	18
18100800	18.4
18104400	18.8
18108000	18.2
18111600	19.2
18115200	18.7
18118800	18.8
18122400	17.8
18126000	17.3
18129600	16.9
18133200	16.2
18136800	15.7
18140400	14.7
18144000	13.3
18147600	12.8
18151200	13.1
18154800	13.6
18158400	14.1
18162000	14.6
18165600	15
18169200	15.3
18172800	15
18176400	15.1
18180000	15.4
18183600	15.3
18187200	15.4
18190800	17.2
18194400	19.4
18198000	19.8
18201600	16.9
18205200	17
18208800	16.4
18212400	15.7
18216000	14.5
18219600	13.2
18223200	13.1
18226800	11.9
18230400	12
18234000	10.9
18237600	10.6
18241200	10.6
18244800	10.9
18248400	12.7
18252000	14.5
18255600	14.2
18259200	14.7
18262800	15.1
18266400	16.3
18270000	17.7
18273600	17.7
18277200	13.7
18280800	16
18284400	17.3
18288000	16.1
18291600	16.8
18295200	15.7
18298800	14
18302400	12
18306000	12.4
18309600	12
18313200	11.5
18316800	11.7
18320400	11.5
18324000	10.5
18327600	9.9
18331200	11.4
18334800	12
18338400	13.3
18342000	14.7
18345600	15.8
18349200	16.8
18352800	17.2
18356400	17.4
18360000	18.2
18363600	18.1
18367200	19
18370800	18.1
18374400	18
18378000	17.3
18381600	16.4
18385200	15.3
18388800	15
18392400	14.1
18396000	14.2
18399600	13.3
18403200	13.5
18406800	14.4
18410400	14.4
18414000	14.1
18417600	14
18421200	14.8
18424800	15.6
18428400	17.6
18432000	18
18435600	18.9
18439200	20.7
18442800	21.2
18446400	22.7
18450000	23.1
18453600	24.6
18457200	25.5
18460800	25.3
18464400	25.3
18468000	24.7
18471600	23.1
18475200	22.1
18478800	20.7
18482400	20.4
18486000	20.1
18489600	19.4
18493200	19.4
18496800	19.1
18500400	19.3
18504000	19.6
18507600	19.3
18511200	19.2
18514800	21.2
18518400	20.9
18522000	23
18525600	23.7
18529200	24.6
18532800	25.1
18536400	25.1
18540000	25
18543600	24.6
18547200	21
18550800	20.5
18554400	20.1
18558000	19.3
18561600	17.9
18565200	16.6
18568800	16
18572400	15.5
18576000	14.7
18579600	14.9
18583200	14.1
18586800	13.7
18590400	13.2
18594000	14.9
18597600	17.1
18601200	19.4
18604800	20.8
18608400	21.5
18612000	22.3
18615600	23.2
18619200	23.3
18622800	22.8
18626400	22.3
18630000	18.7
18633600	17.1
18637200	18.1
18640800	16.9
18644400	16.8
18648000	15.7
18651600	14.8
18655200	16
18658800	15
18662400	13.7
18666000	13.3
18669600	12.1
18673200	11.8
18676800	11.5
18680400	12.7
18684000	16.7
18687600	17.9
18691200	19.1
18694800	19.2
18698400	19.7
18702000	19.2
18705600	19.9
18709200	20.2
18712800	20.2
18716400	19.9
18720000	20.8
18723600	21.8
18727200	20.3
18730800	18.3
18734400	17
18738000	16.2
18741600	16.5
18745200	15.9
18748800	16.2
18752400	16.3
18756000	16.7
18759600	15.6
18763200	14.6
18766800	15.2
18770400	16.6
18774000	18
18777600	18.5
18781200	19.2
18784800	19.8
18788400	20.8
18792000	20.7
18795600	20.9
18799200	21.4
18802800	21.3
18806400	21.7
18810000	21.9
18813600	21.8
18817200	21
18820800	20.1
18824400	19.6
18828000	18.7
18831600	18
18835200	17.3
18838800	17.4
18842400	17.1
18846000	17.5
18849600	17.2
18853200	17.6
18856800	17.4
18860400	16.5
18864000	17.3
18867600	18.1
18871200	18.4
18874800	20
18878400	19.5
18882000	21
18885600	22.1
18889200	19.9
18892800	18.5
18896400	17.5
18900000	17.2
18903600	16.3
18907200	15.6
18910800	15.5
18914400	15.8
18918000	15.2
18921600	14.9
18925200	14.6
18928800	14.7
18932400	14.9
18936000	15.1
18939600	15.1
18943200	15.6
18946800	15.9
18950400	16.9
18954000	16.9
18957600	18.2
18961200	19
18964800	19.5
18968400	14.7
18972000	17.5
18975600	16.9
