#1	
double	default(8784, 2) # Time [s], Temperature [°C], data from Hamburg-Fuhlsbuettel (Latitude:53.633; Longitude:9.988) in 2012, station height 11m. Source: DeutscherWetterdienstDWD2015
6141600	6.9
6145200	6.6
6148800	6.5
6152400	6.6
6156000	6.7
6159600	6.6
6163200	7
6166800	7.4
6170400	7.6
6174000	7.9
6177600	8.1
6181200	8.6
6184800	9
6188400	8.6
6192000	7.9
6195600	7.5
6199200	7.8
6202800	7.7
6206400	7.9
6210000	7.6
6213600	7.3
6217200	7.4
6220800	7.2
6224400	6.9
6228000	6.7
6231600	6.7
6235200	6.8
6238800	6.8
6242400	6.8
6246000	7.1
6249600	7.5
6253200	7.7
6256800	8.6
6260400	8.6
6264000	9.2
6267600	9.9
6271200	10
6274800	9.7
6278400	9.2
6282000	8.8
6285600	8.2
6289200	7.9
6292800	7.7
6296400	7.5
6300000	7.4
6303600	7.3
6307200	7.2
6310800	7
6314400	6.9
6318000	6.9
6321600	6.9
6325200	6.9
6328800	6.6
6332400	6.7
6336000	7.1
6339600	7.7
6343200	9
6346800	8.9
6350400	9
6354000	9.2
6357600	8.8
6361200	8.8
6364800	8.5
6368400	8.2
6372000	7.7
6375600	7.3
6379200	7.1
6382800	6.7
6386400	6.5
6390000	6.4
6393600	6.4
6397200	6.3
6400800	6.3
6404400	6.3
6408000	6.3
6411600	6.1
6415200	6
6418800	6.2
6422400	6.5
6426000	6.8
6429600	7.2
6433200	7.4
6436800	8.4
6440400	9.5
6444000	10.9
6447600	11.2
6451200	11.5
6454800	10.8
6458400	7.1
6462000	5.9
6465600	4.5
6469200	3.7
6472800	3
6476400	2.7
6480000	3
6483600	3.6
6487200	3
6490800	3.4
6494400	3
6498000	2.2
6501600	2.7
6505200	4.3
6508800	7.4
6512400	11.5
6516000	13.1
6519600	14.9
6523200	16.4
6526800	17.5
6530400	17.6
6534000	10.9
6537600	10.1
6541200	9.2
6544800	8.9
6548400	8.1
6552000	6.6
6555600	5
6559200	4.3
6562800	3.5
6566400	4.4
6570000	3.8
6573600	4.6
6577200	5.5
6580800	4.9
6584400	4.4
6588000	4.1
6591600	4.6
6595200	5.6
6598800	7.4
6602400	8.5
6606000	8.4
6609600	10.2
6613200	10.6
6616800	11.2
6620400	11.4
6624000	11.5
6627600	10.7
6631200	10.3
6634800	8.8
6638400	7.9
6642000	7.9
6645600	7.8
6649200	7.9
6652800	7.8
6656400	8
6660000	8
6663600	8
6667200	8
6670800	7.4
6674400	7
6678000	7.2
6681600	9.3
6685200	10.2
6688800	11
6692400	11.3
6696000	11
6699600	11.3
6703200	10.8
6706800	10
6710400	9.4
6714000	8.7
6717600	6.8
6721200	4.7
6724800	5.3
6728400	5.4
6732000	5.6
6735600	5.2
6739200	5
6742800	5.3
6746400	4.1
6750000	3.8
6753600	4.4
6757200	4.2
6760800	4.3
6764400	4.8
6768000	5.6
6771600	6.3
6775200	7.3
6778800	8
6782400	8.9
6786000	8.7
6789600	9.4
6793200	9.4
6796800	9.3
6800400	8.6
6804000	7.3
6807600	6.2
6811200	5.9
6814800	5.4
6818400	5.1
6822000	5.1
6825600	5.2
6829200	5.1
6832800	4.3
6836400	4.2
6840000	4.5
6843600	4.4
6847200	4.2
6850800	5.5
6854400	7
6858000	7.9
6861600	9.2
6865200	10.3
6868800	11.2
6872400	11.7
6876000	11.7
6879600	10.8
6883200	10.1
6886800	10.1
6890400	9.5
6894000	9.7
6897600	9.5
6901200	9.4
6904800	9.3
6908400	9.2
6912000	9
6915600	8.8
6919200	8.7
6922800	8.6
6926400	8.6
6930000	8.6
6933600	8.6
6937200	8.8
6940800	9.1
6944400	10.6
6948000	12.3
6951600	13.2
6955200	14.3
6958800	13.7
6962400	13.5
6966000	13.4
6969600	13.1
6973200	12.7
6976800	12.1
6980400	10.6
6984000	9.3
6987600	7.2
6991200	6.1
6994800	5.3
6998400	3.2
7002000	2.4
7005600	2.3
7009200	2.7
7012800	2.2
7016400	1.1
7020000	1
7023600	2.4
7027200	6.6
7030800	9.4
7034400	11.5
7038000	13
7041600	14
7045200	15
7048800	15.1
7052400	15.1
7056000	15.4
7059600	14.5
7063200	12.5
7066800	10.6
7070400	8.8
7074000	7.3
7077600	6.3
7081200	5
7084800	4.2
7088400	3.6
7092000	3.4
7095600	2.7
7099200	2.3
7102800	1.2
7106400	1.7
7110000	6.1
7113600	8.9
7117200	11.8
7120800	13.2
7124400	14.8
7128000	15.9
7131600	17.5
7135200	17.9
7138800	17.8
7142400	17.4
7146000	16.1
7149600	14.3
7153200	10.4
7156800	9.5
7160400	8.2
7164000	8.7
7167600	7.3
7171200	6.5
7174800	5.4
7178400	4.1
7182000	3.6
7185600	2.2
7189200	1.6
7192800	2
7196400	5.9
7200000	8.6
7203600	11.5
7207200	13
7210800	11.7
7214400	11.8
7218000	12.5
7221600	12.7
7225200	12.5
7228800	12.8
7232400	11.9
7236000	9.7
7239600	7.3
7243200	5.5
7246800	4.4
7250400	3.6
7254000	3.4
7257600	3.1
7261200	3.2
7264800	3.4
7268400	3.4
7272000	3.6
7275600	4
7279200	4.5
7282800	5.1
7286400	5.4
7290000	6.3
7293600	8.6
7297200	11.6
7300800	14.8
7304400	15.5
7308000	16.5
7311600	15.7
7315200	15.1
7318800	14.2
7322400	12
7326000	10
7329600	7.6
7333200	6.5
7336800	5.4
7340400	3.7
7344000	3.2
7347600	1.9
7351200	1.9
7354800	3.3
7358400	2.5
7362000	2.8
7365600	3.2
7369200	3.5
7372800	3.8
7376400	4.6
7380000	5.5
7383600	6.2
7387200	7.8
7390800	9.9
7394400	9.6
7398000	9.7
7401600	8.4
7405200	7.6
7408800	7
7412400	6.5
7416000	6.1
7419600	6.6
7423200	6.4
7426800	6
7430400	5.8
7434000	6
7437600	5.9
7441200	5.6
7444800	5.4
7448400	5.5
7452000	6.1
7455600	7.3
7459200	8.9
7462800	10.1
7466400	11.8
7470000	13.9
7473600	15
7477200	16.2
7480800	16.7
7484400	15.7
7488000	14.6
7491600	13.6
7495200	10.6
7498800	9
7502400	8.2
7506000	7.4
7509600	6.7
7513200	6.4
7516800	6.1
7520400	5.9
7524000	6.1
7527600	5.5
7531200	5.8
7534800	5.7
7538400	6.1
7542000	8.1
7545600	10.3
7549200	11.9
7552800	13.8
7556400	14.5
7560000	15.9
7563600	15.8
7567200	15.9
7570800	16.3
7574400	14.3
7578000	12.3
7581600	9.5
7585200	8.6
7588800	8.7
7592400	8.7
7596000	8.5
7599600	8.2
7603200	7.8
7606800	7.8
7610400	7.6
7614000	7.5
7617600	7.4
7621200	7.1
7624800	7.2
7628400	7.5
7632000	7.8
7635600	7.6
7639200	8.4
7642800	8.2
7646400	8.5
7650000	8.3
7653600	9.3
7657200	8.8
7660800	8.6
7664400	8
7668000	7.5
7671600	7.5
7675200	7.5
7678800	7
7682400	6.7
7686000	6.8
7689600	6.6
7693200	6.7
7696800	6.7
7700400	6.9
7704000	6.8
7707600	6.9
7711200	7
7714800	7.3
7718400	7.4
7722000	8
7725600	8.1
7729200	8.2
7732800	8.7
7736400	8.8
7740000	9.3
7743600	8.9
7747200	8.7
7750800	8
7754400	7.5
7758000	6.9
7761600	6.9
7765200	6.6
7768800	6.5
7772400	6.2
7776000	6.3
7779600	6.3
7783200	6.1
7786800	6.1
7790400	6.2
7794000	6.3
7797600	5.7
7801200	5.1
7804800	5
7808400	6.2
7812000	6.4
7815600	1.6
7819200	5.4
7822800	4.2
7826400	5.2
7830000	7.2
7833600	7.3
7837200	6.9
7840800	6.1
7844400	5
7848000	3.8
7851600	2.7
7855200	2.3
7858800	1.6
7862400	-0.1
7866000	0
7869600	0
7873200	0.6
7876800	0.3
7880400	0
7884000	1.4
7887600	3.7
7891200	6
7894800	6.3
7898400	5.6
7902000	6.4
7905600	7
7909200	7
7912800	6.8
7916400	6.8
7920000	6.2
7923600	5.4
7927200	4.8
7930800	5
7934400	6.1
7938000	6.6
7941600	6.3
7945200	6.5
7948800	5.8
7952400	5.3
7956000	4.5
7959600	4.2
7963200	3.6
7966800	3.6
7970400	3.8
7974000	4.4
7977600	5
7981200	5.8
7984800	5.7
7988400	5.8
7992000	5.2
7995600	7
7999200	5.8
8002800	5.9
8006400	5.6
8010000	4.9
8013600	3.9
8017200	3.5
8020800	3.4
8024400	3
8028000	3.3
8031600	3.4
8035200	2.8
8038800	2.4
8042400	1.9
8046000	1.8
8049600	1.7
8053200	0.9
8056800	0.7
8060400	1.3
8064000	1.7
8067600	1.2
8071200	1.5
8074800	2
8078400	2.7
8082000	2.7
8085600	2.9
8089200	2.9
8092800	3.1
8096400	3.2
8100000	3.1
8103600	3
8107200	3.1
8110800	3
8114400	2.9
8118000	2.7
8121600	2.6
8125200	2.7
8128800	2.8
8132400	2.8
8136000	2.8
8139600	3.2
8143200	3.5
8146800	3.8
8150400	3.8
8154000	3.8
8157600	4
8161200	4
8164800	4.6
8168400	4.3
8172000	4.1
8175600	4.2
8179200	4.3
8182800	4
8186400	3.8
8190000	3.4
8193600	3.6
8197200	3.5
8200800	3.2
8204400	3.4
8208000	3.2
8211600	3
8215200	2.9
8218800	2.9
8222400	2.7
8226000	2.5
8229600	2.2
8233200	3
8236800	4.3
8240400	5
8244000	5.4
8247600	6
8251200	6.3
8254800	7.4
8258400	8.7
8262000	9.1
8265600	8.6
8269200	7.6
8272800	6.8
8276400	5.4
8280000	2.9
8283600	1.5
8287200	0.5
8290800	-1.2
8294400	-1.3
8298000	-1.8
8301600	-2.3
8305200	-2.8
8308800	-2.9
8312400	-2.2
8316000	-0.9
8319600	3
8323200	5.8
8326800	6.6
8330400	7.4
8334000	7.9
8337600	9.4
8341200	9.3
8344800	9.1
8348400	8.7
8352000	6.6
8355600	4.8
8359200	4.3
8362800	4
8366400	4.1
8370000	4.1
8373600	4.4
8377200	4.1
8380800	3.3
8384400	2.7
8388000	2.8
8391600	2.9
8395200	3.3
8398800	2.9
8402400	1.6
8406000	2.4
8409600	2.6
8413200	2.2
8416800	3.3
8420400	3.6
8424000	4.5
8427600	4.1
8431200	4.9
8434800	4
8438400	4.9
8442000	4
8445600	3.2
8449200	1.4
8452800	1.3
8456400	1.5
8460000	1.3
8463600	1.1
8467200	-0.5
8470800	-1.9
8474400	-3
8478000	-3.3
8481600	-4.3
8485200	-4.3
8488800	-1.4
8492400	1.2
8496000	3.5
8499600	4.7
8503200	5.3
8506800	4.7
8510400	5.9
8514000	7
8517600	7.1
8521200	7.2
8524800	6.6
8528400	6.4
8532000	5.4
8535600	5.3
8539200	5.2
8542800	4.9
8546400	4.9
8550000	4.9
8553600	4.7
8557200	4.9
8560800	4
8564400	4.1
8568000	4.4
8571600	4.7
8575200	4.4
8578800	4.9
8582400	5
8586000	5.5
8589600	6.4
8593200	7
8596800	7
8600400	7.1
8604000	7.5
8607600	8.3
8611200	8.4
8614800	8.5
8618400	8.2
8622000	7.9
8625600	7.6
8629200	7.4
8632800	7.4
8636400	7.8
8640000	7.7
8643600	8.2
8647200	8.3
8650800	8.6
8654400	9.1
8658000	8.8
8661600	8.7
8665200	9.2
8668800	9.7
8672400	10.2
8676000	10.7
8679600	11.4
8683200	11.6
8686800	12.2
8690400	12.4
8694000	12
8697600	12.5
8701200	12.1
8704800	11.5
8708400	10.8
8712000	11
8715600	10.2
8719200	11.2
8722800	11.6
8726400	11.3
8730000	11
8733600	10.7
8737200	8.1
8740800	7
8744400	6.8
8748000	6.7
8751600	7.5
8755200	8.9
8758800	9.2
8762400	10.4
8766000	10.9
8769600	10.5
8773200	11.1
8776800	11.4
8780400	10.8
8784000	11.5
8787600	10.2
8791200	9.7
8794800	7.9
8798400	6.9
8802000	5.8
8805600	6
8809200	5.1
8812800	4.1
8816400	3.2
8820000	3.3
8823600	3.3
8827200	5.2
8830800	5.4
8834400	4.3
8838000	6.9
8841600	8.2
8845200	10.3
8848800	11.9
8852400	13.1
8856000	13.6
8859600	9.9
8863200	8.2
8866800	9.1
8870400	8.8
8874000	8.1
8877600	7.6
8881200	7
8884800	7.2
8888400	6.9
8892000	6.7
8895600	6.4
8899200	6.6
8902800	6.6
8906400	6.5
8910000	5.8
8913600	5.3
8917200	5.6
8920800	5.8
8924400	6.2
8928000	7.9
8931600	8.3
8935200	8.1
8938800	8.2
8942400	8.9
8946000	8.9
8949600	9.4
8953200	9.3
8956800	9.5
8960400	9.2
8964000	8.8
8967600	7
8971200	3.6
8974800	2.6
8978400	2.7
8982000	2.4
8985600	2.9
8989200	3.4
8992800	3.8
8996400	4.2
9000000	4.4
9003600	4.6
9007200	5.1
9010800	6.5
9014400	8
9018000	9.7
9021600	11.5
9025200	11.5
9028800	12
9032400	12
9036000	12
9039600	12.1
9043200	11.7
9046800	11.3
9050400	9.1
9054000	8.1
9057600	7.1
9061200	7.4
9064800	6.1
9068400	5.4
9072000	5.6
9075600	4.6
9079200	4.2
9082800	3.9
9086400	4.1
9090000	3.7
9093600	5.2
9097200	6.4
9100800	7.5
9104400	9
9108000	9.7
9111600	9.1
9115200	9.3
9118800	10.3
9122400	10.5
9126000	10.1
9129600	9.9
9133200	9.4
9136800	8.8
9140400	7.9
9144000	6.7
9147600	5.4
9151200	4.5
9154800	3.7
9158400	3
9162000	2.3
9165600	1.5
9169200	0.3
9172800	-0.7
9176400	-0.4
9180000	2.2
9183600	4.5
9187200	5.6
9190800	7.4
9194400	6.7
9198000	8
9201600	6.5
9205200	7
9208800	8.9
9212400	7
9216000	7.5
9219600	6.3
9223200	5.7
9226800	4.7
9230400	3.9
9234000	3.7
9237600	3.3
9241200	1.7
9244800	1.4
9248400	2
9252000	1.6
9255600	1.2
9259200	0.8
9262800	0.4
9266400	2
9270000	3.5
9273600	5.8
9277200	5.2
9280800	6.3
9284400	7
9288000	7.8
9291600	9.3
9295200	10
9298800	10.4
9302400	10.7
9306000	10.4
9309600	9.8
9313200	9.3
9316800	8.7
9320400	8.2
9324000	7.9
9327600	7.4
9331200	6.9
9334800	6.6
9338400	6.6
9342000	6.4
9345600	6.1
9349200	5.7
9352800	6.5
9356400	6.8
9360000	6.8
9363600	8
9367200	8.9
9370800	9.4
9374400	11.4
9378000	11.3
9381600	12
9385200	12.3
9388800	12.6
9392400	12
9396000	11
9399600	9.9
9403200	9.4
9406800	8.7
9410400	7.6
9414000	7.6
9417600	7
9421200	6
9424800	5.7
9428400	5.1
9432000	4.8
9435600	5.4
9439200	6.7
9442800	9
9446400	11
9450000	13.2
9453600	14.8
9457200	15.2
9460800	16.2
9464400	16
9468000	16.6
9471600	16.6
9475200	16.2
9478800	13
9482400	11.9
9486000	11
9489600	9.6
9493200	9.9
9496800	10.3
9500400	10.1
9504000	8.3
9507600	7.8
9511200	6
9514800	5.7
9518400	3.7
9522000	5
9525600	7.7
9529200	9.6
9532800	12.2
9536400	13.3
9540000	14.1
9543600	14.7
9547200	14.4
9550800	14.4
9554400	14.3
9558000	14.6
9561600	14.8
9565200	13.2
9568800	12.3
9572400	10
9576000	9.5
9579600	9.6
9583200	8.9
9586800	9
9590400	7.8
9594000	6.5
9597600	7.1
9601200	5.2
9604800	5.2
9608400	7.2
9612000	8.6
9615600	9.8
9619200	10.9
9622800	12.5
9626400	13.6
9630000	13
9633600	13.2
9637200	11.8
9640800	10.1
9644400	11.5
9648000	8.9
9651600	10.5
9655200	9.3
9658800	8.3
9662400	7.7
9666000	7.8
9669600	6.5
9673200	6.2
9676800	5.7
9680400	5.2
9684000	4.1
9687600	2.9
9691200	3.5
9694800	4
9698400	6
9702000	7.2
9705600	6.7
9709200	8
9712800	8.9
9716400	10.9
9720000	10.5
9723600	11
9727200	10.8
9730800	9.8
9734400	10.1
9738000	6.9
9741600	6.9
9745200	5.8
9748800	4.9
9752400	4.3
9756000	3.4
9759600	3.7
9763200	4
9766800	3.1
9770400	3
9774000	2.8
9777600	4.3
9781200	5.6
9784800	6.2
9788400	7.2
9792000	8
9795600	9.8
9799200	10.2
9802800	11.2
9806400	11.2
9810000	11.8
9813600	12.6
9817200	12.5
9820800	12.8
9824400	12.1
9828000	11.8
9831600	9.8
9835200	7.8
9838800	6.8
9842400	6.6
9846000	5.9
9849600	5.9
9853200	6.3
9856800	6.4
9860400	6.5
9864000	6.6
9867600	7
9871200	7.4
9874800	7.3
9878400	7.9
9882000	8.3
9885600	8.1
9889200	9.2
9892800	10.4
9896400	11.6
9900000	13.1
9903600	11
9907200	12.4
9910800	11.4
9914400	11.5
9918000	11.2
9921600	10.4
9925200	9.3
9928800	6.9
9932400	6.5
9936000	6
9939600	6.4
9943200	7.4
9946800	8.1
9950400	8.1
9954000	8
9957600	8.4
9961200	9
9964800	9.7
9968400	9.9
9972000	10.5
9975600	10.4
9979200	12.1
9982800	12.8
9986400	14.2
9990000	14
9993600	14.3
9997200	14.6
10000800	14.2
10004400	13.8
10008000	13.9
10011600	13.2
10015200	12.9
10018800	12.6
10022400	11.5
10026000	10.9
10029600	10.5
10033200	11.2
10036800	12
10040400	11.5
10044000	10.7
10047600	11.7
10051200	12.7
10054800	13.2
10058400	13.3
10062000	14.1
10065600	14.1
10069200	15.1
10072800	16.1
10076400	15.4
10080000	14.9
10083600	15.3
10087200	15
10090800	14.8
10094400	14
10098000	13.9
10101600	13.8
10105200	12.9
10108800	13
10112400	12.2
10116000	12.2
10119600	11.8
10123200	11.5
10126800	11.9
10130400	12.6
10134000	12.6
10137600	13.1
10141200	13.1
10144800	14.7
10148400	15.7
10152000	15.6
10155600	17.3
10159200	16.3
10162800	16.6
10166400	16
10170000	16.2
10173600	15.4
10177200	14.1
10180800	14.1
10184400	13.8
10188000	12.2
10191600	11.8
10195200	11.8
10198800	11.1
10202400	10.8
10206000	10.7
10209600	10.4
10213200	9.7
10216800	9.9
10220400	9.7
10224000	9.6
10227600	12.4
10231200	14.2
10234800	15.1
10238400	15.7
10242000	15.9
10245600	16.2
10249200	15.9
10252800	14.9
10256400	13.7
10260000	12
10263600	11.6
10267200	11.2
10270800	11
10274400	11
10278000	10.9
10281600	10.2
10285200	9.8
10288800	9.8
10292400	10.1
10296000	10
10299600	9.9
10303200	10.2
10306800	11.5
10310400	12.4
10314000	12.8
10317600	13.3
10321200	14
10324800	15
10328400	15.7
10332000	15.9
10335600	15.5
10339200	14.9
10342800	13.9
10346400	13.9
10350000	12.4
10353600	11.5
10357200	10.8
10360800	9.8
10364400	9.1
10368000	7.9
10371600	7
10375200	7.1
10378800	6.7
10382400	6.4
10386000	8.4
10389600	12.5
10393200	13.6
10396800	15.5
10400400	17.6
10404000	18.8
10407600	20
10411200	20.3
10414800	20.8
10418400	21.5
10422000	21
10425600	19.8
10429200	19.1
10432800	17.9
10436400	16.3
10440000	14.9
10443600	13.2
10447200	11.7
10450800	10.3
10454400	9.9
10458000	9.3
10461600	9.5
10465200	9.2
10468800	9.1
10472400	9.3
10476000	10.7
10479600	12.6
10483200	14.2
10486800	15.9
10490400	17.2
10494000	17.7
10497600	17.7
10501200	19
10504800	18.7
10508400	18.5
10512000	17.8
10515600	15.8
10519200	14.3
10522800	12.2
10526400	10.8
10530000	10
10533600	9.2
10537200	8.5
10540800	8
10544400	7.7
10548000	7.2
10551600	7.2
10555200	7
10558800	7.6
10562400	8.9
10566000	10.9
10569600	12.8
10573200	15.9
10576800	17.5
10580400	18.1
10584000	17.9
10587600	18.7
10591200	19
10594800	18.8
10598400	17.8
10602000	16.2
10605600	15.2
10609200	13.7
10612800	12.1
10616400	11.2
10620000	10.1
10623600	9.2
10627200	8.8
10630800	8.4
10634400	8.4
10638000	7.9
10641600	7.6
10645200	8.1
10648800	10
10652400	11.7
10656000	12.2
10659600	13.8
10663200	14.6
10666800	17
10670400	18.3
10674000	19.3
10677600	19.3
10681200	18.3
10684800	17.1
10688400	16.6
10692000	15.8
10695600	14.9
10699200	14.4
10702800	14
10706400	13.2
10710000	11.8
10713600	12.5
10717200	11.9
10720800	11.3
10724400	11.2
10728000	10.6
10731600	11.3
10735200	12.6
10738800	12.6
10742400	12.8
10746000	13.3
10749600	13.7
10753200	13.7
10756800	13.4
10760400	14.7
10764000	14.5
10767600	14.2
10771200	11.9
10774800	11.3
10778400	11.3
10782000	11.1
10785600	10.9
10789200	9.8
10792800	9.2
10796400	8.5
10800000	8.3
10803600	8.2
10807200	7.9
10810800	7.1
10814400	6.7
10818000	6.5
10821600	6.6
10825200	7.5
10828800	7.3
10832400	8.7
10836000	10.2
10839600	10.2
10843200	11.7
10846800	13.1
10850400	12.5
10854000	12.3
10857600	12.2
10861200	12.1
10864800	11.1
10868400	9.3
10872000	8.7
10875600	8.2
10879200	7.5
10882800	7
10886400	6.4
10890000	6
10893600	5.5
10897200	5.6
10900800	5.3
10904400	5.3
10908000	6
10911600	6.7
10915200	7.7
10918800	9.5
10922400	8.7
10926000	9.2
10929600	9.5
10933200	9.2
10936800	9.2
10940400	9.1
10944000	9.1
10947600	9.1
10951200	8.9
10954800	8.5
10958400	8.2
10962000	8.1
10965600	7.2
10969200	6.8
10972800	7.8
10976400	6.4
10980000	5.9
10983600	5.8
10987200	5.4
10990800	5.3
10994400	5.3
10998000	5.5
11001600	6
11005200	5.9
11008800	5.7
11012400	6.1
11016000	6.6
11019600	6.8
11023200	6.9
11026800	7.5
11030400	8.1
11034000	7.8
11037600	8.2
11041200	7.1
11044800	5.8
11048400	4.8
11052000	4.5
11055600	2.7
11059200	2.4
11062800	1.9
11066400	1.4
11070000	1.6
11073600	1.7
11077200	2.9
11080800	6.5
11084400	9.5
11088000	11.3
11091600	13.5
11095200	14.8
11098800	16.4
11102400	17.2
11106000	17.9
11109600	19
11113200	19
11116800	19.1
11120400	18.8
11124000	18.6
11127600	18.3
11131200	17.8
11134800	16.7
11138400	16.8
11142000	16
11145600	14.9
11149200	13.8
11152800	14.4
11156400	14.1
11160000	14.1
11163600	14.7
11167200	15.8
11170800	16.1
11174400	17.3
11178000	18.1
11181600	18.1
11185200	17.6
11188800	18.8
11192400	19.5
11196000	20.1
11199600	20.4
11203200	20.3
11206800	19.5
11210400	16.4
11214000	15.6
11217600	15.3
11221200	14.5
11224800	14.6
11228400	15.6
11232000	13.6
11235600	13.5
11239200	12.9
11242800	13
11246400	13.3
11250000	14.2
11253600	14.7
11257200	15.9
11260800	16.9
11264400	18.1
11268000	18.9
11271600	18.7
11275200	18.6
11278800	20.2
11282400	21.5
11286000	22.1
11289600	20.8
11293200	20.8
11296800	18.7
11300400	18.2
11304000	18.4
11307600	19.5
11311200	19
11314800	18.6
11318400	19
11322000	19
11325600	18.7
11329200	18.3
11332800	18.4
11336400	18.5
11340000	18.6
11343600	18.6
11347200	18.7
11350800	18.9
11354400	19.6
11358000	21
11361600	21
11365200	20.3
11368800	18.2
11372400	16
11376000	14.3
11379600	14.2
11383200	13.6
11386800	12.3
11390400	11.9
11394000	10.5
11397600	10
11401200	8.8
11404800	8
11408400	7.7
11412000	7.6
11415600	7.5
11419200	7.4
11422800	7.4
11426400	8.5
11430000	8.4
11433600	9.2
11437200	9.6
11440800	10.1
11444400	8.9
11448000	9.7
11451600	10.4
11455200	9.9
11458800	9
11462400	9.3
11466000	7.5
11469600	7.7
11473200	7.3
11476800	6.8
11480400	6.3
11484000	6.6
11487600	5.5
11491200	5.8
11494800	5.6
11498400	5.3
11502000	4.3
11505600	3.6
11509200	5.2
11512800	7.3
11516400	8.8
11520000	8.9
11523600	9.6
11527200	10.3
11530800	11.6
11534400	10.5
11538000	10.5
11541600	11.9
11545200	12.9
11548800	11.5
11552400	12.1
11556000	11
11559600	10.6
11563200	10
11566800	9.2
11570400	7.4
11574000	7.9
11577600	6.7
11581200	6.5
11584800	5.6
11588400	4.9
11592000	4.8
11595600	6.8
11599200	9.4
11602800	10.3
11606400	11.4
11610000	12.9
11613600	13.7
11617200	14
11620800	14.7
11624400	14.9
11628000	15.2
11631600	16.3
11635200	15.5
11638800	15.1
11642400	14.6
11646000	14
11649600	14.2
11653200	12.3
11656800	11.6
11660400	10.7
11664000	9.5
11667600	9
11671200	8.3
11674800	8.2
11678400	9.3
11682000	9.5
11685600	10.6
11689200	11.7
11692800	11.5
11696400	10.5
11700000	11
11703600	9
11707200	8.6
11710800	8.5
11714400	10.6
11718000	11.5
11721600	11.6
11725200	11
11728800	10.5
11732400	9
11736000	8.7
11739600	8.2
11743200	8
11746800	7.5
11750400	7.7
11754000	7.7
11757600	7.5
11761200	6.9
11764800	6.8
11768400	6.9
11772000	7
11775600	7.9
11779200	7.5
11782800	7.6
11786400	8.9
11790000	8.2
11793600	9
11797200	9.5
11800800	9.6
11804400	10.3
11808000	9.8
11811600	9.3
11815200	8.7
11818800	7.8
11822400	6.3
11826000	5.6
11829600	4.9
11833200	4.2
11836800	4.4
11840400	3.3
11844000	3.6
11847600	3.4
11851200	3.8
11854800	4.2
11858400	5.3
11862000	6.6
11865600	6.2
11869200	8.1
11872800	7.6
11876400	10.4
11880000	10.9
11883600	11.5
11887200	12
11890800	11.4
11894400	11.3
11898000	11.2
11901600	10.9
11905200	10.1
11908800	9.2
11912400	7.4
11916000	7
11919600	7.2
11923200	6.7
11926800	6.5
11930400	6.8
11934000	6.8
11937600	7.4
11941200	8.7
11944800	9.5
11948400	11.3
11952000	12.7
11955600	15
11959200	16.2
11962800	15.6
11966400	15.7
11970000	17.6
11973600	17.5
11977200	17.4
11980800	18
11984400	17.7
11988000	16.7
11991600	15.9
11995200	15.3
11998800	14.5
12002400	14.2
12006000	13.9
12009600	12.6
12013200	12.6
12016800	12.3
12020400	12.2
12024000	10.9
12027600	11.9
12031200	12.9
12034800	14
12038400	15.6
12042000	17.2
12045600	19
12049200	19.3
12052800	19.5
12056400	20.2
12060000	21.1
12063600	20.4
12067200	21.9
12070800	21.2
12074400	21.6
12078000	19.9
12081600	16
12085200	15.2
12088800	14.5
12092400	13.6
12096000	12.4
12099600	12
12103200	12
12106800	12.2
12110400	12
12114000	13.4
12117600	15.2
12121200	18
12124800	18.9
12128400	18.2
12132000	19.3
12135600	21.3
12139200	24.7
12142800	25.6
12146400	25.9
12150000	25.5
12153600	25.6
12157200	24
12160800	21.3
12164400	19.2
12168000	17.1
12171600	16.1
12175200	16.2
12178800	15.1
12182400	14.1
12186000	13.4
12189600	12.5
12193200	12
12196800	12.2
12200400	13.8
12204000	16.1
12207600	18.5
12211200	20.5
12214800	21.8
12218400	24
12222000	24.3
12225600	24.7
12229200	25.3
12232800	25
12236400	24.2
12240000	23.5
12243600	23.9
12247200	22.8
12250800	21.2
12254400	19.2
12258000	18.1
12261600	17.6
12265200	17.1
12268800	16.3
12272400	15.5
12276000	14.8
12279600	14.2
12283200	14.2
12286800	15.1
12290400	16.2
12294000	19.5
12297600	21.2
12301200	23.7
12304800	24.5
12308400	25.9
12312000	26.8
12315600	28
12319200	27.5
12322800	26.9
12326400	24.9
12330000	23.4
12333600	21.9
12337200	20.4
12340800	18.3
12344400	17.2
12348000	15.9
12351600	14.8
12355200	14.2
12358800	13.6
12362400	13.2
12366000	12.9
12369600	13
12373200	13.3
12376800	13.4
12380400	15.6
12384000	17.6
12387600	19.2
12391200	20.8
12394800	21.1
12398400	22.5
12402000	23.9
12405600	24.8
12409200	23.6
12412800	23
12416400	22.1
12420000	20.7
12423600	18.8
12427200	16.6
12430800	15.3
12434400	14.4
12438000	13.8
12441600	13.1
12445200	12.1
12448800	11.6
12452400	11
12456000	10.6
12459600	12.5
12463200	15
12466800	16.6
12470400	18.2
12474000	20.1
12477600	21.5
12481200	21.9
12484800	22.1
12488400	22.8
12492000	23
12495600	22.1
12499200	22.4
12502800	21.1
12506400	19.7
12510000	17.9
12513600	15.9
12517200	13.8
12520800	13.1
12524400	12
12528000	10.8
12531600	9.8
12535200	9.5
12538800	8.9
12542400	9.3
12546000	12
12549600	15.2
12553200	17.3
12556800	19.1
12560400	20
12564000	21.1
