#1
# Test reference year Source: DWD								
double	tab1(8761,9)	
						
# Latitude 50.94  Longitude 6.96
# I_BN is not part of the TRY weather file and was calculated based on angular relationships
								
#Time	T	phi	I_GH	I_BN	I_DH	C_B	T_Tau	v_Win
6364800	10.5	0.69	186	243.05693	103	5	1768	1.1
6368400	10.1	0.69	98	261.65134	46	7	1769	0.7
6372000	9.5	0.71	11	20	9	7	1770	1.2
6375600	9.5	0.73	0	0	0	7	1771	1.1
6379200	9.5	0.74	0	0	0	8	1772	1.3
6382800	9.2	0.77	0	0	0	7	1773	1.4
6386400	9.1	0.8	0	0	0	7	1774	1.2
6390000	9.1	0.83	0	0	0	8	1775	1.6
6393600	8.9	0.86	0	0	0	8	1776	0.8
6397200	9.2	0.86	0	0	0	7	1777	0.7
6400800	9.1	0.86	0	0	0	7	1778	0.8
6404400	9.3	0.87	0	0	0	7	1779	0.6
6408000	9.6	0.87	0	0	0	7	1780	0.9
6411600	9.7	0.87	0	0	0	7	1781	1.2
6415200	9.9	0.88	0	0	0	8	1782	1.5
6418800	9.5	0.89	7	0	7	8	1783	0.3
6422400	9.9	0.9	72	0	72	7	1784	0.7
6426000	10.4	0.89	180	42.24725	165	5	1785	0.9
6429600	11.3	0.84	257	74.4532	222	5	1786	0.7
6433200	11.7	0.78	271	54.411785	241	6	1787	0.6
6436800	12.7	0.7	179	1.6888679	178	8	1788	0.7
6440400	12.9	0.67	279	57.547203	245	7	1789	1.5
6444000	12.8	0.66	272	82.27856	227	7	1790	1.4
6447600	13.9	0.62	223	90.62504	181	6	1791	1.9
6451200	12.9	0.61	156	98.11166	122	6	1792	2.9
6454800	12.3	0.64	87	132.77422	60	7	1793	3
6458400	11.4	0.68	12	20	10	7	1794	2.8
6462000	11.3	0.71	0	0	0	7	1795	2.4
6465600	11.1	0.73	0	0	0	7	1796	3.6
6469200	10.5	0.74	0	0	0	7	1797	3.7
6472800	9.9	0.75	0	0	0	7	1798	2.8
6476400	10	0.76	0	0	0	7	1799	3
6480000	10.1	0.75	0	0	0	7	1800	2.7
6483600	9.9	0.74	0	0	0	7	1801	2.6
6487200	8.6	0.77	0	0	0	7	1802	2.1
6490800	8.3	0.81	0	0	0	7	1803	1.7
6494400	7.9	0.82	0	0	0	7	1804	2
6498000	8.1	0.83	0	0	0	8	1805	2.1
6501600	8.2	0.84	0	0	0	7	1806	2.6
6505200	8.6	0.83	14	0	14	8	1807	2.5
6508800	9.8	0.81	56	0	56	8	1808	2.6
6512400	10.1	0.8	155	11.076071	151	6	1809	2.7
6516000	11.7	0.78	272	65.10218	241	6	1810	2.5
6519600	11.9	0.74	157	0	157	8	1811	2.5
6523200	12	0.74	114	0	114	8	1812	1.5
6526800	11.9	0.74	79	0	79	8	1813	2
6530400	11.4	0.75	97	0	97	8	1814	3.6
6534000	10.6	0.76	105	0	105	7	1815	3.9
6537600	10.3	0.76	57	0	57	8	1816	3.6
6541200	9.7	0.76	53	14.412182	50	7	1817	3.2
6544800	9.4	0.77	9	0	9	7	1818	2
6548400	9.3	0.77	0	0	0	7	1819	1.5
6552000	8.8	0.79	0	0	0	6	1820	1.7
6555600	8.4	0.8	0	0	0	6	1821	0
6559200	7.6	0.82	0	0	0	6	1822	0.3
6562800	7.4	0.83	0	0	0	5	1823	0.4
6566400	6.8	0.84	0	0	0	5	1824	1.4
6570000	7.1	0.86	0	0	0	6	1825	1.6
6573600	7.8	0.87	0	0	0	8	1826	1.3
6577200	8.2	0.88	0	0	0	8	1827	1.4
6580800	8.6	0.86	0	0	0	8	1828	2.3
6584400	9	0.81	0	0	0	8	1829	3.2
6588000	8.8	0.78	0	0	0	7	1830	2.7
6591600	8.8	0.78	17	0	17	8	1831	3.5
6595200	8.5	0.79	110	17.704597	106	7	1832	3.3
6598800	9.8	0.74	255	98.05314	219	5	1833	3.9
6602400	9.9	0.7	268	47.705254	245	6	1834	4
6606000	10.3	0.69	272	30.21153	255	6	1835	2.2
6609600	11.3	0.66	143	0	143	7	1836	3.7
6613200	10.6	0.67	86	0	86	7	1837	3.6
6616800	10.6	0.7	73	0	73	7	1838	3.3
6620400	10.7	0.71	59	0	59	7	1839	3.9
6624000	9.9	0.75	46	0	46	8	1840	3.1
6627600	9.4	0.81	14	0	14	8	1841	2.7
6631200	10.3	0.79	2	0	2	7	1842	4.2
6634800	10.4	0.75	0	0	0	7	1843	3.6
6638400	10.9	0.73	0	0	0	7	1844	3.9
6642000	10.9	0.7	0	0	0	7	1845	4.7
6645600	10.4	0.7	0	0	0	7	1846	4.4
6649200	8.5	0.76	0	0	0	7	1847	4.3
6652800	6.4	0.84	0	0	0	8	1848	6.7
6656400	4.8	0.88	0	0	0	8	1849	5.3
6660000	4	0.87	0	0	0	8	1850	7.6
6663600	4.1	0.84	0	0	0	8	1851	7.3
6667200	4.4	0.8	0	0	0	8	1852	7.9
6670800	4.1	0.8	0	0	0	8	1853	8.1
6674400	3.2	0.82	0	0	0	8	1854	7.4
6678000	3	0.83	31	0	31	8	1855	8.6
6681600	2.8	0.81	101	30.180618	94	7	1856	6.3
6685200	3	0.8	121	0	121	8	1857	7.5
6688800	3.4	0.77	177	10.246628	172	6	1858	6.4
6692400	3.3	0.76	187	7.0365453	183	5	1859	5.9
6696000	4.1	0.77	327	147.7826	237	5	1860	4.8
6699600	5.2	0.7	366	240.60777	220	4	1861	4.8
6703200	3.4	0.69	111	0	111	7	1862	4.9
6706800	4.1	0.71	172	41.815434	152	7	1863	5.4
6710400	5	0.66	158	146.93478	105	7	1864	4.1
6714000	4.1	0.65	80	147.25653	48	7	1865	4
6717600	3.6	0.63	18	80	10	6	1866	3.6
6721200	2.9	0.63	0	0	0	5	1867	2.9
6724800	2	0.66	0	0	0	4	1868	3.1
6728400	0.6	0.7	0	0	0	3	1869	1.4
6732000	-0.2	0.74	0	0	0	3	1870	1.4
6735600	-0.6	0.77	0	0	0	1	1871	1.2
6739200	-0.6	0.79	0	0	0	0	1872	1.5
6742800	-1.1	0.79	0	0	0	0	1873	1.7
6746400	-1.5	0.8	0	0	0	0	1874	1
6750000	-2	0.81	0	0	0	0	1875	1
6753600	-2.4	0.82	0	0	0	0	1876	0.9
6757200	-2.5	0.83	0	0	0	0	1877	1.3
6760800	-2	0.83	0	0	0	1	1878	0.6
6764400	-1.4	0.84	69	140	55	3	1879	1.3
6768000	1.4	0.8	172	184.75131	128	5	1880	1.5
6771600	2.6	0.69	345	464.02457	169	6	1881	3.1
6775200	3.4	0.59	517	758.7901	142	5	1882	3.4
6778800	4.2	0.53	540	592.2525	200	6	1883	3.8
6782400	4.9	0.51	462	323.82306	263	6	1884	3.3
6786000	5.4	0.49	362	153.53503	268	7	1885	3.4
6789600	5.8	0.44	254	59.927464	220	6	1886	3.6
6793200	6	0.41	156	12.409513	150	6	1887	4.5
6796800	6.3	0.42	109	16.42286	103	7	1888	3.8
6800400	6.3	0.42	50	9.012486	48	8	1889	3.7
6804000	6	0.44	6	0	6	7	1890	3.6
6807600	5.8	0.45	0	0	0	8	1891	3.2
6811200	5.6	0.45	0	0	0	8	1892	3.1
6814800	5.5	0.46	0	0	0	7	1893	3.2
6818400	5.6	0.48	0	0	0	7	1894	3.2
6822000	5.2	0.49	0	0	0	8	1895	2.3
6825600	4.8	0.5	0	0	0	7	1896	2.2
6829200	4.2	0.52	0	0	0	8	1897	2.5
6832800	4.2	0.54	0	0	0	8	1898	2.3
6836400	3.4	0.57	0	0	0	8	1899	2.4
6840000	2.3	0.64	0	0	0	8	1900	3.2
6843600	1.8	0.75	0	0	0	8	1901	3.3
6847200	1.3	0.83	0	0	0	7	1902	3.2
6850800	1.2	0.86	11	0	11	8	1903	3.4
6854400	1.8	0.87	32	0	32	7	1904	3.2
6858000	1.7	0.88	57	0	57	7	1905	3.3
6861600	2.1	0.89	69	0	69	8	1906	3.6
6865200	2.3	0.9	165	0	165	7	1907	3.7
6868800	3.2	0.9	77	0	77	8	1908	3.2
6872400	3.6	0.9	66	0	66	8	1909	2.9
6876000	4.7	0.89	77	0	77	8	1910	3.4
6879600	5.9	0.86	76	0	76	8	1911	2.1
6883200	6	0.86	55	0	55	8	1912	2.1
6886800	6.1	0.88	65	17.664715	61	7	1913	2.8
6890400	6.1	0.91	13	0	13	7	1914	2.9
6894000	7.2	0.91	0	0	0	8	1915	2.2
6897600	8.2	0.88	0	0	0	7	1916	1.6
6901200	8.7	0.88	0	0	0	7	1917	1.5
6904800	8.5	0.87	0	0	0	7	1918	2
6908400	8.2	0.86	0	0	0	6	1919	2.2
6912000	8.2	0.87	0	0	0	7	1920	2
6915600	7.7	0.87	0	0	0	7	1921	2.2
6919200	7.9	0.87	0	0	0	7	1922	1.8
6922800	7.7	0.88	0	0	0	7	1923	2.3
6926400	7.8	0.89	0	0	0	7	1924	2.3
6930000	8.1	0.89	0	0	0	8	1925	1.9
6933600	8.1	0.88	0	0	0	8	1926	2
6937200	8	0.89	19	0	19	8	1927	1.9
6940800	8.8	0.92	94	0	94	7	1928	1.8
6944400	9.6	0.89	200	22.990694	191	6	1929	2.1
6948000	9.8	0.85	222	11.862905	216	7	1930	1.8
6951600	10.3	0.82	180	0	180	8	1931	1.4
6955200	10	0.82	137	0	137	8	1932	2.8
6958800	9.7	0.84	94	0	94	7	1933	3.9
6962400	8.5	0.86	68	0	68	8	1934	4.4
6966000	7.8	0.87	63	0	63	8	1935	4.5
6969600	6.8	0.87	47	0	47	8	1936	5
6973200	5.7	0.87	45	0	45	8	1937	5.6
6976800	5.5	0.84	12	0	12	8	1938	5.4
6980400	5.7	0.82	0	0	0	8	1939	3.7
6984000	5.8	0.81	0	0	0	8	1940	2.7
6987600	6	0.81	0	0	0	8	1941	1.8
6991200	6.2	0.77	0	0	0	8	1942	1.5
6994800	6.3	0.7	0	0	0	7	1943	1.7
6998400	6.4	0.62	0	0	0	6	1944	2.1
7002000	6.5	0.56	0	0	0	6	1945	2.5
7005600	6.6	0.51	0	0	0	6	1946	2.8
7009200	6.6	0.51	0	0	0	7	1947	3
7012800	6.5	0.51	0	0	0	7	1948	3
7016400	6.7	0.51	0	0	0	8	1949	3.6
7020000	6	0.51	1	0	1	8	1950	2.9
7023600	5.5	0.53	29	0	29	7	1951	2.4
7027200	6	0.54	73	0	73	7	1952	3.8
7030800	6.2	0.53	123	0	123	7	1953	4.4
7034400	6.6	0.52	135	0	135	7	1954	2.6
7038000	7.3	0.51	166	0	166	7	1955	3.1
7041600	7.3	0.51	180	0	180	7	1956	3.8
7045200	8	0.53	126	0	126	8	1957	3.4
7048800	6.8	0.62	75	0	75	8	1958	2.8
7052400	6.2	0.74	99	0	99	8	1959	3.3
7056000	6.1	0.78	58	0	58	8	1960	2.6
7059600	5.5	0.8	44	0	44	7	1961	3
7063200	5.4	0.82	8	0	8	8	1962	1.8
7066800	5.6	0.81	0	0	0	8	1963	1.4
7070400	5.9	0.81	0	0	0	8	1964	0.5
7074000	5.9	0.82	0	0	0	8	1965	1.2
7077600	6.1	0.83	0	0	0	8	1966	1
7081200	6.1	0.85	0	0	0	8	1967	0.7
7084800	6.2	0.85	0	0	0	8	1968	0.9
7088400	6.2	0.85	0	0	0	8	1969	0.6
7092000	6.3	0.85	0	0	0	8	1970	0.3
7095600	6.5	0.84	0	0	0	8	1971	0.4
7099200	6	0.85	0	0	0	8	1972	0.5
7102800	6.1	0.85	0	0	0	8	1973	0
7106400	6.3	0.84	1	0	1	7	1974	0.6
7110000	6.4	0.84	21	0	21	8	1975	1
7113600	6.7	0.83	87	0	87	8	1976	1.4
7117200	6.5	0.84	130	0	130	7	1977	1.4
7120800	7.2	0.82	115	0	115	8	1978	1.4
7124400	7.5	0.79	122	0	122	7	1979	1.6
7128000	8.2	0.79	143	0	143	7	1980	1.7
7131600	8.6	0.76	110	0	110	7	1981	1.4
7135200	9.7	0.71	110	0	110	8	1982	1.4
7138800	9.8	0.68	170	17.912136	161	6	1983	0.8
7142400	9.8	0.65	119	13.01848	114	6	1984	1
7146000	9.9	0.64	40	0	40	8	1985	1.1
7149600	9.6	0.66	12	0	12	8	1986	0.7
7153200	9	0.68	0	0	0	8	1987	1
7156800	8.5	0.71	0	0	0	8	1988	0.4
7160400	7.9	0.74	0	0	0	7	1989	0.6
7164000	7.5	0.76	0	0	0	7	1990	0.9
7167600	7.1	0.78	0	0	0	7	1991	0.9
7171200	6.7	0.8	0	0	0	8	1992	0.9
7174800	6.6	0.82	0	0	0	8	1993	1.1
7178400	7.2	0.82	0	0	0	8	1994	1
7182000	6.3	0.82	0	0	0	8	1995	0.9
7185600	6.8	0.83	0	0	0	8	1996	1.3
7189200	6.7	0.82	0	0	0	8	1997	1.2
7192800	6.6	0.84	1	0	1	8	1998	0.8
7196400	7	0.84	33	0	33	8	1999	0.9
7200000	7.7	0.84	79	0	79	8	2000	0.8
7203600	7.3	0.85	101	0	101	8	2001	0.9
7207200	7.8	0.85	100	0	100	8	2002	0.7
7210800	7.9	0.83	85	0	85	8	2003	1
7214400	8.2	0.81	74	0	74	8	2004	1.2
7218000	8.7	0.78	69	0	69	8	2005	1
7221600	9	0.76	87	0	87	7	2006	0.9
7225200	9.1	0.76	85	0	85	7	2007	0.9
7228800	9.2	0.75	61	0	61	7	2008	0.7
7232400	8.5	0.77	48	0	48	8	2009	1.1
7236000	8.8	0.79	11	0	11	8	2010	0.6
7239600	8.3	0.79	0	0	0	7	2011	0.7
7243200	8	0.8	0	0	0	7	2012	1.2
7246800	8	0.79	0	0	0	7	2013	1.5
7250400	6.6	0.81	0	0	0	6	2014	0.9
7254000	6.5	0.84	0	0	0	6	2015	1.3
7257600	6.1	0.85	0	0	0	6	2016	1.3
7261200	5.8	0.85	0	0	0	7	2017	0.8
7264800	5.5	0.86	0	0	0	5	2018	0.8
7268400	5.1	0.86	0	0	0	3	2019	1.4
7272000	4.9	0.86	0	0	0	4	2020	1
7275600	4.2	0.86	0	0	0	5	2021	0.7
7279200	4.6	0.86	0	0	0	3	2022	1.7
7282800	4.9	0.86	111	281.75665	78	4	2023	1.4
7286400	6.7	0.87	268	411.034	155	3	2024	1.9
7290000	8.4	0.82	395	402.01614	228	3	2025	2
7293600	11.1	0.72	531	504.8136	264	4	2026	2.8
7297200	13.1	0.61	594	476.76483	304	4	2027	2.6
7300800	14.2	0.53	521	281.3457	339	6	2028	4.1
7304400	14.2	0.49	398	152.32176	300	7	2029	4.1
7308000	14.6	0.48	236	31.808842	217	7	2030	3.4
7311600	14.3	0.49	123	0	123	7	2031	3
7315200	14.4	0.52	97	0	97	7	2032	4.1
7318800	14.4	0.53	57	4.015385	56	7	2033	4.2
7322400	14.1	0.54	10	0	10	8	2034	3.2
7326000	14.1	0.54	0	0	0	8	2035	3.4
7329600	14.2	0.55	0	0	0	8	2036	3.4
7333200	14.3	0.55	0	0	0	8	2037	3.2
7336800	14.3	0.57	0	0	0	8	2038	4.5
7340400	13.4	0.64	0	0	0	8	2039	4.9
7344000	13	0.7	0	0	0	7	2040	4.3
7347600	12.9	0.72	0	0	0	7	2041	4.4
7351200	12.7	0.75	0	0	0	7	2042	4.1
7354800	12.5	0.78	0	0	0	7	2043	3.3
7358400	12.3	0.8	0	0	0	6	2044	2.5
7362000	12	0.79	0	0	0	7	2045	2.9
7365600	11.9	0.78	1	0	1	6	2046	2.8
7369200	11.9	0.77	75	64.8583	67	6	2047	2.5
7372800	12.2	0.76	190	149.50095	148	6	2048	3.3
7376400	12.6	0.71	263	130.54245	208	6	2049	3.8
7380000	13.6	0.64	407	274.8954	260	4	2050	4.8
7383600	14.3	0.57	595	604.8195	224	3	2051	5.2
7387200	14.4	0.49	614	579.2471	236	4	2052	5.1
7390800	16.1	0.44	664	803.64264	143	3	2053	5.9
7394400	16.2	0.42	596	773.87067	130	3	2054	4.7
7398000	16.9	0.41	483	718.0665	112	2	2055	5.5
7401600	17	0.41	305	485.30994	112	4	2056	7
7405200	16.8	0.42	163	386.3657	65	4	2057	3.7
7408800	15.7	0.45	38	190	19	5	2058	3.7
7412400	14.5	0.49	0	0	0	5	2059	3.3
7416000	14.4	0.52	0	0	0	4	2060	2.4
7419600	14	0.55	0	0	0	6	2061	3.8
7423200	14.1	0.57	0	0	0	6	2062	6.3
7426800	14.1	0.59	0	0	0	7	2063	5.8
7430400	14.4	0.61	0	0	0	8	2064	5.9
7434000	14.4	0.62	0	0	0	8	2065	7.1
7437600	12.9	0.68	0	0	0	8	2066	7.7
7441200	12.7	0.69	0	0	0	8	2067	7.7
7444800	8.3	0.72	0	0	0	8	2068	7.4
7448400	7.8	0.77	0	0	0	7	2069	7.2
7452000	7.1	0.75	2	0	2	7	2070	5.8
7455600	6.4	0.78	52	7.7262144	51	8	2071	4.6
7459200	6.7	0.79	116	20.89593	110	7	2072	4.5
7462800	7.3	0.75	150	7.0236664	147	7	2073	5.3
7466400	7	0.75	123	0	123	7	2074	4.7
7470000	7.7	0.78	460	441.03	187	5	2075	4.9
7473600	8.6	0.74	487	465.45935	181	4	2076	6.6
7477200	10.3	0.63	334	174.38992	220	5	2077	7.6
7480800	9.2	0.59	274	123.58879	199	6	2078	7.5
7484400	9.7	0.59	291	291.57608	139	6	2079	8.5
7488000	7.9	0.61	221	340.57086	84	4	2080	5.7
7491600	9	0.59	153	480.73352	29	3	2081	6.9
7495200	7.7	0.55	22	120	10	4	2082	6.5
7498800	7.2	0.57	0	0	0	4	2083	5.6
7502400	6.6	0.59	0	0	0	4	2084	5.2
7506000	6.2	0.64	0	0	0	5	2085	5
7509600	6.2	0.66	0	0	0	5	2086	4.7
7513200	5.6	0.67	0	0	0	4	2087	4.6
7516800	5.3	0.69	0	0	0	3	2088	4.1
7520400	5.5	0.69	0	0	0	5	2089	4
7524000	5.5	0.69	0	0	0	5	2090	4.1
7527600	4.8	0.72	0	0	0	3	2091	3.8
7531200	4.8	0.75	0	0	0	3	2092	4.3
7534800	4.9	0.77	0	0	0	4	2093	4.6
7538400	5.2	0.78	2	0	2	5	2094	5.4
7542000	5.4	0.78	119	494.15985	52	4	2095	5
7545600	6.6	0.76	219	320.8314	125	4	2096	5.8
7549200	7.1	0.72	384	583.9836	131	4	2097	6.1
7552800	8.2	0.66	472	556.78845	168	2	2098	5.7
7556400	9.1	0.61	422	280.25388	247	4	2099	5.1
7560000	7.6	0.62	269	46.775063	238	5	2100	4.5
7563600	8.3	0.65	251	41.015667	224	6	2101	3.3
7567200	10.1	0.61	283	112.74796	214	6	2102	5.2
7570800	7	0.64	57	0	57	8	2103	5.1
7574400	7.7	0.7	104	7.375526	101	7	2104	4.7
7578000	8.1	0.65	42	0	42	8	2105	4.4
7581600	7.8	0.65	12	0	12	8	2106	4.1
7585200	7.9	0.67	0	0	0	7	2107	4.2
7588800	7.8	0.68	0	0	0	6	2108	3.6
7592400	6.8	0.71	0	0	0	6	2109	2.7
7596000	7.1	0.74	0	0	0	6	2110	2.7
7599600	7.3	0.74	0	0	0	7	2111	2.5
7603200	7.3	0.76	0	0	0	5	2112	2.8
7606800	7.3	0.77	0	0	0	6	2113	2.6
7610400	7.4	0.76	0	0	0	6	2114	2.7
7614000	7.4	0.76	0	0	0	6	2115	2.8
7617600	7.2	0.8	0	0	0	7	2116	3.1
7621200	7.1	0.82	0	0	0	7	2117	3.5
7624800	7	0.83	1	0	1	8	2118	2.9
7628400	7.4	0.82	71	21.17424	68	7	2119	2.5
7632000	7.7	0.81	157	33.440975	147	6	2120	2.7
7635600	8.5	0.78	197	15.952711	190	6	2121	2.5
7639200	9.4	0.72	245	19.930248	234	7	2122	3
7642800	10.4	0.68	381	79.403	331	5	2123	2.9
7646400	11.3	0.61	254	11.977858	246	6	2124	2.6
7650000	11.5	0.56	83	0	83	8	2125	2.9
7653600	12.2	0.54	119	0	119	8	2126	3.4
7657200	11.9	0.55	160	5.6532116	157	6	2127	3.1
7660800	12.6	0.55	237	126.48472	185	4	2128	2.8
7664400	12.9	0.52	159	176.16615	112	3	2129	3.1
7668000	11.9	0.52	41	93.38563	31	7	2130	1.7
7671600	11.1	0.56	0	0	0	7	2131	1.4
7675200	10.3	0.6	0	0	0	6	2132	0.6
7678800	9.1	0.64	0	0	0	5	2133	0.8
7682400	8.3	0.68	0	0	0	4	2134	1.2
7686000	6.9	0.72	0	0	0	1	2135	0.3
7689600	6.6	0.75	0	0	0	0	2136	0.6
7693200	6.3	0.75	0	0	0	0	2137	1.3
7696800	5.2	0.77	0	0	0	1	2138	1
7700400	4.7	0.79	0	0	0	1	2139	0.7
7704000	4.1	0.78	0	0	0	0	2140	0.6
7707600	3.5	0.78	0	0	0	0	2141	0.7
7711200	3.4	0.79	3	0	3	0	2142	0.6
7714800	5.9	0.79	131	433.17328	67	0	2143	0.9
7718400	9.8	0.77	323	724.63434	102	0	2144	0.9
7722000	10.5	0.7	488	843.32983	113	0	2145	1.2
7725600	12.2	0.63	621	908.1572	115	0	2146	1.1
7729200	13.3	0.56	700	915.9386	118	0	2147	1.3
7732800	14	0.51	734	931.8226	107	0	2148	2.3
7736400	15	0.48	716	926.32965	97	0	2149	2.2
7740000	16.1	0.44	638	869.35223	98	1	2150	2.4
7743600	16.2	0.41	522	800.164	94	1	2151	2.4
7747200	17.2	0.4	370	692.6888	82	0	2152	2.4
7750800	16.8	0.39	204	520.0855	63	0	2153	2.3
7754400	15.8	0.42	48	242.21835	21	0	2154	1
7758000	13.7	0.46	0	0	0	0	2155	0.3
7761600	12.1	0.52	0	0	0	0	2156	0.3
7765200	11.2	0.55	0	0	0	0	2157	0.2
7768800	10.2	0.58	0	0	0	0	2158	0.4
7772400	9.9	0.6	0	0	0	0	2159	0.2
7776000	9.2	0.62	0	0	0	1	2160	0.3
7779600	7.9	0.64	0	0	0	1	2161	0.8
7783200	8	0.66	0	0	0	0	2162	1.2
7786800	7.8	0.66	0	0	0	0	2163	0.5
7790400	7.2	0.7	0	0	0	0	2164	0.4
7794000	7	0.72	0	0	0	0	2165	1
7797600	5.2	0.76	17	0	17	0	2166	0.6
7801200	8.4	0.76	137	227.47624	102	0	2167	0.5
7804800	10.9	0.71	297	408.55478	170	0	2168	0.9
7808400	13.3	0.66	457	579.4845	196	0	2169	0.9
7812000	15.2	0.58	590	700.05743	196	0	2170	0.8
7815600	15.7	0.52	676	757.4153	191	0	2171	1.3
7819200	16.9	0.47	707	773.9574	182	0	2172	2
7822800	17.9	0.43	691	775.70715	169	0	2173	1.3
7826400	18.8	0.4	616	728.6687	160	1	2174	1.8
7830000	19.1	0.37	503	667.30927	143	1	2175	2.9
7833600	18.8	0.35	357	566.76416	119	0	2176	2.1
7837200	18.8	0.36	191	380.9896	86	0	2177	1.8
7840800	17.4	0.38	45	138.15204	29	0	2178	1.5
7844400	15.5	0.41	0	0	0	0	2179	0.7
7848000	14	0.45	0	0	0	0	2180	0.5
7851600	12.8	0.48	0	0	0	0	2181	0.5
7855200	11.5	0.53	0	0	0	0	2182	0.6
7858800	9.8	0.58	0	0	0	0	2183	0.6
7862400	10	0.59	0	0	0	1	2184	0.6
7866000	8.8	0.6	0	0	0	1	2185	1.1
7869600	8.5	0.64	0	0	0	1	2186	1.2
7873200	8.2	0.65	0	0	0	0	2187	1.5
7876800	7.1	0.67	0	0	0	1	2188	1.1
7880400	6.7	0.69	0	0	0	1	2189	0.9
7884000	6.7	0.68	19	0	19	1	2190	0.9
7887600	7.5	0.69	136	206.48312	103	0	2191	0.8
7891200	10.1	0.69	294	384.98294	172	0	2192	1.1
7894800	11.4	0.64	461	598.6597	188	0	2193	0.9
7898400	12.6	0.59	597	723.2253	186	0	2194	0.9
7902000	14.9	0.55	692	813.0595	167	0	2195	1.1
7905600	15.4	0.48	726	827.29736	161	0	2196	1.7
7909200	16.4	0.42	706	818.4398	151	0	2197	1.6
7912800	17.2	0.37	628	759.9847	149	0	2198	1.6
7916400	17.7	0.36	510	687.57886	136	1	2199	1
7920000	18.1	0.34	366	598.5505	112	1	2200	1.9
7923600	17.9	0.33	192	382.4422	85	1	2201	2.2
7927200	16.6	0.33	45	133.10674	29	1	2202	1.5
7930800	14.7	0.38	0	0	0	1	2203	1.3
7934400	13.3	0.42	0	0	0	0	2204	1.1
7938000	12	0.47	0	0	0	0	2205	0.9
7941600	11.6	0.5	0	0	0	0	2206	1
7945200	11.6	0.51	0	0	0	0	2207	1.3
7948800	12	0.51	0	0	0	1	2208	1.6
7952400	12.1	0.51	0	0	0	2	2209	1.9
7956000	12.1	0.52	0	0	0	2	2210	2
7959600	11.5	0.54	0	0	0	3	2211	2
7963200	11.5	0.55	0	0	0	3	2212	1.6
7966800	10.8	0.59	0	0	0	4	2213	1.6
7970400	10.6	0.6	22	0	22	5	2214	1.2
7974000	14	0.56	116	120.600044	96	3	2215	2.5
7977600	14.6	0.52	277	384.40683	153	3	2216	3.3
7981200	15.8	0.49	409	469.77457	192	5	2217	4.2
7984800	17.1	0.46	474	404.45166	242	5	2218	3.5
7988400	18	0.44	501	359.50018	267	6	2219	3.7
7992000	19.3	0.41	445	239.81105	280	7	2220	3.3
7995600	19.6	0.38	325	89.38119	264	7	2221	3.8
7999200	19.7	0.36	295	89.73597	238	7	2222	3.2
8002800	20.1	0.34	196	32.83197	178	7	2223	3
8006400	19.9	0.33	150	34.9902	135	7	2224	2.4
8010000	19	0.34	80	14.078514	76	7	2225	3.9
8013600	18	0.36	19	0	19	7	2226	3.2
8017200	17.1	0.38	0	0	0	7	2227	2.2
8020800	16.1	0.42	0	0	0	7	2228	2
8024400	15.5	0.45	0	0	0	7	2229	2.4
8028000	15.2	0.48	0	0	0	7	2230	1.6
8031600	14.4	0.52	0	0	0	8	2231	2.9
8035200	14.1	0.57	0	0	0	8	2232	1.2
8038800	12.8	0.64	0	0	0	8	2233	1.8
8042400	11.8	0.73	0	0	0	8	2234	1.9
8046000	12.1	0.77	0	0	0	8	2235	2.9
8049600	11.8	0.77	0	0	0	8	2236	2.4
8053200	11.4	0.78	0	0	0	7	2237	3.1
8056800	11.5	0.78	8	0	8	7	2238	2.8
8060400	12.1	0.76	85	17.463634	82	6	2239	3.5
8064000	12.4	0.7	154	18.268312	148	7	2240	4.7
8067600	13.2	0.64	325	147.66423	256	6	2241	3.9
8071200	13.7	0.57	544	428.08636	296	3	2242	5
8074800	15.1	0.51	615	451.2696	319	3	2243	6.5
8078400	14.3	0.48	274	20.203413	260	6	2244	5.9
8082000	14.3	0.51	238	10.184843	231	5	2245	6.6
8085600	14.3	0.53	225	14.076842	216	6	2246	6.9
8089200	13.8	0.55	148	1.8085423	147	7	2247	6.8
8092800	14	0.58	227	124.73874	173	5	2248	5
8096400	14.4	0.56	133	107.488556	102	7	2249	4.5
8100000	13.7	0.57	33	31.050394	29	7	2250	3.7
8103600	13	0.61	0	0	0	7	2251	3.4
8107200	13	0.64	0	0	0	7	2252	2.8
8110800	12.9	0.66	0	0	0	7	2253	2.7
8114400	12.4	0.68	0	0	0	6	2254	3.1
8118000	12.5	0.68	0	0	0	6	2255	3.3
8121600	12.7	0.67	0	0	0	6	2256	3.1
8125200	12.6	0.65	0	0	0	6	2257	2.9
8128800	12.7	0.65	0	0	0	7	2258	2.8
8132400	12.6	0.66	0	0	0	8	2259	2.8
8136000	12.4	0.67	0	0	0	7	2260	3.5
8139600	12.6	0.66	0	0	0	7	2261	4.3
8143200	12.8	0.64	20	0	20	8	2262	3.8
8146800	12.2	0.67	101	61.906433	90	6	2263	4
8150400	11.5	0.74	144	17.953896	138	7	2264	4.4
8154000	11.7	0.76	193	14.801536	186	7	2265	3.7
8157600	12.7	0.72	300	82.14555	252	5	2266	6
8161200	13.8	0.61	469	309.95206	264	3	2267	5.6
8164800	14	0.51	562	467.26297	236	3	2268	6
8168400	13.9	0.48	358	134.40408	265	6	2269	6.4
8172000	13.7	0.46	460	389.7911	209	5	2270	6.5
