#1
# Test reference year Source: DWD								
double	tab1(8761,9)	
						
# Latitude 50.94  Longitude 6.96
# I_BN is not part of the TRY weather file and was calculated based on angular relationships
								
#Time	T	phi	I_GH	I_BN	I_DH	C_B	T_Tau	v_Win
0	7.1	0.8	0	0	0	8	0	2.9
3600	5.3	0.82	0	0	0	7	1	2.5
7200	4	0.83	0	0	0	6	2	2.2
10800	3.8	0.83	0	0	0	5	3	2.2
14400	3.5	0.83	0	0	0	5	4	2.1
18000	3.3	0.84	0	0	0	4	5	2.5
21600	2.8	0.84	0	0	0	5	6	2
25200	3.4	0.82	0	0	0	6	7	1.9
28800	3.3	0.81	0	0	0	6	8	1.9
32400	3.3	0.81	40	20	38	7	9	2.9
36000	3.2	0.81	80	23.908016	76	5	10	3.5
39600	3.4	0.79	104	21.011894	99	5	11	4.4
43200	3.3	0.77	108	14.701011	104	4	12	4.3
46800	2.4	0.79	59	0	59	6	13	5
50400	1.5	0.84	38	0	38	6	14	5.2
54000	2.3	0.81	27	0	27	6	15	5.4
57600	2.4	0.72	11	10	10	6	16	4.9
61200	1	0.74	0	0	0	6	17	5.9
64800	0.7	0.83	0	0	0	8	18	4.1
68400	0.8	0.86	0	0	0	6	19	4.4
72000	0.9	0.84	0	0	0	5	20	4.9
75600	1	0.82	0	0	0	7	21	4.8
79200	1.2	0.82	0	0	0	7	22	5.3
82800	0.5	0.86	0	0	0	7	23	5.3
86400	0.9	0.89	0	0	0	8	24	5
90000	1.1	0.87	0	0	0	7	25	4
93600	1.3	0.86	0	0	0	6	26	4.6
97200	1.3	0.85	0	0	0	6	27	4.1
100800	1.1	0.85	0	0	0	4	28	6
104400	1.2	0.85	0	0	0	4	29	6.8
108000	1.2	0.86	0	0	0	6	30	6.4
111600	0.9	0.89	0	0	0	8	31	5.1
115200	1.1	0.9	0	0	0	8	32	5.9
118800	0.9	0.91	17	0	17	7	33	6.8
122400	1.4	0.92	46	0	46	6	34	6.1
126000	2	0.9	107	66.98435	91	5	35	5.9
129600	2.2	0.89	56	0	56	6	36	5.1
133200	1.5	0.9	31	0	31	7	37	2.6
136800	1.6	0.91	27	0	27	8	38	2.7
140400	1.6	0.91	15	0	15	8	39	3
144000	1.9	0.91	1	0	1	8	40	2.8
147600	2	0.89	0	0	0	8	41	3.1
151200	2.1	0.88	0	0	0	7	42	3.3
154800	2.1	0.87	0	0	0	6	43	3
158400	1.9	0.87	0	0	0	6	44	3
162000	2.2	0.86	0	0	0	7	45	3.2
165600	2.1	0.86	0	0	0	7	46	3.5
169200	2	0.85	0	0	0	6	47	2.6
172800	1.8	0.85	0	0	0	7	48	2.2
176400	1.7	0.86	0	0	0	7	49	2.2
180000	1.8	0.86	0	0	0	7	50	1.5
183600	1.4	0.86	0	0	0	7	51	1
187200	1.4	0.87	0	0	0	8	52	1.4
190800	1.4	0.88	0	0	0	8	53	0.8
194400	1.2	0.88	0	0	0	8	54	0.8
198000	0.9	0.88	0	0	0	8	55	2.1
201600	1.2	0.85	0	0	0	8	56	1.8
205200	0.9	0.82	30	0	30	8	57	1.8
208800	1	0.82	60	0	60	7	58	1.5
212400	1.4	0.82	54	0	54	7	59	1.2
216000	1.5	0.8	57	0	57	8	60	1.3
219600	1.3	0.79	50	0	50	8	61	1.8
223200	1.6	0.78	49	0	49	7	62	2.1
226800	1.3	0.79	39	13.763866	37	7	63	0.9
230400	1	0.8	7	0	7	5	64	1.4
234000	0	0.82	0	0	0	4	65	0.7
237600	-0.5	0.82	0	0	0	0	66	0.9
241200	-0.6	0.8	0	0	0	1	67	1.2
244800	-1.1	0.8	0	0	0	1	68	1.1
248400	-2.6	0.82	0	0	0	1	69	1
252000	-2	0.83	0	0	0	1	70	0.1
255600	-2.3	0.82	0	0	0	0	71	1.1
259200	-3.1	0.83	0	0	0	1	72	0.7
262800	-3.3	0.82	0	0	0	2	73	1.2
266400	-4.2	0.82	0	0	0	1	74	0.8
270000	-4	0.81	0	0	0	1	75	1.1
273600	-4.6	0.84	0	0	0	1	76	0.6
277200	-3.8	0.84	0	0	0	0	77	0.7
280800	-4.1	0.82	0	0	0	2	78	0.8
284400	-4.3	0.82	0	0	0	0	79	0.6
288000	-4.9	0.79	0	0	0	1	80	1
291600	-4.5	0.77	66	260	40	0	81	0.8
295200	-3.4	0.78	169	602.45087	67	0	82	1
298800	-2.1	0.77	250	751.985	69	0	83	1.1
302400	-1.2	0.72	285	805.7217	63	0	84	1.3
306000	-0.2	0.64	269	771.50214	60	0	85	0.5
309600	0	0.59	201	642.81055	55	0	86	1.1
313200	-0.2	0.56	103	426.51193	40	0	87	0.6
316800	-1.5	0.57	12	40	8	0	88	0.9
320400	-2	0.59	0	0	0	0	89	1.4
324000	-2.2	0.61	0	0	0	1	90	0.6
327600	-3.1	0.61	0	0	0	1	91	1
331200	-3	0.65	0	0	0	2	92	1.5
334800	-2.8	0.66	0	0	0	0	93	1.4
338400	-3.1	0.63	0	0	0	0	94	1.4
342000	-3.7	0.65	0	0	0	2	95	2
345600	-3.8	0.67	0	0	0	0	96	1.8
349200	-4.1	0.68	0	0	0	0	97	1.3
352800	-4.6	0.7	0	0	0	0	98	1
356400	-4.3	0.69	0	0	0	0	99	1.4
360000	-5.3	0.71	0	0	0	0	100	1.3
363600	-5.6	0.75	0	0	0	0	101	1.3
367200	-5.3	0.73	0	0	0	0	102	1
370800	-5.4	0.71	0	0	0	1	103	1.1
374400	-6.4	0.73	1	0	1	1	104	1
378000	-6	0.74	64	240	40	0	105	1.3
381600	-4.4	0.7	155	476.86105	74	0	106	1.9
385200	-3.5	0.66	231	611.0528	83	0	107	1.7
388800	-3.1	0.63	264	664.532	80	0	108	1.4
392400	-2.7	0.61	251	660.1273	71	0	109	2.1
396000	-2.3	0.59	183	527.77234	62	0	110	2.2
399600	-2.4	0.58	96	367.52124	41	1	111	1.8
403200	-3	0.58	13	50	8	3	112	1.9
406800	-3.5	0.61	0	0	0	4	113	2.1
410400	-2.9	0.61	0	0	0	2	114	1.9
414000	-3.2	0.6	0	0	0	2	115	1.6
417600	-2.8	0.59	0	0	0	2	116	2.2
421200	-3.1	0.58	0	0	0	2	117	2.3
424800	-2.8	0.59	0	0	0	2	118	2.8
428400	-3.1	0.59	0	0	0	3	119	2.3
432000	-2.8	0.59	0	0	0	4	120	3.6
435600	-3.4	0.6	0	0	0	5	121	3.3
439200	-3.5	0.62	0	0	0	6	122	2.8
442800	-3.6	0.63	0	0	0	7	123	3.4
446400	-3.8	0.63	0	0	0	6	124	1.9
450000	-4	0.65	0	0	0	7	125	2.4
453600	-4.3	0.68	0	0	0	7	126	1.8
457200	-4.2	0.68	0	0	0	6	127	3
460800	-4.6	0.68	0	0	0	6	128	2.3
464400	-4.7	0.7	22	0	22	8	129	2.3
468000	-4	0.7	57	0	57	7	130	1.8
471600	-3.8	0.69	79	4.112679	78	7	131	1.8
475200	-3.5	0.69	77	0	77	7	132	2.2
478800	-3.4	0.68	53	0	53	8	133	2
482400	-3.3	0.69	49	0	49	8	134	1
486000	-3.5	0.72	21	0	21	8	135	2.2
489600	-3	0.74	2	0	2	8	136	1.7
493200	-2.5	0.73	0	0	0	8	137	1.9
496800	-2.3	0.73	0	0	0	8	138	1.4
500400	-2.2	0.73	0	0	0	8	139	0.8
504000	-1.9	0.73	0	0	0	7	140	0.9
507600	-2	0.75	0	0	0	8	141	1
511200	-2.2	0.78	0	0	0	8	142	0.7
514800	-1.9	0.8	0	0	0	8	143	0.8
518400	-1.9	0.8	0	0	0	8	144	1.1
522000	-2.2	0.81	0	0	0	8	145	1.4
525600	-1.3	0.82	0	0	0	7	146	1.3
529200	-2.1	0.84	0	0	0	8	147	0.9
532800	-2.1	0.88	0	0	0	8	148	1
536400	-1.8	0.9	0	0	0	7	149	1
540000	-1.5	0.88	0	0	0	8	150	0.9
543600	-1.8	0.88	0	0	0	8	151	0.8
547200	-2	0.88	0	0	0	8	152	0.7
550800	-2	0.88	25	0	25	8	153	0.9
554400	-1.8	0.88	46	0	46	7	154	0.4
558000	-1.4	0.85	63	0	63	7	155	0.7
561600	-1.2	0.82	41	0	41	8	156	1.1
565200	-1.2	0.81	28	0	28	8	157	1.5
568800	-1.1	0.8	31	0	31	7	158	2.1
572400	-1	0.76	20	0	20	8	159	1.9
576000	-1.1	0.72	4	0	4	8	160	1.4
579600	-1.3	0.71	0	0	0	8	161	0.9
583200	-1.8	0.72	0	0	0	6	162	0.4
586800	-1.7	0.73	0	0	0	7	163	0.6
590400	-1.4	0.73	0	0	0	8	164	0.3
594000	-1.1	0.71	0	0	0	8	165	0.6
597600	-1.6	0.71	0	0	0	8	166	0.4
601200	-1.8	0.74	0	0	0	8	167	1.1
604800	-1.6	0.73	0	0	0	7	168	0.8
608400	-2	0.72	0	0	0	7	169	0.9
612000	-2.2	0.73	0	0	0	5	170	1.2
615600	-2.7	0.74	0	0	0	3	171	2.4
619200	-3.1	0.75	0	0	0	1	172	2.5
622800	-2.9	0.75	0	0	0	3	173	2.3
626400	-2.7	0.75	0	0	0	5	174	3.1
630000	-2.7	0.74	0	0	0	6	175	3.6
633600	-2.9	0.76	1	0	1	6	176	3.1
637200	-3	0.77	39	10	38	7	177	3.6
640800	-3.2	0.78	75	17.323883	72	7	178	3.7
644400	-3.1	0.77	91	8.122761	89	7	179	4.3
648000	-2.3	0.75	127	31.893543	118	6	180	4
651600	-1.8	0.72	152	86.14704	128	6	181	4.2
655200	-1.3	0.72	134	131.2088	103	5	182	5
658800	-1.3	0.73	52	44.59376	45	7	183	4.1
662400	-1.2	0.74	4	0	4	8	184	3.5
666000	-1	0.76	0	0	0	8	185	3.9
669600	-0.4	0.8	0	0	0	8	186	3.9
673200	0	0.84	0	0	0	8	187	3.7
676800	-0.1	0.86	0	0	0	8	188	3.1
680400	0.2	0.87	0	0	0	8	189	2.9
684000	0.1	0.88	0	0	0	8	190	2.5
687600	-0.1	0.9	0	0	0	8	191	2.2
691200	-0.2	0.91	0	0	0	8	192	1.4
694800	0.4	0.92	0	0	0	8	193	0.9
698400	0.4	0.91	0	0	0	8	194	0.6
702000	0.1	0.92	0	0	0	8	195	0.1
705600	0.4	0.92	0	0	0	8	196	0
709200	0.9	0.91	0	0	0	8	197	0
712800	0.6	0.92	0	0	0	8	198	0
716400	1	0.93	0	0	0	7	199	0.1
720000	1.5	0.92	0	0	0	7	200	0.2
723600	1.3	0.92	12	0	12	7	201	0.5
727200	1.1	0.93	58	0	58	7	202	1.2
730800	1.2	0.94	107	20.179699	102	6	203	1.1
734400	2	0.94	94	3.519153	93	6	204	1
738000	2.6	0.94	69	0	69	6	205	2.9
741600	2.5	0.94	55	0	55	7	206	2.9
745200	4	0.9	21	0	21	8	207	2.3
748800	3.5	0.88	5	0	5	8	208	3.1
752400	4	0.87	0	0	0	8	209	2.2
756000	4.3	0.86	0	0	0	8	210	3
759600	5.2	0.85	0	0	0	8	211	3.3
763200	5.8	0.83	0	0	0	8	212	3.9
766800	6	0.83	0	0	0	8	213	4.3
770400	6.5	0.84	0	0	0	8	214	5.6
774000	6.7	0.84	0	0	0	8	215	5.2
777600	6.8	0.85	0	0	0	8	216	5.1
781200	7.3	0.84	0	0	0	8	217	6.2
784800	7.8	0.81	0	0	0	8	218	5.9
788400	6.5	0.77	0	0	0	7	219	7.4
792000	6.6	0.75	0	0	0	6	220	5.6
795600	6.4	0.72	0	0	0	4	221	5.8
799200	5.9	0.7	0	0	0	5	222	5.5
802800	5.6	0.69	0	0	0	6	223	6.3
806400	4.7	0.71	1	0	1	6	224	6.2
810000	5.1	0.72	54	140	40	5	225	4.1
813600	5.2	0.74	89	79.54651	75	5	226	6.6
817200	5.5	0.74	108	48.01801	96	6	227	7.7
820800	5.1	0.74	187	258.62442	113	4	228	7.1
824400	5.6	0.73	119	56.470913	103	6	229	5.8
828000	5.3	0.71	79	24.884644	73	6	230	5.5
831600	5.3	0.72	48	55.42493	39	8	231	5.3
835200	5.4	0.71	6	0	6	8	232	4.6
838800	5	0.72	0	0	0	8	233	4.1
842400	4.9	0.76	0	0	0	7	234	3.5
846000	4	0.82	0	0	0	8	235	3
849600	3.5	0.86	0	0	0	8	236	2.1
853200	3.5	0.87	0	0	0	7	237	1.3
856800	3.3	0.87	0	0	0	7	238	1.6
860400	3	0.87	0	0	0	7	239	2.2
864000	2.4	0.88	0	0	0	7	240	2.2
867600	2.3	0.9	0	0	0	7	241	2
871200	1.9	0.9	0	0	0	7	242	2.2
874800	2.4	0.91	0	0	0	8	243	3.8
878400	2.5	0.9	0	0	0	8	244	3.6
882000	2.6	0.89	0	0	0	8	245	4.1
885600	2.7	0.88	0	0	0	7	246	4.9
889200	2.4	0.85	0	0	0	6	247	4.2
892800	2.2	0.83	2	0	2	6	248	4.1
896400	2.2	0.81	55	100	45	5	249	4.6
900000	2.7	0.8	128	196.9612	93	4	250	4.7
903600	3.3	0.79	208	330.05673	125	2	251	4.7
907200	3.8	0.76	222	294.4143	137	1	252	5.9
910800	3.8	0.75	207	280.02396	127	0	253	5.2
914400	4.3	0.74	129	135.34773	96	2	254	5.1
918000	4.3	0.74	63	84.67847	49	6	255	4.3
921600	2.6	0.77	6	0	6	5	256	2.9
925200	2.2	0.81	0	0	0	4	257	4.2
928800	2.6	0.81	0	0	0	4	258	4.2
932400	2.7	0.8	0	0	0	4	259	3.6
936000	2.8	0.79	0	0	0	5	260	4.1
939600	2.7	0.79	0	0	0	4	261	3.7
943200	2.4	0.8	0	0	0	4	262	3.5
946800	2.5	0.8	0	0	0	6	263	3.7
950400	2.3	0.8	0	0	0	7	264	2.9
954000	1.9	0.84	0	0	0	6	265	3.3
957600	2.3	0.84	0	0	0	6	266	3.3
961200	2.3	0.84	0	0	0	7	267	3.9
964800	2.6	0.83	0	0	0	7	268	4.7
968400	2.5	0.82	0	0	0	6	269	4
972000	1.7	0.85	0	0	0	8	270	4.4
975600	1.9	0.88	0	0	0	8	271	4.6
979200	3	0.88	1	0	1	8	272	5.1
982800	3.4	0.86	39	10	38	8	273	6.8
986400	3.5	0.82	33	0	33	7	274	4.6
990000	3.8	0.76	172	212.91556	118	4	275	8.2
993600	3.8	0.69	239	412.83862	119	1	276	5.6
997200	3.5	0.63	226	398.40427	111	1	277	5.8
1000800	3.2	0.6	150	239.34236	91	3	278	7.3
1004400	3.1	0.59	86	207.97224	51	3	279	5.1
1008000	2.4	0.6	14	30	11	3	280	4.5
1011600	2.8	0.62	0	0	0	4	281	3.5
1015200	2.3	0.64	0	0	0	3	282	3.2
1018800	2.5	0.66	0	0	0	4	283	3
1022400	2.8	0.68	0	0	0	6	284	4
1026000	2.2	0.71	0	0	0	6	285	3.2
1029600	2.1	0.74	0	0	0	6	286	3
1033200	1.3	0.78	0	0	0	5	287	2.3
1036800	1.5	0.8	0	0	0	5	288	2
1040400	1.2	0.82	0	0	0	4	289	1.4
1044000	0.5	0.84	0	0	0	4	290	1.4
1047600	0.1	0.85	0	0	0	5	291	1.5
1051200	-0.4	0.86	0	0	0	5	292	1.8
1054800	-0.4	0.87	0	0	0	4	293	0.7
1058400	-0.8	0.86	0	0	0	3	294	0.9
1062000	-0.4	0.86	0	0	0	2	295	0.1
1065600	-0.4	0.86	1	0	1	3	296	0.7
1069200	0.7	0.85	54	90	45	6	297	0.1
1072800	2.3	0.83	122	171.11241	91	6	298	0
1076400	3.5	0.79	230	433.97916	119	4	299	0.2
1080000	4.8	0.72	239	358.06665	134	3	300	0.8
1083600	5.7	0.7	145	85.913216	120	5	301	1.6
1087200	5.8	0.68	175	312.29495	97	3	302	0.5
1090800	6	0.65	100	245.2627	58	5	303	0.6
1094400	5	0.67	10	0	10	8	304	1
1098000	4.9	0.72	0	0	0	7	305	1.6
1101600	4.5	0.73	0	0	0	6	306	1.3
1105200	4.3	0.74	0	0	0	5	307	1.7
1108800	4.2	0.73	0	0	0	6	308	1.7
1112400	4.3	0.74	0	0	0	7	309	2.7
1116000	4.2	0.74	0	0	0	7	310	2.3
1119600	4.5	0.75	0	0	0	7	311	1.6
1123200	4.2	0.76	0	0	0	8	312	2.7
1126800	4.5	0.77	0	0	0	8	313	2.3
1130400	3.9	0.78	0	0	0	8	314	2.1
1134000	3.2	0.81	0	0	0	8	315	2.3
1137600	4.6	0.81	0	0	0	8	316	2.1
1141200	3.5	0.82	0	0	0	8	317	2
1144800	3.6	0.84	0	0	0	8	318	1.7
1148400	3.4	0.85	0	0	0	8	319	2
1152000	3.6	0.87	1	0	1	8	320	1.8
1155600	3.4	0.89	41	10	40	8	321	1.8
1159200	3.6	0.9	41	0	41	8	322	1.7
1162800	4.1	0.89	75	0	75	7	323	1.7
1166400	4.2	0.88	62	0	62	8	324	1.6
1170000	4.6	0.88	54	0	54	8	325	1.3
1173600	4.4	0.88	36	0	36	8	326	1.6
1177200	4.4	0.9	24	0	24	8	327	1.2
1180800	4.5	0.91	4	0	4	8	328	1.9
1184400	4.4	0.91	0	0	0	8	329	1.3
1188000	5.3	0.9	0	0	0	8	330	1.4
1191600	4.9	0.9	0	0	0	8	331	1.5
1195200	4.8	0.91	0	0	0	8	332	1.5
1198800	4.8	0.91	0	0	0	8	333	1.6
1202400	4.9	0.91	0	0	0	8	334	1.5
1206000	4.8	0.91	0	0	0	8	335	1.4
1209600	5.1	0.91	0	0	0	8	336	1.1
1213200	4.9	0.91	0	0	0	8	337	1.4
1216800	5	0.93	0	0	0	8	338	1
1220400	4.8	0.93	0	0	0	8	339	1.3
1224000	4.9	0.93	0	0	0	8	340	1.6
1227600	5	0.93	0	0	0	8	341	1.7
1231200	4.8	0.93	0	0	0	8	342	1.7
1234800	4.4	0.92	0	0	0	8	343	1.4
1238400	4.4	0.91	0	0	0	8	344	1.7
1242000	4.7	0.91	37	0	37	7	345	1.6
1245600	5.9	0.89	94	37.792942	87	6	346	1.3
1249200	6.1	0.87	191	161.12326	149	4	347	1.6
1252800	7.6	0.82	150	46.92318	136	6	348	1.5
1256400	7.7	0.78	112	16.84309	107	7	349	1.6
1260000	7.6	0.78	86	15.645068	82	7	350	1.8
1263600	7.6	0.79	69	56.29338	59	8	351	1.9
1267200	7.2	0.8	14	10	13	8	352	2.1
1270800	7.3	0.81	0	0	0	8	353	2.1
1274400	7.1	0.82	0	0	0	8	354	1.9
1278000	7	0.82	0	0	0	8	355	2.2
1281600	5.5	0.85	0	0	0	8	356	2.6
1285200	5.5	0.87	0	0	0	7	357	1.9
1288800	5	0.86	0	0	0	7	358	1.6
1292400	4.9	0.86	0	0	0	7	359	1.8
1296000	4.4	0.87	0	0	0	7	360	1.3
1299600	4.5	0.87	0	0	0	7	361	2
1303200	4	0.86	0	0	0	6	362	2.5
1306800	3.6	0.86	0	0	0	6	363	3.1
1310400	3.4	0.86	0	0	0	7	364	2
1314000	3	0.86	0	0	0	6	365	3
1317600	2.8	0.86	0	0	0	7	366	2.2
1321200	2.6	0.86	0	0	0	7	367	3.9
1324800	2.5	0.84	2	0	2	7	368	2.6
1328400	2.5	0.84	46	30	43	7	369	2.1
1332000	3	0.82	111	101.31709	92	4	370	2
1335600	3.9	0.79	233	460.36685	112	3	371	2.9
1339200	5.1	0.76	292	610.23895	108	1	372	3.8
1342800	5.7	0.72	279	587.1215	103	0	373	3.8
1346400	6.7	0.67	217	502.1359	87	0	374	4.2
1350000	5.3	0.65	127	386.58716	57	1	375	3.9
1353600	3.8	0.69	27	110	16	2	376	3.1
1357200	3.5	0.71	0	0	0	1	377	3.1
1360800	3	0.72	0	0	0	2	378	3.5
1364400	3	0.72	0	0	0	2	379	2.7
1368000	2.8	0.72	0	0	0	1	380	2.8
1371600	3	0.72	0	0	0	1	381	2.7
1375200	2.8	0.71	0	0	0	1	382	2.8
1378800	2.8	0.71	0	0	0	2	383	3.3
1382400	2.8	0.71	0	0	0	0	384	3.1
1386000	2.7	0.72	0	0	0	0	385	2.9
1389600	2.9	0.71	0	0	0	0	386	3.5
1393200	2.7	0.71	0	0	0	0	387	3.7
1396800	2.7	0.7	0	0	0	0	388	2.8
1400400	3	0.69	0	0	0	1	389	1.4
1404000	3	0.68	0	0	0	2	390	1.9
1407600	2.7	0.68	0	0	0	2	391	1.5
1411200	2.7	0.68	3	0	3	3	392	1.8
1414800	3.3	0.68	74	230	51	4	393	1.7
1418400	4.3	0.66	183	510.9223	86	3	394	2.3
1422000	5.3	0.64	262	606.2259	101	3	395	1.8
1425600	6.1	0.62	296	628.1767	105	3	396	2.9
1429200	7.1	0.57	284	610.0041	99	3	397	1.9
1432800	7.3	0.54	221	522.71045	84	2	398	2.8
1436400	7.1	0.55	105	260.1579	57	4	399	2.7
1440000	6.7	0.55	21	60	15	6	400	2.8
1443600	6.8	0.55	0	0	0	6	401	3.4
1447200	6.8	0.54	0	0	0	7	402	3.5
1450800	6.8	0.53	0	0	0	6	403	3.4
1454400	6.9	0.52	0	0	0	5	404	2.9
1458000	7.2	0.51	0	0	0	3	405	2.9
1461600	7.8	0.5	0	0	0	3	406	2.9
1465200	8.1	0.51	0	0	0	5	407	3.1
1468800	7.9	0.53	0	0	0	7	408	2.2
1472400	8.2	0.53	0	0	0	7	409	3.2
1476000	7.8	0.54	0	0	0	7	410	4.4
1479600	8.2	0.55	0	0	0	8	411	4.7
1483200	7.6	0.57	0	0	0	8	412	2.7
1486800	7.9	0.59	0	0	0	8	413	3
1490400	7.6	0.6	0	0	0	8	414	3
1494000	8	0.62	0	0	0	8	415	5
1497600	7.3	0.63	1	0	1	8	416	2.5
1501200	7.1	0.64	22	0	22	8	417	3.9
1504800	6.6	0.64	34	0	34	8	418	5.4
1508400	6.6	0.66	36	0	36	8	419	4
1512000	6.6	0.68	44	0	44	7	420	4.5
1515600	6.6	0.69	50	0	50	7	421	4
1519200	6.3	0.72	34	0	34	7	422	3.5
1522800	5.4	0.79	13	0	13	8	423	2.8
1526400	4.6	0.86	3	0	3	8	424	1.6
1530000	4.8	0.87	0	0	0	8	425	2.8
1533600	4.9	0.87	0	0	0	8	426	1.3
1537200	4.6	0.88	0	0	0	8	427	1.4
1540800	4.5	0.89	0	0	0	8	428	1.1
1544400	4.7	0.88	0	0	0	8	429	1.1
1548000	4.4	0.87	0	0	0	8	430	1.5
1551600	4.3	0.86	0	0	0	7	431	1.3
1555200	3.7	0.87	0	0	0	8	432	0.9
1558800	3.7	0.87	0	0	0	7	433	0.9
1562400	3.7	0.87	0	0	0	5	434	1.1
1566000	3.6	0.86	0	0	0	4	435	1.4
1569600	3.3	0.85	0	0	0	5	436	1.3
1573200	3.4	0.86	0	0	0	6	437	0.5
1576800	3.3	0.85	0	0	0	5	438	0.9
1580400	3.2	0.84	0	0	0	4	439	0.6
1584000	3.5	0.83	3	0	3	4	440	0.6
1587600	4.2	0.83	81	270	54	4	441	0.6
1591200	5.8	0.79	136	179.43071	101	4	442	1
1594800	6.7	0.72	251	505.42517	114	2	443	1.8
1598400	7.3	0.66	287	541.3861	119	2	444	5.3
1602000	7.2	0.62	265	487.69604	114	3	445	4.7
1605600	7.4	0.61	206	408.89102	96	4	446	3.8
1609200	6.7	0.62	91	161.61287	60	5	447	3.2
1612800	6.3	0.63	26	80	18	6	448	3.2
1616400	6.5	0.64	0	0	0	6	449	3.8
1620000	6.9	0.65	0	0	0	6	450	4.4
1623600	7.4	0.63	0	0	0	7	451	4.6
1627200	7.6	0.61	0	0	0	8	452	4
1630800	7.6	0.62	0	0	0	7	453	3.8
1634400	8.2	0.61	0	0	0	7	454	3.2
1638000	8.5	0.59	0	0	0	8	455	4.8
1641600	9	0.59	0	0	0	7	456	4.2
1645200	8.9	0.59	0	0	0	7	457	3.4
1648800	8.9	0.59	0	0	0	7	458	4.1
1652400	8.9	0.57	0	0	0	8	459	3.8
1656000	9.3	0.54	0	0	0	8	460	2.5
1659600	8.8	0.52	0	0	0	7	461	3
1663200	9.1	0.51	0	0	0	7	462	2.5
1666800	8.8	0.51	0	0	0	7	463	3.4
1670400	8.4	0.51	1	0	1	7	464	4.2
1674000	8.2	0.52	18	0	18	7	465	4.3
1677600	8.1	0.55	55	0	55	7	466	3.5
1681200	8.5	0.58	102	36.446743	92	7	467	5.6
1684800	9.2	0.62	103	22.334145	96	8	468	5.4
1688400	9	0.64	56	0	56	8	469	3.2
1692000	9.1	0.65	36	0	36	8	470	5.2
1695600	9.4	0.65	48	25.613634	43	8	471	2
1699200	8.8	0.65	19	100	9	7	472	1.4
1702800	8.1	0.65	0	0	0	7	473	1.5
1706400	7.3	0.65	0	0	0	5	474	2
1710000	6.9	0.68	0	0	0	6	475	2
1713600	6.4	0.69	0	0	0	6	476	2
1717200	6.4	0.7	0	0	0	4	477	2.2
1720800	6.3	0.72	0	0	0	4	478	3
1724400	6	0.74	0	0	0	6	479	1
1728000	6.4	0.74	0	0	0	5	480	2
1731600	6.5	0.74	0	0	0	7	481	1.6
1735200	6.8	0.74	0	0	0	8	482	2.1
1738800	6.7	0.74	0	0	0	8	483	1.7
1742400	6.6	0.72	0	0	0	7	484	1.7
1746000	6.3	0.72	0	0	0	6	485	1.7
1749600	6.4	0.71	0	0	0	7	486	1.6
1753200	5.8	0.71	0	0	0	6	487	2
1756800	5.6	0.72	6	0	6	6	488	1.5
1760400	5.9	0.7	92	400	52	6	489	1.9
1764000	6.9	0.67	192	549.0723	82	3	490	1.9
1767600	7.4	0.62	282	689.26904	91	2	491	3.1
1771200	8	0.58	290	592.8195	102	2	492	3.5
1774800	8.1	0.57	276	562.4256	98	2	493	4
1778400	8.5	0.55	188	361.7541	88	4	494	3.9
1782000	7.7	0.56	103	226.04703	58	5	495	3.3
1785600	7.3	0.59	25	80	17	8	496	3.5
1789200	7.2	0.61	0	0	0	8	497	3.2
1792800	7.5	0.62	0	0	0	8	498	4.2
1796400	7.7	0.62	0	0	0	8	499	4.7
1800000	7.2	0.65	0	0	0	8	500	3.7
1803600	7.8	0.67	0	0	0	7	501	3.9
1807200	8	0.67	0	0	0	7	502	3.2
1810800	8.3	0.68	0	0	0	8	503	3.9
1814400	8.9	0.67	0	0	0	8	504	3.9
1818000	8.9	0.67	0	0	0	8	505	4.7
1821600	8.9	0.68	0	0	0	8	506	4.1
1825200	9	0.69	0	0	0	8	507	3.6
1828800	9.2	0.69	0	0	0	8	508	4.6
1832400	9.5	0.67	0	0	0	8	509	5
1836000	9.3	0.67	0	0	0	8	510	3.9
1839600	10.2	0.68	0	0	0	7	511	4.2
1843200	9.4	0.7	4	0	4	7	512	3.9
1846800	9.5	0.69	24	0	24	7	513	3.9
1850400	8.7	0.7	40	0	40	8	514	1.8
1854000	8.6	0.75	74	0	74	7	515	2.2
1857600	8	0.81	56	0	56	8	516	1.1
1861200	8.2	0.85	38	0	38	8	517	1.9
1864800	7.9	0.87	57	0	57	7	518	0.4
1868400	8.1	0.89	40	0	40	7	519	0.9
1872000	8.4	0.89	8	0	8	8	520	2.3
1875600	10.2	0.86	0	0	0	8	521	2.4
1879200	12	0.82	0	0	0	8	522	3.2
1882800	12.8	0.79	0	0	0	8	523	3.6
1886400	12.7	0.78	0	0	0	8	524	4.5
1890000	13.4	0.76	0	0	0	8	525	5.2
1893600	13.5	0.73	0	0	0	8	526	5.6
1897200	13	0.74	0	0	0	8	527	7.3
1900800	11.2	0.74	0	0	0	8	528	6.8
1904400	9.8	0.71	0	0	0	7	529	4.6
1908000	9.5	0.68	0	0	0	6	530	1.4
1911600	9.5	0.67	0	0	0	7	531	2.5
1915200	9	0.67	0	0	0	8	532	8
1918800	7.9	0.68	0	0	0	8	533	6.3
1922400	7.9	0.68	0	0	0	6	534	8.8
1926000	7.3	0.65	0	0	0	7	535	8.2
1929600	6.1	0.67	13	30	10	7	536	5.8
1933200	6.3	0.69	106	630	43	4	537	5.5
1936800	7	0.66	211	746.97156	57	2	538	5.8
