#1
# Typical meterological year Source: DOE/ASHRAE2015
double	default(8760, 2) # Time [s], DHI [W/m2], from IWEC file (EnergyPlus weather files, published in eere.energy.gov
16768800	0
16772400	0
16776000	8
16779600	57
16783200	119
16786800	174
16790400	172
16794000	153
16797600	156
16801200	155
16804800	292
16808400	312
16812000	357
16815600	258
16819200	218
16822800	147
16826400	78
16830000	25
16833600	3
16837200	0
16840800	0
16844400	0
16848000	0
16851600	0
16855200	0
16858800	0
16862400	2
16866000	41
16869600	87
16873200	156
16876800	225
16880400	326
16884000	330
16887600	352
16891200	407
16894800	295
16898400	292
16902000	200
16905600	145
16909200	145
16912800	118
16916400	48
16920000	4
16923600	0
16927200	0
16930800	0
16934400	0
16938000	0
16941600	0
16945200	0
16948800	4
16952400	30
16956000	111
16959600	157
16963200	227
16966800	273
16970400	360
16974000	362
16977600	375
16981200	362
16984800	330
16988400	156
16992000	120
16995600	80
16999200	42
17002800	24
17006400	2
17010000	0
17013600	0
17017200	0
17020800	0
17024400	0
17028000	0
17031600	0
17035200	4
17038800	29
17042400	85
17046000	192
17049600	237
17053200	269
17056800	322
17060400	433
17064000	444
17067600	371
17071200	305
17074800	255
17078400	191
17082000	178
17085600	111
17089200	39
17092800	4
17096400	0
17100000	0
17103600	0
17107200	0
17110800	0
17114400	0
17118000	0
17121600	7
17125200	51
17128800	111
17132400	160
17136000	258
17139600	263
17143200	348
17146800	357
17150400	388
17154000	386
17157600	367
17161200	319
17164800	268
17168400	183
17172000	101
17175600	31
17179200	2
17182800	0
17186400	0
17190000	0
17193600	0
17197200	0
17200800	0
17204400	0
17208000	3
17211600	37
17215200	83
17218800	182
17222400	257
17226000	320
17229600	396
17233200	372
17236800	399
17240400	357
17244000	309
17247600	365
17251200	194
17254800	144
17258400	75
17262000	12
17265600	2
17269200	0
17272800	0
17276400	0
17280000	0
17283600	0
17287200	0
17290800	0
17294400	3
17298000	27
17301600	82
17305200	151
17308800	219
17312400	268
17316000	332
17319600	362
17323200	394
17326800	385
17330400	326
17334000	262
17337600	208
17341200	143
17344800	99
17348400	44
17352000	4
17355600	0
17359200	0
17362800	0
17366400	0
17370000	0
17373600	0
17377200	0
17380800	6
17384400	48
17388000	120
17391600	167
17395200	250
17398800	313
17402400	355
17406000	370
17409600	394
17413200	293
17416800	221
17420400	214
17424000	188
17427600	140
17431200	112
17434800	43
17438400	4
17442000	0
17445600	0
17449200	0
17452800	0
17456400	0
17460000	0
17463600	0
17467200	6
17470800	42
17474400	108
17478000	151
17481600	219
17485200	267
17488800	184
17492400	201
17496000	205
17499600	199
17503200	181
17506800	153
17510400	117
17514000	77
17517600	39
17521200	11
17524800	1
17528400	0
17532000	0
17535600	0
17539200	0
17542800	0
17546400	0
17550000	0
17553600	2
17557200	13
17560800	79
17564400	177
17568000	252
17571600	317
17575200	362
17578800	411
17582400	384
17586000	424
17589600	360
17593200	269
17596800	187
17600400	154
17604000	118
17607600	41
17611200	3
17614800	0
17618400	0
17622000	0
17625600	0
17629200	0
17632800	0
17636400	0
17640000	4
17643600	45
17647200	105
17650800	153
17654400	192
17658000	261
17661600	309
17665200	358
17668800	411
17672400	324
17676000	317
17679600	268
17683200	206
17686800	138
17690400	70
17694000	38
17697600	2
17701200	0
17704800	0
17708400	0
17712000	0
17715600	0
17719200	0
17722800	0
17726400	1
17730000	12
17733600	42
17737200	80
17740800	210
17744400	273
17748000	320
17751600	343
17755200	352
17758800	369
17762400	355
17766000	270
17769600	206
17773200	148
17776800	102
17780400	37
17784000	2
17787600	0
17791200	0
17794800	0
17798400	0
17802000	0
17805600	0
17809200	0
17812800	4
17816400	45
17820000	114
17823600	178
17827200	199
17830800	273
17834400	319
17838000	342
17841600	351
17845200	340
17848800	314
17852400	266
17856000	114
17859600	75
17863200	68
17866800	17
17870400	1
17874000	0
17877600	0
17881200	0
17884800	0
17888400	0
17892000	0
17895600	0
17899200	2
17902800	11
17906400	74
17910000	179
17913600	231
17917200	229
17920800	299
17924400	372
17928000	379
17931600	377
17935200	296
17938800	309
17942400	201
17946000	135
17949600	67
17953200	17
17956800	1
17960400	0
17964000	0
17967600	0
17971200	0
17974800	0
17978400	0
17982000	0
17985600	3
17989200	33
17992800	103
17996400	141
18000000	209
18003600	269
18007200	316
18010800	340
18014400	349
18018000	338
18021600	358
18025200	262
18028800	205
18032400	134
18036000	66
18039600	16
18043200	1
18046800	0
18050400	0
18054000	0
18057600	0
18061200	0
18064800	0
18068400	0
18072000	3
18075600	36
18079200	71
18082800	140
18086400	116
18090000	151
18093600	177
18097200	193
18100800	198
18104400	192
18108000	175
18111600	255
18115200	202
18118800	208
18122400	95
18126000	32
18129600	1
18133200	0
18136800	0
18140400	0
18144000	0
18147600	0
18151200	0
18154800	0
18158400	2
18162000	37
18165600	70
18169200	139
18172800	207
18176400	267
18180000	314
18183600	337
18187200	347
18190800	192
18194400	361
18198000	259
18201600	112
18205200	131
18208800	63
18212400	14
18216000	0
18219600	0
18223200	0
18226800	0
18230400	0
18234000	0
18237600	0
18241200	0
18244800	1
18248400	10
18252000	38
18255600	137
18259200	245
18262800	249
18266400	313
18270000	336
18273600	345
18277200	334
18280800	308
18284400	260
18288000	198
18291600	71
18295200	62
18298800	13
18302400	0
18306000	0
18309600	0
18313200	0
18316800	0
18320400	0
18324000	0
18327600	0
18331200	1
18334800	22
18338400	94
18342000	147
18345600	194
18349200	262
18352800	309
18356400	321
18360000	329
18363600	365
18367200	344
18370800	250
18374400	194
18378000	126
18381600	59
18385200	12
18388800	0
18392400	0
18396000	0
18399600	0
18403200	0
18406800	0
18410400	0
18414000	0
18417600	0
18421200	8
18424800	35
18428400	73
18432000	112
18435600	240
18439200	348
18442800	361
18446400	178
18450000	357
18453600	270
18457200	232
18460800	218
18464400	162
18468000	58
18471600	12
18475200	0
18478800	0
18482400	0
18486000	0
18489600	0
18493200	0
18496800	0
18500400	0
18504000	1
18507600	15
18511200	63
18514800	131
18518400	200
18522000	258
18525600	307
18529200	319
18532800	328
18536400	328
18540000	348
18543600	294
18547200	201
18550800	138
18554400	89
18558000	22
18561600	0
18565200	0
18568800	0
18572400	0
18576000	0
18579600	0
18583200	0
18586800	0
18590400	0
18594000	14
18597600	34
18601200	130
18604800	232
18608400	300
18612000	305
18615600	225
18619200	185
18622800	150
18626400	247
18630000	157
18633600	158
18637200	126
18640800	87
18644400	22
18648000	0
18651600	0
18655200	0
18658800	0
18662400	0
18666000	0
18669600	0
18673200	0
18676800	1
18680400	28
18684000	94
18687600	154
18691200	180
18694800	188
18698400	230
18702000	330
18705600	383
18709200	370
18712800	350
18716400	293
18720000	214
18723600	151
18727200	53
18730800	10
18734400	0
18738000	0
18741600	0
18745200	0
18748800	0
18752400	0
18756000	0
18759600	0
18763200	0
18766800	17
18770400	59
18774000	160
18777600	232
18781200	299
18784800	302
18788400	327
18792000	336
18795600	353
18799200	348
18802800	313
18806400	224
18810000	141
18813600	71
18817200	9
18820800	0
18824400	0
18828000	0
18831600	0
18835200	0
18838800	0
18842400	0
18846000	0
18849600	0
18853200	11
18856800	58
18860400	125
18864000	194
18867600	255
18871200	301
18874800	325
18878400	364
18882000	367
18885600	295
18889200	274
18892800	173
18896400	147
18900000	69
18903600	12
18907200	0
18910800	0
18914400	0
18918000	0
18921600	0
18925200	0
18928800	0
18932400	0
18936000	0
18939600	6
18943200	31
18946800	68
18950400	107
18954000	143
18957600	170
18961200	186
18964800	191
18968400	184
18972000	166
18975600	244
18979200	183
18982800	115
18986400	49
18990000	13
18993600	0
18997200	0
19000800	0
19004400	0
19008000	0
19011600	0
19015200	0
19018800	0
19022400	0
19026000	22
19029600	83
19033200	141
19036800	159
19040400	259
19044000	244
19047600	313
19051200	371
19054800	348
19058400	298
19062000	245
19065600	183
19069200	113
19072800	47
19076400	8
19080000	0
19083600	0
19087200	0
19090800	0
19094400	0
19098000	0
19101600	0
19105200	0
19108800	0
19112400	9
19116000	54
19119600	121
19123200	188
19126800	289
19130400	347
19134000	365
19137600	337
19141200	318
19144800	291
19148400	241
19152000	180
19155600	60
19159200	25
19162800	4
19166400	0
19170000	0
19173600	0
19177200	0
19180800	0
19184400	0
19188000	0
19191600	0
19195200	0
19198800	9
19202400	28
19206000	65
19209600	104
19213200	229
19216800	295
19220400	319
19224000	328
19227600	321
19231200	289
19234800	239
19238400	177
19242000	109
19245600	24
19249200	4
19252800	0
19256400	0
19260000	0
19263600	0
19267200	0
19270800	0
19274400	0
19278000	0
19281600	0
19285200	19
19288800	80
19292400	145
19296000	174
19299600	252
19303200	330
19306800	355
19310400	365
19314000	340
19317600	331
19321200	268
19324800	219
19328400	145
19332000	74
19335600	13
19339200	0
19342800	0
19346400	0
19350000	0
19353600	0
19357200	0
19360800	0
19364400	0
19368000	0
19371600	8
19375200	50
19378800	117
19382400	184
19386000	247
19389600	293
19393200	323
19396800	339
19400400	320
19404000	311
19407600	196
19411200	201
19414800	123
19418400	67
19422000	12
19425600	0
19429200	0
19432800	0
19436400	0
19440000	0
19443600	0
19447200	0
19450800	0
19454400	0
19458000	16
19461600	78
19465200	148
19468800	251
19472400	258
19476000	341
19479600	374
19483200	368
19486800	353
19490400	332
19494000	275
19497600	217
19501200	139
19504800	65
19508400	11
19512000	0
19515600	0
19519200	0
19522800	0
19526400	0
19530000	0
19533600	0
19537200	0
19540800	0
19544400	14
19548000	67
19551600	147
19555200	208
19558800	297
19562400	258
19566000	163
19569600	145
19573200	203
19576800	172
19580400	206
19584000	150
19587600	130
19591200	62
19594800	8
19598400	0
19602000	0
19605600	0
19609200	0
19612800	0
19616400	0
19620000	0
19623600	0
19627200	0
19630800	7
19634400	46
19638000	111
19641600	179
19645200	289
19648800	331
19652400	315
19656000	365
19659600	348
19663200	332
19666800	277
19670400	181
19674000	132
19677600	50
19681200	6
19684800	0
19688400	0
19692000	0
19695600	0
19699200	0
19702800	0
19706400	0
19710000	0
19713600	0
19717200	6
19720800	24
19724400	60
19728000	99
19731600	135
19735200	162
19738800	295
19742400	347
19746000	363
19749600	325
19753200	245
19756800	179
19760400	133
19764000	63
19767600	8
19771200	0
19774800	0
19778400	0
19782000	0
19785600	0
19789200	0
19792800	0
19796400	0
19800000	0
19803600	6
19807200	65
19810800	145
19814400	168
19818000	228
19821600	311
19825200	355
19828800	302
19832400	311
19836000	277
19839600	226
19843200	163
19846800	94
19850400	60
19854000	4
19857600	0
19861200	0
19864800	0
19868400	0
19872000	0
19875600	0
19879200	0
19882800	0
19886400	0
19890000	6
19893600	42
19897200	106
19900800	175
19904400	240
19908000	273
19911600	301
19915200	309
19918800	297
19922400	265
19926000	236
19929600	179
19933200	141
19936800	55
19940400	5
19944000	0
19947600	0
19951200	0
19954800	0
19958400	0
19962000	0
19965600	0
19969200	0
19972800	0
19976400	3
19980000	22
19983600	57
19987200	96
19990800	131
19994400	263
19998000	309
20001600	366
20005200	304
20008800	314
20012400	261
20016000	202
20019600	131
20023200	55
20026800	5
20030400	0
20034000	0
20037600	0
20041200	0
20044800	0
20048400	0
20052000	0
20055600	0
20059200	0
20062800	10
20066400	70
20070000	127
20073600	165
20077200	178
20080800	224
20084400	195
20088000	181
20091600	159
20095200	181
20098800	152
20102400	146
20106000	129
20109600	54
20113200	5
20116800	0
20120400	0
20124000	0
20127600	0
20131200	0
20134800	0
20138400	0
20142000	0
20145600	0
20149200	10
20152800	61
20156400	115
20160000	167
20163600	164
20167200	173
20170800	231
20174400	356
20178000	256
20181600	271
20185200	192
20188800	156
20192400	117
20196000	50
20199600	4
20203200	0
20206800	0
20210400	0
20214000	0
20217600	0
20221200	0
20224800	0
20228400	0
20232000	0
20235600	7
20239200	60
20242800	131
20246400	168
20250000	230
20253600	275
20257200	304
20260800	174
20264400	169
20268000	150
20271600	212
20275200	152
20278800	110
20282400	41
20286000	3
20289600	0
20293200	0
20296800	0
20300400	0
20304000	0
20307600	0
20311200	0
20314800	0
20318400	0
20322000	7
20325600	64
20329200	121
20332800	208
20336400	229
20340000	264
20343600	290
20347200	355
20350800	341
20354400	295
20358000	211
20361600	150
20365200	103
20368800	47
20372400	3
20376000	0
20379600	0
20383200	0
20386800	0
20390400	0
20394000	0
20397600	0
20401200	0
20404800	0
20408400	5
20412000	46
20415600	112
20419200	194
20422800	264
20426400	313
20430000	282
20433600	360
20437200	329
20440800	302
20444400	209
20448000	148
20451600	105
20455200	36
20458800	3
20462400	0
20466000	0
20469600	0
20473200	0
20476800	0
20480400	0
20484000	0
20487600	0
20491200	0
20494800	3
20498400	18
20502000	51
20505600	161
20509200	224
20512800	270
20516400	299
20520000	353
20523600	293
20527200	260
20530800	206
20534400	145
20538000	76
20541600	20
20545200	2
20548800	0
20552400	0
20556000	0
20559600	0
20563200	0
20566800	0
20570400	0
20574000	0
20577600	0
20581200	7
20584800	53
20588400	115
20592000	162
20595600	201
20599200	206
20602800	237
20606400	345
20610000	324
20613600	295
20617200	261
20620800	142
20624400	74
20628000	19
20631600	1
20635200	0
20638800	0
20642400	0
20646000	0
20649600	0
20653200	0
20656800	0
20660400	0
20664000	0
20667600	3
20671200	41
20674800	118
20678400	200
20682000	224
20685600	179
20689200	302
20692800	346
20696400	308
20700000	275
20703600	204
20707200	156
20710800	112
20714400	36
20718000	1
20721600	0
20725200	0
20728800	0
20732400	0
20736000	0
20739600	0
20743200	0
20746800	0
20750400	0
20754000	5
20757600	50
20761200	117
20764800	160
20768400	163
20772000	161
20775600	175
20779200	177
20782800	229
20786400	170
20790000	195
20793600	157
20797200	109
20800800	33
20804400	1
20808000	0
20811600	0
20815200	0
20818800	0
20822400	0
20826000	0
20829600	0
20833200	0
20836800	0
20840400	5
20844000	49
20847600	112
20851200	158
20854800	163
20858400	162
20862000	154
20865600	302
20869200	259
20872800	189
20876400	161
20880000	141
20883600	106
20887200	32
20890800	1
20894400	0
20898000	0
20901600	0
20905200	0
20908800	0
20912400	0
20916000	0
20919600	0
20923200	0
20926800	4
20930400	52
20934000	110
20937600	158
20941200	139
20944800	157
20948400	154
20952000	152
20955600	147
20959200	140
20962800	145
20966400	138
20970000	104
20973600	29
20977200	1
20980800	0
20984400	0
20988000	0
20991600	0
20995200	0
20998800	0
21002400	0
21006000	0
21009600	0
21013200	3
21016800	44
21020400	103
21024000	214
21027600	250
21031200	260
21034800	289
21038400	297
21042000	283
21045600	239
21049200	200
21052800	134
21056400	66
21060000	12
21063600	0
21067200	0
21070800	0
21074400	0
21078000	0
21081600	0
21085200	0
21088800	0
21092400	0
21096000	0
21099600	2
21103200	25
21106800	86
21110400	153
21114000	213
21117600	259
21121200	162
21124800	167
21128400	324
21132000	244
21135600	225
21139200	162
21142800	85
21146400	15
21150000	0
21153600	0
21157200	0
21160800	0
21164400	0
21168000	0
21171600	0
21175200	0
21178800	0
21182400	0
21186000	3
21189600	46
21193200	85
21196800	259
21200400	181
21204000	277
21207600	290
21211200	330
21214800	283
21218400	262
21222000	191
21225600	126
21229200	87
21232800	10
21236400	0
21240000	0
21243600	0
21247200	0
21250800	0
21254400	0
21258000	0
21261600	0
21265200	0
21268800	0
21272400	2
21276000	45
21279600	114
21283200	118
21286800	133
21290400	137
21294000	152
21297600	328
21301200	311
21304800	266
21308400	157
21312000	125
21315600	90
21319200	18
21322800	0
21326400	0
21330000	0
21333600	0
21337200	0
21340800	0
21344400	0
21348000	0
21351600	0
21355200	0
21358800	2
21362400	36
21366000	112
21369600	147
21373200	210
21376800	244
21380400	270
21384000	288
21387600	273
21391200	271
21394800	198
21398400	147
21402000	87
21405600	15
21409200	0
21412800	0
21416400	0
21420000	0
21423600	0
21427200	0
21430800	0
21434400	0
21438000	0
21441600	0
21445200	2
21448800	21
21452400	100
21456000	179
21459600	282
21463200	267
21466800	288
21470400	322
21474000	280
21477600	265
21481200	182
21484800	121
21488400	76
21492000	17
21495600	0
21499200	0
21502800	0
21506400	0
21510000	0
21513600	0
21517200	0
21520800	0
21524400	0
21528000	0
21531600	1
21535200	20
21538800	42
21542400	140
21546000	233
21549600	217
21553200	127
21556800	211
21560400	172
21564000	159
21567600	157
21571200	127
21574800	81
21578400	14
21582000	0
21585600	0
21589200	0
21592800	0
21596400	0
21600000	0
21603600	0
21607200	0
21610800	0
21614400	0
21618000	1
21621600	18
21625200	76
21628800	143
21632400	201
21636000	281
21639600	269
21643200	234
21646800	229
21650400	180
21654000	120
21657600	113
21661200	79
21664800	15
21668400	0
21672000	0
21675600	0
21679200	0
21682800	0
21686400	0
21690000	0
21693600	0
21697200	0
21700800	0
21704400	1
21708000	36
21711600	105
21715200	131
21718800	140
21722400	131
21726000	123
21729600	120
21733200	117
21736800	126
21740400	121
21744000	107
21747600	77
21751200	14
21754800	0
21758400	0
21762000	0
21765600	0
21769200	0
21772800	0
21776400	0
21780000	0
21783600	0
21787200	0
21790800	1
21794400	34
21798000	103
21801600	130
21805200	138
21808800	127
21812400	119
21816000	159
21819600	198
21823200	210
21826800	149
21830400	110
21834000	61
21837600	6
21841200	0
21844800	0
21848400	0
21852000	0
21855600	0
21859200	0
21862800	0
21866400	0
21870000	0
21873600	0
21877200	0
21880800	8
21884400	38
21888000	136
21891600	109
21895200	136
21898800	151
21902400	155
21906000	241
21909600	125
21913200	168
21916800	59
21920400	23
21924000	3
21927600	0
21931200	0
21934800	0
21938400	0
21942000	0
21945600	0
21949200	0
21952800	0
21956400	0
21960000	0
21963600	0
21967200	14
21970800	104
21974400	157
21978000	191
21981600	269
21985200	269
21988800	305
21992400	280
21996000	217
21999600	94
22003200	58
22006800	56
22010400	6
22014000	0
22017600	0
22021200	0
22024800	0
22028400	0
22032000	0
22035600	0
22039200	0
22042800	0
22046400	0
22050000	0
22053600	21
22057200	90
22060800	134
22064400	193
22068000	268
22071600	288
22075200	272
22078800	244
22082400	250
22086000	201
22089600	103
22093200	38
22096800	4
22100400	0
22104000	0
22107600	0
22111200	0
22114800	0
22118400	0
22122000	0
22125600	0
22129200	0
22132800	0
22136400	0
22140000	12
22143600	82
22147200	156
22150800	187
22154400	226
22158000	250
22161600	299
22165200	274
22168800	246
22172400	210
22176000	119
22179600	57
22183200	5
22186800	0
22190400	0
22194000	0
22197600	0
22201200	0
22204800	0
22208400	0
22212000	0
22215600	0
22219200	0
22222800	0
22226400	16
22230000	91
22233600	130
22237200	213
22240800	295
22244400	291
22248000	288
22251600	271
22255200	209
22258800	158
22262400	53
22266000	18
22269600	2
22273200	0
22276800	0
22280400	0
22284000	0
22287600	0
22291200	0
22294800	0
22298400	0
22302000	0
22305600	0
22309200	0
22312800	6
22316400	34
22320000	70
22323600	104
22327200	129
22330800	239
22334400	295
22338000	244
22341600	212
22345200	87
22348800	114
22352400	53
22356000	5
22359600	0
22363200	0
22366800	0
22370400	0
22374000	0
22377600	0
22381200	0
22384800	0
22388400	0
22392000	0
22395600	0
22399200	6
22402800	60
22406400	214
22410000	181
22413600	224
22417200	244
22420800	248
22424400	242
22428000	209
22431600	85
22435200	50
22438800	30
22442400	1
22446000	0
22449600	0
22453200	0
22456800	0
22460400	0
22464000	0
22467600	0
22471200	0
22474800	0
22478400	0
22482000	0
22485600	21
22489200	59
22492800	124
22496400	182
22500000	258
22503600	257
22507200	280
22510800	269
22514400	201
22518000	150
22521600	114
22525200	28
22528800	2
22532400	0
22536000	0
22539600	0
22543200	0
22546800	0
22550400	0
22554000	0
22557600	0
22561200	0
22564800	0
22568400	0
22572000	5
22575600	31
22579200	66
22582800	100
22586400	126
22590000	141
22593600	144
22597200	265
22600800	198
22604400	147
22608000	86
22611600	26
22615200	1
22618800	0
22622400	0
22626000	0
22629600	0
22633200	0
22636800	0
22640400	0
22644000	0
22647600	0
22651200	0
22654800	0
22658400	9
22662000	55
22665600	120
22669200	178
22672800	217
22676400	246
22680000	251
22683600	234
22687200	201
22690800	146
22694400	83
22698000	24
22701600	1
22705200	0
22708800	0
22712400	0
22716000	0
22719600	0
22723200	0
22726800	0
22730400	0
22734000	0
22737600	0
22741200	0
22744800	8
22748400	54
22752000	118
22755600	176
22759200	215
22762800	234
22766400	239
22770000	228
22773600	192
22777200	144
22780800	80
22784400	22
22788000	1
22791600	0
22795200	0
22798800	0
22802400	0
22806000	0
22809600	0
22813200	0
22816800	0
22820400	0
22824000	0
22827600	0
22831200	15
22834800	77
22838400	112
22842000	174
22845600	160
22849200	153
22852800	271
22856400	213
22860000	167
22863600	161
22867200	78
22870800	20
22874400	1
22878000	0
22881600	0
22885200	0
22888800	0
22892400	0
22896000	0
22899600	0
22903200	0
22906800	0
22910400	0
22914000	0
22917600	7
22921200	50
22924800	114
22928400	95
22932000	210
22935600	270
22939200	248
22942800	253
22946400	188
22950000	139
22953600	75
22957200	18
22960800	0
22964400	0
22968000	0
22971600	0
22975200	0
22978800	0
22982400	0
22986000	0
22989600	0
22993200	0
22996800	0
23000400	0
23004000	11
23007600	71
23011200	138
23014800	159
23018400	208
23022000	134
23025600	136
23029200	255
23032800	198
23036400	161
23040000	107
23043600	31
23047200	0
23050800	0
23054400	0
23058000	0
23061600	0
23065200	0
23068800	0
23072400	0
23076000	0
23079600	0
23083200	0
23086800	0
23090400	12
23094000	71
23097600	115
23101200	150
23104800	147
23108400	230
23112000	204
23115600	172
23119200	182
23122800	152
23126400	83
23130000	15
23133600	0
23137200	0
23140800	0
23144400	0
23148000	0
23151600	0
23155200	0
23158800	0
23162400	0
23166000	0
23169600	0
23173200	0
23176800	6
23180400	45
23184000	107
23187600	163
23191200	209
23194800	234
23198400	132
23202000	122
23205600	178
23209200	128
23212800	67
23216400	13
23220000	0
23223600	0
23227200	0
23230800	0
23234400	0
23238000	0
23241600	0
23245200	0
23248800	0
23252400	0
23256000	0
23259600	0
23263200	3
23266800	23
23270400	57
23274000	89
23277600	114
23281200	128
23284800	130
23288400	120
23292000	99
23295600	69
23299200	35
23302800	7
23306400	0
23310000	0
23313600	0
23317200	0
23320800	0
23324400	0
23328000	0
23331600	0
23335200	0
23338800	0
23342400	0
23346000	0
23349600	3
23353200	23
23356800	56
23360400	88
23364000	113
23367600	127
23371200	129
23374800	119
23378400	173
23382000	123
23385600	61
23389200	11
23392800	0
23396400	0
23400000	0
23403600	0
23407200	0
23410800	0
23414400	0
23418000	0
23421600	0
23425200	0
23428800	0
23432400	0
23436000	9
23439600	48
23443200	102
23446800	181
23450400	226
23454000	254
23457600	222
23461200	234
23464800	199
23468400	126
23472000	75
23475600	19
23479200	0
23482800	0
23486400	0
23490000	0
23493600	0
23497200	0
23500800	0
23504400	0
23508000	0
23511600	0
23515200	0
23518800	0
23522400	9
23526000	44
23529600	101
23533200	120
23536800	112
23540400	168
23544000	197
23547600	188
23551200	154
23554800	113
23558400	84
23562000	19
23565600	0
23569200	0
23572800	0
23576400	0
23580000	0
23583600	0
23587200	0
23590800	0
23594400	0
23598000	0
23601600	0
23605200	0
23608800	2
23612400	21
23616000	99
23619600	225
23623200	165
23626800	107
23630400	108
23634000	106
23637600	105
23641200	102
23644800	74
23648400	20
23652000	0
23655600	0
23659200	0
23662800	0
23666400	0
23670000	0
23673600	0
23677200	0
23680800	0
23684400	0
23688000	0
23691600	0
23695200	4
23698800	37
23702400	115
23706000	150
23709600	191
23713200	214
23716800	217
23720400	200
23724000	93
23727600	115
23731200	29
23734800	5
23738400	0
23742000	0
23745600	0
23749200	0
23752800	0
23756400	0
23760000	0
23763600	0
23767200	0
23770800	0
23774400	0
23778000	0
23781600	4
23785200	35
23788800	95
23792400	151
23796000	189
23799600	253
23803200	214
23806800	224
23810400	163
23814000	113
23817600	70
23821200	15
23824800	0
23828400	0
23832000	0
23835600	0
23839200	0
23842800	0
23846400	0
23850000	0
23853600	0
23857200	0
23860800	0
23864400	0
23868000	6
23871600	46
23875200	114
23878800	147
23882400	217
23886000	265
23889600	236
23893200	168
23896800	134
23900400	129
23904000	50
23907600	10
23911200	0
23914800	0
23918400	0
23922000	0
23925600	0
23929200	0
23932800	0
23936400	0
23940000	0
23943600	0
23947200	0
23950800	0
23954400	6
23958000	55
23961600	92
23965200	116
23968800	209
23972400	261
23976000	233
23979600	262
23983200	202
23986800	126
23990400	71
23994000	12
23997600	0
24001200	0
24004800	0
24008400	0
24012000	0
24015600	0
24019200	0
24022800	0
24026400	0
24030000	0
24033600	0
24037200	0
24040800	2
24044400	16
24048000	48
24051600	79
24055200	181
24058800	210
24062400	237
24066000	235
24069600	154
24073200	104
24076800	44
24080400	11
24084000	0
24087600	0
24091200	0
24094800	0
24098400	0
24102000	0
24105600	0
24109200	0
24112800	0
24116400	0
24120000	0
24123600	0
24127200	2
24130800	29
24134400	86
24138000	141
24141600	179
24145200	201
24148800	211
24152400	192
24156000	85
24159600	55
24163200	23
24166800	3
24170400	0
24174000	0
24177600	0
24181200	0
24184800	0
24188400	0
24192000	0
24195600	0
24199200	0
24202800	0
24206400	0
24210000	0
24213600	2
24217200	15
24220800	46
24224400	77
24228000	101
24231600	114
24235200	190
24238800	184
24242400	148
24246000	99
24249600	40
24253200	5
24256800	0
24260400	0
24264000	0
24267600	0
24271200	0
24274800	0
24278400	0
24282000	0
24285600	0
24289200	0
24292800	0
24296400	0
24300000	1
24303600	26
24307200	82
24310800	137
24314400	174
24318000	197
24321600	199
24325200	210
24328800	145
24332400	96
24336000	38
24339600	4
24343200	0
24346800	0
24350400	0
24354000	0
24357600	0
24361200	0
24364800	0
24368400	0
24372000	0
24375600	0
24379200	0
24382800	0
24386400	2
24390000	24
24393600	79
24397200	133
24400800	197
24404400	218
24408000	171
24411600	146
24415200	126
24418800	107
24422400	60
24426000	7
24429600	0
24433200	0
24436800	0
24440400	0
24444000	0
24447600	0
24451200	0
24454800	0
24458400	0
24462000	0
24465600	0
24469200	0
24472800	1
24476400	12
24480000	42
24483600	150
24487200	206
24490800	219
24494400	194
24498000	190
24501600	140
24505200	92
24508800	57
24512400	6
24516000	0
24519600	0
24523200	0
24526800	0
24530400	0
24534000	0
24537600	0
24541200	0
24544800	0
24548400	0
24552000	0
24555600	0
24559200	2
24562800	40
24566400	83
24570000	108
24573600	106
24577200	104
24580800	103
24584400	101
24588000	102
24591600	85
24595200	54
24598800	6
24602400	0
24606000	0
24609600	0
24613200	0
24616800	0
24620400	0
24624000	0
24627600	0
24631200	0
24634800	0
24638400	0
24642000	0
24645600	1
24649200	38
24652800	81
24656400	105
24660000	101
24663600	100
24667200	101
24670800	100
24674400	101
24678000	84
24681600	52
24685200	5
24688800	0
24692400	0
24696000	0
24699600	0
24703200	0
24706800	0
24710400	0
24714000	0
24717600	0
24721200	0
24724800	0
24728400	0
24732000	1
24735600	36
24739200	80
24742800	106
24746400	104
24750000	105
24753600	106
24757200	190
24760800	156
24764400	113
24768000	45
24771600	4
24775200	0
24778800	0
24782400	0
24786000	0
24789600	0
24793200	0
24796800	0
24800400	0
24804000	0
24807600	0
24811200	0
24814800	0
24818400	0
24822000	28
24825600	69
24829200	122
24832800	163
24836400	186
24840000	188
24843600	190
24847200	178
24850800	103
24854400	42
24858000	2
24861600	0
24865200	0
24868800	0
24872400	0
24876000	0
24879600	0
24883200	0
24886800	0
24890400	0
24894000	0
24897600	0
24901200	0
24904800	0
24908400	15
24912000	67
24915600	119
24919200	160
24922800	183
24926400	185
24930000	166
24933600	128
24937200	100
24940800	39
24944400	2
24948000	0
24951600	0
24955200	0
24958800	0
24962400	0
24966000	0
24969600	0
24973200	0
24976800	0
24980400	0
24984000	0
24987600	0
24991200	0
24994800	24
24998400	87
25002000	65
25005600	88
25009200	167
25012800	205
25016400	200
25020000	134
25023600	82
25027200	41
25030800	2
25034400	0
25038000	0
25041600	0
25045200	0
25048800	0
25052400	0
25056000	0
25059600	0
25063200	0
25066800	0
25070400	0
25074000	0
25077600	0
25081200	7
25084800	34
25088400	64
25092000	87
25095600	99
25099200	100
25102800	89
25106400	68
25110000	39
25113600	11
