#1;T_K
#Temperature for Duesseldorf 2017 1 m depth;
#Source: CDC DWD #DWD Climate Data Center (CDC): Hourly station observations of soil temperature at the depth of 100cm in
#°C for Germany, version v18.1 & recent
double default(8761,2);
4096800;277.65
4100400;277.65
4104000;277.65
4107600;277.65
4111200;277.65
4114800;277.65
4118400;277.75
4122000;277.75
4125600;277.75
4129200;277.75
4132800;277.75
4136400;277.75
4140000;277.75
4143600;277.75
4147200;277.75
4150800;277.75
4154400;277.75
4158000;277.85
4161600;277.85
4165200;277.85
4168800;277.85
4172400;277.85
4176000;277.85
4179600;277.85
4183200;277.85
4186800;277.85
4190400;277.85
4194000;277.95
4197600;277.95
4201200;277.95
4204800;277.95
4208400;277.95
4212000;277.95
4215600;277.95
4219200;277.95
4222800;277.95
4226400;277.95
4230000;277.95
4233600;278.05
4237200;278.05
4240800;278.05
4244400;278.05
4248000;278.05
4251600;278.05
4255200;278.05
4258800;278.05
4262400;278.05
4266000;278.05
4269600;278.15
4273200;278.15
4276800;278.15
4280400;278.15
4284000;278.15
4287600;278.15
4291200;278.15
4294800;278.15
4298400;278.15
4302000;278.15
4305600;278.15
4309200;278.15
4312800;278.15
4316400;278.15
4320000;278.15
4323600;278.15
4327200;278.15
4330800;278.15
4334400;278.15
4338000;278.15
4341600;278.15
4345200;278.15
4348800;278.15
4352400;278.15
4356000;278.15
4359600;278.15
4363200;278.15
4366800;278.15
4370400;278.15
4374000;278.15
4377600;278.15
4381200;278.15
4384800;278.15
4388400;278.15
4392000;278.15
4395600;278.15
4399200;278.15
4402800;278.15
4406400;278.25
4410000;278.25
4413600;278.25
4417200;278.25
4420800;278.25
4424400;278.25
4428000;278.25
4431600;278.25
4435200;278.25
4438800;278.25
4442400;278.25
4446000;278.35
4449600;278.35
4453200;278.35
4456800;278.35
4460400;278.35
4464000;278.35
4467600;278.35
4471200;278.35
4474800;278.45
4478400;278.45
4482000;278.45
4485600;278.45
4489200;278.45
4492800;278.45
4496400;278.55
4500000;278.55
4503600;278.55
4507200;278.55
4510800;278.55
4514400;278.55
4518000;278.65
4521600;278.65
4525200;278.65
4528800;278.65
4532400;278.65
4536000;278.65
4539600;278.75
4543200;278.75
4546800;278.75
4550400;278.75
4554000;278.75
4557600;278.75
4561200;278.85
4564800;278.85
4568400;278.85
4572000;278.85
4575600;278.85
4579200;278.95
4582800;278.95
4586400;278.95
4590000;278.95
4593600;278.95
4597200;278.95
4600800;279.05
4604400;279.05
4608000;279.05
4611600;279.05
4615200;279.05
4618800;279.05
4622400;279.15
4626000;279.15
4629600;279.15
4633200;279.15
4636800;279.15
4640400;279.15
4644000;279.15
4647600;279.25
4651200;279.25
4654800;279.25
4658400;279.25
4662000;279.25
4665600;279.25
4669200;279.25
4672800;279.35
4676400;279.35
4680000;279.35
4683600;279.35
4687200;279.35
4690800;279.35
4694400;279.35
4698000;279.35
4701600;279.35
4705200;279.45
4708800;279.45
4712400;279.45
4716000;279.45
4719600;279.45
4723200;279.45
4726800;279.45
4730400;279.45
4734000;279.45
4737600;279.45
4741200;279.45
4744800;279.45
4748400;279.45
4752000;279.45
4755600;279.45
4759200;279.45
4762800;279.45
4766400;279.45
4770000;279.45
4773600;279.45
4777200;279.45
4780800;279.45
4784400;279.45
4788000;279.45
4791600;279.45
4795200;279.45
4798800;279.45
4802400;279.45
4806000;279.45
4809600;279.45
4813200;279.35
4816800;279.35
4820400;279.35
4824000;279.35
4827600;279.35
4831200;279.35
4834800;279.35
4838400;279.35
4842000;279.35
4845600;279.35
4849200;279.35
4852800;279.25
4856400;279.25
4860000;279.25
4863600;279.25
4867200;279.25
4870800;279.25
4874400;279.25
4878000;279.25
4881600;279.25
4885200;279.25
4888800;279.25
4892400;279.25
4896000;279.25
4899600;279.25
4903200;279.25
4906800;279.25
4910400;279.15
4914000;279.15
4917600;279.15
4921200;279.15
4924800;279.15
4928400;279.15
4932000;279.15
4935600;279.15
4939200;279.15
4942800;279.15
4946400;279.15
4950000;279.15
4953600;279.25
4957200;279.25
4960800;279.25
4964400;279.25
4968000;279.25
4971600;279.25
4975200;279.25
4978800;279.25
4982400;279.25
4986000;279.25
4989600;279.25
4993200;279.25
4996800;279.25
5000400;279.25
5004000;279.25
5007600;279.35
5011200;279.35
5014800;279.35
5018400;279.35
5022000;279.35
5025600;279.35
5029200;279.35
5032800;279.35
5036400;279.35
5040000;279.35
5043600;279.35
5047200;279.45
5050800;279.45
5054400;279.45
5058000;279.45
5061600;279.45
5065200;279.45
5068800;279.45
5072400;279.45
5076000;279.45
5079600;279.45
5083200;279.45
5086800;279.45
5090400;279.45
5094000;279.45
5097600;279.45
5101200;279.45
5104800;279.45
5108400;279.45
5112000;279.45
5115600;279.45
5119200;279.45
5122800;279.45
5126400;279.45
5130000;279.45
5133600;279.45
5137200;279.45
5140800;279.45
5144400;279.45
5148000;279.45
5151600;279.45
5155200;279.45
5158800;279.45
5162400;279.45
5166000;279.45
5169600;279.45
5173200;279.45
5176800;279.45
5180400;279.35
5184000;279.35
5187600;279.35
5191200;279.35
5194800;279.35
5198400;279.35
5202000;279.35
5205600;279.35
5209200;279.35
5212800;279.35
5216400;279.35
5220000;279.35
5223600;279.35
5227200;279.35
5230800;279.35
5234400;279.35
5238000;279.35
5241600;279.35
5245200;279.35
5248800;279.35
5252400;279.35
5256000;279.35
5259600;279.35
5263200;279.35
5266800;279.35
5270400;279.35
5274000;279.35
5277600;279.35
5281200;279.35
5284800;279.35
5288400;279.35
5292000;279.35
5295600;279.35
5299200;279.35
5302800;279.35
5306400;279.35
5310000;279.35
5313600;279.35
5317200;279.35
5320800;279.35
5324400;279.35
5328000;279.35
5331600;279.35
5335200;279.35
5338800;279.35
5342400;279.35
5346000;279.35
5349600;279.35
5353200;279.35
5356800;279.35
5360400;279.35
5364000;279.35
5367600;279.35
5371200;279.35
5374800;279.25
5378400;279.25
5382000;279.25
5385600;279.25
5389200;279.25
5392800;279.25
5396400;279.25
5400000;279.25
5403600;279.25
5407200;279.25
5410800;279.25
5414400;279.25
5418000;279.25
5421600;279.25
5425200;279.25
5428800;279.25
5432400;279.25
5436000;279.25
5439600;279.25
5443200;279.25
5446800;279.25
5450400;279.25
5454000;279.35
5457600;279.35
5461200;279.35
5464800;279.35
5468400;279.35
5472000;279.35
5475600;279.35
5479200;279.35
5482800;279.35
5486400;279.35
5490000;279.35
5493600;279.45
5497200;279.45
5500800;279.45
5504400;279.45
5508000;279.45
5511600;279.45
5515200;279.45
5518800;279.45
5522400;279.45
5526000;279.45
5529600;279.45
5533200;279.45
5536800;279.55
5540400;279.55
5544000;279.55
5547600;279.55
5551200;279.55
5554800;279.55
5558400;279.55
5562000;279.55
5565600;279.55
5569200;279.55
5572800;279.55
5576400;279.55
5580000;279.55
5583600;279.65
5587200;279.65
5590800;279.65
5594400;279.65
5598000;279.65
5601600;279.65
5605200;279.65
5608800;279.65
5612400;279.65
5616000;279.65
5619600;279.65
5623200;279.65
5626800;279.65
5630400;279.65
5634000;279.65
5637600;279.65
5641200;279.65
5644800;279.65
5648400;279.65
5652000;279.65
5655600;279.65
5659200;279.65
5662800;279.65
5666400;279.65
5670000;279.65
5673600;279.65
5677200;279.65
5680800;279.65
5684400;279.65
5688000;279.65
5691600;279.65
5695200;279.65
5698800;279.65
5702400;279.65
5706000;279.65
5709600;279.65
5713200;279.65
5716800;279.65
5720400;279.65
5724000;279.65
5727600;279.65
5731200;279.75
5734800;279.75
5738400;279.75
5742000;279.75
5745600;279.75
5749200;279.75
5752800;279.75
5756400;279.75
5760000;279.75
5763600;279.75
5767200;279.75
5770800;279.75
5774400;279.75
5778000;279.65
5781600;279.65
5785200;279.65
5788800;279.65
5792400;279.65
5796000;279.65
5799600;279.65
5803200;279.65
5806800;279.65
5810400;279.65
5814000;279.65
5817600;279.65
5821200;279.65
5824800;279.65
5828400;279.65
5832000;279.65
5835600;279.65
5839200;279.65
5842800;279.65
5846400;279.65
5850000;279.65
5853600;279.65
5857200;279.65
5860800;279.65
5864400;279.65
5868000;279.65
5871600;279.65
5875200;279.65
5878800;279.65
5882400;279.65
5886000;279.65
5889600;279.65
5893200;279.65
5896800;279.65
5900400;279.65
5904000;279.65
5907600;279.65
5911200;279.65
5914800;279.65
5918400;279.65
5922000;279.65
5925600;279.65
5929200;279.65
5932800;279.65
5936400;279.65
5940000;279.65
5943600;279.65
5947200;279.65
5950800;279.65
5954400;279.65
5958000;279.65
5961600;279.65
5965200;279.65
5968800;279.65
5972400;279.75
5976000;279.75
5979600;279.75
5983200;279.75
5986800;279.75
5990400;279.75
5994000;279.75
5997600;279.75
6001200;279.75
6004800;279.75
6008400;279.85
6012000;279.85
6015600;279.85
6019200;279.85
6022800;279.85
6026400;279.85
6030000;279.85
6033600;279.85
6037200;279.85
6040800;279.85
6044400;279.85
6048000;279.85
6051600;279.85
6055200;279.85
6058800;279.85
6062400;279.85
6066000;279.85
6069600;279.95
6073200;279.95
6076800;279.95
6080400;279.95
6084000;279.95
6087600;279.95
6091200;279.95
6094800;279.95
6098400;279.95
6102000;279.95
6105600;279.95
6109200;279.95
6112800;279.95
6116400;279.95
6120000;279.95
6123600;279.95
6127200;279.95
6130800;279.95
6134400;279.95
6138000;280.05
6141600;280.05
6145200;280.05
6148800;280.05
6152400;280.05
6156000;280.05
6159600;280.05
6163200;280.05
6166800;280.05
6170400;280.05
6174000;280.05
