#1	
double	default(8784, 2) # Time [s], Wind Velocity [m/s], data from Hamburg-Fuhlsbuettel (Latitude:53.633; Longitude:9.988) in 2012, station height 11m. Source: WebWerdis
12675600	3.7
12679200	3.4
12682800	2.6
12686400	1.9
12690000	2
12693600	2.2
12697200	1.7
12700800	2.1
12704400	1.7
12708000	2
12711600	1.8
12715200	1.8
12718800	2.2
12722400	2.7
12726000	2.4
12729600	2.2
12733200	2
12736800	1.9
12740400	2.1
12744000	2.6
12747600	3.1
12751200	3.5
12754800	3.8
12758400	3.8
12762000	4.2
12765600	4.2
12769200	3.4
12772800	1.8
12776400	1.9
12780000	1.9
12783600	1.5
12787200	0.9
12790800	0.5
12794400	1.1
12798000	0.8
12801600	0.9
12805200	1
12808800	1.1
12812400	0.7
12816000	0.7
12819600	0.9
12823200	1.5
12826800	1.8
12830400	2.6
12834000	3.4
12837600	4.6
12841200	4.7
12844800	5.4
12848400	6
12852000	6
12855600	5
12859200	3.6
12862800	3.5
12866400	2.9
12870000	2.8
12873600	3.4
12877200	4
12880800	4.6
12884400	4.5
12888000	5.7
12891600	6.7
12895200	7
12898800	7.2
12902400	6.9
12906000	6.9
12909600	6.9
12913200	6.4
12916800	5.9
12920400	6.5
12924000	6.8
12927600	6.8
12931200	6.7
12934800	6.3
12938400	5.6
12942000	5.3
12945600	4.9
12949200	3.2
12952800	3.9
12956400	2.6
12960000	1.7
12963600	2.2
12967200	2.7
12970800	2.9
12974400	3.3
12978000	3.7
12981600	4.8
12985200	4.9
12988800	4.8
12992400	5.4
12996000	4.7
12999600	6.2
13003200	6.1
13006800	6.5
13010400	6.4
13014000	7.4
13017600	5.8
13021200	5.7
13024800	4.9
13028400	3.7
13032000	3
13035600	1.7
13039200	1.4
13042800	1.3
13046400	0.9
13050000	0.6
13053600	0.5
13057200	0.9
13060800	1.2
13064400	1.5
13068000	1
13071600	1.2
13075200	2.2
13078800	2.4
13082400	2.6
13086000	2.3
13089600	2
13093200	3
13096800	3.1
13100400	2.1
13104000	0.8
13107600	1.8
13111200	1.9
13114800	2.1
13118400	2.5
13122000	2.1
13125600	2.6
13129200	2.6
13132800	2.9
13136400	3.8
13140000	3.1
13143600	3
13147200	3.4
13150800	3.6
13154400	3.7
13158000	4.2
13161600	5.3
13165200	7.8
13168800	8.4
13172400	8.6
13176000	9
13179600	10.2
13183200	9.6
13186800	9.1
13190400	8.4
13194000	8.4
13197600	8.2
13201200	7.1
13204800	6
13208400	4.2
13212000	3.7
13215600	3.7
13219200	3.8
13222800	4.2
13226400	3.2
13230000	3.4
13233600	3.4
13237200	3.3
13240800	4.2
13244400	4.9
13248000	5.7
13251600	6.2
13255200	6.6
13258800	6.4
13262400	7.1
13266000	6.9
13269600	7.1
13273200	6.4
13276800	6.8
13280400	6.6
13284000	6.7
13287600	5.9
13291200	4.4
13294800	3
13298400	2.4
13302000	2
13305600	1.9
13309200	1.4
13312800	1.7
13316400	1.9
13320000	1.6
13323600	2.3
13327200	2.7
13330800	2.8
13334400	2.6
13338000	2.9
13341600	2.5
13345200	2.2
13348800	2.6
13352400	2.6
13356000	2.3
13359600	2.6
13363200	3.7
13366800	3.4
13370400	3.4
13374000	3.7
13377600	3.4
13381200	3.3
13384800	2.2
13388400	1.7
13392000	1.9
13395600	2.3
13399200	2.2
13402800	2.6
13406400	2.8
13410000	3.1
13413600	3.5
13417200	3.1
13420800	4.6
13424400	3.7
13428000	4.4
13431600	4.9
13435200	4.7
13438800	4.5
13442400	3.3
13446000	3.1
13449600	4.1
13453200	4
13456800	4.4
13460400	2.3
13464000	1.7
13467600	2.4
13471200	2.7
13474800	2.1
13478400	1.7
13482000	2.6
13485600	1.5
13489200	2
13492800	1.9
13496400	2.2
13500000	3.5
13503600	3.8
13507200	4.7
13510800	4
13514400	5
13518000	6
13521600	6
13525200	6.3
13528800	5.6
13532400	5.4
13536000	5.5
13539600	5.3
13543200	4.7
13546800	3.7
13550400	1.8
13554000	0.8
13557600	0.5
13561200	0.5
13564800	1.1
13568400	0.8
13572000	1.4
13575600	1.1
13579200	1.3
13582800	2.7
13586400	3.1
13590000	4.1
13593600	4.9
13597200	5.4
13600800	6.2
13604400	6.7
13608000	5.8
13611600	5
13615200	4.3
13618800	4.4
13622400	4.8
13626000	4.2
13629600	3.5
13633200	3.4
13636800	3.8
13640400	2.8
13644000	2.4
13647600	2.1
13651200	1.7
13654800	1.4
13658400	1.4
13662000	1.6
13665600	2
13669200	3
13672800	3.1
13676400	3
13680000	2.7
13683600	4.1
13687200	4.4
13690800	3.4
13694400	2.6
13698000	3.2
13701600	3.7
13705200	3.1
13708800	2
13712400	1.8
13716000	2.4
13719600	2.6
13723200	2.5
13726800	2.9
13730400	3
13734000	2.7
13737600	3.5
13741200	3.3
13744800	3.2
13748400	3.6
13752000	2.7
13755600	1.7
13759200	2.9
13762800	4.2
13766400	4.3
13770000	4.1
13773600	5.6
13777200	5.7
13780800	8.2
13784400	8.7
13788000	7.1
13791600	4.5
13795200	7
13798800	6.1
13802400	4.9
13806000	3.3
13809600	1.8
13813200	0.6
13816800	1
13820400	1.1
13824000	2.3
13827600	2.8
13831200	2.6
13834800	3.8
13838400	3.6
13842000	5.6
13845600	5.1
13849200	8.2
13852800	8.6
13856400	8.8
13860000	9.4
13863600	9.2
13867200	8.6
13870800	7.7
13874400	7.5
13878000	4.7
13881600	6
13885200	7.1
13888800	5.7
13892400	4.2
13896000	5.7
13899600	4.1
13903200	3.9
13906800	5
13910400	4.4
13914000	3.8
13917600	4.9
13921200	4.9
13924800	5
13928400	6.2
13932000	6.9
13935600	7.3
13939200	6.3
13942800	6
13946400	5.7
13950000	6.3
13953600	4.9
13957200	2.7
13960800	4
13964400	4.3
13968000	3.9
13971600	3.8
13975200	3.3
13978800	1.7
13982400	1.7
13986000	1.4
13989600	0.5
13993200	0.9
13996800	1.3
14000400	0.8
14004000	1.2
14007600	0.6
14011200	0.6
14014800	1.1
14018400	1.3
14022000	1.3
14025600	1.1
14029200	1.1
14032800	1.6
14036400	1.6
14040000	1.7
14043600	2.4
14047200	3.1
14050800	3.4
14054400	2.6
14058000	2.4
14061600	2.5
14065200	2.7
14068800	2.9
14072400	2.7
14076000	3
14079600	1.5
14083200	0.8
14086800	0.7
14090400	1.1
14094000	2
14097600	1.2
14101200	1.4
14104800	2.2
14108400	1.4
14112000	1.8
14115600	1.6
14119200	2.2
14122800	2.4
14126400	2.6
14130000	3
14133600	3
14137200	3.3
14140800	3
14144400	2.2
14148000	2
14151600	3.2
14155200	1.2
14158800	0.8
14162400	1.8
14166000	2.6
14169600	3.4
14173200	3.6
14176800	2.7
14180400	2.7
14184000	3
14187600	3.1
14191200	3.4
14194800	4.4
14198400	5.2
14202000	4.8
14205600	4.9
14209200	5.4
14212800	5.4
14216400	4.8
14220000	5
14223600	4.8
14227200	5
14230800	5.3
14234400	4.8
14238000	4.3
14241600	3.8
14245200	3.2
14248800	2.4
14252400	2.3
14256000	2
14259600	2
14263200	2.1
14266800	2.1
14270400	2
14274000	1.9
14277600	2.2
14281200	3.1
14284800	4.1
14288400	4.3
14292000	4.7
14295600	4.2
14299200	3.4
14302800	3.5
14306400	4.1
14310000	4.1
14313600	3.6
14317200	3.3
14320800	3.8
14324400	2.9
14328000	2.1
14331600	1.7
14335200	1.6
14338800	1.2
14342400	0.4
14346000	0.7
14349600	0.8
14353200	1.6
14356800	1.9
14360400	1.8
14364000	2.1
14367600	3.4
14371200	5.1
14374800	5
14378400	5.6
14382000	6.2
14385600	6.5
14389200	6.6
14392800	6.9
14396400	6.8
14400000	6.1
14403600	6.5
14407200	5.2
14410800	4.7
14414400	4.3
14418000	3.3
14421600	3.3
14425200	3.1
14428800	3.8
14432400	3
14436000	2.8
14439600	2.2
14443200	2.4
14446800	3.4
14450400	3.9
14454000	4.4
14457600	4.3
14461200	4.1
14464800	4.5
14468400	4.1
14472000	4.3
14475600	5.7
14479200	5.8
14482800	6.9
14486400	6.6
14490000	5.3
14493600	2.7
14497200	3.2
14500800	5.8
14504400	5.1
14508000	5.1
14511600	3.8
14515200	1.6
14518800	2.8
14522400	4.7
14526000	5.1
14529600	5.5
14533200	5.8
14536800	7
14540400	8
14544000	8.8
14547600	8.8
14551200	7.6
14554800	7.3
14558400	7.4
14562000	6.5
14565600	6
14569200	6.2
14572800	5.3
14576400	4.5
14580000	4
14583600	2.4
14587200	1.2
14590800	1.8
14594400	0.9
14598000	0.8
14601600	0.6
14605200	1.6
14608800	1
14612400	1.2
14616000	1.2
14619600	2.2
14623200	3.1
14626800	4.2
14630400	5.4
14634000	6.8
14637600	6.5
14641200	5.5
14644800	5.6
14648400	5.4
14652000	10
14655600	10.6
14659200	9.6
14662800	8.3
14666400	6.6
14670000	6.2
14673600	5.6
14677200	3.9
14680800	2.3
14684400	1.8
14688000	1.2
14691600	0.1
14695200	0.4
14698800	0.5
14702400	0.6
14706000	0.9
14709600	1.2
14713200	1.8
14716800	2.3
14720400	2.4
14724000	3
14727600	2.8
14731200	3.1
14734800	3
14738400	2.3
14742000	2.6
14745600	2.4
14749200	1.5
14752800	2.5
14756400	2.3
14760000	2.9
14763600	2.5
14767200	2.5
14770800	2.2
14774400	3.2
14778000	3
14781600	2
14785200	1.8
14788800	2
14792400	2.7
14796000	2.7
14799600	3.2
14803200	3.5
14806800	3.6
14810400	3.8
14814000	4.4
14817600	5.8
14821200	5.3
14824800	5.9
14828400	5.8
14832000	6.1
14835600	5
14839200	4.7
14842800	3.9
14846400	4.1
14850000	2.8
14853600	2.5
14857200	1.8
14860800	2.7
14864400	2.7
14868000	1.8
14871600	2.5
14875200	2.5
14878800	3.1
14882400	3.1
14886000	4.5
14889600	5.1
14893200	6.2
14896800	6
14900400	6.2
14904000	5.7
14907600	5.2
14911200	4.6
14914800	5.2
14918400	6.6
14922000	6.4
14925600	6.4
14929200	4.6
14932800	3.3
14936400	4.9
14940000	5.2
14943600	5
14947200	4.5
14950800	4.8
14954400	4.9
14958000	4.2
14961600	3.7
14965200	4.4
14968800	4.7
14972400	5.3
14976000	6.3
14979600	5.9
14983200	6.2
14986800	5.1
14990400	5
14994000	6.3
14997600	7.1
15001200	7.8
15004800	7.2
15008400	6.6
15012000	6
15015600	5.1
15019200	1.2
15022800	1.6
15026400	2
15030000	3.1
15033600	3.9
15037200	4
15040800	3.7
15044400	4.3
15048000	4.4
15051600	4.4
15055200	5.8
15058800	6.4
15062400	5.9
15066000	6.7
15069600	6.7
15073200	7.6
15076800	7.9
15080400	7.6
15084000	7.3
15087600	6.8
15091200	5.8
15094800	3.1
15098400	4.8
15102000	3.2
15105600	1.8
15109200	1.9
15112800	0.8
15116400	0.7
15120000	1.5
15123600	1.2
15127200	1.8
15130800	2.8
15134400	2.5
15138000	2.5
15141600	1.9
15145200	1.6
15148800	1.3
15152400	1
15156000	2.9
15159600	3.4
15163200	3.3
15166800	3.6
15170400	4.7
15174000	6.6
15177600	5.1
15181200	3.9
15184800	4.8
15188400	6.4
15192000	5.6
15195600	5.1
15199200	6.3
15202800	6.9
15206400	6.9
15210000	5.3
15213600	4.2
15217200	6
15220800	5.1
15224400	5.7
15228000	5.1
15231600	5
15235200	6.5
15238800	6.2
15242400	5.1
15246000	4.8
15249600	5.7
15253200	8.6
15256800	8.7
15260400	10
15264000	8.9
15267600	7.7
15271200	8.1
15274800	7.9
15278400	8.4
15282000	8
15285600	6.4
15289200	6.7
15292800	6.9
15296400	6.8
15300000	6.5
15303600	5.9
15307200	6.4
15310800	5.9
15314400	5.5
15318000	5.6
15321600	5.8
15325200	6
15328800	6.1
15332400	5.6
15336000	6.4
15339600	7.1
15343200	6.9
15346800	8.5
15350400	7.8
15354000	7.5
15357600	6.1
15361200	5.6
15364800	4.9
15368400	4.8
15372000	4.5
15375600	4.1
15379200	3.4
15382800	3.4
15386400	2.5
15390000	1.5
15393600	1.6
15397200	2.2
15400800	2.7
15404400	2.2
15408000	2.2
15411600	2
15415200	1.4
15418800	0.9
15422400	0.7
15426000	0.4
15429600	1.7
15433200	1.6
15436800	1.3
15440400	0.8
15444000	1
15447600	1.4
15451200	1.4
15454800	0.8
15458400	2.5
15462000	2.3
15465600	2.7
15469200	2.6
15472800	2.1
15476400	2.3
15480000	1.7
15483600	1.7
15487200	1.4
15490800	1.9
15494400	2.1
15498000	1
15501600	0.9
15505200	1.9
15508800	2
15512400	1.7
15516000	1.6
15519600	2.6
15523200	2.7
15526800	3.6
15530400	3.8
15534000	3.9
15537600	3.4
15541200	4.2
15544800	4.5
15548400	4.3
15552000	4.3
15555600	4.5
15559200	4.7
15562800	5.5
15566400	4.8
15570000	3.8
15573600	3.8
15577200	3.4
15580800	5.3
15584400	5.3
15588000	3.7
15591600	1.6
15595200	1.3
15598800	1.6
15602400	3
15606000	4.4
15609600	4.4
15613200	1.3
15616800	2.2
15620400	1.3
15624000	1.7
15627600	1.1
15631200	1.7
15634800	1.6
15638400	3
15642000	1.5
15645600	1.6
15649200	1.6
15652800	1.6
15656400	2.2
15660000	3.6
15663600	5.5
15667200	5.3
15670800	5.3
15674400	5.7
15678000	6.1
15681600	5
15685200	5.7
15688800	5.2
15692400	5.5
15696000	5.3
15699600	5.2
15703200	4.5
15706800	4.3
15710400	2.5
15714000	0.6
15717600	0.6
15721200	0.6
15724800	1.2
15728400	1
15732000	1.9
15735600	1.5
15739200	2.2
15742800	4.8
15746400	5.5
15750000	5.4
15753600	5
15757200	4.9
15760800	5.4
15764400	5
15768000	5
15771600	5.8
15775200	5.7
15778800	4.9
15782400	4
15786000	3.9
15789600	4.4
15793200	2.3
15796800	3.5
15800400	2.4
15804000	2.6
15807600	3
15811200	2.2
15814800	2.5
15818400	2
15822000	2.6
15825600	2.6
15829200	2.7
15832800	2.6
15836400	3.2
15840000	3.2
15843600	3.4
15847200	3.1
15850800	3.6
15854400	3.3
15858000	3.2
15861600	3
15865200	2.4
15868800	2.1
15872400	2.2
15876000	2.4
15879600	3.8
15883200	4.6
15886800	2.9
15890400	2
15894000	1.9
15897600	1.2
15901200	1.1
15904800	0.8
15908400	0.8
15912000	0.9
15915600	1
15919200	1.6
15922800	1.4
15926400	1.3
15930000	2.2
15933600	2.1
15937200	1.6
15940800	3.1
15944400	2.6
15948000	2.3
15951600	1.8
15955200	2.7
15958800	3.2
15962400	4
15966000	3.6
15969600	2.7
15973200	2.3
15976800	1.4
15980400	0.8
15984000	0.9
15987600	0.8
15991200	1.2
15994800	1
15998400	1.8
16002000	1.6
16005600	1.8
16009200	2
16012800	2.4
16016400	3.7
16020000	4
16023600	3.6
16027200	3.6
16030800	4.2
16034400	3.9
16038000	4.5
16041600	4.6
16045200	5.4
16048800	4.9
16052400	4.7
16056000	4.6
16059600	3.7
16063200	3.2
16066800	2.4
16070400	2.6
16074000	3.5
16077600	3.4
16081200	3.4
16084800	3
16088400	3.9
16092000	4
16095600	4
16099200	4.4
16102800	3.8
16106400	3.6
16110000	3.7
16113600	3.6
16117200	4.1
16120800	4.2
16124400	4.7
16128000	3.9
16131600	4
16135200	4.4
16138800	4.3
16142400	4.5
16146000	4.6
16149600	3.9
16153200	3.5
16156800	3.2
16160400	3.2
16164000	4
16167600	3.9
16171200	2.7
16174800	3.1
16178400	2.1
16182000	2.6
16185600	2.8
16189200	2.8
16192800	2.9
16196400	2.4
16200000	2.5
16203600	2.6
16207200	2
16210800	2.3
16214400	2.2
16218000	3.3
16221600	2.6
16225200	2.7
16228800	1.6
16232400	2
16236000	1.7
16239600	1.8
16243200	1.8
16246800	1
16250400	0.7
16254000	0.2
16257600	0
16261200	0.1
16264800	0.9
16268400	1
16272000	1.3
16275600	1.2
16279200	1.1
16282800	1.7
16286400	2.5
16290000	3
16293600	3
16297200	1.9
16300800	2.4
16304400	2.4
16308000	0.9
16311600	1.7
16315200	2.8
16318800	1.3
16322400	1.9
16326000	2.5
16329600	1.4
16333200	1.2
16336800	1.2
16340400	1
16344000	1.2
16347600	1.5
16351200	2.5
16354800	3.2
16358400	4.2
16362000	4.6
16365600	4.9
16369200	5.6
16372800	6.9
16376400	7.4
16380000	8.7
16383600	5.7
16387200	5.5
16390800	5.8
16394400	6
16398000	6.2
16401600	6.2
16405200	4.2
16408800	4.9
16412400	5.8
16416000	5.4
16419600	6.1
16423200	6
16426800	5.6
16430400	6.7
16434000	6.3
16437600	6.9
16441200	6.7
16444800	6.9
16448400	8.1
16452000	9.3
16455600	10.9
16459200	11
16462800	9.6
16466400	5.6
16470000	3.1
16473600	4.1
16477200	5.4
16480800	5.3
16484400	5.5
16488000	4.1
16491600	3.9
16495200	4
16498800	3.4
16502400	3.2
16506000	3.5
16509600	4.1
16513200	3.9
16516800	4
16520400	4.5
16524000	4.4
16527600	4.8
16531200	4.4
16534800	5.4
16538400	5.6
16542000	6
16545600	5.4
16549200	6.2
16552800	5.4
16556400	6.7
16560000	5.2
16563600	3.9
16567200	3.5
16570800	3.6
16574400	2.3
16578000	1.9
16581600	1.5
16585200	2.1
16588800	1.9
16592400	2.3
16596000	2.4
16599600	1.6
16603200	2
16606800	2.2
16610400	2.8
16614000	3.6
16617600	3.6
16621200	5.4
16624800	7.2
16628400	7.7
16632000	7.5
16635600	7.4
16639200	7.2
16642800	7.9
16646400	6.1
16650000	6.4
16653600	4.9
16657200	3.5
16660800	3.2
16664400	1.7
16668000	2.9
16671600	4
16675200	4
16678800	3.7
16682400	4.5
16686000	5.4
16689600	5.8
16693200	5.7
16696800	5.8
16700400	5.7
16704000	5.8
16707600	5.7
16711200	6.3
16714800	4.9
16718400	6.3
16722000	6.8
16725600	7.1
16729200	6.7
16732800	3.9
16736400	3.9
16740000	3.7
16743600	3.5
16747200	3.5
16750800	2.5
16754400	1.9
16758000	2.1
16761600	2.3
16765200	2.5
16768800	2
16772400	2
16776000	1.6
16779600	2.3
16783200	2.7
16786800	3.5
16790400	3.8
16794000	4.2
16797600	4.1
16801200	4.8
16804800	5
16808400	4.4
16812000	3.6
16815600	2.2
16819200	1.3
16822800	1.6
16826400	3
16830000	2.1
16833600	1.6
16837200	3.1
16840800	1.7
16844400	3
16848000	2.8
16851600	2.2
16855200	2.5
16858800	2
16862400	3
16866000	2.8
16869600	3.1
16873200	3.7
16876800	3.8
16880400	4.9
16884000	4
16887600	5.5
16891200	6.4
16894800	7.8
16898400	5.5
16902000	5.1
16905600	6
16909200	6.6
16912800	5.7
16916400	5.5
16920000	3.8
16923600	2.5
16927200	2.2
16930800	2
16934400	2
16938000	2
16941600	1.8
16945200	2.2
16948800	2.5
16952400	2.4
16956000	2.7
16959600	3.4
16963200	4.1
16966800	5.1
16970400	3.9
16974000	5.9
16977600	6.4
16981200	6.6
16984800	6.4
16988400	6
16992000	6
16995600	5.4
16999200	3.9
17002800	2.8
17006400	2.1
17010000	2.8
17013600	2.8
17017200	3.2
17020800	3.1
17024400	2.7
17028000	3.5
17031600	3.6
17035200	3.5
17038800	3.2
17042400	3.8
17046000	5.1
17049600	5.4
17053200	6.1
17056800	6.5
17060400	6.2
17064000	5.7
17067600	6
17071200	6.9
17074800	4.7
17078400	3.8
17082000	1.7
17085600	1.8
17089200	5
17092800	7.2
17096400	5.7
17100000	4.5
17103600	2.8
17107200	1.5
17110800	0.9
17114400	2.8
17118000	0.8
17121600	1.5
17125200	1.5
17128800	2.3
17132400	3.8
17136000	4.7
17139600	4.9
17143200	6
17146800	5.8
17150400	5.9
17154000	7.7
17157600	7.4
17161200	6.9
17164800	6.6
17168400	6.2
17172000	5.8
17175600	4.3
17179200	3.8
17182800	4.4
17186400	4.7
17190000	3.9
17193600	3.4
17197200	3
17200800	2.7
17204400	1.8
17208000	1.9
17211600	2.1
17215200	1.8
17218800	1.6
17222400	1
17226000	1.1
17229600	1.4
17233200	1.1
17236800	2.7
17240400	3.5
17244000	4.8
17247600	4.1
17251200	4.2
17254800	2.7
17258400	4.9
17262000	4.9
17265600	4.8
17269200	4.7
17272800	4.8
17276400	3.6
17280000	3
17283600	3.3
17287200	3.9
17290800	4.5
17294400	4.5
17298000	4.6
17301600	4.5
17305200	4.1
17308800	4.2
17312400	3.1
17316000	2.4
17319600	3.3
17323200	4.5
17326800	6.1
17330400	6.9
17334000	6.4
17337600	6.5
17341200	6.7
17344800	7.5
17348400	8.3
17352000	8
17355600	7.3
17359200	6
17362800	5.4
17366400	5
17370000	4.1
17373600	4.6
17377200	4
17380800	4.3
17384400	4.7
17388000	4.1
17391600	5.2
17395200	5.3
17398800	6
17402400	6
17406000	6.1
17409600	5.8
17413200	5.5
17416800	4.6
17420400	5.7
17424000	6
17427600	6.1
17431200	5.4
17434800	4.6
17438400	3.9
17442000	2.7
17445600	2.8
17449200	2.9
17452800	2.4
17456400	2.2
17460000	2.5
17463600	2.6
17467200	2.5
17470800	2.5
17474400	3
17478000	4.1
17481600	3.9
17485200	4.5
17488800	6
17492400	6.7
17496000	7.2
17499600	7.2
17503200	7.6
17506800	6.9
17510400	6.6
17514000	7.3
17517600	5.8
17521200	4.2
17524800	4.2
17528400	3.6
17532000	3.4
17535600	2.7
17539200	2.1
17542800	1.3
17546400	0.8
17550000	0.5
17553600	0.5
17557200	0.6
17560800	1
17564400	1.9
17568000	1.8
17571600	1.6
17575200	2.6
17578800	2.7
17582400	2.8
17586000	3.9
17589600	2.9
17593200	3.1
17596800	2.8
17600400	3
17604000	2.5
17607600	1.8
17611200	0.9
17614800	0.1
17618400	0.2
17622000	1
17625600	0.8
17629200	1.2
17632800	1.7
17636400	1.4
17640000	1.9
17643600	2.5
17647200	2.4
17650800	5
17654400	5.5
17658000	4.5
17661600	5
17665200	6
17668800	5.1
17672400	4.7
17676000	5.4
17679600	4.7
17683200	4.1
17686800	3.8
17690400	2.8
17694000	2.6
17697600	2.1
17701200	0.9
17704800	0.8
17708400	1.2
17712000	1
17715600	0.7
17719200	1.3
17722800	1.3
17726400	1.2
17730000	0.7
17733600	2
17737200	2.5
17740800	3.4
17744400	4.1
17748000	4
17751600	4.1
17755200	3.9
17758800	3.8
17762400	3.7
17766000	3.9
17769600	4.1
17773200	3.8
17776800	3.7
17780400	2.9
17784000	2.5
17787600	3.2
17791200	2.3
17794800	1.2
17798400	0.8
17802000	0.5
17805600	0.9
17809200	1.2
17812800	1.1
17816400	1.2
17820000	1.7
17823600	2.5
17827200	1.9
17830800	1.7
17834400	1.9
17838000	2.3
17841600	1.9
17845200	2.1
17848800	1.5
17852400	2.8
17856000	3.4
17859600	4.3
17863200	4
17866800	2.9
17870400	1.8
17874000	0.9
17877600	1.3
17881200	1.6
17884800	2
17888400	1.2
17892000	1.4
17895600	1.3
17899200	1.2
17902800	1.5
17906400	2.5
17910000	2.9
17913600	3.4
17917200	3.6
17920800	3.7
17924400	2.8
17928000	2.9
17931600	2.6
17935200	2.8
17938800	3.5
17942400	3.5
17946000	3.9
17949600	3.9
17953200	4.1
17956800	3.1
17960400	2.5
17964000	1.2
17967600	1
17971200	1.3
17974800	1.4
17978400	0.9
17982000	0.6
17985600	1
17989200	1.1
17992800	1.7
17996400	2.8
18000000	3.8
18003600	4.6
18007200	4.6
18010800	4.9
18014400	5.4
18018000	5.5
18021600	5.3
18025200	5.6
18028800	5.4
18032400	5.5
18036000	4.3
18039600	2.9
18043200	1.7
18046800	3.4
18050400	4
18054000	4.7
18057600	4.4
18061200	4.2
18064800	3.4
18068400	3.8
18072000	2.8
18075600	1.8
18079200	2.8
18082800	3.3
18086400	3.6
18090000	4.8
18093600	5.6
18097200	5.3
18100800	5.5
18104400	4.5
18108000	4.9
18111600	4.4
18115200	5.1
18118800	4
18122400	3.1
18126000	2.3
18129600	1.9
18133200	1.3
18136800	1
18140400	1.1
18144000	1
18147600	1.2
18151200	1.3
18154800	1.3
18158400	2.2
18162000	2
18165600	1.3
18169200	1.5
18172800	2.1
18176400	2.5
18180000	2.7
18183600	2.5
18187200	1.5
18190800	1
18194400	2.2
18198000	2.7
18201600	2.7
18205200	1.6
18208800	2.9
18212400	3.2
18216000	3.4
18219600	2.4
18223200	2.8
18226800	2.5
18230400	2.4
18234000	1.3
18237600	0.3
18241200	0.8
18244800	1.1
18248400	2.5
18252000	3.2
18255600	4.8
18259200	4.7
18262800	3.4
18266400	4.6
18270000	5.7
18273600	5.7
18277200	5.9
18280800	3.9
18284400	4.4
18288000	4.9
18291600	4
18295200	4.2
18298800	3.1
18302400	2.4
18306000	1.6
18309600	2.4
18313200	1.9
18316800	2.8
18320400	2.9
18324000	2.5
18327600	3
18331200	3.2
18334800	2.5
18338400	3.2
18342000	4
18345600	4.9
18349200	5
18352800	5.2
18356400	5.7
18360000	5.3
18363600	4.8
18367200	4
18370800	3.3
18374400	3.4
18378000	3
18381600	1.7
18385200	1.9
18388800	1.2
18392400	1.3
18396000	1.1
18399600	1.3
18403200	1.2
18406800	1.4
18410400	1.9
18414000	1.9
18417600	1.8
18421200	2.1
18424800	1.9
18428400	1.6
18432000	2.6
18435600	2.9
18439200	3.2
18442800	2.4
18446400	2.3
18450000	2.6
18453600	3.6
18457200	4
18460800	4.5
18464400	5.1
18468000	4.9
18471600	3.5
18475200	3.3
18478800	3.6
18482400	4.4
18486000	3.6
18489600	4.2
18493200	4.2
18496800	3.9
18500400	4.3
18504000	5.7
18507600	3.9
18511200	4.2
18514800	3.7
18518400	4
18522000	3.1
18525600	3
18529200	4.2
18532800	4.6
18536400	4.2
18540000	4.1
18543600	4
18547200	5.9
18550800	4.2
18554400	3.1
18558000	3.7
18561600	2.7
18565200	1.2
18568800	0.6
18572400	0.9
18576000	0.8
18579600	1.1
18583200	1.2
18586800	0.9
18590400	0.6
18594000	0.6
18597600	0.7
18601200	2.2
18604800	3.1
18608400	3.4
18612000	4.4
18615600	3.6
18619200	2.7
18622800	2.1
18626400	2
18630000	4.4
18633600	2.9
18637200	3.2
18640800	3.1
18644400	1.3
18648000	1.4
18651600	1.3
18655200	1.5
18658800	1.2
18662400	1
18666000	0.7
18669600	0.5
18673200	0.6
18676800	0.2
18680400	0.7
18684000	1.5
18687600	2.6
18691200	3.4
18694800	2.6
18698400	2.2
18702000	1.8
18705600	1.9
18709200	3.1
18712800	2.2
18716400	2.5
18720000	2.4
18723600	1.4
18727200	0.7
18730800	1.3
18734400	1.6
18738000	1.5
18741600	1.6
18745200	2.3
18748800	2.1
18752400	2.2
18756000	2.2
18759600	1.9
18763200	1.1
18766800	1.4
18770400	1.1
18774000	1.6
18777600	1.4
18781200	2.1
18784800	2.6
18788400	1.8
18792000	2.5
18795600	2.3
18799200	3
18802800	2.6
18806400	2.8
18810000	2.9
18813600	2.8
18817200	2.4
18820800	1.8
18824400	3.3
18828000	4.7
18831600	3.6
18835200	2.8
18838800	2.4
18842400	2.9
18846000	2.7
18849600	3.1
18853200	4.2
18856800	3.2
18860400	3.2
18864000	2.3
18867600	3.8
18871200	5
18874800	5.7
18878400	6.1
18882000	5.4
18885600	7.1
18889200	6.3
18892800	4.2
18896400	3.2
18900000	2.2
18903600	3.1
18907200	3
18910800	3.5
18914400	3.9
18918000	3.5
18921600	3.6
18925200	3.9
18928800	4.4
18932400	5.4
18936000	5.9
18939600	5.6
18943200	5.4
18946800	6.5
18950400	6.7
18954000	7
18957600	6.8
18961200	7.3
18964800	7.9
18968400	6.7
18972000	4.4
18975600	5.2
18979200	4.1
18982800	4.2
18986400	4.1
18990000	4.4
18993600	3.2
18997200	3.7
19000800	3.9
19004400	3.8
19008000	3.7
19011600	3.6
19015200	3.5
19018800	3.2
19022400	2.5
19026000	3.3
19029600	3.2
19033200	4.3
19036800	3.8
19040400	4.8
19044000	5.2
19047600	5.9
19051200	5.6
19054800	4.4
19058400	3.9
19062000	4.3
19065600	5.7
19069200	5.4
19072800	4.6
19076400	3.4
19080000	2.6
19083600	2
19087200	2.1
19090800	1.6
19094400	1.2
