#1	
double	default(8784, 2) # Time [s], Wind Velocity [m/s], data from Hamburg-Fuhlsbuettel (Latitude:53.633; Longitude:9.988) in 2012, station height 11m. Source: WebWerdis
6264000	5.8
6267600	6.2
6271200	7.5
6274800	7.5
6278400	7.5
6282000	6
6285600	5.6
6289200	4.4
6292800	4
6296400	4
6300000	3.6
6303600	3.8
6307200	3.4
6310800	3.5
6314400	3.7
6318000	4.2
6321600	4.7
6325200	4.8
6328800	4.4
6332400	4.1
6336000	4.1
6339600	4.9
6343200	5.4
6346800	5.2
6350400	4.8
6354000	5.6
6357600	6.1
6361200	6.2
6364800	5.6
6368400	5
6372000	5.3
6375600	4.2
6379200	3.5
6382800	2.6
6386400	2.4
6390000	2.6
6393600	2.2
6397200	1.9
6400800	1.8
6404400	2.1
6408000	1.8
6411600	2.4
6415200	2.3
6418800	2
6422400	3
6426000	3.5
6429600	3.3
6433200	3.3
6436800	2.9
6440400	2.3
6444000	1.9
6447600	2.1
6451200	2.1
6454800	1.7
6458400	1.4
6462000	0.4
6465600	0.7
6469200	0.7
6472800	0.8
6476400	1
6480000	0.9
6483600	1.2
6487200	1.4
6490800	1.9
6494400	2
6498000	1.9
6501600	2.4
6505200	2.2
6508800	2.3
6512400	2.2
6516000	3.9
6519600	3.8
6523200	3.9
6526800	4.1
6530400	5.6
6534000	6.8
6537600	5.8
6541200	4.9
6544800	4.1
6548400	3
6552000	1.9
6555600	0.5
6559200	0.6
6562800	1.1
6566400	1.2
6570000	1.6
6573600	2
6577200	2.2
6580800	2.4
6584400	1.9
6588000	0.9
6591600	1.1
6595200	1.8
6598800	3.3
6602400	4.9
6606000	5
6609600	4.6
6613200	4.5
6616800	3.8
6620400	2.8
6624000	2.6
6627600	1.5
6631200	0.8
6634800	1.1
6638400	2.5
6642000	2.4
6645600	2
6649200	1.8
6652800	1.6
6656400	1.7
6660000	2.3
6663600	2.2
6667200	1.9
6670800	2.1
6674400	3
6678000	2.4
6681600	2.4
6685200	3.4
6688800	3.7
6692400	5.4
6696000	5.5
6699600	5.9
6703200	7
6706800	7.2
6710400	7.5
6714000	8
6717600	9.7
6721200	9.8
6724800	10.8
6728400	9.7
6732000	7.7
6735600	5.9
6739200	4.8
6742800	5.5
6746400	5.2
6750000	4.8
6753600	5.1
6757200	5.4
6760800	5.2
6764400	4.8
6768000	5.6
6771600	6
6775200	6.3
6778800	6.7
6782400	6.5
6786000	6.4
6789600	6.8
6793200	7.3
6796800	6.3
6800400	6.1
6804000	4.4
6807600	3.2
6811200	3.6
6814800	3.4
6818400	2.8
6822000	2.3
6825600	2.8
6829200	3.3
6832800	3.3
6836400	3.4
6840000	3.6
6843600	4.4
6847200	4.7
6850800	4.6
6854400	4.9
6858000	5.1
6861600	5.4
6865200	6.4
6868800	6.3
6872400	6.6
6876000	6.2
6879600	6.2
6883200	4.2
6886800	3.3
6890400	3.6
6894000	3.2
6897600	3.7
6901200	4.6
6904800	4.1
6908400	3.5
6912000	3.9
6915600	3.9
6919200	3.4
6922800	3.5
6926400	3.3
6930000	3.3
6933600	2.9
6937200	3
6940800	3.2
6944400	2.6
6948000	2.6
6951600	3.3
6955200	3.7
6958800	4.7
6962400	4.4
6966000	4.2
6969600	3.8
6973200	3.5
6976800	3.6
6980400	2.4
6984000	1.9
6987600	0.9
6991200	0.3
6994800	0.3
6998400	0.8
7002000	0.9
7005600	0.7
7009200	1
7012800	0.7
7016400	0.7
7020000	0.3
7023600	0.8
7027200	1.1
7030800	1.1
7034400	1.4
7038000	1.4
7041600	1.9
7045200	2.3
7048800	1.9
7052400	2.6
7056000	2.8
7059600	3.1
7063200	3
7066800	2.2
7070400	1.9
7074000	1.7
7077600	0.8
7081200	0.6
7084800	0.7
7088400	0.4
7092000	1
7095600	0.6
7099200	0.5
7102800	1.6
7106400	1
7110000	0.9
7113600	0.4
7117200	0.8
7120800	2.3
7124400	2.2
7128000	2.3
7131600	1.9
7135200	1.8
7138800	2.4
7142400	2.2
7146000	1.8
7149600	2.9
7153200	2.3
7156800	2.1
7160400	1.4
7164000	1.5
7167600	2.1
7171200	1.6
7174800	1
7178400	0.8
7182000	0.7
7185600	1.7
7189200	0.7
7192800	1.1
7196400	1.3
7200000	1.9
7203600	3.4
7207200	4.2
7210800	4.7
7214400	4.9
7218000	4.4
7221600	3.9
7225200	3.9
7228800	4
7232400	3.8
7236000	3.5
7239600	3.1
7243200	3.2
7246800	3.7
7250400	3.8
7254000	3.7
7257600	3.6
7261200	3.2
7264800	3.6
7268400	4.2
7272000	3.5
7275600	4
7279200	3.7
7282800	4.4
7286400	3.9
7290000	3.7
7293600	4.5
7297200	4.7
7300800	4
7304400	4.3
7308000	4.6
7311600	4.8
7315200	3.9
7318800	3.6
7322400	3.1
7326000	2.4
7329600	1.8
7333200	1.2
7336800	0.8
7340400	1.1
7344000	0.9
7347600	0.9
7351200	1
7354800	1.9
7358400	2.6
7362000	2.2
7365600	2.2
7369200	2.1
7372800	2.3
7376400	2.9
7380000	2.9
7383600	3.4
7387200	3.2
7390800	3.9
7394400	4.6
7398000	4.3
7401600	4.4
7405200	4.5
7408800	4.2
7412400	3.5
7416000	3.6
7419600	3.3
7423200	2.8
7426800	3.2
7430400	3.1
7434000	3.1
7437600	2.9
7441200	2.8
7444800	2.5
7448400	2.5
7452000	3.4
7455600	3.5
7459200	4.6
7462800	4.6
7466400	4
7470000	3.5
7473600	3.5
7477200	3.8
7480800	4.5
7484400	4.8
7488000	4.6
7491600	4
7495200	4.4
7498800	3.7
7502400	3.5
7506000	3.5
7509600	2.4
7513200	2
7516800	2.3
7520400	2
7524000	2.6
7527600	2.4
7531200	2.8
7534800	2.6
7538400	2
7542000	3
7545600	4.8
7549200	5.8
7552800	5.5
7556400	5.8
7560000	6.5
7563600	7.9
7567200	8.8
7570800	9.2
7574400	8.5
7578000	7.1
7581600	7.8
7585200	7.4
7588800	7.7
7592400	7.5
7596000	8.9
7599600	7.7
7603200	7.8
7606800	6.8
7610400	7.2
7614000	7.4
7617600	6.4
7621200	7.1
7624800	6.7
7628400	7.1
7632000	7.3
7635600	6.7
7639200	8.7
7642800	8.5
7646400	8.8
7650000	8.7
7653600	9
7657200	9.3
7660800	9.3
7664400	8.9
7668000	8.4
7671600	9.1
7675200	7.9
7678800	7.2
7682400	6.6
7686000	5.3
7689600	5.8
7693200	5.9
7696800	5.9
7700400	5.4
7704000	6.2
7707600	6.5
7711200	6.2
7714800	7.1
7718400	7.4
7722000	8.9
7725600	9.3
7729200	10
7732800	10.4
7736400	11.2
7740000	11.3
7743600	10.8
7747200	10.6
7750800	9.2
7754400	8.5
7758000	8.4
7761600	8
7765200	8.3
7768800	7.7
7772400	8.5
7776000	8.2
7779600	8.5
7783200	8.8
7786800	8.8
7790400	7.8
7794000	9.2
7797600	9.2
7801200	9.8
7804800	11.1
7808400	11.9
7812000	10.4
7815600	8.2
7819200	6
7822800	7.9
7826400	6.5
7830000	6.5
7833600	4.8
7837200	5.4
7840800	5.6
7844400	5.5
7848000	3.9
7851600	2.5
7855200	3.1
7858800	2.7
7862400	1.1
7866000	0.8
7869600	0.6
7873200	1.4
7876800	2.5
7880400	1.9
7884000	2.8
7887600	3
7891200	3.9
7894800	6.2
7898400	6.7
7902000	6.4
7905600	5.8
7909200	8.3
7912800	7.7
7916400	7.5
7920000	8
7923600	8.1
7927200	7.4
7930800	6.8
7934400	7.5
7938000	8.8
7941600	7.6
7945200	7.7
7948800	7.5
7952400	7.5
7956000	7.8
7959600	6.7
7963200	5.7
7966800	5.2
7970400	4.8
7974000	4.7
7977600	6.2
7981200	6.8
7984800	6.4
7988400	5.6
7992000	5.5
7995600	6.3
7999200	6.4
8002800	6.2
8006400	5.8
8010000	5.3
8013600	4
8017200	2.5
8020800	1.9
8024400	1.5
8028000	1.1
8031600	0.9
8035200	1.7
8038800	2.1
8042400	1.5
8046000	1.6
8049600	2.3
8053200	2.3
8056800	2.2
8060400	2.9
8064000	3.7
8067600	3.9
8071200	3.8
8074800	4.3
8078400	5.1
8082000	5.3
8085600	5
8089200	5
8092800	5
8096400	4.7
8100000	4.3
8103600	4.4
8107200	4.3
8110800	5.2
8114400	5.3
8118000	5.7
8121600	5.8
8125200	4.7
8128800	5.6
8132400	5.2
8136000	5.2
8139600	4.7
8143200	4.8
8146800	4.8
8150400	4.9
8154000	5.2
8157600	5.1
8161200	5.5
8164800	5.4
8168400	5.6
8172000	6.3
8175600	5.3
8179200	5.4
8182800	5.4
8186400	5.8
8190000	4.9
8193600	4.1
8197200	3.8
8200800	3.1
8204400	2.2
8208000	2.1
8211600	2.3
8215200	3.8
8218800	4.3
8222400	2.9
8226000	2.6
8229600	2.5
8233200	3.7
8236800	4.4
8240400	4.9
8244000	5
8247600	4.5
8251200	3.2
8254800	3.2
8258400	2.9
8262000	3.3
8265600	2.6
8269200	3.1
8272800	3
8276400	2.8
8280000	1.7
8283600	0.8
8287200	0.7
8290800	0.4
8294400	0.4
8298000	0.3
8301600	0.2
8305200	0
8308800	0.4
8312400	0.3
8316000	0.3
8319600	0.5
8323200	2.6
8326800	4.3
8330400	5
8334000	4.8
8337600	5.3
8341200	5.6
8344800	5.9
8348400	5.8
8352000	6.4
8355600	5.3
8359200	4.7
8362800	5
8366400	5.9
8370000	6
8373600	6.1
8377200	5.2
8380800	5.9
8384400	6.1
8388000	3.9
8391600	4.2
8395200	4.7
8398800	4.8
8402400	5.3
8406000	4.9
8409600	5.8
8413200	5.6
8416800	6.9
8420400	6.5
8424000	7.7
8427600	7.6
8431200	6.3
8434800	7
8438400	6.8
8442000	5.6
8445600	4
8449200	2.5
8452800	1.3
8456400	2
8460000	1.5
8463600	1.3
8467200	1.4
8470800	1.5
8474400	1
8478000	0.8
8481600	0.9
8485200	1.4
8488800	1.1
8492400	0.7
8496000	0.7
8499600	1.9
8503200	2.4
8506800	2.4
8510400	3
8514000	3.3
8517600	4.3
8521200	4.5
8524800	3.9
8528400	4.4
8532000	4
8535600	3.9
8539200	3.9
8542800	4.2
8546400	4.6
8550000	4.9
8553600	4.8
8557200	4.3
8560800	4.9
8564400	4.9
8568000	5.2
8571600	4.9
8575200	4.4
8578800	5.3
8582400	6.1
8586000	5.9
8589600	5.5
8593200	5.3
8596800	5.4
8600400	4.4
8604000	4.8
8607600	4.2
8611200	4.3
8614800	5
8618400	5.5
8622000	6.2
8625600	6.3
8629200	6.5
8632800	5.6
8636400	5.2
8640000	5
8643600	5.5
8647200	6.1
8650800	5.9
8654400	6.1
8658000	6.2
8661600	6.7
8665200	6.9
8668800	6.2
8672400	6.8
8676000	6.1
8679600	6.1
8683200	6.7
8686800	6.9
8690400	5.9
8694000	5.9
8697600	3.6
8701200	4.8
8704800	3.4
8708400	1.9
8712000	2.5
8715600	3.1
8719200	3.2
8722800	3.7
8726400	4.1
8730000	3.5
8733600	3.5
8737200	4.2
8740800	4.5
8744400	3.5
8748000	2
8751600	1.3
8755200	1.2
8758800	1.5
8762400	2.6
8766000	2.6
8769600	3.8
8773200	3.3
8776800	2.2
8780400	3.3
8784000	1.9
8787600	3.4
8791200	1.6
8794800	1.3
8798400	1.4
8802000	3.5
8805600	1.4
8809200	0.9
8812800	0.9
8816400	0.9
8820000	0.6
8823600	1.5
8827200	1.2
8830800	1.7
8834400	0.9
8838000	0.7
8841600	1
8845200	0.6
8848800	1.8
8852400	3.3
8856000	2.3
8859600	3.9
8863200	3.5
8866800	3
8870400	2.2
8874000	1.6
8877600	2
8881200	1.6
8884800	1.9
8888400	2.5
8892000	1.8
8895600	1.4
8899200	1.5
8902800	1.2
8906400	2.6
8910000	3.9
8913600	3
8917200	3.3
8920800	3.2
8924400	3.6
8928000	4.1
8931600	4.6
8935200	4.6
8938800	4.1
8942400	4.6
8946000	4.1
8949600	4
8953200	3.9
8956800	4.1
8960400	3.4
8964000	3.1
8967600	2.1
8971200	1.4
8974800	0.6
8978400	0.7
8982000	0.8
8985600	0.5
8989200	0.8
8992800	0.9
8996400	0.9
9000000	1.2
9003600	1.1
9007200	1.1
9010800	2.5
9014400	1.5
9018000	1
9021600	1
9025200	1.5
9028800	1.2
9032400	1.6
9036000	1.7
9039600	2.7
9043200	2.5
9046800	2.7
9050400	2.1
9054000	2.8
9057600	2.3
9061200	1.8
9064800	1.4
9068400	1.5
9072000	1.7
9075600	2.1
9079200	1.7
9082800	1.6
9086400	2.3
9090000	2.6
9093600	2.2
9097200	3.5
9100800	3.3
9104400	3.6
9108000	3.5
9111600	4.6
9115200	5.3
9118800	5.3
9122400	5.7
9126000	5.4
9129600	4.8
9133200	4.5
9136800	3.8
9140400	2.7
9144000	2.1
9147600	4.5
9151200	3.9
9154800	4.2
9158400	3.7
9162000	2.7
9165600	2.4
9169200	1.7
9172800	1.5
9176400	1.4
9180000	1.8
9183600	2.8
9187200	5
9190800	6.3
9194400	6.7
9198000	6.1
9201600	6.2
9205200	6.7
9208800	6.7
9212400	8.6
9216000	8.1
9219600	7.9
9223200	5.9
9226800	5.4
9230400	3.8
9234000	3.3
9237600	3.1
9241200	3.4
9244800	2.6
9248400	3.3
9252000	3.2
9255600	2.5
9259200	2.5
9262800	2.8
9266400	2.4
9270000	3.1
9273600	4
9277200	5
9280800	4.7
9284400	5.7
9288000	5.7
9291600	5.4
9295200	5.6
9298800	5.8
9302400	5.9
9306000	6.3
9309600	7
9313200	5.4
9316800	4.6
9320400	4.4
9324000	4.3
9327600	4.2
9331200	4.4
9334800	4.5
9338400	4.3
9342000	3.9
9345600	3.8
9349200	3.5
9352800	3.8
9356400	4.7
9360000	5
9363600	4.9
9367200	5
9370800	5.6
9374400	5.5
9378000	5
9381600	5.2
9385200	5.6
9388800	5.8
9392400	6.7
9396000	5.9
9399600	4.9
9403200	4.3
9406800	4.8
9410400	4
9414000	3.2
9417600	4
9421200	4.4
9424800	3.8
9428400	3.7
9432000	3.9
9435600	3.4
9439200	4.3
9442800	4.8
9446400	5.3
9450000	5.7
9453600	6.6
9457200	7.4
9460800	6.7
9464400	6.1
9468000	5.6
9471600	6.2
9475200	5.6
9478800	4.5
9482400	2.1
9486000	1.6
9489600	1.6
9493200	1.8
9496800	2.3
9500400	3.4
9504000	2.5
9507600	1.5
9511200	1.2
9514800	0.7
9518400	0.7
9522000	0.9
9525600	0.9
9529200	1.6
9532800	1.9
9536400	2
9540000	3
9543600	3.6
9547200	4.1
9550800	4.2
9554400	5.2
9558000	4.4
9561600	3
9565200	2.8
9568800	3.1
9572400	2.4
9576000	2.3
9579600	3.1
9583200	3.4
9586800	4
9590400	1.9
9594000	2.1
9597600	1.7
9601200	0.4
9604800	0.6
9608400	1.2
9612000	2.3
9615600	3
9619200	2.7
9622800	3.4
9626400	4.8
9630000	4.5
9633600	5.6
9637200	4.7
9640800	6.2
9644400	4.1
9648000	4.3
9651600	0.9
9655200	2.4
9658800	3
9662400	1
9666000	3.9
9669600	3.8
9673200	1.9
9676800	1.6
9680400	1.9
9684000	1.5
9687600	1.3
9691200	1.6
9694800	1.7
9698400	2.4
9702000	3.5
9705600	4.9
9709200	4.1
9712800	4
9716400	4.4
9720000	6.1
9723600	5.8
9727200	4.2
9730800	4.9
9734400	2.8
9738000	4.2
9741600	1.7
9745200	3.1
9748800	1.2
9752400	1.2
9756000	0.8
9759600	1.4
9763200	1.9
9766800	0.7
9770400	1.4
9774000	2.7
9777600	2.5
9781200	2.6
9784800	2.9
9788400	3.1
9792000	3.6
9795600	3.9
9799200	4.8
9802800	5.2
9806400	5.2
9810000	4.9
9813600	6.2
9817200	6.6
9820800	5.5
9824400	3.9
9828000	2.9
9831600	2.3
9835200	2.7
9838800	3.1
9842400	2.3
9846000	3.2
9849600	2.5
9853200	2.3
9856800	3.1
9860400	4.1
9864000	3.6
9867600	3.2
9871200	3.9
9874800	3.9
9878400	3.3
9882000	4
9885600	3.6
9889200	3.3
9892800	3.2
9896400	2.9
9900000	3.2
9903600	4.2
9907200	2
9910800	4
9914400	3.4
9918000	2
9921600	2.3
9925200	2
9928800	1.7
9932400	1
9936000	1.1
9939600	0.8
9943200	0.7
9946800	2
9950400	2.2
9954000	3
9957600	3.3
9961200	3.8
9964800	4.2
9968400	5.4
9972000	4.4
9975600	4
9979200	3.3
9982800	3.9
9986400	4.4
9990000	4.1
9993600	4.6
9997200	5.5
10000800	5.4
10004400	4.8
10008000	5.9
10011600	6.5
10015200	5.4
10018800	5.9
10022400	5.1
10026000	4.7
10029600	4.1
10033200	4
10036800	5
10040400	6.1
10044000	6
10047600	6
10051200	7.2
10054800	7.9
10058400	8.1
10062000	8.4
10065600	9.4
10069200	9.8
10072800	10
10076400	9.6
10080000	9.6
10083600	7.5
10087200	7
10090800	6.4
10094400	6.4
10098000	6.2
10101600	5.5
10105200	6.6
10108800	6.4
10112400	6
10116000	5.5
10119600	5.2
10123200	4.8
10126800	5.2
10130400	5.1
10134000	6.3
10137600	6.4
10141200	7.2
10144800	6.6
10148400	6.7
10152000	5.7
10155600	6.3
10159200	7.1
10162800	6.1
10166400	6.3
10170000	5
10173600	4.2
10177200	3.2
10180800	2.7
10184400	2.3
10188000	2.6
10191600	2.3
10195200	1.4
10198800	1.3
10202400	1.4
10206000	1.4
10209600	1.4
10213200	2.6
10216800	3.6
10220400	3.5
10224000	4.4
10227600	4.6
10231200	5.3
10234800	5.3
10238400	5.9
10242000	6
10245600	6
10249200	6.9
10252800	6.3
10256400	6.2
10260000	7.3
10263600	5.2
10267200	4.5
10270800	4.5
10274400	5.2
10278000	5.9
10281600	4.7
10285200	4.4
10288800	5.2
10292400	6.2
10296000	6.2
10299600	5.4
10303200	6.5
10306800	6.7
10310400	7.4
10314000	7.8
10317600	7.4
10321200	6.1
10324800	5.7
10328400	5.7
10332000	5.9
10335600	5.7
10339200	4.3
10342800	3.9
10346400	2.5
10350000	1.8
10353600	2.3
10357200	1.7
10360800	0.8
10364400	1.3
10368000	0.9
10371600	0.9
10375200	0.5
10378800	0.6
10382400	0.4
10386000	1.1
10389600	1.5
10393200	2.6
10396800	3
10400400	2.8
10404000	3.1
10407600	2.9
10411200	3.8
10414800	3.8
10418400	4.1
10422000	4.7
10425600	5.8
10429200	5.4
10432800	4.7
10436400	3.3
10440000	2.9
10443600	2.6
10447200	3.4
10450800	2.8
10454400	2.3
10458000	3.1
10461600	4.3
10465200	4.6
10468800	4.3
10472400	3.9
10476000	4.2
10479600	5.2
10483200	6.3
10486800	5.8
10490400	5.9
10494000	5.2
10497600	5.1
10501200	5.7
10504800	5.8
10508400	4.9
10512000	4.7
10515600	5.1
10519200	4.2
10522800	4.6
10526400	3.9
10530000	3.4
10533600	2.6
10537200	2.6
10540800	2.6
10544400	2.2
10548000	1.9
10551600	2.8
10555200	2.3
10558800	2.1
10562400	3.2
10566000	4.1
10569600	4.4
10573200	3.9
10576800	5
10580400	5
10584000	5
10587600	5.4
10591200	5.6
10594800	6.4
10598400	6.1
10602000	6.3
10605600	6.4
10609200	4.9
10612800	3.2
10616400	2.6
10620000	2.3
10623600	2.2
10627200	1.9
10630800	1.6
10634400	2
10638000	1.8
10641600	1.3
10645200	1.3
10648800	1
10652400	1.3
10656000	1.2
10659600	1.8
10663200	2.3
10666800	1.4
10670400	1.6
10674000	1.5
10677600	3.4
10681200	3.7
10684800	4.9
10688400	4.6
10692000	4
10695600	3.8
10699200	3.1
10702800	2.1
10706400	2.2
10710000	1.4
10713600	1.8
10717200	1.9
10720800	1.7
10724400	1.8
10728000	1.3
10731600	2.3
10735200	3.2
10738800	3.7
10742400	3.5
10746000	3.6
10749600	4.9
10753200	4.9
10756800	5.2
10760400	3.3
10764000	4.5
10767600	4
10771200	3.5
10774800	3.2
10778400	2.4
10782000	2.5
10785600	2
10789200	3.6
10792800	4.1
10796400	4.2
10800000	3.2
10803600	2.5
10807200	3.2
10810800	3.3
10814400	2.2
10818000	2.8
10821600	3.4
10825200	3.5
10828800	4.2
10832400	3.3
10836000	2.7
10839600	3.4
10843200	3.7
10846800	3.9
10850400	4.3
10854000	3.9
10857600	3.9
10861200	4.5
10864800	4.6
10868400	4.2
10872000	3.4
10875600	3
10879200	3.9
10882800	3.1
10886400	2.4
10890000	2.2
10893600	1.8
10897200	2.2
10900800	2.4
10904400	2.4
10908000	2.2
10911600	3
10915200	2.9
10918800	2.7
10922400	1.6
10926000	1.8
10929600	1.6
10933200	1.6
10936800	2.2
10940400	2.3
10944000	2.4
10947600	2.1
10951200	1.7
10954800	1.3
10958400	2
10962000	1.3
10965600	1.3
10969200	1
10972800	1
10976400	2.3
10980000	1.4
10983600	1.2
10987200	1.4
10990800	1.9
10994400	2.2
10998000	2.5
11001600	2.2
11005200	2.3
11008800	2.2
11012400	2.8
11016000	2.8
11019600	2.9
11023200	2.2
11026800	2.1
11030400	2
11034000	1.8
11037600	1.9
11041200	2
11044800	1.4
11048400	1.2
11052000	1.1
11055600	0.8
11059200	1
11062800	1.3
11066400	1.7
11070000	1.5
11073600	1.4
11077200	1.4
11080800	1.4
11084400	2.7
11088000	3.4
11091600	3.8
11095200	4.7
11098800	4.8
11102400	6.5
11106000	5.7
11109600	6.8
11113200	6.3
11116800	6.2
11120400	6.2
11124000	6.4
11127600	4.9
11131200	4.5
11134800	4.7
11138400	5.3
11142000	5.4
11145600	4.2
11149200	3.8
11152800	2.9
11156400	2.9
11160000	3.3
11163600	3.7
11167200	3
11170800	4
11174400	3.8
11178000	4.3
11181600	5.5
11185200	5.6
11188800	6.5
11192400	8
11196000	7.1
11199600	5.8
11203200	4.2
11206800	2.8
11210400	3.1
11214000	1
11217600	1.1
11221200	1.5
11224800	1
11228400	1.9
11232000	1.3
11235600	1.9
11239200	1.7
11242800	2.2
11246400	1.7
11250000	3.1
11253600	4.4
11257200	5
11260800	5.2
11264400	5.3
11268000	6.7
11271600	7.5
11275200	7.2
11278800	6.1
11282400	5.6
11286000	7.1
11289600	6.5
11293200	4
11296800	5.9
11300400	4.4
11304000	2.3
11307600	3
11311200	6.1
11314800	4.3
11318400	4.5
11322000	5.7
11325600	6.4
11329200	5.6
11332800	4.9
11336400	6
11340000	5.9
11343600	5.9
11347200	6.5
11350800	6.7
11354400	8.2
11358000	8.9
11361600	9.6
11365200	8.9
11368800	8.8
11372400	6.9
11376000	6.5
11379600	6.8
11383200	7.6
11386800	7.3
11390400	5.6
11394000	7.1
11397600	6.4
11401200	6.9
11404800	5.1
11408400	4.1
11412000	4.5
11415600	4.8
11419200	4.1
11422800	3.3
11426400	5.4
11430000	6.4
11433600	7.2
11437200	8.7
11440800	9.1
11444400	9.6
11448000	9.7
11451600	10.1
11455200	8.8
11458800	10
11462400	8.5
11466000	9
11469600	7.1
11473200	6.1
11476800	5.2
11480400	4.1
11484000	4.5
11487600	3.2
11491200	3.3
11494800	3.4
11498400	3.2
11502000	2.1
11505600	1.7
11509200	1.4
11512800	2.7
11516400	4
11520000	5.3
11523600	4.8
11527200	4.2
11530800	4.4
11534400	4
11538000	4.5
11541600	4.4
11545200	3.2
11548800	1.8
11552400	1.7
11556000	2.5
11559600	2.3
11563200	1.6
11566800	2.2
11570400	3
11574000	2.7
11577600	3.1
11581200	2.9
11584800	2.2
11588400	3
11592000	3
11595600	3.4
11599200	4.2
11602800	4.8
11606400	5.5
11610000	5.5
11613600	5.6
11617200	6.3
11620800	6.4
11624400	6.5
11628000	7.3
11631600	6.3
11635200	5.5
11638800	5
11642400	3.9
11646000	3.9
11649600	3.1
11653200	3
11656800	2.8
11660400	2.8
11664000	2.6
11667600	2.7
11671200	2.8
11674800	3.7
11678400	3.4
11682000	3.5
11685600	3
11689200	2.7
11692800	2.7
11696400	3.4
11700000	2.9
11703600	4.4
11707200	3.9
11710800	3.2
11714400	2.6
11718000	2.9
11721600	2.8
11725200	2.6
11728800	3.3
11732400	5.2
11736000	4.6
11739600	4.7
11743200	4
11746800	3.8
11750400	3.6
11754000	4.2
11757600	5.4
11761200	4.3
11764800	4.6
11768400	4.3
11772000	4.7
11775600	4.3
11779200	4.7
11782800	4.5
11786400	4.8
11790000	6.6
11793600	7.4
11797200	9.5
11800800	9.6
11804400	9.5
11808000	8.8
11811600	8.9
11815200	8.4
11818800	6.1
11822400	5.1
11826000	3.8
11829600	3.1
11833200	4
11836800	3.3
11840400	3.1
11844000	3.3
11847600	3.3
11851200	3.6
11854800	1.8
11858400	3.3
11862000	5
11865600	4.5
11869200	4.3
11872800	4.8
11876400	4.3
11880000	5.8
11883600	5.5
11887200	4.8
11890800	3.9
11894400	3.2
11898000	2.4
11901600	1.8
11905200	1
11908800	0.3
11912400	1
11916000	1
11919600	1.5
11923200	1.5
11926800	1.5
11930400	1.5
11934000	1.8
11937600	2.5
11941200	2.5
11944800	3.3
11948400	4.7
11952000	4.9
11955600	5.4
11959200	7.2
11962800	7.5
11966400	6.8
11970000	6.9
11973600	7.1
11977200	7.5
11980800	8.1
11984400	7.7
11988000	7.5
11991600	7
11995200	5.9
11998800	4.2
12002400	4
12006000	4
12009600	3.6
12013200	2.9
12016800	3.1
12020400	2.5
12024000	2.7
12027600	2.9
12031200	2.5
12034800	3.3
12038400	2.5
12042000	1.9
12045600	1.7
12049200	2.1
12052800	1.4
12056400	2.8
12060000	2.3
12063600	2.3
12067200	2.8
12070800	3.2
12074400	2
12078000	1.1
12081600	1.6
12085200	1.5
12088800	0.9
12092400	1.1
12096000	1
12099600	1.2
12103200	0.8
12106800	0.4
12110400	0.8
12114000	1.2
12117600	1.5
12121200	2.3
12124800	2.6
12128400	1.6
12132000	1.7
12135600	2.3
12139200	3.3
12142800	4.6
12146400	6.2
12150000	6.3
12153600	4
12157200	4
12160800	4.9
12164400	5
12168000	3.6
12171600	4.2
12175200	4.6
12178800	3.3
12182400	2.2
12186000	3
12189600	2.5
12193200	2.1
12196800	1.8
12200400	2.3
12204000	2.6
12207600	3.6
12211200	2.9
12214800	3.3
12218400	3.8
12222000	4.9
12225600	5.9
12229200	6.2
12232800	6.3
12236400	5.3
12240000	4.2
12243600	4.2
12247200	4.4
12250800	4.1
12254400	3.6
12258000	4.1
12261600	4.3
12265200	4.8
12268800	4.2
12272400	3.6
12276000	4
12279600	3.8
12283200	4.1
12286800	4
12290400	4.2
12294000	3.7
12297600	3.5
12301200	3.6
12304800	3.7
12308400	3.8
12312000	4.9
12315600	5.5
12319200	5.6
12322800	5.8
12326400	5.3
12330000	6
12333600	5.5
12337200	5.2
12340800	5
12344400	4.7
12348000	4
12351600	3.1
12355200	3.2
12358800	2.7
12362400	3
12366000	3.2
12369600	3
12373200	3.6
12376800	4.8
12380400	4.4
12384000	5
12387600	4.5
12391200	5
12394800	4.9
12398400	5
12402000	5.4
12405600	5.4
12409200	6.1
12412800	6.5
12416400	6.1
12420000	5.8
12423600	5.3
12427200	4.8
12430800	3.6
12434400	3.1
12438000	2.7
12441600	2.9
12445200	2.8
12448800	3
12452400	2.4
12456000	2.3
12459600	2.9
12463200	4.3
12466800	4.6
12470400	5
12474000	5.5
12477600	6.1
12481200	6.4
12484800	6
12488400	5.7
12492000	6.1
12495600	6.7
12499200	6.3
12502800	5.9
12506400	5.3
12510000	5
12513600	3.3
12517200	2.8
12520800	3
12524400	1.9
12528000	2
12531600	1.7
12535200	1.6
12538800	0.7
12542400	0.7
12546000	0.9
12549600	1.2
12553200	1.1
12556800	1.3
12560400	2.4
12564000	2.6
12567600	3.2
12571200	3.6
12574800	3.8
12578400	4.1
12582000	5
12585600	5.3
12589200	5.4
12592800	5.3
12596400	3.9
12600000	3.5
12603600	3.2
12607200	2.3
12610800	2.2
12614400	2.1
12618000	2.1
12621600	2.3
12625200	1.9
12628800	2.1
12632400	1.8
12636000	2.1
12639600	2.4
12643200	2.6
12646800	3.1
12650400	3.4
12654000	4.1
12657600	4.5
12661200	4
12664800	4
12668400	4.5
12672000	3.8
